side1,side2,side3,side1^2,side2^2,side3^2,validity
3213,172,3214,10323369,29584,10329796,0
409,122,410,167281,14884,168100,0
7200,143910,144090,51840000,20710088100,20761928100,1
173161,7336,170633,29984731921,53816896,29115620689,0
176121,7417,173882,31018606641,55011889,30234949924,0
213,46,215,45369,2116,46225,0
1440,264,1464,2073600,69696,2143296,1
5916,100485,100659,34999056,10097235225,10132234281,1
3949,682,3923,15594601,465124,15389929,0
5964,211680,211764,35569296,44808422400,44843991696,1
4536,95202,95310,20575296,9063420804,9083996100,1
14352,1150,14398,205979904,1322500,207302404,1
1298,75,1300,1684804,5625,1690000,0
1346,574,1440,1811716,329476,2073600,0
35904,2178,35970,1289097216,4743684,1293840900,1
3128,53130,53222,9784384,2822796900,2832581284,1
99010,7028,98166,9802980100,49392784,9636563556,0
1298,147,1299,1684804,21609,1687401,0
4089,177848,177895,16719921,31629911104,31646631025,1
3242,664,2934,10510564,440896,8608356,0
2394,22680,22806,5731236,514382400,520113636,1
3528,63455,63553,12446784,4026537025,4038983809,1
530,234,556,280900,54756,309136,0
3843,121024,121085,14768649,14646808576,14661577225,1
156,1008,1020,24336,1016064,1040400,1
912,25984,26000,831744,675168256,676000000,1
19321,1742,18543,373301041,3034564,343842849,0
129602,7594,127404,16796678404,57668836,16231779216,0
23400,2470,23530,547560000,6100900,553660900,1
450,52,452,202500,2704,204304,0
24770,3178,24684,613552900,10099684,609299856,0
3870,87032,87118,14976900,7574569024,7589545924,1
6435,1080,6525,41409225,1166400,42575625,1
6722,1246,5952,45185284,1552516,35426304,0
979,43560,43571,958441,1897473600,1898432041,1
103635,4320,103725,10740213225,18662400,10758875625,1
0,0,0,0,0,0,1
28800,3040,28960,829440000,9241600,838681600,1
219,7992,7995,47961,63872064,63920025,1
106704,2772,106740,11385743616,7683984,11393427600,1
229601,8869,226470,52716619201,78659161,51288660900,0
23040,1488,23088,530841600,2214144,533055744,1
117601,5953,116546,13829995201,35438209,13582970116,0
1949,150,1950,3798601,22500,3802500,0
381,59,383,145161,3481,146689,0
7082,1396,7098,50154724,1948816,50381604,0
3876,98800,98876,15023376,9761440000,9776463376,1
101522,6439,99591,10306716484,41460721,9918367281,0
51216,4462,51410,2623078656,19909444,2642988100,1
1199,142,1200,1437601,20164,1440000,0
512,2016,2080,262144,4064256,4326400,1
1204,25872,25900,1449616,669360384,670810000,1
4393,162,4394,19298449,26244,19307236,0
2904,47872,47960,8433216,2291728384,2300161600,1
1,64,65,1,4096,4225,0
114841,6452,110997,13188455281,41628304,12320334009,0
685,108,686,469225,11664,470596,0
2365,65016,65059,5593225,4227080256,4232673481,1
1880,118,1882,3534400,13924,3541924,0
85009,4837,84218,7226530081,23396569,7092671524,0
1436,85,1437,2062096,7225,2064969,0
2,66,68,4,4356,4624,0
1684,165,1686,2835856,27225,2842596,0
91200,4680,91320,8317440000,21902400,8339342400,1
7008,255744,255840,49112064,65404993536,65454105600,1
512,73,514,262144,5329,264196,0
22680,2394,22806,514382400,5731236,520113636,1
66348,3589,66445,4402057104,12880921,4414938025,1
2070,71400,71430,4284900,5097960000,5102244900,1
2290,113,2291,5244100,12769,5248681,0
24,70,74,576,4900,5476,1
0,10,10,0,100,100,1
5427,181764,181845,29452329,33038151696,33067604025,1
117650,7658,116524,13841522500,58644964,13577842576,0
163681,7167,161968,26791469761,51365889,26233633024,0
13120,324,13124,172134400,104976,172239376,1
258,116,260,66564,13456,67600,0
720,76,724,518400,5776,524176,1
6958,246960,247058,48413764,60989241600,61037655364,1
105600,4312,105688,11151360000,18593344,11169953344,1
3025,484,2917,9150625,234256,8508889,0
2838,46784,46870,8054244,2188742656,2196796900,1
1280,288,1312,1638400,82944,1721344,1
129168,4876,129260,16684372224,23775376,16708147600,1
51968,1824,52000,2700673024,3326976,2704000000,1
121360,2997,121397,14728249600,8982009,14737231609,1
912,8640,8688,831744,74649600,75481344,1
45,336,339,2025,112896,114921,1
2255,61992,62033,5085025,3843008064,3848093089,1
380,285,475,144400,81225,225625,1
672,5355,5397,451584,28676025,29127609,1
2907,324,2925,8450649,104976,8555625,1
72504,3922,72610,5256830016,15382084,5272212100,1
22952,3103,22905,526794304,9628609,524639025,0
1058,342,1064,1119364,116964,1132096,0
6270,297792,297858,39312900,88680075264,88719388164,1
1186,129,1187,1406596,16641,1408969,0
42,144,150,1764,20736,22500,1
133,99,135,17689,9801,18225,0
6385,952,6343,40768225,906304,40233649,0
2709,688,2795,7338681,473344,7812025,1
151360,3480,151400,22909849600,12110400,22921960000,1
16722,2300,15298,279625284,5290000,234028804,0
114,43,115,12996,1849,13225,0
84,63,105,7056,3969,11025,1
1563,121,1565,2442969,14641,2449225,0
72576,2640,72624,5267275776,6969600,5274245376,1
623,2136,2225,388129,4562496,4950625,1
376,54,378,141376,2916,142884,0
657,80,658,431649,6400,432964,0
1479,12528,12615,2187441,156950784,159138225,1
2310,133,2311,5336100,17689,5340721,0
60530,5424,60146,3663880900,29419776,3617541316,0
155,84,156,24025,7056,24336,0
744,310,806,553536,96100,649636,1
165,88,187,27225,7744,34969,1
8738,1322,8084,76352644,1747684,65351056,0
63360,1950,63390,4014489600,3802500,4018292100,1
76481,5395,75216,5849343361,29106025,5657446656,0
39,32,41,1521,1024,1681,0
2346,80920,80954,5503716,6548046400,6553550116,1
107800,2178,107822,11620840000,4743684,11625583684,1
16967,2603,16970,287879089,6775609,287980900,0
31,29,33,961,841,1089,0
14616,2262,14790,213627456,5116644,218744100,1
1387,50616,50635,1923769,2561979456,2563903225,1
56,105,119,3136,11025,14161,1
1218,67,1219,1483524,4489,1485961,0
2016,169,2018,4064256,28561,4072324,0
188,46,190,35344,2116,36100,0
45425,3792,45583,2063430625,14379264,2077809889,1
43500,1475,43525,1892250000,2175625,1894425625,1
1339,90,1340,1792921,8100,1795600,0
506,108,508,256036,11664,258064,0
24025,1999,23168,577200625,3996001,536756224,0
2160,32364,32436,4665600,1047428496,1052094096,1
920,10560,10600,846400,111513600,112360000,1
704,3840,3904,495616,14745600,15241216,1
72541,4178,70779,5262196681,17455684,5009666841,0
2976,23715,23901,8856576,562401225,571257801,1
266,2520,2534,70756,6350400,6421156,1
297,1620,1647,88209,2624400,2712609,1
13313,1679,12616,177235969,2819041,159163456,0
600,118,602,360000,13924,362404,0
3862,165,3863,14915044,27225,14922769,0
1417,430,1457,2007889,184900,2122849,0
142129,6627,140764,20200652641,43917129,19814503696,0
1892,93,1893,3579664,8649,3583449,0
762,115,763,580644,13225,582169,0
2340,17472,17628,5475600,305270784,310746384,1
304,50,306,92416,2500,93636,0
175202,9456,173042,30695740804,89415936,29943533764,0
5117,1279,4164,26183689,1635841,17338896,0
167040,5664,167136,27902361600,32080896,27934442496,1
36861,3299,36100,1358733321,10883401,1303210000,0
96,128,160,9216,16384,25600,1
80256,2470,80294,6441025536,6100900,6447126436,1
2940,51408,51492,8643600,2642782464,2651426064,1
3009,88740,88791,9054081,7874787600,7883841681,1
10362,1799,9151,107371044,3236401,83740801,0
62245,4014,61687,3874440025,16112196,3805285969,0
1800,330,1830,3240000,108900,3348900,1
99794,6406,98136,9958842436,41036836,9630674496,0
852,355,923,725904,126025,851929,1
630,53,631,396900,2809,398161,0
2409,39712,39785,5803281,1577042944,1582846225,1
46512,2660,46588,2163366144,7075600,2170441744,1
272,4620,4628,73984,21344400,21418384,1
3280,32718,32882,10758400,1070467524,1081225924,1
1621,102,1623,2627641,10404,2634129,0
57161,4815,56576,3267379921,23184225,3200843776,0
54675,4212,54837,2989355625,17740944,3007096569,1
16065,2016,16191,258084225,4064256,262148481,1
50401,3869,47970,2540260801,14969161,2301120900,0
145,348,377,21025,121104,142129,1
19080,2014,19186,364046400,4056196,368102596,1
6580,115056,115244,43296400,13237883136,13281179536,1
76,0,76,5776,0,5776,1
4750,59280,59470,22562500,3514118400,3536680900,1
775,54,776,600625,2916,602176,0
1966,119,1968,3865156,14161,3873024,0
560,5586,5614,313600,31203396,31516996,1
175033,7403,172932,30636551089,54804409,29905476624,0
153,74,155,23409,5476,24025,0
134640,3026,134674,18127929600,9156676,18137086276,1
1418,67,1419,2010724,4489,2013561,0
4959,158,4960,24591681,24964,24601600,0
51950,4103,50651,2698802500,16834609,2565523801,0
16848,1350,16902,283855104,1822500,285677604,1
522,392,646,272484,153664,417316,0
2520,462,2562,6350400,213444,6563844,1
2990,97152,97198,8940100,9438511104,9447451204,1
1783,104,1785,3179089,10816,3186225,0
13608,495,13617,185177664,245025,185422689,1
91,44,93,8281,1936,8649,0
296400,7505,296495,87852960000,56325025,87909285025,1
20,21,22,400,441,484,0
67457,4063,65568,4550446849,16507969,4299162624,0
4048,89010,89102,16386304,7922780100,7939166404,1
1846,11928,12070,3407716,142277184,145684900,1
311,112,312,96721,12544,97344,0
950,11856,11894,902500,140564736,141467236,1
43561,4850,39699,1897560721,23522500,1576010601,0
1776,32832,32880,3154176,1077940224,1081094400,1
962,123,964,925444,15129,929296,0
5159,172788,172865,26615281,29855692944,29882308225,1
47804,1275,47821,2285222416,1625625,2286848041,1
2340,247,2353,5475600,61009,5536609,1
1815,29920,29975,3294225,895206400,898500625,1
1039,80,1041,1079521,6400,1083681,0
49,0,49,2401,0,2401,1
481,32,482,231361,1024,232324,0
7561,2662,5113,57168721,7086244,26142769,0
33352,3311,32937,1112355904,10962721,1084845969,0
72072,3354,72150,5194373184,11249316,5205622500,1
198,880,902,39204,774400,813604,1
105300,3975,105375,11088090000,15800625,11103890625,1
38400,2480,38480,1474560000,6150400,1480710400,1
330,2464,2486,108900,6071296,6180196,1
1792,113,1794,3211264,12769,3218436,0
144144,6708,144300,20777492736,44997264,20822490000,1
598,116,600,357604,13456,360000,0
192,94,194,36864,8836,37636,0
347,93,349,120409,8649,121801,0
4116,43120,43316,16941456,1859334400,1876275856,1
44077,3779,42444,1942781929,14280841,1801493136,0
380,3600,3620,144400,12960000,13104400,1
1056,5760,5856,1115136,33177600,34292736,1
2140,93,2141,4579600,8649,4583881,0
70,168,182,4900,28224,33124,1
161821,7168,160231,26186036041,51380224,25673973361,0
1080,5346,5454,1166400,28579716,29746116,1
3978,107,3979,15824484,11449,15832441,0
26210,2618,25604,686964100,6853924,655564816,0
3863,166,3864,14922769,27556,14930496,0
35904,2178,35970,1289097216,4743684,1293840900,1
5618,1024,5058,31561924,1048576,25583364,0
141360,4636,141436,19982649600,21492496,20004142096,1
163812,4891,163885,26834371344,23921881,26858293225,1
9460,903,9503,89491600,815409,90307009,1
1088,66,1090,1183744,4356,1188100,1
1095,8176,8249,1199025,66846976,68046001,1
872,90,874,760384,8100,763876,0
1886,124,1888,3556996,15376,3564544,0
58562,4680,57782,3429507844,21902400,3338759524,0
6120,110075,110245,37454400,12116505625,12153960025,1
13455,1932,13593,181037025,3732624,184769649,1
792,330,858,627264,108900,736164,1
19536,1702,19610,381655296,2896804,384552100,1
31010,3743,30911,961620100,14010049,955489921,0
296185,10499,292908,87725554225,110229001,85795096464,0
4425,165908,165967,19580625,27525464464,27545045089,1
55,32,57,3025,1024,3249,0
3350,151,3351,11222500,22801,11229201,0
210,3672,3678,44100,13483584,13527684,1
3480,50400,50520,12110400,2540160000,2552270400,1
6720,900,6780,45158400,810000,45968400,1
1045,442,1123,1092025,195364,1261129,0
2205,54000,54045,4862025,2916000000,2920862025,1
0,57,57,0,3249,3249,1
88920,2310,88950,7906766400,5336100,7912102500,1
5545,724,5323,30747025,524176,28334329,0
200,480,520,40000,230400,270400,1
15,112,113,225,12544,12769,1
16320,990,16350,266342400,980100,267322500,1
-75,0,75,5625,0,5625,1
180,2697,2703,32400,7273809,7306209,1
122642,7584,121186,15041060164,57517056,14686046596,0
16801,1534,16385,282273601,2353156,268468225,0
14041,1412,13797,197149681,1993744,190357209,0
29900,1173,29923,894010000,1375929,895385929,1
2125,26520,26605,4515625,703310400,707826025,1
25922,3314,25844,671950084,10982596,667912336,0
5680,113529,113671,32262400,12888833841,12921096241,1
19577,2131,19008,383258929,4541161,361304064,0
14881,1410,14461,221444161,1988100,209120521,0
73008,2756,73060,5330168064,7595536,5337763600,1
1944,17442,17550,3779136,304223364,308002500,1
16561,1762,15517,274266721,3104644,240777289,0
18,11,19,324,121,361,0
5162,74760,74938,26646244,5589057600,5615703844,1
40480,1800,40520,1638630400,3240000,1641870400,1
63840,3116,63916,4075545600,9709456,4085255056,1
865,229,742,748225,52441,550564,0
5881,1086,5087,34586161,1179396,25877569,0
684,19488,19500,467856,379782144,380250000,1
2388,77,2389,5702544,5929,5707321,0
71808,2144,71840,5156388864,4596736,5160985600,1
4440,82080,82200,19713600,6737126400,6756840000,1
935,39732,39743,874225,1578631824,1579506049,1
7245,660,7275,52490025,435600,52925625,1
259,117,261,67081,13689,68121,0
34960,1794,35006,1222201600,3218436,1225420036,1
297,1620,1647,88209,2624400,2712609,1
722,542,896,521284,293764,802816,0
181764,5427,181845,33038151696,29452329,33067604025,1
1607,88,1609,2582449,7744,2588881,0
2208,94,2210,4875264,8836,4884100,1
1884,122,1886,3549456,14884,3556996,0
866,84,868,749956,7056,753424,0
569,58,570,323761,3364,324900,0
2378,48720,48778,5654884,2373638400,2379293284,1
600,250,650,360000,62500,422500,1
89,90,91,7921,8100,8281,0
956,75,957,913936,5625,915849,0
18144,2430,18306,329204736,5904900,335109636,1
148707,7440,148893,22113771849,55353600,22169125449,1
1663,96,1664,2765569,9216,2768896,0
5292,166656,166740,28005264,27774222336,27802227600,1
366,11160,11166,133956,124545600,124679556,1
368,276,460,135424,76176,211600,1
1997,559,1644,3988009,312481,2702736,0
273,2860,2873,74529,8179600,8254129,1
0,-39,39,0,1521,1521,1
1081,247,1048,1168561,61009,1098304,0
514,65,515,264196,4225,265225,0
10194,1430,9544,103917636,2044900,91087936,0
2564,115,2565,6574096,13225,6579225,0
720,97,722,518400,9409,521284,0
2038,117,2039,4153444,13689,4157521,0
7350,275576,275674,54022500,75942131776,75996154276,1
234625,9357,230258,55048890625,87553449,53018746564,0
76561,4277,74922,5861586721,18292729,5613306084,0
322,128,324,103684,16384,104976,0
4322,890,4292,18679684,792100,18421264,0
81,50,82,6561,2500,6724,0
2220,41040,41100,4928400,1684281600,1689210000,1
162,2184,2190,26244,4769856,4796100,1
6177,219240,219327,38155329,48066177600,48104332929,1
441,241,242,194481,58081,58564,0
61425,4732,61607,3773030625,22391824,3795422449,1
4758,92720,92842,22638564,8596998400,8619636964,1
955,74,956,912025,5476,913936,0
29640,2375,29735,878529600,5640625,884170225,1
66640,1932,66668,4440889600,3732624,4444622224,1
22569,2011,22292,509359761,4044121,496933264,0
94081,6547,89492,8851234561,42863209,8008818064,0
103777,5475,102812,10769665729,29975625,10570307344,0
198,79,200,39204,6241,40000,0
95221,6142,91193,9067038841,37724164,8316163249,0
3290,57528,57622,10824100,3309470784,3320294884,1
79202,5536,76962,6272956804,30647296,5923149444,0
96141,5242,95267,9243091881,27478564,9075801289,0
989,91,991,978121,8281,982081,0
6175,293280,293345,38130625,86013158400,86051289025,1
4704,1372,4900,22127616,1882384,24010000,1
73922,5886,73312,5464462084,34644996,5374649344,0
94,95,96,8836,9025,9216,0
276,115,277,76176,13225,76729,0
1680,378,1722,2822400,142884,2965284,1
20680,1974,20774,427662400,3896676,431559076,1
517,119,519,267289,14161,269361,0
300,125,325,90000,15625,105625,1
55682,4494,54896,3100485124,20196036,3013570816,0
216200,4650,216250,46742440000,21622500,46764062500,1
126,103,128,15876,10609,16384,0
4420,189,4421,19536400,35721,19545241,0
546,1872,1950,298116,3504384,3802500,1
133056,6192,133200,17703899136,38340864,17742240000,1
85,64,103,7225,4096,10609,0
2,36,38,4,1296,1444,0
2257,68820,68857,5094049,4736192400,4741286449,1
5456,84480,84656,29767936,7136870400,7166638336,1
53761,3423,53024,2890245121,11716929,2811544576,0
18498,2144,17506,342176004,4596736,306460036,0
112700,2277,112723,12701290000,5184729,12706474729,1
37025,3443,35384,1370850625,11854249,1252027456,0
214,47,216,45796,2209,46656,0
1396,102,1398,1948816,10404,1954404,0
30402,3002,28996,924281604,9012004,840768016,0
2214,45360,45414,4901796,2057529600,2062431396,1
910,15912,15938,828100,253191744,254019844,1
28704,2300,28796,823919616,5290000,829209616,1
3348,51840,51948,11209104,2687385600,2698594704,1
51410,4094,50336,2642988100,16760836,2533712896,0
4370,139,4371,19096900,19321,19105641,0
3207,166,3208,10284849,27556,10291264,0
1321,291,1292,1745041,84681,1669264,0
3984,47725,47891,15872256,2277675625,2293547881,1
990,151,992,980100,22801,984064,0
630,2800,2870,396900,7840000,8236900,1
1368,145,1370,1871424,21025,1876900,0
1267,113,1269,1605289,12769,1610361,0
146160,4956,146244,21362745600,24561936,21387307536,1
1117,60,1118,1247689,3600,1249924,0
12000,490,12010,144000000,240100,144240100,1
30721,2433,30334,943779841,5919489,920151556,0
121089,6481,117422,14662545921,42003361,13787926084,0
2039,105,2041,4157521,11025,4165681,0
6160,588,6188,37945600,345744,38291344,1
54836,4255,53541,3006986896,18105025,2866638681,0
20240,900,20260,409657600,810000,410467600,1
2565,73080,73125,6579225,5340686400,5347265625,1
630,2160,2250,396900,4665600,5062500,1
310289,10831,306672,96279263521,117310561,94047715584,0
450,91,452,202500,8281,204304,0
465501,14206,460793,216691181001,201810436,212330188849,0
82865,6143,82064,6866608225,37736449,6734500096,0
1062,95,1063,1127844,9025,1129969,0
1771,173,1773,3136441,29929,3143529,0
10,24,26,100,576,676,1
3109,552,3073,9665881,304704,9443329,0
128429,8131,127236,16494008041,66113161,16188999696,0
3165,124,3166,10017225,15376,10023556,0
121,58,91,14641,3364,8281,0
270,47,272,72900,2209,73984,0
113401,5644,110995,12859786801,31854736,12319890025,0
348,61,349,121104,3721,121801,0
109,102,110,11881,10404,12100,0
290161,10388,287211,84193405921,107910544,82490158521,0
101,76,123,10201,5776,15129,0
36120,1763,36163,1304654400,3108169,1307762569,1
485,87,487,235225,7569,237169,0
7410,1064,7486,54908100,1132096,56040196,1
17852,2463,17765,318693904,6066369,315595225,0
9794,1410,9604,95922436,1988100,92236816,0
1350,720,1530,1822500,518400,2340900,1
4970,86904,87046,24700900,7552305216,7577006116,1
26880,1736,26936,722534400,3013696,725548096,1
148,86,150,21904,7396,22500,0
190,1800,1810,36100,3240000,3276100,1
22185,2784,22359,492174225,7750656,499924881,1
31465,2349,30862,990046225,5517801,952463044,0
460,123,461,211600,15129,212521,0
27720,781,27731,768398400,609961,769008361,1
152521,6801,150802,23262655441,46253601,22741243204,0
82157,5998,77943,6749772649,35976004,6075111249,0
93120,6014,93314,8671334400,36168196,8707502596,1
7225,307020,307105,52200625,94261280400,94313481025,1
96,98,98,9216,9604,9604,0
57564,2880,57636,3313614096,8294400,3321908496,1
12480,1000,12520,155750400,1000000,156750400,1
15288,1134,15330,233722944,1285956,235008900,1
48578,4094,46688,2359822084,16760836,2179769344,0
107712,3216,107760,11601874944,10342656,11612217600,1
1428,36400,36428,2039184,1324960000,1326999184,1
4480,600,4520,20070400,360000,20430400,1
1494,143,1495,2232036,20449,2235025,0
2535,82368,82407,6426225,6784487424,6790913649,1
61777,3683,60468,3816397729,13564489,3656379024,0
55,32,57,3025,1024,3249,0
9576,1482,9690,91699776,2196324,93896100,1
1536,448,1600,2359296,200704,2560000,1
24960,632,24968,623001600,399424,623401024,1
14741,1606,14607,217297081,2579236,213364449,0
54368,4239,52913,2955879424,17969121,2799785569,0
2160,21546,21654,4665600,464230116,468895716,1
149185,6679,146648,22256164225,44609041,21505635904,0
144480,7052,144652,20874470400,49730704,20924201104,1
6622,254904,254990,43850884,64976049216,65019900100,1
12369,1240,12431,152992161,1537600,154529761,1
266209,10022,261849,70867231681,100440484,68564898801,0
1813,33516,33565,3286969,1123322256,1126609225,1
659,132,661,434281,17424,436921,0
922,83,924,850084,6889,853776,0
21930,2752,22102,480924900,7573504,488498404,1
497,271,552,247009,73441,304704,0
2520,174,2526,6350400,30276,6380676,1
1,88,89,1,7744,7921,0
2688,37584,37680,7225344,1412557056,1419782400,1
1360,13566,13634,1849600,184036356,185885956,1
598,87,599,357604,7569,358801,0
1261,266,1203,1590121,70756,1447209,0
85,0,85,7225,0,7225,1
7082,1396,7098,50154724,1948816,50381604,0
932,150,934,868624,22500,872356,0
460,1104,1196,211600,1218816,1430416,1
43848,1539,43875,1922647104,2368521,1925015625,1
6240,149695,149825,38937600,22408593025,22447530625,1
4368,676,4420,19079424,456976,19536400,1
16320,1054,16354,266342400,1110916,267453316,1
-61,0,61,3721,0,3721,1
-54,-1,55,2916,1,3025,0
1809,24388,24455,3272481,594774544,598047025,1
22968,2001,23055,527529024,4004001,531533025,1
12768,1280,12832,163021824,1638400,164660224,1
51300,3952,51452,2631690000,15618304,2647308304,1
6090,106488,106662,37088100,11339694144,11376782244,1
1682,163,1684,2829124,26569,2835856,0
173714,9846,172136,30176553796,96943716,29630802496,0
18216,1587,18285,331822656,2518569,334341225,1
-54,0,54,2916,0,2916,1
0,11,11,0,121,121,1
206,87,208,42436,7569,43264,0
33729,2557,33278,1137645441,6538249,1107425284,0
