side1^2,side2^2,side3^2,validity
3150625,8836,3154176,0
136585969,608400,137194369,1
350438400,3904576,354342976,1
268304400,1279161,269583561,1
6150400,1474560000,1480710400,1
115600,7396,116964,0
7779240000,6175225,7785415225,1
5184000000,21622500,5205622500,1
11526025,1354896,12880921,1
44116164,2421136,45454564,0
56214513216,42211009,56256724225,1
9169977600,26832400,9196810000,1
1265625,70560000,71825625,1
84805681,2356225,68293696,0
58120048561,84107241,56543132944,0
31866025,1485961,32216976,0
456976,77000625,77457601,1
331776,4225,332929,0
27625536,8936866225,8964491761,1
2039184,146313216,148352400,1
6150400,31684,6160324,0
174724,17161,176400,0
200081025,1874161,186540964,0
863066884,7862416,806900836,0
119246400,2458624,121705024,1
1089,625,1444,0
12095600400,22886656,12118487056,1
3111696,3086024704,3089136400,1
8491396,2035814400,2044305796,1
5776,0,5776,1
2310400,56610576,58920976,1
1210000,188457984,189667984,1
45727973281,75290329,44109240484,0
1,2401,2500,0
6512704,3148893225,3155405929,1
4165681,11449,4173849,0
11385743616,33315984,11419059600,1
11236,10816,11664,0
4260096,362404,4622500,1
17704431364,63266116,17275422096,0
9486400,1854594225,1864080625,1
18974736,46483360000,46502334736,1
1946025,984202384,986148409,1
81830116,1677025,77633721,0
708964,63504,568516,0
1898884,24025,1904400,0
2190400,217946169,220136569,1
195364,2601,196249,0
1967277316,18887716,1939169296,0
92044836,230400,92275236,1
12103441,7259040000,7271143441,1
678133681,4791721,661004100,0
366875716,5193841,356718769,0
9229444,22801,9235521,0
1835351281,12623809,1643978116,0
4809249,21316,4813636,0
168921,15376,170569,0
719104,504631296,505350400,1
1071645696,4194304,1075840000,1
250905600,2286144,253191744,1
4774225,26244,4782969,0
2553604,183223296,185776900,1
23970816,334084,24304900,1
333172009,4161600,286049569,0
20151121,399424,18173169,0
2440360000,6426225,2446786225,1
1908029761,17197609,1652585104,0
18085139361,42510400,17245205041,0
4502884,35344,4511376,0
10969344,1445216256,1456185600,1
4356,129600,133956,1
0,0,0,1
3682561,14400,3686400,0
739600,341510400,342250000,1
366339600,421201,366760801,1
84217329,698896,84916225,1
2521744,21316,2528100,0
8067452761,35414401,7688834596,0
164609529841,168143089,161417525824,0
94864,4489,95481,0
50176,9409,50625,0
19245769,24336,19254544,0
333464121,3771364,329168449,0
34963569,46562734656,46597698225,1
7584516,4928040000,4935624516,1
96100,3136,97344,0
6400,6561,6724,0
22500,2704,23104,0
1174707076,9696996,1100381584,0
428531401,20286016,277389025,0
39450961,1022121,34386496,0
9431041,488601,9302500,0
13542400,5410190916,5423733316,1
81601635600,39425841,81641061441,1
699338025,1587600,700925625,1
144,169,169,0
19430129664,18404100,19448533764,1
1938640900,5992704,1944633604,1
2085136,8649,2088025,0
1960000,95062500,97022500,1
1755625,146689,1731856,0
24502500,60025000000,60049502500,1
70207641,705600,70913241,1
94249,4356,94864,0
4875264,699602500,704477764,1
306916,5184,309136,0
4783105600,12595401,4795701001,1
9801,7225,10201,0
892814400,9947716,902762116,1
539772289,5130225,532594084,0
103612041,529984,104142025,1
289,0,289,1
10144225,3101598864,3111743089,1
1684445764,12588304,1572122500,0
97634161,1507984,84107241,0
4674244,302500,3415104,0
665856,5664400,6330256,1
26600631409,50225569,25733293056,0
4,19044,19600,0
7921,7744,8100,0
9216,32400,41616,1
7800422400,14137600,7814560000,1
725904,126025,851929,1
24674440561,47155689,24016320784,0
50949518400,25735329,50975253729,1
1016064,20070400,21086464,1
4080400,9801,4084441,0
2197078129,9998244,2065248025,0
167281,2500,168921,0
6084,10816,16900,1
2765569,9216,2768896,0
722500,4161600,4884100,1
2433600,81796,2515396,1
1849600,132710400,134560000,1
39753025,93489177600,93528930625,1
2418025,9604,2421136,0
5098245604,32626944,5010657796,0
11162281,20164,11168964,0
4435236,7272678400,7277113636,1
1666681,19600,1669264,0
885776644,7952400,836482084,0
5934096,15625,5938969,0
692224,43956900,44649124,1
9803161,8100,9809424,0
2117025,10816,2119936,0
1936,57600,59536,1
9272025,1089936,10361961,1
23040000,32388481024,32411521024,1
70756,15376,71824,0
21316,4489,21904,0
4004001,839840400,843844401,1
3400336,27225,3407716,0
44408896,12811976100,12856384996,1
68121,1345600,1413721,1
352836,12544,355216,0
182329,169520400,169702729,1
4959529,12769,4968441,0
312481,14400,314721,0
10817521,304704,11122225,1
46294416,1108809,47403225,1
40335201,53716405824,53756741025,1
130321,13225,99856,0
1254400,147456,1401856,1
1177225,282240000,283417225,1
44521,4761,45369,0
1587600,451584,2039184,1
36519592201,75030244,34721477569,0
614656,3249,617796,0
385641,1936,386884,0
123904,3686400,3810304,1
219024,17631601,17850625,1
5875776,12769,5880625,0
284428225,2353156,268402689,0
3323329,20164,3326976,0
8836,0,8836,1
729108004,7306209,699867025,0
3163050081,13010449,3090470464,0
7322436,1989873664,1997196100,1
8008900,8649,8014561,0
17305600,6913589904,6930895504,1
190184082201,185286544,186094743769,0
65536,7921,66564,0
5402250000,2205225,5404455225,1
54289,5184,54756,0
6400,2401,6561,0
7054336,447957225,455011561,1
2175625,338854464,341030089,1
606439876,6895876,545876496,0
16971315076,58675600,16454219076,0
53296801321,81072016,52278536025,0
7868399616,7452900,7875852516,1
2160900,237160000,239320900,1
876096,18769,877969,0
29052100,8882685504,8911737604,1
968256,406425600,407393856,1
73984,260100,334084,1
2480625,291600,2772225,1
197136,34225,231361,1
24206400,813604,25020004,1
19501056,23201382400,23220883456,1
18679684,792100,18421264,0
5062037904,10962721,5073000625,1
14884,14400,484,1
4765489,25600,4774225,0
2890000,17689,2893401,0
132250000,921600,133171600,1
0,0,0,1
9241600,829440000,838681600,1
496710369,6170256,502880625,1
8462281,373321,6948496,0
16402500,8295566400,8311968900,1
16662724,1498176,17757796,0
154829658256,71622369,154901280625,1
10899568801,27258841,10563317284,0
34225,7569,34969,0
28811667600,13920361,28825587961,1
33856,19044,52900,1
157609,3600,158404,0
35721,4900,36481,0
4225,0,4225,1
22201,10000,22500,0
362404,5625,364816,0
48841,484,49284,0
338964921,4210704,343175625,1
3849444,13225,3857296,0
27052025625,55950400,27107976025,1
4064256,72900,4137156,1
56746089,93049401600,93106147689,1
6461764,2712326400,2718788164,1
2994278400,7884864,3002163264,1
12068676,12769,12075625,0
12845056,3281914944,3294760000,1
732893184,10214416,743107600,1
57131038441,83028544,55869358689,0
4549689,12100,4558225,0
53824,189225,243049,1
244036,21902400,22146436,1
454276,60516,287296,0
23211741316,73960000,22612339876,0
197121600,1265625,198387225,1
7569,7921,7921,0
1409026369,7049025,1333126144,0
12693852889,56055169,12457684996,0
4986289,14161,4995225,0
33074001,54233094400,54266168401,1
39022446681,64609444,38146386721,0
75625,11778624,11854249,1
256,144,400,1
40788245521,70728100,39259063321,0
226472401,2134521,207994084,0
483025,14641,485809,0
46512400,423801,46936201,1
91699776,2196324,93896100,1
29584,13660416,13690000,1
34969,8100,35344,0
188356,9409,189225,0
43681,1764,44521,0
783216196,8526400,762091236,0
16323895225,38118276,16003009009,0
126736,4761,128164,0
2531281,1168819344,1171350625,1
1234321,23104,1238769,0
3080025,3251736576,3254816601,1
17255716,11025,17264025,0
5303809,9216,5313025,1
11296321,388129,8856576,0
10342656,1484175625,1494518281,1
2924100,262440000,265364100,1
36881329,1530169,26112100,0
3161284,32400,3168400,0
10306310400,19501056,10325811456,1
3534400,13924,3541924,0
342225,5476,343396,0
2741674321,14661241,2507004900,0
962361,20164,966289,0
592900,878529600,879122500,1
1133803584,9579025,1056055009,0
3894009604,24285184,3798256900,0
13476241,20736,13483584,0
312481,12100,313600,0
10732176,4075545600,4086277776,1
3308761,19600,3316041,0
10995856,13689,11002489,0
215296,4356,217156,0
289,20736,21025,1
9492561,3604801600,3614294161,1
45198729,74114617600,74159816329,1
80610566400,51681721,80662248121,1
45819361,857476,44715969,0
7890481,262144,6395841,0
32551376400,35010889,32586387289,1
16152361,21904,16160400,0
10227204,25600,10252804,1
31324752144,17347225,31342099369,1
24601600,9828343044,9852944644,1
2036329,17689,2042041,0
4774225,167281,4571044,0
1718721,24649,1723969,0
5580837025,17547721,5355605124,0
242020249,4730625,238764304,0
324900,183184,498436,0
4622500,719956224,724578724,1
1893990400,6969600,1900960000,1
21840110656,26904969,21867015625,1
351375025,3511876,344956329,0
997612225,25826724,738371929,0
11326706329,44715969,10959158596,0
43078662916,119902500,42281229376,0
17960644,35721,17969121,0
8282884,19881,8288641,0
2140369,192099600,194239969,1
298116,3504384,3802500,1
6922240000,10653696,6932893696,1
0,0,0,1
6974881,221841,5798464,0
1249924,577152576,578402500,1
32041,10000,32761,0
195364,14400,197136,0
262144,82369,83521,0
473344,7338681,7812025,1
25411681,724201,25280784,0
5697769,1366041600,1371739369,1
17438976,32990183424,33007622400,1
1440000,250000,1690000,1
1656369,18496,1658944,0
17564481,20164,17572864,0
7744,1521,7921,0
1070467524,10758400,1081225924,1
1401856,26244,1406596,0
5336100,1450086400,1455422500,1
3657951361,14070001,3570301504,0
122500,11881,123201,0
6885376,437228100,444113476,1
4875264,173080336,177955600,1
4461171264,8820900,4469992164,1
34954415521,61089856,33788689489,0
1631513664,5336100,1636849764,1
23368319689,77422401,22853578276,0
629056561,4032064,594920881,0
86455405089,111408025,84023457424,0
46656,396900,443556,1
277729,19927296,20205025,1
30470400,12172929561,12203399961,1
553536,14641,556516,0
1192464,452838400,454030864,1
2289169,21316,2295225,0
36130406400,34222500,36164628900,1
9891025,3380259600,3390150625,1
19718057241,40729924,19090119889,0
73984,22801,88209,0
21123216,32041,21132409,0
4900,1498176,1503076,1
17608228416,51523684,17659752100,1
20358144,2921402500,2941760644,1
2025,1444,2209,0
2550957049,16216729,2421230436,0
2010625600,5294601,2015920201,1
579121,577600,1521,1
82944,147456,230400,1
835396,5625,839056,0
784,121,841,0
1222551225,3779136,1226330361,1
11705508864,21215236,11726724100,1
2397081600,7840000,2404921600,1
4605316,965966400,970571716,1
667705600,8294400,676000000,1
562258944,379456,562638400,1
577600,14152644,14730244,1
2304,2401,2500,0
2682618436,22316176,2640109924,0
3732624,30976,3763600,1
62001,110224,172225,1
70963776,101124,71064900,1
660798436,6885376,604668100,0
2411809,12321,2418025,0
241081,8649,243049,0
9347215761,25928464,9373144225,1
54289,1156,54756,0
22500,5041,23104,0
7123561,6084,7128900,0
119355625,831744,120187369,1
1974558096,16386304,1990944400,1
2819041,12544,2822400,0
2500,361,2601,0
19055317681,39853969,18437837796,0
4064256,9025,4068289,0
2250000,22201,2253001,0
32012724241,56100100,31166724681,0
29653184401,56415121,28523156544,0
2166784,11025,2172676,0
81036004,1617984,76143076,0
31684,2601,32041,0
4464769,4356,4468996,0
12096484,13689,12103441,0
1721344,109307025,111028369,1
1019014084,12666481,1006094961,0
203220640000,82955664,203303595664,1
11309769,9836672400,9847982169,1
1,6889,7056,0
1254400,501132996,502387396,1
21069393409,45387169,20675564100,0
6258708544,27878400,6286586944,1
27258841,3452164,12538681,0
175880644,4289041,174953529,0
1520289,6724,1522756,0
3556929600,8473921,3565403521,1
5193841,3644778384,3649972225,1
12673600,25090560000,25103233600,1
765407556,7431076,732460096,0
3364,3481,3481,0
34222410049,69089344,32621778225,0
8281,7056,8464,0
727609,2916,729316,0
11977113600,31539456,12008653056,1
2732409,7396,2735716,0
629056561,5885476,621654489,0
1976836,177422400,179399236,1
38825361,83930725264,83969550625,1
4981824,176863401,181845225,1
20866624,22801,20875761,0
272484,515471616,515744100,1
20738916,24674126400,24694865316,1
2809,361,3025,0
7744,7921,7921,0
21904,4761,22500,0
18966025,20023382016,20042348041,1
8836,1024,9216,0
11977551364,52041796,11729756416,0
1555009,9216,1557504,0
8404201,26244,8410000,0
2916,5184,8100,1
69923044,1430416,63968004,0
13741849,32400,13749264,0
22982436,12680561664,12703544100,1
12888833841,32262400,12921096241,1
1898884,79281216,81180100,1
3136,3364,3364,0
142884,25969216,26112100,1
7116609600,5062500,7121672100,1
2941225,13689,2948089,0
921600,91699776,92621376,1
1343281,120560400,121903681,1
373339684,4835601,359443681,0
6230016,1591770609,1598000625,1
746496,63504,810000,1
7056,1225,8281,1
11778624,75625,11854249,1
45158400,18040787856,18085946256,1
70225,4356,70756,0
3467044,2079360000,2082827044,1
5760000,9604,5769604,1
396900,112896,509796,1
28676025,1849600,30525625,1
22363441,14884,22372900,0
612661504,3370896,616032400,1
4844299201,16329681,4618289764,0
404496,3481,405769,0
24964,0,24964,1
1764,193600,195364,1
25204737600,20007729,25224745329,1
50176,9409,50625,0
20994724,32746521600,32767516324,1
18846072961,42471289,18031655524,0
7598957584,5405625,7604363209,1
6674236416,12096484,6686332900,1
202500,8281,204304,0
82810000,127449,82937449,1
40256810881,67601284,39476523969,0
12960000,5177522025,5190482025,1
74529,6241,75625,0
6258708544,27878400,6286586944,1
419904,14907321,15327225,1
4198003264,23097636,4221100900,1
70867231681,100440484,68564898801,0
164025,944784,1108809,1
14976900,29929,14984641,0
46785600,136900,46922500,1
19236996,24025,19245769,0
473344,7338681,7812025,1
921729600,8398404,930128004,1
291600,147476736,147768336,1
8694070564,41049649,8493281281,0
9604,16129,25281,0
0,36864,36864,1
98010000,893025,98903025,1
52056225,1073296,53129521,1
17826789289,62710561,17372294416,0
74025893929,98366724,72249676849,0
77792400,46656000000,46733792400,1
7144929,291600,7436529,1
9431041,16237895184,16247326225,1
250000,1440000,1690000,1
16305444,27889,16313521,0
15421329,10020010000,10035431329,1
10929636,11449,10936249,0
2267378689,11785489,2090135524,0
9718016400,10452289,9728468689,1
406425600,1695204,408120804,1
1795600,43996689,45792289,1
164025,944784,1108809,1
45171841,994009,44649124,0
0,4761,4761,1
1849,0,1849,1
1923769,2561979456,2563903225,1
970225,7569,974169,0
82369,8649,83521,0
9840769,267289,9400356,0
1784896,12769,1790244,0
1568635236,13017664,1581652900,1
15421329,10020010000,10035431329,1
13920361,28811667600,28825587961,1
5198400,10609,5202961,0
3968064,140873161,144841225,1
276676,7569,278784,0
56831222449,83484769,55192104900,0
288796036,5107600,284057316,0
97969,55225,150544,0
2823009424,17766225,2717849689,0
15535378881,39400729,14756904484,0
11715897600,7144929,11723042529,1
1863225,3856410000,3858273225,1
48400,3481,48841,0
43077832704,19096900,43096929604,1
81000000,2722500,83722500,1
61381053504,46090521,61427144025,1
6187552921,33385284,5569487641,0
9828225,7427681856,7437510081,1
843437764,9072144,821739556,0
3721,900,3844,0
24770529,24566173696,24590944225,1
2458624,15876,2464900,0
6492304,314885025,321377329,1
855625,292410000,293265625,1
776161,80089,467856,0
628849,584672400,585301249,1
0,225,225,1
12701290000,5184729,12706474729,1
57312838801,84529636,56190332025,0
10497600,1907942400,1918440000,1
40992076225,66243321,39979202704,0
104976,59049,164025,1
4583881,13924,4592449,0
5645376,680270724,685916100,1
112453586281,130416400,109806739641,0
28900,2073600,2102500,1
1345600,19044,1350244,0
14546596,13689,14554225,0
22581504,7305120900,7327702404,1
200704,705600,906304,1
9351364,29241,9357481,0
6848689,28224,6853924,0
5973136,3295678464,3301651600,1
705600,122500,828100,1
338724,3025,341056,0
4774225,213444,3621409,0
66564,9409,67081,0
6682225,5050092096,5056774321,1
34398225,40925290000,40959688225,1
77792400,39343515904,39421308304,1
23629838400,18757561,23648595961,1
577600,12769,579121,0
230400,1960000,2190400,1
2561979456,7496644,2569476100,1
268324,16129,269361,0
53296801321,81072016,52278536025,0
8749764,16552366336,16561116100,1
20142144,17956,20160100,1
70056900,151445505600,151515562500,1
16224784,24649,16232841,0
4596736,349281,4669921,0
2598544,108493056,111091600,1
1299600,43681,1343281,1
25969216,53749785600,53775754816,1
25401600,121104,25522704,1
17413929,15376,17422276,0
363169249,4511376,367680625,1
60855601,831744,56806369,0
16654561,11687339664,11703994225,1
26010000,874225,26884225,1
623101444,6625476,598487296,0
28224,15876,44100,1
24039409,10404,24049216,0
18696976,10316058624,10334755600,1
23043847204,75411856,22504200196,0
4000000,6241,4004001,0
1028196,2209,1030225,0
43681,3920400,3964081,1
2227462416,6517809,2233980225,1
555073600,1461681,556535281,1
16900,97344,114244,1
22250089,15614001936,15636252025,1
0,5625,5625,1
1869784081,26635921,1522404324,0
88454025,3610000,92064025,1
129600,7225344,7354944,1
958441,6561,962361,0
80656,45369,126025,1
3385600,171396,3556996,1
1252161,3844,1254400,0
196700625,3097600,199798225,1
246016,58982400,59228416,1
722500,15129,725904,0
585252864,8156736,593409600,1
32718400,298116,33016516,1
526014225,8082649,519201796,0
590490000,3504384,593994384,1
103897249,2137444,103734225,0
416025,118336,534361,1
853776,232013824,232867600,1
690638400,7695076,698333476,1
23409,462400,485809,1
14303524,1014049,14830201,0
2187441,1421290000,1423477441,1
6084,5929,6241,0
828518656,8755681,745126209,0
334084,9216,336400,0
1511654400,6305121,1517959521,1
45158400,107584,45265984,1
19914854400,47444544,19962298944,1
1863225,204490000,206353225,1
4761,484,5041,0
498182400,535824,498718224,1
18232900,16952040000,16970272900,1
37042776225,70090384,37112866609,1
16,25,36,0
341510400,2592100,344102500,1
15876,1742400,1758276,1
5608362321,18464209,5475112036,0
116229961,1507984,112975641,0
40000,10609,40401,0
42388633225,70090384,40971022569,0
21931832836,76300225,21485403241,0
17799961,28900,17808400,0
335241,19600,337561,0
0,400,400,1
2509056,89075844,91584900,1
46457856,58525286400,58571744256,1
7118224,1493049600,1500167824,1
24069660736,12723489,24082384225,1
13994890000,21538881,14016428881,1
24336,9241600,9265936,1
3585374884,6230016,3591604900,1
10989225,19843793424,19854782649,1
4669921,145924,4190209,0
405769,16941456,17347225,1
591462400,1557504,593019904,1
4177936,15129,4182025,0
44944,7225,45369,0
7577354304,10797796,7588152100,1
1261812484,10188864,1203673636,0
13734436,32041,13741849,0
7529536,365192100,372721636,1
224676,399424,624100,1
102414400,202500,102616900,1
4549689,7096377600,7100927289,1
746496,60093504,60840000,1
1019014084,8916196,974188944,0
86436,51840000,51926436,1
4410000,686859264,691269264,1
615833856,4674244,620508100,1
24056940609,60217600,24117158209,1
6187552921,33385284,5569487641,0
123543225,2547216,126090441,1
68853760000,41990400,68895750400,1
1338649,18225,1343281,0
25563136,39872102400,39897665536,1
426409,15876,429025,0
126736,71289,198025,1
86676100,195519614976,195606291076,1
20142144,17956,20160100,1
341584324,4376464,326380356,0
36481,900,36864,0
18696976,2463335424,2482032400,1
712336,3844,715716,0
1763584,6241,1766241,0
16168441,617796,16297369,0
4225,1,4356,0
329476,18225,331776,0
2116,0,2116,1
530841600,5914624,536756224,1
1758276,667705600,669463876,1
60497284,1373584,57365476,0
10404,18496,28900,1
2298256,3481,2301289,0
3980025,21904,3988009,0
2981378404,22316176,2923997476,0
14379264,9025,14386849,0
43681,75625,118336,0
452929,82369,518400,0
268960000,164025,269124025,1
17147881,652864,17297281,0
28901376,7384308624,7413210000,1
11363641,29584,11370384,0
1890625,23104,1896129,0
146076840000,59629284,146136469284,1
3165975289,20061441,3070711396,0
576,100,676,1
385641,458816400,459202041,1
4631104,11025,4635409,0
15747238144,31136400,15778374544,1
54937744,1515361,53538489,0
207936,369664,577600,1
2256004,22801,2259009,0
62489025,984064,63473089,1
1138657536,810000,1139467536,1
192099600,665856,192765456,1
505125625,2250000,507375625,1
16703569,15530144400,15546847969,1
561001,10404,562500,0
75942131776,54022500,75996154276,1
69525560329,94711824,67714968841,0
65205625,810000,66015625,1
976144,22201,980100,0
15376,8649,24025,1
7107556,1704038400,1711145956,1
24910081,36100,24920064,0
656384400,3129361,659513761,1
533702404,5987809,486246601,0
4624,2601,4761,0
6360484,14958268416,14964628900,1
3359889,1853819136,1857179025,1
4090881600,10240000,4101121600,1
1710864,7225,1716100,0
717409,15876,719104,0
45369,5041,46225,0
497025,17161,499849,0
984064,62489025,63473089,1
407044,85377600,85784644,1
50466816,29043658084,29094124900,1
28466438400,20250000,28486688400,1
2474329,13456,2477476,0
267289,6084,269361,0
800210944,2944656,803155600,1
24674440561,47155689,24016320784,0
14288400,2596921600,2611210000,1
2981378404,20720704,2910170916,0
1666681,19600,1669264,0
484416,916393984,916878400,1
18173169,34379093056,34397266225,1
1718721,7744,1723969,0
51847290000,25050025,51872340025,1
2849344,14641,2852721,0
3313614096,8294400,3321908496,1
1557504,270400,1827904,1
148241170441,156550144,145209009969,0
9409,1,9604,0
4202500,1764000000,1768202500,1
1747240000,4601025,1751841025,1
7823756304,11148921,7834905225,1
192099600,915849,193015449,1
501264,17161,502681,0
