side1,side2,side3,side12,side22,side32,validity
1117,60,1118,1247689,3600,1249924,0
3680,153,3681,13542400,23409,13549761,0
1680,17600,17680,2822400,309760000,312582400,1
4560,1330,4750,20793600,1768900,22562500,1
253,111,255,64009,12321,65025,0
132,101,133,17424,10201,17689,0
3036,50048,50140,9217296,2504802304,2514019600,1
2726,39480,39574,7431076,1558670400,1566101476,1
5194,137592,137690,26977636,18931558464,18958536100,1
1105,48,1106,1221025,2304,1223236,0
21,22,23,441,484,529,0
517,2820,2867,267289,7952400,8219689,1
24225,2700,24375,586850625,7290000,594140625,1
750,103,751,562500,10609,564001,0
3792,95,3793,14379264,9025,14386849,0
196,0,196,38416,0,38416,1
532,1824,1900,283024,3326976,3610000,1
157441,7087,154288,24787668481,50225569,23804786944,0
2614,165,2615,6832996,27225,6838225,0
980,24000,24020,960400,576000000,576960400,1
1125,42180,42195,1265625,1779152400,1780418025,1
4527,110,4528,20493729,12100,20502784,0
1088,66,1090,1183744,4356,1188100,1
192282,10484,190534,36972367524,109914256,36303205156,0
9002,1748,9050,81036004,3055504,81902500,0
67704,5022,67890,4583831616,25220484,4609052100,1
2044,110,2046,4177936,12100,4186116,0
935,54,936,874225,2916,876096,0
1978,42504,42550,3912484,1806590016,1810502500,1
1365,23868,23907,1863225,569681424,571544649,1
87552,4736,87680,7665352704,22429696,7687782400,1
800,180,820,640000,32400,672400,1
15456,658,15470,238887936,432964,239320900,1
55200,4608,55392,3047040000,21233664,3068273664,1
610,458,756,372100,209764,571536,0
1140,5643,5757,1299600,31843449,33143049,1
1922,29760,29822,3694084,885657600,889351684,1
158627,8923,156750,25162525129,79619929,24570562500,0
100801,5289,98390,10160841601,27973521,9680592100,0
1664,10752,10880,2768896,115605504,118374400,1
93,94,95,8649,8836,9025,0
50688,4416,50880,2569273344,19501056,2588774400,1
260064,6120,260136,67633284096,37454400,67670738496,1
1696,13515,13621,2876416,182655225,185531641,1
628,51,629,394384,2601,395641,0
328,41,330,107584,1681,108900,0
46037,3839,45164,2119405369,14737921,2039786896,0
2008,87,2009,4032064,7569,4036081,0
361,74,362,130321,5476,131044,0
778,131,779,605284,17161,606841,0
268,8976,8980,71824,80568576,80640400,1
3920,39102,39298,15366400,1528966404,1544332804,1
251,109,253,63001,11881,64009,0
169,127,208,28561,16129,43264,0
8448,185760,185952,71368704,34506777600,34578146304,1
96,572,580,9216,327184,336400,1
197568,4074,197610,39033114624,16597476,39049712100,1
2,62,64,4,3844,4096,0
17,18,18,289,324,324,0
4401,170,4402,19368801,28900,19377604,0
100800,4920,100920,10160640000,24206400,10184846400,1
33,26,35,1089,676,1225,0
810,3600,3690,656100,12960000,13616100,1
1491,140,1492,2223081,19600,2226064,0
1188,6480,6588,1411344,41990400,43401744,1
85470,5032,85618,7305120900,25321024,7330441924,1
4032,476,4060,16257024,226576,16483600,1
12420,273,12423,154256400,74529,154330929,1
116552,7703,115505,13584368704,59336209,13341405025,0
1290,139,1291,1664100,19321,1666681,0
1363,114,1364,1857769,12996,1860496,0
7452,301760,301852,55532304,91059097600,91114629904,1
111,104,113,12321,10816,12769,0
352801,11882,348267,124468545601,141181924,121289903289,0
1010,298,876,1020100,88804,767376,0
36449,2722,36003,1328529601,7409284,1296216009,0
455,7956,7969,207025,63297936,63504961,1
609,98,610,370881,9604,372100,0
26,31,39,676,961,1521,0
112480,3000,112520,12651750400,9000000,12660750400,1
1984,30720,30784,3936256,943718400,947654656,1
315840,6650,315910,99754905600,44222500,99799128100,1
21,23,23,441,529,529,0
1640,463,1641,2689600,214369,2692881,0
2003,156,2005,4012009,24336,4020025,0
936,6048,6120,876096,36578304,37454400,1
2402,2400,98,5769604,5760000,9604,1
175560,8170,175750,30821313600,66748900,30888062500,1
781,192,743,609961,36864,552049,0
122,51,123,14884,2601,15129,0
1441,313,1414,2076481,97969,1999396,0
9118,442176,442270,83137924,195519614976,195602752900,1
2353,435,2308,5536609,189225,5326864,0
0,0,0,0,0,0,1
41,840,841,1681,705600,707281,1
419429,13252,415293,175920686041,175615504,172468275849,0
270,76,272,72900,5776,73984,0
83,82,84,6889,6724,7056,0
36960,1804,37004,1366041600,3254416,1369296016,1
53760,2624,53824,2890137600,6885376,2897022976,1
33327,3036,33465,1110688929,9217296,1119906225,1
6496,228,6500,42198016,51984,42250000,1
1185,98,1187,1404225,9604,1408969,0
144900,3185,144935,20996010000,10144225,21006154225,1
0,0,0,0,0,0,1
3300,101,3301,10890000,10201,10896601,0
1567,125,1569,2455489,15625,2461761,0
1784,105,1786,3182656,11025,3189796,0
17316,912,17340,299843856,831744,300675600,1
380,18048,18052,144400,325730304,325874704,1
83249,5611,79572,6930396001,31483321,6331703184,0
5194,127200,127306,26977636,16179840000,16206817636,1
633,59,635,400689,3481,403225,0
22265,1957,21318,495730225,3829849,454457124,0
67727,4927,65946,4586946529,24275329,4348874916,0
650,4200,4250,422500,17640000,18062500,1
3325,58140,58235,11055625,3380259600,3391315225,1
3240,594,3294,10497600,352836,10850436,1
5980,194304,194396,35760400,37754044416,37789804816,1
48,14,50,2304,196,2500,1
2256,27025,27119,5089536,730350625,735440161,1
69768,3774,69870,4867573824,14243076,4881816900,1
216,162,270,46656,26244,72900,1
44950,3000,45050,2020502500,9000000,2029502500,1
6866,1124,6310,47141956,1263376,39816100,0
273240,6141,273309,74660097600,37711881,74697809481,1
30492,1419,30525,929762064,2013561,931775625,1
1737,139,1739,3017169,19321,3024121,0
7885,374496,374579,62173225,140247254016,140309427241,1
3968,63426,63550,15745024,4022857476,4038602500,1
64677,4462,61961,4183114329,19909444,3839165521,0
286,1560,1586,81796,2433600,2515396,1
2119,185,2121,4490161,34225,4498641,0
27360,1480,27400,748569600,2190400,750760000,1
35962,3239,35199,1293265444,10491121,1238969601,0
46784,2838,46870,2188742656,8054244,2196796900,1
30098,3104,29726,905889604,9634816,883635076,0
661,262,463,436921,68644,214369,0
3916,174240,174284,15335056,30359577600,30374912656,1
8439,367048,367145,71216721,134724234304,134795451025,1
153121,6873,151526,23446040641,47238129,22960128676,0
34164,3119,33397,1167178896,9728161,1115359609,0
1762,458,1740,3104644,209764,3027600,0
124609,5882,122619,15527402881,34597924,15035419161,0
125543,7979,124346,15761044849,63664441,15461927716,0
346753,11687,343320,120237643009,136585969,117868622400,0
4968,171360,171432,24681024,29364249600,29388930624,1
1624,11310,11426,2637376,127916100,130553476,1
48,49,50,2304,2401,2500,0
91260,3445,91325,8328387600,11868025,8340255625,1
1857,659,1936,3448449,434281,3748096,0
3927,151164,151215,15421329,22850554896,22865976225,1
1187,100,1189,1408969,10000,1413721,0
2016,14040,14184,4064256,197121600,201185856,1
240,44,244,57600,1936,59536,1
1680,490,1750,2822400,240100,3062500,1
165722,7896,165910,27463781284,62346816,27526128100,1
145937,8371,144048,21297607969,70073641,20749826304,0
18601,2409,16810,345997201,5803281,282576100,0
36400,1428,36428,1324960000,2039184,1326999184,1
2555,876,2701,6528025,767376,7295401,1
21312,584,21320,454201344,341056,454542400,1
73874,5290,72684,5457367876,27984100,5282963856,0
0,-33,33,0,1089,1089,1
1823,144,1825,3323329,20736,3330625,0
5442,1286,5512,29615364,1653796,30382144,0
61200,3500,61300,3745440000,12250000,3757690000,1
440,49,441,193600,2401,194481,0
43125,3600,43275,1859765625,12960000,1872725625,1
4790,183,4791,22944100,33489,22953681,0
6231,208692,208785,38825361,43552350864,43591176225,1
113521,6307,109852,12887017441,39778249,12067461904,0
6460,720,6500,41731600,518400,42250000,1
4399,168,4400,19351201,28224,19360000,0
767,46,768,588289,2116,589824,0
117042,7448,115750,13698829764,55472704,13398062500,0
3524,163,3525,12418576,26569,12425625,0
30375,2340,30465,922640625,5475600,928116225,1
336,49,337,112896,2401,113569,0
369,32,370,136161,1024,136900,0
525,76,526,275625,5776,276676,0
3842,1146,2948,14760964,1313316,8690704,0
1248,7436,7540,1557504,55294096,56851600,1
144648,3486,144690,20923043904,12152196,20935196100,1
7896,1222,7990,62346816,1493284,63840100,1
8280,1518,8418,68558400,2304324,70862724,1
16898,1954,16476,285542404,3818116,271458576,0
1081,122,1083,1168561,14884,1172889,0
5220,177,5223,27248400,31329,27279729,1
150,103,152,22500,10609,23104,0
68400,2793,68457,4678560000,7800849,4686360849,1
158400,6468,158532,25090560000,41835024,25132395024,1
100800,2840,100840,10160640000,8065600,10168705600,1
173741,7348,171501,30185935081,53993104,29412593001,0
5882,1176,5878,34597924,1382976,34550884,0
252541,9600,248551,63776956681,92160000,61777599601,0
32161,2526,31777,1034329921,6380676,1009777729,0
66349,4236,65797,4402189801,17943696,4329245209,0
18881,2099,18080,356492161,4405801,326886400,0
2079,158,2080,4322241,24964,4326400,0
1440,34545,34575,2073600,1193357025,1195430625,1
1944,26208,26280,3779136,686859264,690638400,1
2337,66584,66625,5461569,4433429056,4438890625,1
155146,9071,153639,24070281316,82283041,23604942321,0
4530,113,4531,20520900,12769,20529961,0
21600,1395,21645,466560000,1946025,468506025,1
16802,1942,16056,282307204,3771364,257795136,0
27745,2194,27283,769785025,4813636,744362089,0
827,106,828,683929,11236,685584,0
5390,132000,132110,29052100,17424000000,17453052100,1
114167,7039,112434,13034103889,49547521,12641404356,0
3480,638,3538,12110400,407044,12517444,1
240,98,242,57600,9604,58564,0
1520,28860,28900,2310400,832899600,835210000,1
24024,1118,24050,577152576,1249924,578402500,1
213109,8542,209639,45415445881,72965764,43948510321,0
1057,333,818,1117249,110889,669124,0
2226,23320,23426,4955076,543822400,548777476,1
1693,174,1695,2866249,30276,2873025,0
1794,20592,20670,3218436,424030464,427248900,1
424129,13347,419804,179885408641,178142409,176235398416,0
374,120,376,139876,14400,141376,0
1623,104,1625,2634129,10816,2640625,0
2728,42240,42328,7441984,1784217600,1791659584,1
95,4512,4513,9025,20358144,20367169,1
4085,87780,87875,16687225,7705328400,7722015625,1
3025,138,3026,9150625,19044,9156676,0
792,4320,4392,627264,18662400,19289664,1
309,55,311,95481,3025,96721,0
748,12705,12727,559504,161417025,161976529,1
3850,153,3851,14822500,23409,14830201,0
130501,6106,128893,17030511001,37283236,16613405449,0
693,140,707,480249,19600,499849,1
188237,10211,186388,35433168169,104264521,34740486544,0
3348,149,3349,11209104,22201,11215801,0
799,125,801,638401,15625,641601,0
86480,1860,86500,7478790400,3459600,7482250000,1
1691,172,1693,2859481,29584,2866249,0
6675,297000,297075,44555625,88209000000,88253555625,1
1001,5460,5551,1002001,29811600,30813601,1
146331,8651,144814,21412761561,74839801,20971094596,0
128,96,160,16384,9216,25600,1
1344,18792,18840,1806336,353139264,354945600,1
5672,1487,5801,32171584,2211169,33651601,0
105266,7174,104280,11080930756,51466276,10874318400,0
4704,97,4705,22127616,9409,22137025,1
8190,372600,372690,67076100,138830760000,138897836100,1
7922,1154,7556,62758084,1331716,57093136,0
1718,407,1619,2951524,165649,2621161,0
211140,4641,211191,44580099600,21538881,44601638481,1
3962,91,3963,15697444,8281,15705369,0
2688,360,2712,7225344,129600,7354944,1
2842,69600,69658,8076964,4844160000,4852236964,1
164472,7654,164650,27051038784,58583716,27109622500,1
35569,2571,34972,1265153761,6610041,1223040784,0
15992,2319,14489,255744064,5377761,209931121,0
766,119,767,586756,14161,588289,0
1186,164,1188,1406596,26896,1411344,0
1640,33600,33640,2689600,1128960000,1131649600,1
2034,100,2036,4137156,10000,4145296,0
4851,186732,186795,23532201,34868839824,34892372025,1
60536,1302,60550,3664607296,1695204,3666302500,1
2351,144,2353,5527201,20736,5536609,0
36402,3374,35824,1325105604,11383876,1283358976,0
34,27,36,1156,729,1296,0
2635,40800,40885,6943225,1664640000,1671583225,1
2135,112,2137,4558225,12544,4566769,0
31753,2612,30315,1008253009,6822544,918999225,0
8065,1079,7992,65044225,1164241,63872064,0
544,33,545,295936,1089,297025,1
2142,95,2143,4588164,9025,4592449,0
3007,120,3008,9042049,14400,9048064,0
713,11040,11063,508369,121881600,122389969,1
289101,10642,284357,83579388201,113252164,80858903449,0
17957,2159,17684,322453849,4661281,312723856,0
437472,9021,437565,191381750784,81378441,191463129225,1
161701,8068,156931,26147213401,65092624,24627338761,0
0,-13,13,0,169,169,1
111,148,185,12321,21904,34225,1
361,112,337,130321,12544,113569,0
65282,5114,64516,4261739524,26152996,4162314256,0
6138,285384,285450,37675044,81444027456,81481702500,1
39061,3088,38761,1525761721,9535744,1502415121,0
189505,8407,185128,35912145025,70677649,34272376384,0
65,48,66,4225,2304,4356,0
266,912,950,70756,831744,902500,1
1653,15660,15747,2732409,245235600,247968009,1
895,96,896,801025,9216,802816,0
496,7680,7696,246016,58982400,59228416,1
16560,1748,16652,274233600,3055504,277289104,1
197541,8038,195311,39022446681,64609444,38146386721,0
104000,4080,104080,10816000000,16646400,10832646400,1
20360,2183,19681,414529600,4765489,387341761,0
300,225,375,90000,50625,140625,1
174,103,175,30276,10609,30625,0
159896,7110,160054,25566730816,50552100,25617282916,1
2494,36120,36206,6220036,1304654400,1310874436,1
320,72,328,102400,5184,107584,1
4452,689,4505,19820304,474721,20295025,1
89209,4702,87809,7958245681,22108804,7710420481,0
38988,2109,39045,1520064144,4447881,1524512025,1
0,-34,34,0,1156,1156,1
1610,28152,28198,2592100,792535104,795127204,1
1462,168,1464,2137444,28224,2143296,0
1708,110,1710,2917264,12100,2924100,0
124201,6779,120180,15425888401,45954841,14443232400,0
1977,130,1979,3908529,16900,3916441,0
60426,5156,59914,3651301476,26584336,3589687396,0
767,22620,22633,588289,511664400,512252689,1
46620,2592,46692,2173424400,6718464,2180142864,1
1649,82,1650,2719201,6724,2722500,0
972,8721,8775,944784,76055841,77000625,1
1924,35568,35620,3701776,1265082624,1268784400,1
-97,-1,98,9409,1,9604,0
1359,136,1361,1846881,18496,1852321,0
39,52,65,1521,2704,4225,1
1526,84,1528,2328676,7056,2334784,0
117042,7448,115750,13698829764,55472704,13398062500,0
71440,3666,71534,5103673600,13439556,5117113156,1
3674,1364,2522,13498276,1860496,6360484,0
1518,52360,52382,2304324,2741569600,2743873924,1
9891,1499,9070,97831881,2247001,82264900,0
3800,855,3895,14440000,731025,15171025,1
6142,113544,113710,37724164,12892239936,12929964100,1
853,71,855,727609,5041,731025,0
2601,66300,66351,6765201,4395690000,4402455201,1
2520,266,2534,6350400,70756,6421156,1
812,439,909,659344,192721,826281,0
982,84,984,964324,7056,968256,0
3219,140008,140045,10361961,19602240064,19612602025,1
5044,65475,65669,25441936,4286975625,4312417561,1
1388,94,1390,1926544,8836,1932100,0
9248,561,9265,85525504,314721,85840225,1
397057,12777,392726,157654261249,163251729,154233711076,0
3027,140,3028,9162729,19600,9168784,0
2016,24150,24234,4064256,583222500,587286756,1
269,28,270,72361,784,72900,0
549,67,551,301401,4489,303601,0
402,80,404,161604,6400,163216,0
-15,-1,16,225,1,256,0
113,16,114,12769,256,12996,0
19042,2744,19014,362597764,7529536,361532196,0
3315,476,3349,10989225,226576,11215801,1
5447,1179,5474,29669809,1390041,29964676,0
3200,720,3280,10240000,518400,10758400,1
280,63,287,78400,3969,82369,1
126480,4148,126548,15997190400,17205904,16014396304,1
348,107,349,121104,11449,121801,0
94815,4312,94913,8989884225,18593344,9008477569,1
6561,3361,3362,43046721,11296321,11303044,0
1056,5760,5856,1115136,33177600,34292736,1
99231,6208,99425,9846791361,38539264,9885330625,1
207,276,345,42849,76176,119025,1
293,39,295,85849,1521,87025,0
59,25,61,3481,625,3721,0
4754,1420,4914,22600516,2016400,24147396,0
2538,34216,34310,6441444,1170734656,1177176100,1
70080,4526,70226,4911206400,20484676,4931691076,1
1776,740,1924,3154176,547600,3701776,1
190,1800,1810,36100,3240000,3276100,1
54722,4254,53504,2994497284,18096516,2862678016,0
5100,216720,216780,26010000,46967558400,46993568400,1
706,59,707,498436,3481,499849,0
114240,3312,114288,13050777600,10969344,13061746944,1
21841,1957,21562,477029281,3829849,464919844,0
1775,177,1777,3150625,31329,3157729,0
2116,24288,24380,4477456,589906944,594384400,1
514,386,636,264196,148996,404496,0
20328,1771,20405,413227584,3136441,416364025,1
118326,5920,118474,14001042276,35046400,14036088676,1
65,49,78,4225,2401,6084,0
245,46,246,60025,2116,60516,0
1440,8580,8700,2073600,73616400,75690000,1
22933,2038,22657,525922489,4153444,513339649,0
1302,148,1304,1695204,21904,1700416,0
5609,1471,5736,31460881,2163841,32901696,0
338101,11632,333367,114312286201,135303424,111133556689,0
21947,2559,21694,481670809,6548481,470629636,0
271,30,272,73441,900,73984,0
31920,3200,32080,1018886400,10240000,1029126400,1
192448,6111,192545,37036232704,37344321,37073577025,1
1064,3648,3800,1132096,13307904,14440000,1
89819,5951,87686,8067452761,35414401,7688834596,0
24548,2736,24700,602604304,7485696,610090000,1
478,119,480,228484,14161,230400,0
18,19,20,324,361,400,0
179636,9695,177581,32269092496,93993025,31535011561,0
774,3440,3526,599076,11833600,12432676,1
880,4356,4444,774400,18974736,19749136,1
45,0,45,2025,0,2025,1
801,35640,35649,641601,1270209600,1270851201,1
12497,1791,12368,156175009,3207681,152967424,0
11592,1794,11730,134374464,3218436,137592900,1
77,47,76,5929,2209,5776,0
250417,9453,247918,62708673889,89359209,61463334724,0
1344,28208,28240,1806336,795691264,797497600,1
2430,54648,54702,5904900,2986403904,2992308804,1
111386,7524,110410,12406840996,56610576,12190368100,0
2067,54756,54795,4272489,2998219536,3002492025,1
8775,1260,8865,77000625,1587600,78588225,1
2465,163,2467,6076225,26569,6086089,0
4365,98164,98261,19053225,9636170896,9655224121,1
29641,3657,26762,878588881,13373649,716204644,0
6840,351,6849,46785600,123201,46908801,1
392,1344,1400,153664,1806336,1960000,1
222,103,224,49284,10609,50176,0
112176,6068,112340,12583454976,36820624,12620275600,1
981,142,983,962361,20164,966289,0
4055,184,4056,16443025,33856,16451136,0
8370,188232,188418,70056900,35431285824,35501342724,1
244441,9336,242087,59751402481,87160896,58606115569,0
76800,3136,76864,5898240000,9834496,5908074496,1
43777,3015,43192,1916425729,9090225,1865548864,0
672,95,673,451584,9025,452929,0
4067,99600,99683,16540489,9920160000,9936700489,1
9361,1149,9250,87628321,1320201,85562500,0
120,23,121,14400,529,14641,0
136621,7052,132603,18665297641,49730704,17583555609,0
77221,4266,75923,5963082841,18198756,5764301929,0
13770,1728,13878,189612900,2985984,192598884,1
34547,3647,32366,1193495209,13300609,1047557956,0
-2,-1,3,4,1,9,0
872,90,874,760384,8100,763876,0
24962,2574,24464,623101444,6625476,598487296,0
497,106,498,247009,11236,248004,0
110,87,112,12100,7569,12544,0
3440,68757,68843,11833600,4727525049,4739358649,1
52652,4679,52181,2772233104,21893041,2722856761,0
3360,58752,58848,11289600,3451797504,3463087104,1
218448,5986,218530,47719528704,35832196,47755360900,1
8,6,10,64,36,100,1
459,2040,2091,210681,4161600,4372281,1
2592,20655,20817,6718464,426629025,433347489,1
123,92,124,15129,8464,15376,0
2457,155,2459,6036849,24025,6046681,0
769,122,770,591361,14884,592900,0
266,67,267,70756,4489,71289,0
63,14,64,3969,196,4096,0
3250,105600,105650,10562500,11151360000,11161922500,1
89,91,91,7921,8281,8281,0
2113,425,1878,4464769,180625,3526884,0
4008,137,4009,16064064,18769,16072081,0
4522,504,4550,20448484,254016,20702500,1
3528,1847,1849,12446784,3411409,3418801,0
11401,1306,10693,129982801,1705636,114340249,0
2814,94248,94290,7918596,8882685504,8890604100,1
35280,2436,35364,1244678400,5934096,1250612496,1
40549,1932,40595,1644221401,3732624,1647954025,1
71761,4112,70767,5149641121,16908544,5007968289,0
5508,315,5517,30338064,99225,30437289,1
972,405,1053,944784,164025,1108809,1
40250,3360,40390,1620062500,11289600,1631352100,1
1088,18480,18512,1183744,341510400,342694144,1
1824,532,1900,3326976,283024,3610000,1
110,61,111,12100,3721,12321,0
5152,118440,118552,26543104,14028033600,14054576704,1
3663,181300,181337,13417569,32869690000,32883107569,1
8232,172774,172970,67765824,29850855076,29918620900,1
597,227,604,356409,51529,364816,0
23258,2484,22138,540934564,6170256,490091044,0
630,103,632,396900,10609,399424,0
134481,6520,131321,18085139361,42510400,17245205041,0
392,223,225,153664,49729,50625,0
0,0,0,0,0,0,1
328624,7068,328700,107993733376,49956624,108043690000,1
1185,8848,8927,1404225,78287104,79691329,1
57,50,59,3249,2500,3481,0
3280,81,3281,10758400,6561,10764961,1
160742,9015,158867,25837990564,81270225,25238723689,0
265,66,266,70225,4356,70756,0
4621,786,4603,21353641,617796,21187609,0
23521,1947,22748,553237441,3790809,517471504,0
84240,3180,84300,7096377600,10112400,7106490000,1
11571,1160,11629,133888041,1345600,135233641,1
88801,4777,87722,7885617601,22819729,7695149284,0
4561,885,4586,20802721,783225,21031396,0
4285,822,3713,18361225,675684,13786369,0
25200,1740,25260,635040000,3027600,638067600,1
397441,12785,393486,157959348481,163456225,154831232196,0
191809,7847,189288,36790692481,61575409,35829946944,0
15626,2560,15666,244171876,6553600,245423556,0
7394,1126,6936,54671236,1267876,48108096,0
60985,3719,60168,3719170225,13830961,3620188224,0
36992,2244,37060,1368408064,5035536,1373443600,1
24961,2061,24562,623051521,4247721,603291844,0
162,6560,6562,26244,43033600,43059844,1
1587,130,1588,2518569,16900,2521744,0
18097,1737,17866,327501409,3017169,319193956,0
86021,4792,85137,7399612441,22963264,7248308769,0
3960,418,3982,15681600,174724,15856324,1
83161,4482,81757,6915751921,20088324,6684207049,0
8821,1000,8449,77810041,1000000,71385601,0
813,139,815,660969,19321,664225,0
5643,1140,5757,31843449,1299600,33143049,1
72765,4284,72891,5294745225,18352656,5313097881,1
4196,147,4197,17606416,21609,17614809,0
475301,14404,470595,225911040601,207475216,221459654025,0
317,238,393,100489,56644,154449,0
2209,51888,51935,4879681,2692364544,2697244225,1
90804,1953,90825,8245366416,3814209,8249180625,1
608,11544,11560,369664,133263936,133633600,1
7189,283920,284011,51681721,80610566400,80662248121,1
87,80,88,7569,6400,7744,0
1686,88,1688,2842596,7744,2849344,0
8497,1130,8427,72199009,1276900,71014329,0
170016,7912,170200,28905440256,62599744,28968040000,1
5624,106782,106930,31629376,11402395524,11434024900,1
4914,154752,154830,24147396,23948181504,23972328900,1
208121,8482,204477,43314350641,71944324,41810843529,0
37333,2712,36815,1393752889,7354944,1355344225,0
76,27,77,5776,729,5929,0
88,26,90,7744,676,8100,0
178,51,179,31684,2601,32041,0
39169,2817,38654,1534210561,7935489,1494131716,0
3061,610,3061,9369721,372100,9369721,0
1248,24320,24352,1557504,591462400,593019904,1
20520,1110,20550,421070400,1232100,422302500,1
1255,104,1256,1575025,10816,1577536,0
124100,7903,122901,15400810000,62457409,15104655801,0
4983,182,4984,24830289,33124,24840256,0
288,34,290,82944,1156,84100,1
31050,2392,31142,964102500,5721664,969824164,1
1646,79,1647,2709316,6241,2712609,0
1545,103,1547,2387025,10609,2393209,0
512,73,514,262144,5329,264196,0
166,0,166,27556,0,27556,1
7560,1170,7650,57153600,1368900,58522500,1
14,16,16,196,256,256,0
9408,230400,230592,88510464,53084160000,53172670464,1
323401,11335,318664,104588206801,128482225,101546744896,0
41943,2624,42025,1759215249,6885376,1766100625,1
141,79,143,19881,6241,20449,0
8153,1487,8144,66471409,2211169,66324736,0
69770,5144,68726,4867852900,26460736,4723263076,0
415,17220,17225,172225,296528400,296700625,1
4562,934,4536,20811844,872356,20575296,0
399841,12852,395317,159872825281,165173904,156275530489,0
1041,143,1043,1083681,20449,1087849,0
1103,144,1105,1216609,20736,1221025,0
2256,142,2258,5089536,20164,5098564,0
269,202,333,72361,40804,110889,0
101,67,103,10201,4489,10609,0
142128,5170,142222,20200368384,26728900,20227097284,1
5723,168780,168877,32752729,28486688400,28519441129,1
1669,102,1670,2785561,10404,2788900,0
32105,3023,31456,1030731025,9138529,989479936,0
16872,450,16878,284664384,202500,284866884,1
32501,2524,31275,1056315001,6370576,978125625,0
1161,24948,24975,1347921,622402704,623750625,1
788,61,790,620944,3721,624100,0
125280,4248,125352,15695078400,18045504,15713123904,1
2607,158,2608,6796449,24964,6801664,0
897,5796,5865,804609,33593616,34398225,1
5696,91047,91225,32444416,8289556209,8322000625,1
2440,138,2442,5953600,19044,5963364,0
48384,1760,48416,2341011456,3097600,2344109056,1
118801,6541,114958,14113677601,42784681,13215341764,0
