side1+side2,side1+side3,side2+side3,validity
95226,174743,114619,0
93943,155558,74261,0
30222,15821,28635,0
107869,181872,113297,1
85482,128593,89351,1
102804,102463,32865,0
91132,119057,68949,0
124206,117061,184873,1
47047,51706,34549,1
149653,102860,131599,1
151998,70477,110881,0
172020,164201,149469,1
59325,142430,102937,0
53733,77495,79382,1
119280,161845,109165,1
66947,158128,100753,0
83051,88038,151743,1
102362,30575,110441,0
127965,102126,171095,1
162872,145791,171577,1
141522,122353,161195,1
120367,179666,110995,1
135637,109688,161577,1
82178,64809,23215,0
60005,104892,65531,1
38986,88431,68163,0
66546,72728,53186,1
84857,80773,37504,0
127780,126158,191780,1
103453,124596,137315,1
80129,108291,101188,1
128704,89905,130559,1
67440,42257,27045,0
56754,53641,109977,0
167465,154099,175600,1
115471,165041,91960,0
43849,118932,93831,0
93496,81011,46101,0
35129,75762,80713,0
106556,52626,88924,0
73176,61018,134046,0
112041,86970,89665,1
51854,57941,60993,1
161542,141748,175478,1
24469,37236,34189,1
94871,87554,38935,0
155301,168286,125477,1
73066,146193,73609,0
98568,45495,143071,0
44597,81754,101829,0
113767,154135,93988,1
79292,124549,96803,1
112915,92089,80336,1
112881,94631,151964,1
107435,152990,105945,1
131753,133727,177312,1
64736,131788,131840,0
41296,69674,56270,0
54673,84235,59326,1
94817,75263,124090,1
41805,101452,101391,0
73836,29133,47585,0
64691,49586,22849,0
106620,75987,107175,1
24142,104644,111332,0
64000,45357,48309,1
61244,127270,88238,0
79804,77430,144540,1
122099,133805,130816,1
94272,121194,170006,0
101066,64430,146532,0
58944,105601,62439,1
113307,96845,123670,1
94319,111641,59766,0
49151,92149,109102,0
113082,97584,81634,1
164679,96035,126864,0
107166,126781,59975,0
94963,79912,100027,1
98468,103543,129647,1
57681,99221,114650,0
85491,153232,82561,1
93840,110554,162158,1
109172,22181,87641,0
88556,28681,114209,0
136494,93974,78230,1
128535,178907,125112,1
107767,162811,130306,1
121715,87637,37676,0
51378,82991,78781,0
142567,181854,157869,1
128823,133131,102384,1
127258,37304,108602,0
126962,110718,65218,0
114259,72728,124997,0
122552,142326,164398,1
53281,63631,17626,0
72999,91043,156022,0
89019,93608,70691,1
108835,66144,88445,1
45049,10234,44159,0
91800,105179,112847,1
97723,178842,102511,1
33523,73591,102802,0
152561,188353,141002,1
87160,57439,85899,0
95889,159616,87897,1
78672,103192,154434,0
95951,72903,64192,1
37838,56926,63010,0
123507,151595,127792,1
129585,109599,62616,0
56555,79539,55096,1
123655,101956,173861,1
172665,150643,166072,1
146745,133766,176199,1
73810,110183,56303,0
172726,133884,151272,1
105442,99936,63870,0
109740,98953,121335,1
95142,59318,140766,0
136621,158333,124954,1
118262,68177,105271,0
119411,80917,79816,1
107746,124841,158609,1
85107,82518,56439,1
179058,87597,95267,0
153497,138615,136964,1
94968,150249,85521,1
145831,111220,145073,1
75078,78331,105339,1
63787,111093,121448,0
151044,122179,163105,1
184392,186889,189403,1
85500,156808,89368,1
117787,172754,131237,1
127758,191786,128882,1
123266,116055,74119,0
112406,93237,154215,1
69290,83760,109166,1
188112,188631,195317,1
74847,149383,91250,0
83003,11295,90048,0
82367,61601,67324,1
122296,183624,136618,1
162966,186341,159015,1
20130,92709,90325,0
83085,40716,102797,0
109041,162472,89121,0
121203,126615,167528,1
63812,104023,79225,1
146615,129245,151762,1
150353,128360,166407,1
133190,106271,82801,1
84029,14893,71296,0
124925,138714,100539,1
151614,154210,189384,1
103351,26796,83979,0
67381,74615,100464,1
80109,145645,106290,0
155353,104110,75677,0
152707,99036,97703,1
20285,99305,108620,0
34337,92774,96975,0
116411,75109,106602,1
96288,33901,122135,0
169972,184990,157392,1
106527,71581,147562,0
45577,111861,131580,0
100452,117192,19956,0
107491,140174,71179,0
63353,47787,82582,0
147074,150658,156402,1
100096,22414,111950,0
88557,100788,179579,0
125672,94158,110388,1
109674,76313,47399,0
40489,112888,88331,0
115154,87199,141415,1
92275,21682,95447,0
63301,29648,67777,0
135762,165100,108490,1
137491,151780,147447,1
82803,96451,41994,0
115658,62544,70504,1
59732,48644,34812,0
76843,88553,49354,0
138231,138521,170876,1
40397,123015,90854,0
86668,97181,42551,0
46468,90748,50434,0
109538,117511,157117,1
85223,30974,115841,0
158955,93000,124871,0
87218,25784,84946,0
100405,54231,103186,0
113357,120347,90768,1
123736,133389,115395,1
102213,67216,106263,0
76193,60954,39577,0
171056,100049,113683,1
104989,108567,41228,0
154687,166286,127355,1
160089,144187,159684,1
100150,90340,29970,0
47269,53322,90867,0
184314,171964,164234,1
79285,126867,117364,0
34409,45425,48714,1
108995,67628,131229,0
15710,65644,57328,0
135542,92085,143921,0
125266,52709,85895,0
56671,39465,69838,0
86932,143544,93768,1
88418,56053,105885,0
82113,39707,95732,0
69157,66097,3510,0
112385,144925,147590,1
134120,96812,37520,0
19209,43964,41625,0
98115,137290,133505,1
39009,72885,48996,0
82169,120916,143971,0
111568,96188,139612,1
65497,129624,92827,0
16316,54689,55133,0
128821,112876,150747,1
74118,74809,40321,0
21405,109082,96335,0
107945,182984,103267,1
114170,123601,69993,0
42353,98926,121123,0
47951,52055,97212,0
105457,78850,80253,1
166194,171813,160241,1
126173,68259,119678,0
37700,47490,33964,1
106088,93359,53377,0
159569,160752,124239,1
96880,68435,156471,0
105267,73205,120504,0
86784,145505,95743,1
139533,155647,120264,1
142769,97839,105068,1
84330,55662,78820,1
101780,36045,81311,0
66931,82876,95961,1
33780,111985,94351,0
158276,126514,111556,1
75105,77500,58635,1
128520,97470,36068,0
75376,109355,101885,1
2284,98303,97489,0
143340,82993,80155,1
11985,108255,102384,0
134340,114225,60903,0
132640,80928,55946,0
146863,79079,122670,0
96174,104360,186444,0
150647,56475,95850,0
91192,108179,160529,1
65523,120199,97710,0
81557,91665,78094,1
89659,143467,61278,0
21576,56191,67711,0
159531,106525,144862,1
14567,23828,35611,0
105320,23011,88611,0
69349,96153,56170,1
152649,139330,136389,1
95973,126922,135633,1
97248,132190,46856,0
159230,108893,149131,1
103849,91122,157027,1
117133,115775,180028,1
158277,152626,159399,1
119354,93349,51865,0
67375,68081,75680,1
191068,133960,135078,1
48185,49327,13380,0
84902,88204,159660,1
128418,93093,92351,1
101329,97869,184788,1
99870,146796,92540,1
33360,109679,96635,0
106304,89126,123258,1
146284,62982,104808,0
74455,80081,106758,1
145891,69723,79180,0
122485,70742,97299,0
73438,90306,153978,0
147328,119615,125771,1
81968,145077,86099,1
131598,75577,62023,0
100449,63214,77621,1
96420,170621,89713,1
74168,95160,151668,0
137314,140859,123485,1
53159,8761,60752,0
137407,137746,120385,1
112964,126718,114762,1
143334,132263,130569,1
55848,73218,123824,0
37523,80807,104564,0
56589,82226,57805,1
87131,89356,116989,1
114737,121551,80822,1
137764,137342,152924,1
87186,54968,35324,0
75371,45733,78708,0
38123,81340,57599,0
140413,109856,164085,1
95803,32147,108852,0
100481,77912,125395,1
175278,98410,82838,0
118903,69296,143129,0
87952,46782,50062,1
97363,68915,120158,0
181193,97409,109986,1
132668,94450,47050,0
68758,22488,48652,0
68952,63861,88233,1
19852,12584,15406,1
84741,90966,142055,1
103039,112763,151182,1
76132,158747,110117,0
60595,91153,95708,0
101947,67086,121883,0
80937,62439,76936,1
22031,36905,30040,0
118174,81329,60989,0
144490,156891,126741,1
77038,60234,126150,0
34476,25088,56218,0
187123,131777,132050,1
144889,58612,106583,0
105095,80726,151451,0
18631,73589,69210,0
121804,103493,95907,1
44257,106512,137159,0
117654,111573,137071,1
63335,116774,112033,0
54439,80310,102471,0
58227,11142,59083,0
80129,86051,165930,0
129484,114360,165878,1
122925,83627,119284,1
135363,75926,86919,1
56201,115048,101963,0
159882,116143,87623,0
146275,161089,111282,1
84214,90368,113844,1
65371,21573,75176,0
122686,113712,153924,1
111908,134295,140611,1
83466,75050,107306,1
129208,110810,119008,1
137037,125411,99098,1
120238,136065,173989,1
141159,99357,55312,0
54882,53066,27682,0
91958,110733,125303,1
76436,92370,103368,1
151152,180028,133238,1
111257,66290,66751,1
116876,141118,88244,1
115221,99941,80700,1
53078,149107,97853,0
82198,101564,23482,0
135854,134622,101316,1
106706,100953,160003,1
107932,93122,92522,1
69761,122089,105962,0
95784,160020,121622,1
93260,136251,117985,1
153007,105395,121774,1
84210,106155,58275,0
98817,72324,111311,1
151368,101580,104920,1
84927,138700,89143,1
46728,127474,118958,0
27868,40402,47798,0
13343,74672,67853,0
129837,110927,68492,0
66460,24942,74742,0
85196,52553,107885,0
133689,131185,136860,1
62028,104505,43035,0
96700,115012,110296,1
148997,80976,108275,0
75605,79925,33948,0
82212,113505,71505,1
75628,105178,159884,0
112065,138356,78483,0
80832,163157,110253,0
86983,74894,37337,0
98434,142871,112579,1
76537,82899,111202,1
96112,159132,123992,1
151201,99714,115087,1
72883,72166,88769,1
81307,77886,143771,1
166964,127522,99208,1
57519,82421,106228,0
87660,107374,155242,1
133998,89805,65491,0
90874,85049,172747,0
109831,123931,148556,1
103985,190494,108961,1
134060,83582,63440,0
79327,71549,52888,1
162361,135880,164445,1
151826,147389,174083,1
142933,115566,127129,1
147596,130657,161549,1
170358,156442,157636,1
123479,48329,75598,0
63082,135603,96435,0
10278,26702,17526,0
145158,133175,185117,1
122246,160789,116403,1
167608,144554,136480,1
78355,57779,55524,1
51509,78843,30286,0
20116,20761,9591,0
82491,129908,102207,1
97995,48736,139181,0
141260,74459,70577,0
78898,93396,97078,1
137440,144623,148159,1
173203,128584,148209,1
34836,80043,114577,0
108006,86382,98722,1
16616,101728,108694,0
118962,79330,121954,0
185645,187852,192695,1
146059,137482,151249,1
75360,100998,138270,0
131718,158949,167189,1
131117,100744,82195,1
53987,25977,65272,0
128565,98080,123353,1
119126,132303,97435,1
67382,70614,23636,0
165163,124252,157505,1
155326,116937,150925,1
56944,49551,35303,0
132449,108345,115384,1
163399,178385,156774,1
135550,144799,159933,1
69369,87807,49674,0
150973,81459,80416,1
132927,109848,149133,1
161084,121976,125148,1
14208,47910,43748,0
37476,127851,90981,0
137936,124988,95452,1
84479,81265,113820,1
91069,48500,77669,0
91878,168865,85825,0
193398,156211,157395,1
112028,55788,108788,0
61321,54311,55566,1
189225,172845,183044,1
98332,116179,110395,1
95345,117181,171674,0
97669,73950,111547,1
126352,143840,88420,0
96497,63702,132943,0
48486,18109,62089,0
133623,71628,81069,1
115385,107375,177256,1
90424,90690,47956,0
113466,178785,127533,1
122862,88261,150921,0
118870,96806,28490,0
28978,29525,12687,0
68389,42180,86105,0
38849,98322,129463,0
173778,137026,133972,1
63305,71974,33611,0
100134,81117,39213,0
77844,77703,149893,1
55467,46916,48591,1
87516,33689,115857,0
45209,71526,107071,0
87828,73445,46111,0
155463,125893,91658,0
38703,28989,56984,0
56608,141199,85683,0
79730,56660,81100,1
88627,53791,102328,0
85906,101883,110187,1
65828,126305,126851,0
131728,137276,74328,0
159237,167883,142724,1
118951,84657,101208,1
97697,101335,141552,1
98770,72463,35961,0
78942,47410,106110,0
66020,72739,97205,1
101380,79030,37052,0
107333,99882,93609,1
119997,100403,49518,0
111286,72805,69393,1
90988,109189,90419,1
57792,80954,29264,0
100982,101890,189182,1
80916,59438,140200,0
138446,177355,143775,1
63083,84126,24069,0
27928,117233,100813,0
91149,85052,135549,1
71575,97745,83876,1
84775,139057,124708,0
94182,159937,126067,0
89835,167056,85039,0
35205,48177,33546,1
17986,2231,15929,0
53308,59509,104545,0
71211,136958,117959,0
91932,53624,56402,1
109724,130245,96429,1
94996,63989,82841,1
103914,6639,98935,0
69055,113055,73604,1
94521,61574,119733,0
103182,135298,91022,1
72079,24654,57753,0
141173,79419,71954,0
57383,142512,99163,0
171401,192907,171188,1
41285,28827,20018,0
113530,146461,156541,1
113096,143903,154281,1
118717,129473,90340,1
43949,71132,28705,0
51688,99743,95145,0
36547,53887,67684,0
138205,75933,82864,1
123124,60481,117363,0
48227,76917,77204,0
133679,81955,87162,1
94575,114310,59025,0
95188,114374,154496,1
183687,190241,177620,1
165090,125931,159989,1
51029,109747,106294,0
62346,71960,22972,0
137842,103149,93955,1
32844,116002,103004,0
58321,134531,109972,0
76723,106498,164447,0
60988,31183,48169,0
76709,110163,36608,0
57003,44477,57072,1
94134,49111,73831,0
86293,59701,56988,1
44584,84901,71851,0
92454,50892,98406,0
27645,102954,94487,0
130595,90215,44200,0
69594,136005,91333,0
91210,41819,98303,0
114855,87068,119577,1
43480,36696,17054,0
105779,118063,64056,0
44797,91170,51689,0
71487,92620,35071,0
133633,116939,72398,0
64797,82574,146269,0
81217,51166,88505,0
53460,31839,82563,0
99901,132798,166789,1
130562,85275,87287,1
83790,34038,102946,0
73172,79332,28812,0
56924,98834,73502,0
52705,87541,56460,1
132596,86495,136451,0
81141,63677,36968,0
38831,109879,90016,0
122825,157144,160409,1
175468,186239,174009,1
134730,102604,71682,0
148062,187877,143843,1
60379,142055,99838,0
16921,74850,73887,0
92976,105843,169351,1
89484,102501,165863,1
60989,144432,112943,0
108168,51235,57567,0
53303,77057,85780,0
187110,170825,170019,1
98504,93644,62622,0
44562,74313,65939,0
84944,30907,93525,0
191317,109075,102494,1
79867,132785,77044,1
57650,54472,9198,0
59646,112815,69413,0
162033,110211,117830,1
75808,93644,166490,0
176569,183402,189935,1
92573,2367,91742,0
45335,80438,45339,1
175456,117521,112595,1
164169,104234,90737,1
102593,19409,92928,0
47339,105494,70413,0
135945,139585,194022,1
46156,84650,56744,0
143879,101358,121805,1
142754,55656,98574,0
26837,60148,69321,0
137424,136019,178475,1
106058,72221,89377,1
110073,88117,43264,0
93728,109576,128370,1
55824,18790,49136,0
140695,120012,169531,1
147878,106456,119704,1
175372,128270,140904,1
14398,38408,40152,0
97416,84494,162060,0
60170,108601,56619,1
140354,124650,172768,1
59844,66893,18847,0
86621,117785,132994,1
123715,91608,99917,1
116466,134526,178322,1
132507,92203,61986,0
131617,94185,101996,1
96725,114272,131871,1
84434,21973,82099,0
171858,98379,124309,0
190781,133458,138479,1
63032,85942,110460,0
81787,101040,61421,1
82946,108946,80316,1
165200,131586,126552,1
126285,141745,184098,1
109408,172823,127723,1
143516,68627,84719,0
49567,89231,57596,1
87837,42261,113144,0
33160,55200,35400,1
118001,108932,117745,1
124632,43014,110350,0
109858,96658,32168,0
132713,127117,166254,1
143773,114273,91088,1
101598,118923,131673,1
90177,121635,155656,0
111545,140259,136216,1
46640,108904,81992,0
59239,35849,50816,0
24462,32918,14678,0
123704,185321,129771,1
103316,46875,58435,0
78579,141581,82324,1
56359,78975,97710,0
81651,117474,61973,0
62194,78788,96556,1
96004,95693,126051,1
118791,91300,169387,0
118199,97753,39700,0
148943,99823,143098,1
170195,87920,107697,0
91537,65912,133213,0
119012,127891,151837,1
153258,168089,123237,1
114109,108309,28672,0
49136,40404,61948,1
96819,120339,143290,1
191381,103879,112174,1
121091,125099,101072,1
111339,98317,33460,0
67281,141848,122915,0
195113,153094,151497,1
104037,134891,76072,0
103815,130548,103045,1
135597,172520,122297,1
169246,142345,152149,1
67267,45417,63368,1
81210,100569,28797,0
97266,105760,183208,1
142633,89556,140367,0
15228,34126,47868,0
91291,91416,135703,1
22633,94725,101660,0
98834,64693,130365,0
49730,72496,54252,1
73811,84678,102149,1
53025,100445,65782,0
58666,14016,56666,0
89182,52118,112172,0
61232,86856,30612,0
156973,96256,91915,1
101924,164278,118228,1
159591,162288,171003,1
83560,127199,127341,0
128537,153515,86062,0
85366,63247,125969,0
116882,131027,52009,0
138619,97011,119332,1
113608,103933,124945,1
70518,120376,139300,0
43143,24766,29463,1
144674,158464,110020,1
114516,107912,191158,1
77524,73226,14078,0
105789,64546,154377,0
81550,137067,65939,0
68577,109528,130649,0
146203,138719,89330,0
109608,21872,96326,0
140027,104731,87550,1
67548,85524,64466,1
143855,124070,178463,1
103462,139567,161997,1
76066,110120,94238,1
66058,121806,58814,0
94454,135034,107662,1
44298,70067,99331,0
19312,32849,45907,0
75714,66068,49942,1
102103,128167,33864,0
66974,69790,7398,0
11495,104895,100080,0
52101,73054,108229,0
104237,79277,61838,1
66247,107866,78555,1
159118,117819,79545,0
37662,44909,69549,0
68129,93421,87362,1
145498,196946,147658,1
20198,84511,84269,0
85470,12373,97293,0
91238,53476,84920,0
20233,72179,81530,0
55045,75260,50519,1
53563,31484,69553,0
129618,125673,134945,1
157385,127392,113187,1
121061,170272,125847,1
180212,130173,112543,1
88135,111732,127921,1
163216,153752,190104,1
197064,167972,166014,1
139602,103054,98466,1
120867,172324,111787,1
183675,151529,166458,1
122071,107796,37473,0
89345,75063,28586,0
