side1,side2,side3,side12,side22,side32,validity
235,9629,6295,55225,92717641,39627025,0
276024,743,276025,76189248576,552049,76189800625,1
342,7307,3376,116964,53392249,11397376,0
529,139920,139921,279841,19577606400,19577886241,1
96,8451,1437,9216,71419401,2064969,0
320800,801,320801,102912640000,641601,102913281601,1
933,2334,5693,870489,5447556,32410249,0
186,2659,5816,34596,7070281,33825856,0
215824,657,215825,46579998976,431649,46580430625,1
54780,331,54781,3000848400,109561,3000957961,1
205208,906,205210,42110323264,820836,42111144100,1
511,130560,130561,261121,17045913600,17046174721,1
24335,312,24337,592192225,97344,592289569,1
139128,746,139130,19356600384,556516,19357156900,1
635,2989,7690,403225,8934121,59136100,0
696,3591,4263,484416,12895281,18173169,0
164,6723,6725,26896,45198729,45225625,1
510,65024,65026,260100,4228120576,4228380676,1
992,7137,598,984064,50936769,357604,0
122499,700,122501,15006005001,490000,15006495001,1
590,2503,2787,348100,6265009,7767369,0
228483,956,228485,52204481289,913936,52205395225,1
614,94248,94250,376996,8882685504,8883062500,1
204160,639,204161,41681305600,408321,41681713921,1
194,6011,1104,37636,36132121,1218816,0
128880,718,128882,16610054400,515524,16610569924,1
260,16899,16901,67600,285576201,285643801,1
630,161,9911,396900,25921,98227921,0
159,12640,12641,25281,159769600,159794881,1
905,3077,698,819025,9467929,487204,0
281,6983,4982,78961,48762289,24820324,0
136899,740,136901,18741336201,547600,18741883801,1
915,2192,1301,837225,4804864,1692601,0
17688,266,17690,312865344,70756,312936100,1
248,2279,4911,61504,5193841,24117921,0
5475,148,5477,29975625,21904,29997529,1
651,1014,2438,423801,1028196,5943844,0
728,6280,8746,529984,39438400,76492516,0
800,159999,160001,640000,25599680001,25600320001,1
257,33024,33025,66049,1090584576,1090650625,1
224,30,226,50176,900,51076,1
7564,123,7565,57214096,15129,57229225,1
532,70755,70757,283024,5006270025,5006553049,1
899,6237,1574,808201,38900169,2477476,0
92,2115,2117,8464,4473225,4481689,1
459,8505,6873,210681,72335025,47238129,0
616,94863,94865,379456,8998988769,8999368225,1
930,1363,4159,864900,1857769,17297281,0
605,9174,5411,366025,84162276,29278921,0
143,9872,5452,20449,97456384,29724304,0
894,199808,199810,799236,39923236864,39924036100,1
319,50880,50881,101761,2588774400,2588876161,1
846,1340,9946,715716,1795600,98922916,0
764,3182,7044,583696,10125124,49617936,0
677,2025,2116,458329,4100625,4477456,0
12,5,13,144,25,169,1
745,277512,277513,555025,77012910144,77013465169,1
56643,476,56645,3208429449,226576,3208656025,1
36720,271,36721,1348358400,73441,1348431841,1
857,8377,5250,734449,70174129,27562500,0
946,8541,9325,894916,72948681,86955625,0
109980,469,109981,12095600400,219961,12095820361,1
872,1077,4884,760384,1159929,23853456,0
25920,322,25922,671846400,103684,671950084,1
910,207024,207026,828100,42858936576,42859764676,1
161603,804,161605,26115529609,646416,26116176025,1
622,96720,96722,386884,9354758400,9355145284,1
413,85284,85285,170569,7273360656,7273531225,1
967,7605,4060,935089,57836025,16483600,0
13612,165,13613,185286544,27225,185313769,1
1624,57,1625,2637376,3249,2640625,1
3784,87,3785,14318656,7569,14326225,1
147,2084,3875,21609,4343056,15015625,0
676,114243,114245,456976,13051463049,13051920025,1
616,664,564,379456,440896,318096,0
43680,418,43682,1907942400,174724,1908117124,1
618,941,3105,381924,885481,9641025,0
375,1708,4188,140625,2917264,17539344,0
14,6713,7207,196,45064369,51940849,0
588,3811,7232,345744,14523721,52301824,0
214,11448,11450,45796,131056704,131102500,1
608,3420,8728,369664,11696400,76177984,0
168099,820,168101,28257273801,672400,28257946201,1
716,128163,128165,512656,16425754569,16426267225,1
431,2177,9969,185761,4739329,99380961,0
727,1982,5830,528529,3928324,33988900,0
78012,395,78013,6085872144,156025,6086028169,1
968,7883,4146,937024,62141689,17189316,0
70312,375,70313,4943777344,140625,4943917969,1
75,4834,8349,5625,23367556,69705801,0
685,1480,3035,469225,2190400,9211225,0
346,1189,4051,119716,1413721,16410601,0
871,517,7912,758641,267289,62599744,0
665,9131,9192,442225,83375161,84492864,0
557,1633,6160,310249,2666689,37945600,0
746,3955,8419,556516,15642025,70879561,0
463684,963,463685,215002851856,927369,215003779225,1
99,4900,4901,9801,24010000,24019801,1
285,2203,4841,81225,4853209,23435281,0
263,9874,6289,69169,97495876,39551521,0
864,186623,186625,746496,34828144129,34828890625,1
346,9026,1041,119716,81468676,1083681,0
97,6386,779,9409,40780996,606841,0
565,2133,2835,319225,4549689,8037225,0
323,36,325,104329,1296,105625,1
692,4624,3011,478864,21381376,9066121,0
201,4031,8880,40401,16248961,78854400,0
47740,309,47741,2279107600,95481,2279203081,1
864,186623,186625,746496,34828144129,34828890625,1
392,8159,1745,153664,66569281,3045025,0
113,5729,1738,12769,32821441,3020644,0
843,9886,5870,710649,97732996,34456900,0
869,4964,9032,755161,24641296,81577024,0
38,360,362,1444,129600,131044,1
45795,428,45797,2097182025,183184,2097365209,1
181,9329,8697,32761,87030241,75637809,0
50,624,626,2500,389376,391876,1
419,4779,1570,175561,22838841,2464900,0
358,32040,32042,128164,1026561600,1026689764,1
32040,358,32042,1026561600,128164,1026689764,1
900,202499,202501,810000,41005845001,41006655001,1
711,252760,252761,505521,63887617600,63888123121,1
181,16380,16381,32761,268304400,268337161,1
149,8816,4452,22201,77721856,19820304,0
597,178204,178205,356409,31756665616,31757022025,1
396,5771,9192,156816,33304441,84492864,0
688,2588,2561,473344,6697744,6558721,0
127512,505,127513,16259310144,255025,16259565169,1
612,4553,4757,374544,20729809,22629049,0
593,6765,1714,351649,45765225,2937796,0
833,346944,346945,693889,120370139136,120370833025,1
475,9830,4419,225625,96628900,19527561,0
562,5819,5858,315844,33860761,34316164,0
398,39600,39602,158404,1568160000,1568318404,1
498,5271,7831,248004,27783441,61324561,0
671,9163,207,450241,83960569,42849,0
123,7564,7565,15129,57214096,57229225,1
198915,892,198917,39567177225,795664,39567972889,1
969,9451,2928,938961,89321401,8573184,0
853,5332,5637,727609,28430224,31775769,0
860,8440,3677,739600,71233600,13520329,0
3135,112,3137,9828225,12544,9840769,1
149604,547,149605,22381356816,299209,22381656025,1
691,1710,9712,477481,2924100,94322944,0
113,6392,7567,12769,40857664,57259489,0
71,1940,4348,5041,3763600,18905104,0
261364,723,261365,68311140496,522729,68311663225,1
767,4346,7194,588289,18887716,51753636,0
946,6654,1979,894916,44275716,3916441,0
223780,669,223781,50077488400,447561,50077935961,1
993,9383,1653,986049,88040689,2732409,0
94863,616,94865,8998988769,379456,8999368225,1
291,42340,42341,84681,1792675600,1792760281,1
664,110223,110225,440896,12149109729,12149550625,1
24963,316,24965,623151369,99856,623251225,1
441,8644,1064,194481,74718736,1132096,0
33123,364,33125,1097133129,132496,1097265625,1
452200,951,452201,204484840000,904401,204485744401,1
909,5068,1275,826281,25684624,1625625,0
168920,822,168922,28533966400,675684,28534642084,1
931,4640,5150,866761,21529600,26522500,0
9112,135,9113,83028544,18225,83046769,1
374,2384,1161,139876,5683456,1347921,0
488,4666,5847,238144,21771556,34187409,0
76440,391,76441,5843073600,152881,5843226481,1
47088,434,47090,2217279744,188356,2217468100,1
93,6742,9091,8649,45454564,82646281,0
802,2567,4439,643204,6589489,19704721,0
111864,473,111865,12513554496,223729,12513778225,1
958,229440,229442,917764,52642713600,52643631364,1
34,288,290,1156,82944,84100,1
242,14640,14642,58564,214329600,214388164,1
183012,605,183013,33493392144,366025,33493758169,1
373,69564,69565,139129,4839150096,4839289225,1
357,9401,3408,127449,88378801,11614464,0
716,128163,128165,512656,16425754569,16426267225,1
279004,747,279005,77843232016,558009,77843790025,1
924,213443,213445,853776,45557914249,45558768025,1
94863,616,94865,8998988769,379456,8999368225,1
484,2349,7292,234256,5517801,53173264,0
2915,108,2917,8497225,11664,8508889,1
624,97343,97345,389376,9475659649,9476049025,1
446,6506,1861,198916,42328036,3463321,0
31,480,481,961,230400,231361,1
577,166464,166465,332929,27710263296,27710596225,1
168,1533,3686,28224,2350089,13586596,0
129540,509,129541,16780611600,259081,16780870681,1
452,4303,9733,204304,18515809,94731289,0
734,9452,9262,538756,89340304,85784644,0
168,2882,2568,28224,8305924,6594624,0
766,993,4093,586756,986049,16752649,0
810,164024,164026,656100,26903872576,26904528676,1
868,188355,188357,753424,35477606025,35478359449,1
212,11235,11237,44944,126225225,126270169,1
634,7213,879,401956,52027369,772641,0
887,7488,5467,786769,56070144,29888089,0
925,427812,427813,855625,183023107344,183023962969,1
451,101700,101701,203401,10342890000,10343093401,1
825,2022,3860,680625,4088484,14899600,0
454104,953,454105,206210442816,908209,206211351025,1
446,4665,2792,198916,21762225,7795264,0
370660,861,370661,137388835600,741321,137389576921,1
22,4254,4897,484,18096516,23980609,0
638,6499,357,407044,42237001,127449,0
288040,759,288041,82967041600,576081,82967617681,1
84,3931,2902,7056,15452761,8421604,0
26568,326,26570,705858624,106276,705964900,1
133644,517,133645,17860718736,267289,17860986025,1
142044,533,142045,20176497936,284089,20176782025,1
92415,608,92417,8540532225,369664,8540901889,1
864,6255,9997,746496,39125025,99940009,0
15,5274,7881,225,27815076,62110161,0
793,9388,5017,628849,88134544,25170289,0
1,4451,841,1,19811401,707281,0
358704,847,358705,128668559616,717409,128669277025,1
572,6227,6781,327184,38775529,45981961,0
871,2116,5150,758641,4477456,26522500,0
506,710,9980,256036,504100,99600400,0
843,355324,355325,710649,126255144976,126255855625,1
93,4324,4325,8649,18696976,18705625,1
21,9054,2777,441,81974916,7711729,0
181475,852,181477,32933175625,725904,32933901529,1
197,4356,2129,38809,18974736,4532641,0
181,6975,1873,32761,48650625,3508129,0
138864,527,138865,19283210496,277729,19283488225,1
843,6117,2079,710649,37417689,4322241,0
611,9857,8808,373321,97160449,77580864,0
501,125500,125501,251001,15750250000,15750501001,1
159612,565,159613,25475990544,319225,25476309769,1
166464,577,166465,27710263296,332929,27710596225,1
980,240099,240101,960400,57647529801,57648490201,1
67599,520,67601,4569624801,270400,4569895201,1
31500,251,31501,992250000,63001,992313001,1
4140,91,4141,17139600,8281,17147881,1
282,5362,4040,79524,28751044,16321600,0
178,8475,426,31684,71825625,181476,0
826,4866,1087,682276,23677956,1181569,0
109044,467,109045,11890593936,218089,11890812025,1
305,493,1561,93025,243049,2436721,0
233,27144,27145,54289,736796736,736851025,1
55695,472,55697,3101933025,222784,3102155809,1
699,3436,2116,488601,11806096,4477456,0
645,6632,9800,416025,43983424,96040000,0
850,9806,2905,722500,96157636,8439025,0
718,5943,3839,515524,35319249,14737921,0
743,276024,276025,552049,76189248576,76189800625,1
684,116963,116965,467856,13680343369,13680811225,1
572,4232,4008,327184,17909824,16064064,0
716,128163,128165,512656,16425754569,16426267225,1
822,168920,168922,675684,28533966400,28534642084,1
372,34595,34597,138384,1196814025,1196952409,1
24,704,1622,576,495616,2630884,0
401,8135,8217,160801,66178225,67519089,0
951,990,7074,904401,980100,50041476,0
503,7076,2103,253009,50069776,4422609,0
625,5262,8188,390625,27688644,67043344,0
399,4299,4784,159201,18481401,22886656,0
198915,892,198917,39567177225,795664,39567972889,1
664,1070,5549,440896,1144900,30791401,0
64,1826,6322,4096,3334276,39967684,0
818,4392,1604,669124,19289664,2572816,0
422280,919,422281,178320398400,844561,178321242961,1
972,6798,6589,944784,46212804,43414921,0
52164,323,52165,2721082896,104329,2721187225,1
817,3100,8661,667489,9610000,75012921,0
472,7996,8818,222784,63936016,77757124,0
137,9005,4212,18769,81090025,17740944,0
977,9340,5972,954529,87235600,35664784,0
116,3363,3365,13456,11309769,11323225,1
254184,713,254185,64609505856,508369,64610014225,1
745,8213,3979,555025,67453369,15832441,0
297,867,5972,88209,751689,35664784,0
646,3705,4696,417316,13727025,22052416,0
591,613,7874,349281,375769,61999876,0
450,4004,7324,202500,16032016,53640976,0
79523,564,79525,6323907529,318096,6324225625,1
16,63,65,256,3969,4225,1
970,4436,8692,940900,19678096,75550864,0
177240,842,177242,31414017600,708964,31414726564,1
95,3170,1034,9025,10048900,1069156,0
428,9687,5057,183184,93837969,25573249,0
312840,791,312841,97868865600,625681,97869491281,1
253,3217,4517,64009,10349089,20403289,0
896,5976,6309,802816,35712576,39803481,0
197,6048,2294,38809,36578304,5262436,0
243,232,149,59049,53824,22201,0
404100,899,404101,163296810000,808201,163297618201,1
10403,204,10405,108222409,41616,108264025,1
11448,214,11450,131056704,45796,131102500,1
836,4941,1264,698896,24413481,1597696,0
428,2627,5114,183184,6901129,26152996,0
142,8476,6057,20164,71842576,36687249,0
807,7752,3662,651249,60093504,13410244,0
856,183183,183185,732736,33556011489,33556744225,1
353,62304,62305,124609,3881788416,3881913025,1
343,58824,58825,117649,3460262976,3460380625,1
170,7224,7226,28900,52186176,52215076,1
929,8090,2840,863041,65448100,8065600,0
762,4812,8431,580644,23155344,71081761,0
49728,446,49730,2472873984,198916,2473072900,1
321,9281,2209,103041,86136961,4879681,0
668,645,6403,446224,416025,40998409,0
407,5567,9781,165649,30991489,95667961,0
510,7206,2203,260100,51926436,4853209,0
683,55,6249,466489,3025,39050001,0
101,1209,9880,10201,1461681,97614400,0
983,4290,903,966289,18404100,815409,0
982,2792,704,964324,7795264,495616,0
930,7866,8536,864900,61873956,72863296,0
358704,847,358705,128668559616,717409,128669277025,1
181,7287,7981,32761,53100369,63696361,0
879,386320,386321,772641,149243142400,149243915041,1
148,5475,5477,21904,29975625,29997529,1
660,9684,4537,435600,93779856,20584369,0
11663,216,11665,136025569,46656,136072225,1
180,19,181,32400,361,32761,1
328,26895,26897,107584,723341025,723448609,1
525,8400,1087,275625,70560000,1181569,0
979,5743,3523,958441,32982049,12411529,0
661,8195,7083,436921,67158025,50168889,0
798,7864,6403,636804,61842496,40998409,0
14964,173,14965,223921296,29929,223951225,1
378,8903,6420,142884,79263409,41216400,0
972,5060,7321,944784,25603600,53597041,0
924,213443,213445,853776,45557914249,45558768025,1
194,9408,9410,37636,88510464,88548100,1
165,1279,3342,27225,1635841,11168964,0
855,8668,8779,731025,75134224,77070841,0
968,8588,4233,937024,73753744,17918289,0
62,8035,7438,3844,64561225,55323844,0
525,137812,137813,275625,18992147344,18992422969,1
535,6517,2859,286225,42471289,8173881,0
735,270112,270113,540225,72960492544,72961032769,1
524,68643,68645,274576,4711861449,4712136025,1
734,2329,3561,538756,5424241,12680721,0
81,3280,3281,6561,10758400,10764961,1
845,2470,9803,714025,6100900,96098809,0
7320,121,7321,53582400,14641,53597041,1
673,226464,226465,452929,51285943296,51286396225,1
316,24963,24965,99856,623151369,623251225,1
38024,390,38026,1445824576,152100,1445976676,1
774,8414,2089,599076,70795396,4363921,0
502,63000,63002,252004,3969000000,3969252004,1
197820,629,197821,39132752400,395641,39133148041,1
122499,700,122501,15006005001,490000,15006495001,1
208,5494,9898,43264,30184036,97970404,0
316012,795,316013,99863584144,632025,99864216169,1
81204,403,81205,6594089616,162409,6594252025,1
462,1123,3229,213444,1261129,10426441,0
667,1357,3264,444889,1841449,10653696,0
49,2041,5141,2401,4165681,26429881,0
900,379,1759,810000,143641,3094081,0
534,2711,6717,285156,7349521,45118089,0
559,156240,156241,312481,24410937600,24411250081,1
858,1089,1747,736164,1185921,3052009,0
108,1421,8887,11664,2019241,78978769,0
687,102,2121,471969,10404,4498641,0
587,96,4598,344569,9216,21141604,0
237360,689,237361,56339769600,474721,56340244321,1
126504,503,126505,16003262016,253009,16003515025,1
222,1516,6561,49284,2298256,43046721,0
369,9716,2951,136161,94400656,8708401,0
855,864,5727,731025,746496,32798529,0
582,7651,312,338724,58537801,97344,0
81,2516,5546,6561,6330256,30758116,0
365,66612,66613,133225,4437158544,4437291769,1
