side1,side2,side3,validity
88920,4810,89050,1
1,51,52,0
1442,474,1124,0
3819,122,3820,0
12992,456,13000,1
42840,2958,42942,1
72506,5216,71314,0
104017,4956,104135,1
1048,81,1049,0
47881,3237,47302,0
1806,38808,38850,1
420,61,422,0
1015,117,1017,0
101,39,103,0
490,12000,12010,1
120960,5904,121104,1
1311,62,1312,0
763,140,765,0
2125,90300,90325,1
324721,11169,320930,0
5189,879,4852,0
1014,116,1016,0
128961,6016,127103,0
83906,5686,81864,0
103777,6463,99568,0
127008,2619,127035,1
18361,1627,17812,0
3534,164312,164350,1
56,783,785,1
0,6,6,1
3138,97,3139,0
858,4680,4758,1
931,132,932,0
27025,2256,27119,1
74666,5424,73630,0
14144,858,14170,1
300,106,302,0
1880,118,1882,0
180421,7716,178717,0
9450,728,9478,1
1008,14094,14130,1
2053,119,2055,0
360,480,600,1
957,118,959,0
6841,883,6716,0
182,103,184,0
4749,142,4750,0
125,46,127,0
13313,1679,12616,0
9692,1367,9461,0
2544,95,2545,0
56240,2886,56314,1
216,97,218,0
308,1056,1100,1
2622,24840,24978,1
3875,178,3876,0
642,206,592,0
10927,1439,10434,0
9,8,10,0
200927,10763,199090,0
558,8640,8658,1
87,80,88,0
462,125,463,0
137760,6724,137924,1
31320,1062,31338,1
1944,78720,78744,1
7742,189600,189758,1
84177,5903,83080,0
304,1197,1235,1
22682,2348,21950,0
2736,51948,52020,1
384,130,386,0
2814,29480,29614,1
2244,19008,19140,1
3036,69795,69861,1
4332,123424,123500,1
5518,245520,245582,1
89,90,91,0
899,13020,13051,1
6192,133056,133200,1
21120,2016,21216,1
112321,5885,109314,0
75888,4340,76012,1
540,57,543,1
4900,120000,120100,1
113,106,115,0
2736,49210,49286,1
76,53,78,0
1632,27720,27768,1
164737,7117,162766,0
768,4576,4640,1
3628,101,3629,0
55441,3505,54706,0
12013,1440,11143,0
23040,1488,23088,1
398,159,323,0
1178,121,1179,0
223945,8797,220478,0
899,60,901,1
3444,72283,72365,1
67584,2080,67616,1
4608,82880,83008,1
2754,23328,23490,1
1,69,70,0
4366,80712,80830,1
600,250,650,1
912,266,950,1
6630,129200,129370,1
27458,2874,27076,0
249600,6320,249680,1
1566,21112,21170,1
3022,135,3023,0
422,231,467,0
27360,1404,27396,1
1144,12558,12610,1
82,48,84,0
5481,172608,172695,1
405,216,459,1
454,132,456,0
514,65,515,0
17761,1596,17347,0
207,88,209,0
200927,10763,199090,0
-71,-1,72,0
23089,2137,22874,0
5632,90024,90200,1
7047,306504,306585,1
899,60,901,1
12481,1255,12056,0
1908,50544,50580,1
91140,2989,91189,1
506,224,530,0
68041,3932,66627,0
69184,1488,69200,1
109,47,111,0
49504,3003,49595,1
4380,65627,65773,1
3220,56304,56396,1
0,0,0,1
450801,13909,446090,0
2670,79,2671,0
7381,940,7259,0
-12,0,12,1
1128,26496,26520,1
4370,139,4371,0
2,184,186,0
449,157,354,0
962,278,920,0
105468,3149,105515,1
39602,4178,39380,0
48365,4223,46196,0
2671,80,2672,0
4914,95760,95886,1
146520,3293,146557,1
56352,5231,56017,0
1711,50460,50489,1
115150,4800,115250,1
0,102,102,1
1716,149,1717,0
22,23,24,0
587,60,589,0
15234,1946,14236,0
679,102,680,0
2295,181,2297,0
55272,2304,55320,1
3301,654,3305,0
13065,1876,13199,1
104881,5522,103917,0
880,84,884,1
69600,2360,69640,1
51986,4106,50764,0
784,5460,5516,1
13536,285,13539,1
310,744,806,1
225,64,226,0
75241,4582,74617,0
32385,2407,31448,0
42408,2294,42470,1
3384,79488,79560,1
187968,5785,188057,1
576,768,960,1
102307,6911,101238,0
1820,82800,82820,1
4410,77112,77238,1
31681,4583,27816,0
99840,2528,99872,1
127680,6552,127848,1
17220,1189,17261,1
50345,3334,48807,0
366,44,368,0
3442,836,3462,0
676,53,678,0
489,130,491,0
20160,2380,20300,1
357505,11979,352972,0
375,88,376,0
1974,127,1976,0
244440,6887,244537,1
1461,110,1462,0
5915,192192,192283,1
1803,122,1804,0
1512,55,1513,1
646,72,648,0
1201,50,1202,0
2400,29952,30048,1
20240,1932,20332,1
143857,6533,141318,0
2474,163,2475,0
328692,7735,328783,1
11,11,14,0
23713,3503,20832,0
2106,85280,85306,1
852,30240,30252,1
1,75,76,0
186122,10119,184271,0
838,111,840,0
48720,3364,48836,1
2232,34560,34632,1
1091,69,1093,0
5796,133245,133371,1
52418,4774,52008,0
63840,3116,63916,1
30431,3211,30114,0
318161,11056,315057,0
1320,6534,6666,1
2376,42735,42801,1
10628,1407,10229,0
4752,145,4753,0
1834,153,1835,0
432,180,468,1
2614,165,2615,0
1917,155,1919,0
816,95,817,0
486,6552,6570,1
7310,310632,310718,1
4798,191,4799,0
245617,9307,242156,0
1295,72,1297,1
1320,242,1342,1
18360,1050,18390,1
846,119,848,0
714,91,716,0
223,96,224,0
18917,2883,18940,0
46577,4211,46088,0
7562,1304,6794,0
2790,62744,62806,1
3197,156,3198,0
77280,3290,77350,1
76727,5759,75914,0
152000,8543,149921,0
4664,102555,102661,1
151360,3480,151400,1
854,127,856,0
-78,-1,79,0
2093,24024,24115,1
3626,99,3627,0
343620,7553,343703,1
12920,663,12937,1
2668,30624,30740,1
2700,36400,36500,1
204120,5751,204201,1
475301,14404,470595,0
455,20700,20705,1
49201,3160,48089,0
71604,2703,71655,1
272,359,449,0
5184,612,5220,1
3040,144384,144416,1
52801,3307,51692,0
5950,252840,252910,1
55595,4703,55006,0
3515,166944,166981,1
2305,689,2382,0
312,130,338,1
61,62,63,0
253081,9487,250432,0
73,56,74,0
3675,148,3676,0
698,75,700,0
192,113,194,0
47522,4622,47216,0
241,74,243,0
1020,128,1028,1
61425,4732,61607,1
546,1872,1950,1
3360,450,3390,1
100802,6418,98580,0
19684,525,19691,1
2134,87,2135,0
3696,169,3697,0
96,765,771,1
3786,89,3787,0
82000,2025,82025,1
30240,1476,30276,1
2343,38624,38695,1
82082,5654,80744,0
806,132,808,0
18137,2771,18152,0
4938,137,4939,0
360,675,765,1
3645,118,3646,0
10920,875,10955,1
5042,922,4956,0
3618,91,3619,0
3058,171,3059,0
3150,55080,55170,1
1601,391,1608,0
5187,147784,147875,1
6566,219912,220010,1
32160,2077,32227,1
59,52,61,0
163097,7087,160416,0
52976,1218,52990,1
608,5760,5792,1
15602,1824,15074,0
3380,109824,109876,1
1274,120,1276,0
1151,94,1152,0
4052,935,3437,0
147754,8504,145962,0
1082,296,998,0
1566,22680,22734,1
4836,94240,94364,1
840,350,910,1
1640,33600,33640,1
1568,839,841,0
142101,7672,137327,0
3905,138600,138655,1
182,239,299,0
190,111,192,0
50689,3607,48664,0
10080,1350,10170,1
18,16,20,0
1224,357,1275,1
88201,4934,85785,0
2459,157,2461,0
89,90,90,0
3234,124488,124530,1
28768,1920,28832,1
1891,129,1893,0
14616,513,14625,1
4185,94116,94209,1
594,29400,29406,1
670,1608,1742,1
4320,456,4344,1
23760,2070,23850,1
137762,8322,136324,0
143221,6496,141497,0
2304,36828,36900,1
1324,75,1325,0
317,63,319,0
3682,890,3708,0
53637,3352,52721,0
4536,183680,183736,1
3477,116,3478,0
101185,5134,99313,0
319,65,321,0
252,336,420,1
1457,34224,34255,1
34830,1584,34866,1
2291,177,2293,0
89760,2680,89800,1
2113,179,2115,0
56161,3471,54848,0
265321,9834,261515,0
0,0,0,1
3024,768,3120,1
95141,6911,94364,0
40404,2128,40460,1
2016,238,2030,1
2677,86,2678,0
346,260,426,0
4140,142800,142860,1
58213,3590,57393,0
15480,1634,15566,1
110,96,112,0
192,1144,1160,1
2176,129,2177,0
492,101,493,0
350,63,352,0
107272,4770,107378,1
5810,988,5346,0
2553,47196,47265,1
50,34,36,0
630,4704,4746,1
6935,329376,329449,1
1051,153,1053,0
292740,7055,292825,1
23462,3167,23419,0
1051,84,1052,0
5922,139104,139230,1
374496,7885,374579,1
5508,223040,223108,1
990,16320,16350,1
131120,8079,129761,0
190,456,494,1
2350,29328,29422,1
1790,111,1792,0
60876,3293,60965,1
2544,67392,67440,1
107137,5323,105268,0
78,79,80,0
3477,106020,106077,1
265,94,257,0
2556,90720,90756,1
128296,4503,128375,1
4440,814,4514,1
780,1872,2028,1
216,3885,3891,1
228,109,230,0
39153,3839,36976,0
1392,406,1450,1
1790,109,1791,0
24818,2644,24426,0
2340,45600,45660,1
35712,1134,35730,1
1321,72,1322,0
821,94,823,0
57762,4406,56392,0
50689,3607,48664,0
95940,4800,96060,1
1600,19968,20032,1
3492,131,3493,0
960,79,961,0
3323,124,3324,0
117217,5803,114668,0
0,-81,81,1
15302,2143,15195,0
6301,826,6173,0
29920,2856,30056,1
0,73,73,1
1172,631,1317,0
3776,60357,60475,1
6880,1548,7052,1
1116,94,1118,0
128,31,129,0
840,350,910,1
41177,3795,40672,0
832,5376,5440,1
932,150,934,0
8514,1720,8686,1
2448,289,2465,1
1768,87,1769,0
4752,104490,104598,1
1368,145,1370,0
227,33,229,0
12409,1322,12213,0
109513,5485,108238,0
8096,178020,178204,1
1524,67,1525,0
205,44,206,0
290,4200,4210,1
26520,2125,26605,1
-30,-1,31,0
173161,7336,170633,0
5840,213120,213200,1
278801,10084,275685,0
252,336,420,1
4935,134,4936,0
1110,8288,8362,1
213,160,263,0
449,112,450,0
2900,36192,36308,1
15457,1715,14412,0
70841,4117,69942,0
110880,5160,111000,1
4226,177,4227,0
55967,4319,54514,0
3862,165,3863,0
-1,0,1,1
3168,374,3190,1
690,23800,23810,1
6560,134400,134560,1
86,79,87,0
26811,3275,26686,0
19873,1903,18832,0
2293,179,2295,0
6530,1418,5516,0
1022,3504,3650,1
2088,30240,30312,1
1421,20580,20629,1
3213,101184,101235,1
1583,141,1585,0
324,13120,13124,1
27407,2687,26746,0
910,111,911,0
3818,121,3819,0
102254,4872,102370,1
2976,46080,46176,1
41456,3935,39281,0
1144,25155,25181,1
2202,179,2204,0
1050,11000,11050,1
94,77,95,0
1372,33600,33628,1
178,80,180,0
2398,191,2400,0
393,106,395,0
93,4324,4325,1
144833,6520,142983,0
2002,77064,77090,1
0,74,74,1
1779,100,1781,0
268089,9997,263918,0
144002,8182,141816,0
1809,60588,60615,1
301056,6208,301120,1
528,8704,8720,1
1440,170,1450,1
47125,3272,46623,0
5041,2591,2592,0
75,44,76,0
1615,13680,13775,1
1523,81,1525,0
1866,104,1868,0
114,152,190,1
3834,136080,136134,1
1974,46368,46410,1
187682,10104,185734,0
1426,16368,16430,1
193,66,194,0
1921,463,1936,0
930,6944,7006,1
104,78,130,1
15660,1653,15747,1
640,12792,12808,1
2225,27768,27857,1
76800,3136,76864,1
1190,50568,50582,1
1276,18480,18524,1
5400,570,5430,1
292,69,294,0
355,68,357,0
136,0,136,1
506,224,530,0
0,0,0,1
288769,10497,284414,0
7177,862,6911,0
68601,6187,63812,0
146,110,176,0
0,-89,89,1
266,72,268,0
213,86,214,0
840,12586,12614,1
0,0,0,1
8960,1200,9040,1
2948,98736,98780,1
50666,2112,50710,1
1908,109,1909,0
22178,2794,20436,0
1302,79,1304,0
2000,153,2002,0
49601,3496,47703,0
1451,157,1453,0
1610,168,1612,0
7600,390,7610,1
2841,104,2842,0
3514,153,3515,0
215,88,216,0
46037,3839,45164,0
7560,1170,7650,1
21,19,23,0
715,68,716,0
4896,117453,117555,1
1337,719,1504,0
2673,108240,108273,1
-88,0,88,1
141120,2910,141150,1
2278,164,2280,0
181058,9822,179104,0
2280,43290,43350,1
269,46,271,0
195,68,196,0
141120,6888,141288,1
202,104,204,0
205920,4628,205972,1
330,440,550,1
7436,1248,7540,1
2024,177,2026,0
2066,132,2068,0
536,138,538,0
1581,124,1582,0
255893,9562,253245,0
108,144,180,1
16562,2070,16328,0
46369,3031,45352,0
6337,875,6252,0
223,81,225,0
112,15,113,1
2431,129,2433,0
45921,4333,42734,0
41,24,42,0
612,5184,5220,1
279,85,281,0
1836,15552,15660,1
867,22100,22117,1
126721,6719,122880,0
109200,5330,109330,1
23233,2762,21195,0
118800,2670,118830,1
197540,5727,197623,1
173184,5330,173266,1
38,31,40,0
576,768,960,1
272,204,340,1
1157,623,1300,0
324,945,999,1
31464,1702,31510,1
53,36,54,0
2402,91,2403,0
20997,2627,20836,0
50346,4199,49615,0
0,-62,62,1
1444,150,1446,0
5610,238392,238458,1
5859,184512,184605,1
689,112,690,0
428,91,429,0
5,3,4,1
798,2736,2850,1
2416,105,2417,0
1485,24480,24525,1
494,4680,4706,1
85470,5032,85618,1
6596,112035,112229,1
399,40,401,1
4818,175824,175890,1
76407,5471,75298,0
58,0,58,1
855,8100,8145,1
83,0,83,1
14282,2015,14167,0
4158,1056,4290,1
289,95,291,0
8544,204967,205145,1
4602,89680,89798,1
172,129,215,1
2,124,126,0
95129,6277,90918,0
2071,137,2073,0
160,3198,3202,1
11856,950,11894,1
344,258,430,1
4860,891,4941,1
396,1760,1804,1
1556,99,1557,0
5929,3041,3042,0
3224,41850,41974,1
115596,3003,115635,1
112556,7295,111341,0
290160,7347,290253,1
1071,9072,9135,1
19008,585,19017,1
3784,83205,83291,1
686,39,687,0
0,0,0,1
0,-53,53,1
60,45,75,1
3069,50592,50685,1
292572,6885,292653,1
74402,5340,72158,0
1440,8580,8700,1
266,25,267,0
2,154,156,0
207272,11039,205441,0
3365,166,3366,0
4349,118,4350,0
695,118,696,0
42228,2415,42297,1
1122,344,934,0
10103,1899,8746,0
1101,142,1103,0
248401,9509,244410,0
2000,24960,25040,1
2202,179,2204,0
8556,397808,397900,1
960,2304,2496,1
841,59,843,0
4593,712,4535,0
204967,8544,205145,1
1470,10976,11074,1
15183,1979,14986,0
364,1248,1300,1
1848,40635,40677,1
51746,4990,51456,0
2328,970,2522,1
1576,119,1577,0
75,40,85,1
9901,1144,9745,0
16,0,16,1
227304,5478,227370,1
1129,72,1130,0
3124,34293,34435,1
196,29,198,0
