side1,side2,side3,side1+side2,side1+side3,side2+side3,validity
16868,72992,82178,89860,99046,155170,1
83319,22637,41382,105956,124701,64019,0
96081,35347,20850,131428,116931,56197,0
24816,58748,18340,83564,43156,77088,0
49929,44121,84752,94050,134681,128873,1
83587,82327,22551,165914,106138,104878,1
18604,86525,44569,105129,63173,131094,0
380,96445,79128,96825,79508,175573,0
99328,36174,2285,135502,101613,38459,0
45003,66542,30360,111545,75363,96902,1
89880,656,92142,90536,182022,92798,0
82729,48941,97983,131670,180712,146924,1
8140,9117,11825,17257,19965,20942,1
93943,46764,36875,140707,130818,83639,0
19534,11990,81792,31524,101326,93782,0
84457,78739,84764,163196,169221,163503,1
42243,34076,26400,76319,68643,60476,1
3507,32093,39550,35600,43057,71643,0
56673,16192,53529,72865,110202,69721,1
34236,62800,82166,97036,116402,144966,1
83594,53577,56520,137171,140114,110097,1
89940,96014,963,185954,90903,96977,0
32309,13201,99910,45510,132219,113111,0
15057,92290,86932,107347,101989,179222,1
72350,8727,18116,81077,90466,26843,0
90745,47288,11195,138033,101940,58483,0
25554,6398,16902,31952,42456,23300,0
73770,21709,31496,95479,105266,53205,0
71847,36480,6033,108327,77880,42513,0
66677,62100,40576,128777,107253,102676,1
68363,3394,2299,71757,70662,5693,0
41584,32371,14204,73955,55788,46575,1
12135,6237,85811,18372,97946,92048,0
12683,10737,57353,23420,70036,68090,0
44668,38973,71962,83641,116630,110935,1
59612,12569,24290,72181,83902,36859,0
40025,26149,83781,66174,123806,109930,0
74842,5509,89206,80351,164048,94715,0
2989,69785,80465,72774,83454,150250,0
19998,49043,8705,69041,28703,57748,0
14268,14115,1586,28383,15854,15701,1
90558,22322,21175,112880,111733,43497,0
3601,76375,93005,79976,96606,169380,0
15125,77459,9092,92584,24217,86551,0
57332,94089,58285,151421,115617,152374,1
15990,37592,40343,53582,56333,77935,1
16221,71659,38412,87880,54633,110071,0
36080,61994,30714,98074,66794,92708,1
10615,62672,74183,73287,84798,136855,0
68663,336,16789,68999,85452,17125,0
32123,98254,59682,130377,91805,157936,0
69132,75923,6841,145055,75973,82764,1
20510,40129,44093,60639,64603,84222,1
94023,67889,57382,161912,151405,125271,1
76044,2139,72656,78183,148700,74795,0
7274,7274,31242,14548,38516,38516,0
22666,38670,56717,61336,79383,95387,1
57166,25492,77180,82658,134346,102672,1
82620,70192,86512,152812,169132,156704,1
62434,70711,85444,133145,147878,156155,1
85129,64240,51246,149369,136375,115486,1
60819,71896,9393,132715,70212,81289,0
45273,25202,48534,70475,93807,73736,1
287,83593,32073,83880,32360,115666,0
34760,18614,10219,53374,44979,28833,0
72725,15003,99217,87728,171942,114220,0
67777,6109,75255,73886,143032,81364,0
62839,44375,58814,107214,121653,103189,1
47547,83962,81348,131509,128895,165310,1
46544,2113,67260,48657,113804,69373,0
57985,82342,92447,140327,150432,174789,1
58324,5098,98202,63422,156526,103300,0
20933,87131,20271,108064,41204,107402,0
54864,29195,83843,84059,138707,113038,1
95735,75992,92277,171727,188012,168269,1
12914,22044,43289,34958,56203,65333,0
42724,1855,35124,44579,77848,36979,0
96227,48161,88599,144388,184826,136760,1
59525,59181,36164,118706,95689,95345,1
96367,53507,85330,149874,181697,138837,1
66437,83325,39699,149762,106136,123024,1
22856,84158,60315,107014,83171,144473,0
21064,4212,75297,25276,96361,79509,0
67356,41259,68881,108615,136237,110140,1
51103,79793,51552,130896,102655,131345,1
5848,87587,42659,93435,48507,130246,0
23490,97742,55051,121232,78541,152793,0
72995,6125,90666,79120,163661,96791,0
61656,46998,43783,108654,105439,90781,1
3604,62901,71034,66505,74638,133935,0
99332,57217,51581,156549,150913,108798,1
38975,55026,11519,94001,50494,66545,0
73108,57771,54737,130879,127845,112508,1
40017,6573,43034,46590,83051,49607,1
79011,76935,90900,155946,169911,167835,1
93489,71345,88682,164834,182171,160027,1
73849,83287,81338,157136,155187,164625,1
98928,18296,91564,117224,190492,109860,1
68132,69026,90745,137158,158877,159771,1
44364,38875,35559,83239,79923,74434,1
59962,78733,20782,138695,80744,99515,1
66143,56625,90237,122768,156380,146862,1
11304,65448,53526,76752,64830,118974,0
86436,71322,2111,157758,88547,73433,0
42896,39074,41133,81970,84029,80207,1
12018,38831,10321,50849,22339,49152,0
46402,8394,87077,54796,133479,95471,0
76500,60457,91786,136957,168286,152243,1
44849,42954,49599,87803,94448,92553,1
5373,60975,30655,66348,36028,91630,0
74750,19426,93037,94176,167787,112463,1
27100,76948,83974,104048,111074,160922,1
59676,90987,2416,150663,62092,93403,0
39573,54755,78322,94328,117895,133077,1
51242,16834,35892,68076,87134,52726,1
18106,71536,66505,89642,84611,138041,1
4667,53044,68035,57711,72702,121079,0
45112,94721,30957,139833,76069,125678,0
54222,33385,64416,87607,118638,97801,1
68240,6510,1051,74750,69291,7561,0
43469,34504,22329,77973,65798,56833,1
29955,74001,80976,103956,110931,154977,1
45905,85736,73972,131641,119877,159708,1
90875,7670,17816,98545,108691,25486,0
51045,90699,7231,141744,58276,97930,0
62116,54726,5574,116842,67690,60300,0
85594,67529,9880,153123,95474,77409,0
32974,84555,87878,117529,120852,172433,1
51075,45680,21480,96755,72555,67160,1
85048,63304,38968,148352,124016,102272,1
81370,28606,33054,109976,114424,61660,0
99450,79414,46438,178864,145888,125852,1
42941,38032,19212,80973,62153,57244,1
28407,94211,34129,122618,62536,128340,0
66094,65392,56361,131486,122455,121753,1
51835,63846,30252,115681,82087,94098,1
16862,25925,74432,42787,91294,100357,0
24136,84396,77342,108532,101478,161738,1
26101,65145,30200,91246,56301,95345,0
56573,16183,18302,72756,74875,34485,0
67334,53001,53739,120335,121073,106740,1
53686,34704,60575,88390,114261,95279,1
56451,98844,70137,155295,126588,168981,1
54642,9539,64965,64181,119607,74504,0
7344,21379,91153,28723,98497,112532,0
68960,29361,52382,98321,121342,81743,1
81772,5871,80063,87643,161835,85934,1
65443,45654,39436,111097,104879,85090,1
58689,32901,74365,91590,133054,107266,1
5622,8385,66847,14007,72469,75232,0
1121,83891,72941,85012,74062,156832,0
25855,78830,39342,104685,65197,118172,0
90319,50767,91457,141086,181776,142224,1
53817,53090,55059,106907,108876,108149,1
91724,88233,5874,179957,97598,94107,1
42395,11391,68038,53786,110433,79429,0
87561,62563,6700,150124,94261,69263,0
60871,32066,66275,92937,127146,98341,1
33276,9121,44566,42397,77842,53687,0
93776,20168,68886,113944,162662,89054,0
63637,36126,69370,99763,133007,105496,1
47495,69161,66626,116656,114121,135787,1
73239,23120,71379,96359,144618,94499,1
6395,54980,89514,61375,95909,144494,0
62769,70211,8919,132980,71688,79130,1
72864,75952,96102,148816,168966,172054,1
44408,71431,35082,115839,79490,106513,1
26108,30683,6672,56791,32780,37355,1
66722,98164,88267,164886,154989,186431,1
95432,43207,82344,138639,177776,125551,1
48153,47930,24812,96083,72965,72742,1
6499,60021,70567,66520,77066,130588,0
35349,60260,98589,95609,133938,158849,0
43187,28326,6237,71513,49424,34563,0
61667,31526,55702,93193,117369,87228,1
22607,2338,62851,24945,85458,65189,0
87124,72000,92869,159124,179993,164869,1
80191,60777,3657,140968,83848,64434,0
23823,15457,29731,39280,53554,45188,1
1163,15553,95598,16716,96761,111151,0
39966,1160,42917,41126,82883,44077,0
87144,45445,89206,132589,176350,134651,1
96331,56954,15899,153285,112230,72853,0
60679,53992,43260,114671,103939,97252,1
33381,98217,36859,131598,70240,135076,0
79095,65855,41554,144950,120649,107409,1
13150,60793,89082,73943,102232,149875,0
99172,83499,79871,182671,179043,163370,1
85562,4349,25323,89911,110885,29672,0
61023,25137,45481,86160,106504,70618,1
7141,82934,2140,90075,9281,85074,0
72061,60938,18521,132999,90582,79459,1
42774,82576,34803,125350,77577,117379,0
18970,80312,40337,99282,59307,120649,0
77810,36661,78526,114471,156336,115187,1
31586,36751,91690,68337,123276,128441,0
56949,50118,14204,107067,71153,64322,1
69220,36226,76949,105446,146169,113175,1
2826,81375,4034,84201,6860,85409,0
44646,64304,40608,108950,85254,104912,1
76779,32415,65488,109194,142267,97903,1
23268,3553,64687,26821,87955,68240,0
45333,5359,42769,50692,88102,48128,1
57859,49436,80280,107295,138139,129716,1
89790,67077,81195,156867,170985,148272,1
28834,43408,70027,72242,98861,113435,1
79084,18211,71781,97295,150865,89992,1
60603,17820,65130,78423,125733,82950,1
58882,85976,23586,144858,82468,109562,0
54800,98905,58360,153705,113160,157265,1
63910,98538,81633,162448,145543,180171,1
18306,29579,11819,47885,30125,41398,1
18334,53251,73440,71585,91774,126691,0
85232,34015,56117,119247,141349,90132,1
21480,27638,19681,49118,41161,47319,1
83567,31508,96196,115075,179763,127704,1
91719,58260,30303,149979,122022,88563,0
88066,10985,18788,99051,106854,29773,0
23779,56856,66174,80635,89953,123030,1
26952,79748,84158,106700,111110,163906,1
13496,25135,87316,38631,100812,112451,0
68096,15593,66464,83689,134560,82057,1
57741,41793,22738,99534,80479,64531,1
50020,80718,95262,130738,145282,175980,1
76998,9295,33373,86293,110371,42668,0
98126,76838,49297,174964,147423,126135,1
59038,51554,44417,110592,103455,95971,1
90282,79139,62402,169421,152684,141541,1
81417,1549,1536,82966,82953,3085,0
65868,30944,69852,96812,135720,100796,1
60179,44956,84641,105135,144820,129597,1
37989,49934,39426,87923,77415,89360,1
60308,2787,10512,63095,70820,13299,0
64949,12687,56282,77636,121231,68969,1
63632,38505,67066,102137,130698,105571,1
66654,18212,24967,84866,91621,43179,0
78902,26387,86687,105289,165589,113074,1
65672,22366,25099,88038,90771,47465,0
20087,65108,99582,85195,119669,164690,0
6629,92320,98597,98949,105226,190917,1
51007,58922,95529,109929,146536,154451,1
54205,64459,43091,118664,97296,107550,1
37940,34059,32731,71999,70671,66790,1
22923,38001,91052,60924,113975,129053,0
63949,75471,85206,139420,149155,160677,1
2482,57066,26368,59548,28850,83434,0
23524,46420,97715,69944,121239,144135,0
40082,61499,11208,101581,51290,72707,0
51115,54625,47830,105740,98945,102455,1
40076,6109,30614,46185,70690,36723,0
39206,25736,25895,64942,65101,51631,1
2273,19939,87224,22212,89497,107163,0
42588,46662,75015,89250,117603,121677,1
44288,26830,8610,71118,52898,35440,0
11994,60080,81166,72074,93160,141246,0
9681,54100,90386,63781,100067,144486,0
89491,25977,39108,115468,128599,65085,0
71158,69631,91026,140789,162184,160657,1
10052,44466,97406,54518,107458,141872,0
93753,28841,88446,122594,182199,117287,1
39306,57445,15433,96751,54739,72878,0
96229,55474,13327,151703,109556,68801,0
58642,91639,83031,150281,141673,174670,1
84779,28532,57257,113311,142036,85789,1
17043,58941,75234,75984,92277,134175,1
4770,21339,33487,26109,38257,54826,0
75792,1056,15845,76848,91637,16901,0
8107,70267,90334,78374,98441,160601,0
51343,73975,13027,125318,64370,87002,0
63977,28254,98730,92231,162707,126984,0
73908,24380,82135,98288,156043,106515,1
70561,65821,95828,136382,166389,161649,1
66106,13200,97654,79306,163760,110854,0
42075,83248,72959,125323,115034,156207,1
35190,41542,45238,76732,80428,86780,1
6932,6730,12808,13662,19740,19538,1
61332,3818,10830,65150,72162,14648,0
29401,10123,88577,39524,117978,98700,0
51388,79664,70694,131052,122082,150358,1
51594,51331,37897,102925,89491,89228,1
35599,91587,59662,127186,95261,151249,1
61131,62300,636,123431,61767,62936,0
28788,77517,53122,106305,81910,130639,1
12542,57644,99619,70186,112161,157263,0
14333,57009,23553,71342,37886,80562,0
5125,78104,70414,83229,75539,148518,0
15950,53897,52155,69847,68105,106052,1
50394,36892,87277,87286,137671,124169,1
37702,87382,62198,125084,99900,149580,1
33088,66913,46103,100001,79191,113016,1
77876,54521,40875,132397,118751,95396,1
7259,88810,46505,96069,53764,135315,0
1389,82488,90947,83877,92336,173435,0
67601,37360,72653,104961,140254,110013,1
90376,50259,93912,140635,184288,144171,1
74702,29755,17439,104457,92141,47194,0
13180,28697,69917,41877,83097,98614,0
4967,96940,23701,101907,28668,120641,0
54798,24341,67194,79139,121992,91535,1
19405,53191,90877,72596,110282,144068,0
67258,37873,38722,105131,105980,76595,1
99968,79474,70010,179442,169978,149484,1
36442,41479,67585,77921,104027,109064,1
46411,64298,63063,110709,109474,127361,1
33441,43032,25693,76473,59134,68725,1
39909,41755,93854,81664,133763,135609,0
44328,45796,5743,90124,50071,51539,1
71533,89378,50864,160911,122397,140242,1
78724,85904,26241,164628,104965,112145,1
62575,11034,63434,73609,126009,74468,1
58997,6188,98127,65185,157124,104315,0
20272,46123,96962,66395,117234,143085,0
29195,71399,12095,100594,41290,83494,0
17600,14590,36335,32190,53935,50925,0
77071,79442,93729,156513,170800,173171,1
35012,6358,87572,41370,122584,93930,0
18721,96306,78614,115027,97335,174920,1
28615,70816,80472,99431,109087,151288,1
38583,31159,59532,69742,98115,90691,1
43539,8980,72038,52519,115577,81018,0
60132,22610,9785,82742,69917,32395,0
758,50895,91609,51653,92367,142504,0
16414,16629,60014,33043,76428,76643,0
59560,6824,8156,66384,67716,14980,0
79253,47647,58212,126900,137465,105859,1
43817,90208,89862,134025,133679,180070,1
14188,70523,26791,84711,40979,97314,0
28883,19378,31396,48261,60279,50774,1
75796,7736,42198,83532,117994,49934,0
77802,19105,63180,96907,140982,82285,1
85663,75435,84897,161098,170560,160332,1
51336,38843,89218,90179,140554,128061,1
36297,91848,48213,128145,84510,140061,0
15103,54862,3266,69965,18369,58128,0
66248,92356,43771,158604,110019,136127,1
51098,24929,67702,76027,118800,92631,1
13088,30918,43642,44006,56730,74560,1
75969,74958,951,150927,76920,75909,0
56953,53486,66365,110439,123318,119851,1
11065,48984,79962,60049,91027,128946,0
23940,89396,74805,113336,98745,164201,1
20350,10924,26740,31274,47090,37664,1
58009,4877,87397,62886,145406,92274,0
59469,53206,45994,112675,105463,99200,1
63862,99313,21567,163175,85429,120880,0
29486,66453,70703,95939,100189,137156,1
5850,37391,98513,43241,104363,135904,0
62303,39347,63121,101650,125424,102468,1
44826,74413,37525,119239,82351,111938,1
85817,74030,85157,159847,170974,159187,1
60399,47322,81476,107721,141875,128798,1
99704,13093,90496,112797,190200,103589,1
36442,85380,84893,121822,121335,170273,1
68183,97797,72420,165980,140603,170217,1
86147,49957,66844,136104,152991,116801,1
26293,73707,67922,100000,94215,141629,1
77871,75498,29283,153369,107154,104781,1
74042,45686,75713,119728,149755,121399,1
76431,68557,74926,144988,151357,143483,1
7288,82282,71024,89570,78312,153306,0
56666,79794,65129,136460,121795,144923,1
80790,13628,77505,94418,158295,91133,1
89598,86320,84829,175918,174427,171149,1
49600,65172,43653,114772,93253,108825,1
96251,29342,43183,125593,139434,72525,0
9488,35057,61176,44545,70664,96233,0
73544,83625,84037,157169,157581,167662,1
92939,17656,31463,110595,124402,49119,0
77016,46525,33966,123541,110982,80491,1
83790,69433,96953,153223,180743,166386,1
62599,90644,36855,153243,99454,127499,1
58715,57703,90275,116418,148990,147978,1
27663,5993,37916,33656,65579,43909,0
831,80542,25228,81373,26059,105770,0
78277,26485,75628,104762,153905,102113,1
67700,6603,74100,74303,141800,80703,1
785,32771,80197,33556,80982,112968,0
58511,43261,68055,101772,126566,111316,1
44876,88244,74718,133120,119594,162962,1
26756,20099,49357,46855,76113,69456,0
25883,34643,99562,60526,125445,134205,0
42146,2142,78344,44288,120490,80486,0
96960,66291,15385,163251,112345,81676,0
33976,94803,69804,128779,103780,164607,1
26221,52846,25737,79067,51958,78583,0
83260,13084,85186,96344,168446,98270,1
73833,23712,2263,97545,76096,25975,0
90467,76684,15325,167151,105792,92009,1
3421,80438,82675,83859,86096,163113,1
14517,55975,90672,70492,105189,146647,0
25948,58517,36108,84465,62056,94625,1
1213,5792,54241,7005,55454,60033,0
33858,68306,30063,102164,63921,98369,0
55535,31914,2781,87449,58316,34695,0
85941,20436,31662,106377,117603,52098,0
86606,84896,74493,171502,161099,159389,1
11458,51414,70,62872,11528,51484,0
98292,51915,24578,150207,122870,76493,0
21874,68970,68733,90844,90607,137703,1
61516,47641,86255,109157,147771,133896,1
94868,38715,24764,133583,119632,63479,0
46921,14756,66521,61677,113442,81277,0
34361,55565,46551,89926,80912,102116,1
28995,19664,86029,48659,115024,105693,0
10274,74720,15263,84994,25537,89983,0
93316,32750,32363,126066,125679,65113,0
32551,29475,31329,62026,63880,60804,1
68941,34544,74441,103485,143382,108985,1
5912,87632,54634,93544,60546,142266,0
24470,49849,84904,74319,109374,134753,0
22473,49000,91574,71473,114047,140574,0
9583,4857,42360,14440,51943,47217,0
63833,88780,13653,152613,77486,102433,0
83114,606,637,83720,83751,1243,0
67441,53918,84670,121359,152111,138588,1
34920,41308,74373,76228,109293,115681,1
46830,22928,17383,69758,64213,40311,0
9068,70608,87052,79676,96120,157660,0
85676,95457,73244,181133,158920,168701,1
135,34669,95095,34804,95230,129764,0
95431,78034,6484,173465,101915,84518,0
8576,6447,97934,15023,106510,104381,0
43816,62834,39930,106650,83746,102764,1
22367,85022,35253,107389,57620,120275,0
24257,44029,49704,68286,73961,93733,1
52394,79869,90287,132263,142681,170156,1
99860,12480,46305,112340,146165,58785,0
36566,94233,64386,130799,100952,158619,1
3204,75636,77024,78840,80228,152660,1
2183,34099,3533,36282,5716,37632,0
65336,67054,97844,132390,163180,164898,1
86864,90857,50612,177721,137476,141469,1
15033,8982,72741,24015,87774,81723,0
19598,65887,39098,85485,58696,104985,0
11994,3923,80054,15917,92048,83977,0
42131,20521,2318,62652,44449,22839,0
77932,76574,29575,154506,107507,106149,1
98876,91584,30624,190460,129500,122208,1
67714,19827,38708,87541,106422,58535,0
66434,48503,59782,114937,126216,108285,1
94106,18932,99035,113038,193141,117967,1
68009,37558,72721,105567,140730,110279,1
83967,53753,49097,137720,133064,102850,1
79480,51512,655,130992,80135,52167,0
43397,78106,61684,121503,105081,139790,1
33438,46346,18442,79784,51880,64788,1
29382,36722,59892,66104,89274,96614,1
20864,68939,41685,89803,62549,110624,0
98987,59774,83676,158761,182663,143450,1
64668,55344,67804,120012,132472,123148,1
1849,48450,21311,50299,23160,69761,0
59881,93445,20794,153326,80675,114239,0
62508,55425,20814,117933,83322,76239,1
76692,54912,82236,131604,158928,137148,1
82650,62551,91270,145201,173920,153821,1
34993,78632,815,113625,35808,79447,0
11728,5472,22754,17200,34482,28226,0
39513,48298,18873,87811,58386,67171,1
41137,61373,65430,102510,106567,126803,1
81206,96183,4302,177389,85508,100485,0
50147,39776,83301,89923,133448,123077,1
96610,85373,94946,181983,191556,180319,1
82483,17286,30546,99769,113029,47832,0
48929,7584,5748,56513,54677,13332,0
85756,74240,75373,159996,161129,149613,1
86543,25986,51577,112529,138120,77563,0
7951,27905,47867,35856,55818,75772,0
10553,42532,38844,53085,49397,81376,1
23976,11704,75347,35680,99323,87051,0
94121,78583,17512,172704,111633,96095,1
58882,46836,46317,105718,105199,93153,1
55612,62314,56098,117926,111710,118412,1
78247,44549,17555,122796,95802,62104,0
70859,33403,93417,104262,164276,126820,1
59155,11896,15601,71051,74756,27497,0
97298,37539,38743,134837,136041,76282,0
85927,24844,18800,110771,104727,43644,0
21529,3837,11397,25366,32926,15234,0
16567,77005,38286,93572,54853,115291,0
7256,6725,24493,13981,31749,31218,0
43316,23108,76359,66424,119675,99467,0
43939,82120,76867,126059,120806,158987,1
65746,68782,23563,134528,89309,92345,1
40379,57869,62997,98248,103376,120866,1
33740,51599,35046,85339,68786,86645,1
66393,77423,49695,143816,116088,127118,1
64774,68819,44190,133593,108964,113009,1
27310,27402,43157,54712,70467,70559,1
99466,82679,34036,182145,133502,116715,1
37333,87309,17220,124642,54553,104529,0
99999,80078,47873,180077,147872,127951,1
82209,75198,41686,157407,123895,116884,1
32053,79873,65650,111926,97703,145523,1
81376,56513,88583,137889,169959,145096,1
65790,30535,63302,96325,129092,93837,1
6274,61608,69861,67882,76135,131469,0
30930,97161,50652,128091,81582,147813,0
55539,98638,19941,154177,75480,118579,0
6325,37694,1006,44019,7331,38700,0
58371,66808,39710,125179,98081,106518,1
48514,93966,24545,142480,73059,118511,0
29090,82955,22992,112045,52082,105947,0
37666,88194,93737,125860,131403,181931,1
89673,12472,36855,102145,126528,49327,0
35621,41128,16791,76749,52412,57919,1
83980,70817,10361,154797,94341,81178,0
11931,66184,74706,78115,86637,140890,1
6688,64454,77211,71142,83899,141665,0
37810,73377,26674,111187,64484,100051,0
24482,49929,22660,74411,47142,72589,0
48542,95174,86827,143716,135369,182001,1
109,3491,86819,3600,86928,90310,0
9086,83651,2378,92737,11464,86029,0
68811,92764,27567,161575,96378,120331,1
211,89500,78876,89711,79087,168376,0
51784,8983,39822,60767,91606,48805,0
31252,20195,57054,51447,88306,77249,0
8389,60240,84517,68629,92906,144757,0
1529,17021,59869,18550,61398,76890,0
68214,36957,39564,105171,107778,76521,1
15556,36787,46550,52343,62106,83337,1
94432,93686,43331,188118,137763,137017,1
45658,50110,2257,95768,47915,52367,0
81148,44948,20602,126096,101750,65550,0
99850,12741,98074,112591,197924,110815,1
9388,78967,34822,88355,44210,113789,0
85307,89685,26178,174992,111485,115863,1
29885,76934,86137,106819,116022,163071,1
28703,70174,56259,98877,84962,126433,1
11118,64114,70860,75232,81978,134974,1
27106,72287,56087,99393,83193,128374,1
5186,43273,87150,48459,92336,130423,0
65657,72885,9869,138542,75526,82754,1
91009,7035,32397,98044,123406,39432,0
5152,42143,78590,47295,83742,120733,0
33526,18315,27095,51841,60621,45410,1
73238,75999,43211,149237,116449,119210,1
85983,51327,18027,137310,104010,69354,0
99445,14040,91531,113485,190976,105571,1
95360,57594,26184,152954,121544,83778,0
51261,92501,3790,143762,55051,96291,0
72044,79943,54766,151987,126810,134709,1
55927,79727,93114,135654,149041,172841,1
37537,57017,84619,94554,122156,141636,1
95057,91720,86587,186777,181644,178307,1
80942,47634,96343,128576,177285,143977,1
53188,26812,63101,80000,116289,89913,1
75513,24460,57351,99973,132864,81811,1
93713,48849,28603,142562,122316,77452,0
65079,62264,9226,127343,74305,71490,1
12850,49379,83147,62229,95997,132526,0
19290,41931,32146,61221,51436,74077,1
75027,8420,63941,83447,138968,72361,0
25050,53651,14966,78701,40016,68617,0
96040,99343,688,195383,96728,100031,0
53760,40605,13112,94365,66872,53717,0
43891,5940,20998,49831,64889,26938,0
68740,67740,71490,136480,140230,139230,1
14119,48218,65305,62337,79424,113523,0
82695,99288,16125,181983,98820,115413,0
55062,74445,67337,129507,122399,141782,1
63517,46346,96230,109863,159747,142576,1
92839,55163,31073,148002,123912,86236,0
79442,33299,77273,112741,156715,110572,1
7884,75649,60486,83533,68370,136135,0
75459,37233,61041,112692,136500,98274,1
15662,5354,27957,21016,43619,33311,0
98112,30958,803,129070,98915,31761,0
42398,29153,95172,71551,137570,124325,0
56363,22286,99482,78649,155845,121768,0
37720,22391,79176,60111,116896,101567,0
72521,21228,9334,93749,81855,30562,0
82407,88802,33880,171209,116287,122682,1
64700,50586,63687,115286,128387,114273,1
75837,21269,15429,97106,91266,36698,0
16737,71997,45508,88734,62245,117505,0
7550,48864,58624,56414,66174,107488,0
71376,86734,12297,158110,83673,99031,0
65737,66087,62818,131824,128555,128905,1
56318,82184,28400,138502,84718,110584,1
93145,3491,12318,96636,105463,15809,0
82969,27049,69578,110018,152547,96627,1
94823,34609,78833,129432,173656,113442,1
88544,54757,85120,143301,173664,139877,1
8243,51263,38774,59506,47017,90037,0
11888,35415,88366,47303,100254,123781,0
91077,36844,78090,127921,169167,114934,1
88250,93185,41356,181435,129606,134541,1
27863,61385,70863,89248,98726,132248,1
81527,40472,21371,121999,102898,61843,0
95539,31474,62953,127013,158492,94427,0
30572,50637,38872,81209,69444,89509,1
25876,16800,12570,42676,38446,29370,1
66990,18652,20109,85642,87099,38761,0
72739,66665,93300,139404,166039,159965,1
28773,5763,59911,34536,88684,65674,0
40797,24101,11544,64898,52341,35645,0
35240,11874,31077,47114,66317,42951,1
27980,67922,8267,95902,36247,76189,0
47514,87997,16455,135511,63969,104452,0
31121,40025,6595,71146,37716,46620,0
33934,52751,51656,86685,85590,104407,1
80528,17561,13317,98089,93845,30878,0
52006,82724,64419,134730,116425,147143,1
58343,14524,88724,72867,147067,103248,0
52744,77844,19695,130588,72439,97539,0
88468,65770,78159,154238,166627,143929,1
25768,54379,94739,80147,120507,149118,0
48285,63345,67353,111630,115638,130698,1
56443,95612,36533,152055,92976,132145,0
28939,30976,67718,59915,96657,98694,0
60287,61485,4081,121772,64368,65566,1
3316,67359,29736,70675,33052,97095,0
23108,76985,84818,100093,107926,161803,1
12668,11803,37604,24471,50272,49407,0
81262,99486,52160,180748,133422,151646,1
38186,87421,52013,125607,90199,139434,1
38178,76571,15886,114749,54064,92457,0
57332,82637,6980,139969,64312,89617,0
36351,67471,35538,103822,71889,103009,1
12262,21356,41039,33618,53301,62395,0
88171,45449,48086,133620,136257,93535,1
88618,56385,20812,145003,109430,77197,0
81209,43776,21337,124985,102546,65113,0
46072,32469,39712,78541,85784,72181,1
63457,64561,20964,128018,84421,85525,1
55706,83833,67638,139539,123344,151471,1
63399,33663,41931,97062,105330,75594,1
64445,35639,99254,100084,163699,134893,1
73654,58172,40887,131826,114541,99059,1
32238,74082,1213,106320,33451,75295,0
62022,70061,29218,132083,91240,99279,1
57481,23407,39937,80888,97418,63344,1
38463,96359,91199,134822,129662,187558,1
14515,58379,65636,72894,80151,124015,1
95605,27219,35045,122824,130650,62264,0
76400,56174,60259,132574,136659,116433,1
24995,34173,60483,59168,85478,94656,0
