side12+side22,side12+side32,side22+side32,validity
594091876,1187501476,594774152,1
7988369,15966901,7994020,0
31658868245,62470481053,31001776810,0
3682561,7220722,3826961,1
903363136,911519872,1798569536,1
174108025,176501234,345822841,1
355322500,359682244,706285256,1
29010605625,58005884025,29025932850,1
1565,2890,1717,0
9296165521,18346576217,9147711946,0
133225,265721,133954,1
144841225,285714386,148809289,1
6313891600,12609361936,6332312864,1
274730625,546090354,278101521,1
737665600,1469259904,743736896,1
16769,18241,16960,0
1771745,3108073,2132650,0
66646898,126640825,62811865,0
13548968,25648004,13248164,0
242238096,242984592,483729696,1
7234753,14456065,7240130,0
952354,1897354,956250,0
932362210,1758221093,844329925,0
1510613,2646949,1816114,0
1444,2888,1444,1
38875225,76685426,39940249,1
46406162,90437825,46500305,0
2951205625,5890905586,2962711289,1
205538437,398345917,199808762,0
16183501157,31119656410,15040585405,0
775065600,785719296,1539477504,1
9099571802,17956374377,8952326417,0
4624985,9227810,4633577,0
4862133441,4866734466,9719665857,1
4363263025,4370526050,8719263025,1
8064040000,8071222400,16120897600,1
3452032516,3458844616,6897252932,1
19544485,39028613,19553320,0
578402500,580805000,1154402500,1
2002473001,2009001026,3998417977,1
11669056,22958656,12048512,1
422500,839816,427684,1
14388289,28766113,14395874,0
13395600,26355600,13831200,1
324720400,327166496,646994704,1
24119981,48226021,24129802,0
2009281,4012945,2012114,0
5256869,10492781,5261450,0
166464,296064,203328,1
79800600100,159554878564,79846921736,1
568276,1128004,571280,0
7590156212,14929744936,7414595476,0
343705,657805,344852,0
145495370,280607905,140354857,0
1819449025,1821069554,3637277521,1
9936700489,19856860489,9953240978,1
443102500,884102500,445205000,1
1369296016,2735337616,1372550432,1
7593728164,15183622564,7597561928,1
1257425,2473090,1261873,0
13053769,13060994,26100313,1
125368397476,125437786376,250667406052,1
16152630649,16171180898,32286711049,1
154949,292613,155714,0
5157860,10278580,5166928,0
47421595225,94800953449,47463832226,1
135589,270113,136324,0
404572996,802017092,411701896,1
1039251197,2028771410,1000906205,0
4755757444,9500211844,4767060488,1
153856978805,304447408970,150912096413,0
2270999025,4536854226,2276142849,1
4543877,9073802,4552397,0
700781,1379461,702442,0
9030700900,9047038664,18045064036,1
16769025,17785089,32521986,1
13081869376,13112961152,26132646976,1
662856516,1323552132,665017416,1
5106531600,10207919376,5111675424,1
9325,13613,9490,0
245,421,274,0
337285,667013,338440,0
1905940,3803284,1911456,0
402002500,800005000,406002500,1
36284916196,36302438792,72552309796,1
51907875889,103782493489,51941134178,1
9555193882,18757146281,9283846801,0
3825098,7240753,4049593,0
4716274856,9299599492,4649449636,0
43198565416,85359892292,42401131876,0
9803161,19221922,10187561,1
519612025,1034947426,523888649,1
490328008,954978004,477130004,0
6540415400,12888420628,6422571700,0
41929114756,83823017156,41964327112,1
54557,103060,55465,0
23097229,46128013,23106834,0
6835982400,6839950464,13667996736,1
13019266404,26026212708,13031586504,1
268930,516130,270962,0
1885570,3764770,1891058,0
266305,524290,268353,0
54615222601,54642795602,109202872201,1
59266378,115566085,58795085,0
284894762,538914001,259261561,0
26305,50881,26624,0
22825412,42848936,21381476,0
56430144,56790144,112500288,1
2764693,5497930,2771325,0
34468892964,34493395464,68913283428,1
6196,10084,6480,0
6330256,6996112,11994656,1
499269305,976082362,484247425,0
2393209,4256434,2923193,1
6637,7690,6885,0
4059134705,7951462202,3920422505,0
5246083610,9942849905,4751409353,0
8592213617,16860397010,8314571105,0
1055925025,2103159346,1064615729,1
418967026,819638629,407509205,0
571370,1055665,587353,0
3816514,7573834,3824298,0
2721058730,4964706545,2300828633,0
14813917,29591125,14821610,0
34750056653,68603980658,33973677293,0
28783225,56777906,29571769,1
3477044,6941540,3484496,0
6812100,13530564,6905736,1
5841079234,11319751313,5518366129,0
222781,435245,223714,0
34,34,50,0
2168713,4312985,2171650,0
18265,20002,18665,0
6037290000,12061533456,6050336544,1
65496070084,130950175684,65538034568,1
4161600,8225856,4258944,1
108597241,216840457,108951266,1
4489,8978,4489,1
144944275394,286443014593,141807003649,0
16613405449,16629126674,33211089673,1
185776900,366464264,190866436,1
902221369,905162594,1801501513,1
1202702400,2402077824,1206029376,1
3058547746,5715451589,2700877285,0
3778069156,3795995912,7538211556,1
852640000,857305600,1700614400,1
2708665,5408761,2711954,0
9852944644,19681287688,9877546244,1
2356433,2359345,1059970,0
91657562500,183272744900,91699942600,1
10679229626,21081800357,10460137181,0
915667600,1830125200,916877600,1
369024100,731545700,375526600,1
2298215650,4521025573,2263508165,0
282085082,536232241,259133641,0
576,576,1152,1
19026241,38027921,19034962,0
181387024,182140448,362020624,1
57752260489,115467518089,57789263378,1
2408914,4234133,2905669,0
469333,812645,557170,0
1250329600,1252591616,2498397184,1
17149212025,17163614050,34284022025,1
356584580,696250120,351808132,0
3858273225,3860136450,7714683225,1
36074,69194,36818,0
269780625,538085025,271256850,1
2965422458,5786902469,2858168189,0
216225,294066,354609,1
48757397,93913877,48387362,0
572641544,1120083268,563459524,0
13127909,26245013,13135154,0
4738568,4742660,2093060,0
68725,125002,69725,0
178538194,345367321,173045465,0
1054729,1953433,1210754,1
841648498,1608724025,782610265,0
4481,8581,4612,0
45701033284,91325993284,45777106568,1
206353225,206726546,412333129,1
267322500,533664900,268302600,1
2737382400,5464728576,2747418624,1
7529900625,15033791250,7555910625,1
534534400,536013056,1067590144,1
240126016,240621632,479756416,1
753325,1475764,756761,0
14424010000,14448020000,28824010000,1
6825238225,6830359394,13645355281,1
4263850,8503690,4272098,0
154159102161,308249894097,154227412386,1
388757,701090,367445,0
493861729,497012354,984572833,1
22156237,44302285,22165650,0
23305075600,23325832736,46589394064,1
210250000,213140000,417610000,1
28872535481,56278771442,27527292761,0
742562500,745285000,1482402500,1
5446440000,10871646336,5467673664,1
10738729,21288233,10927954,1
181737361,361833761,183378322,1
19551455489,38446390273,19025992834,0
21396668176,42778126352,21411878176,1
3027776282,5936509681,2949215401,0
6037290000,6050336544,12061533456,1
6855296744,13512960068,6735289124,0
1797760000,3581977600,1811302400,1
12048355225,12054720754,24090344921,1
725533,1422985,727220,0
319944769,637675394,322158913,1
220900,362276,300424,1
149817600,153321984,296130816,1
785962,1555850,789490,0
3661780,7288564,3669416,0
19429,21220,19841,0
9331642714,17966561093,8699556829,0
7354944,14580288,7484544,1
29404361529,58753190754,29459893833,1
1164241,1336466,2156257,1
6240802,12420130,6250770,0
58153322500,116272888900,58187078600,1
5789476136,11362712836,5633604772,0
112656996,221650596,116320392,1
11560000,22849600,11830400,1
8191879081,8197127762,16378509481,1
15523600,30733600,15837200,1
2353156,4358212,2701256,1
46429,82013,46834,0
512878885,1005000245,510592402,0
5329730025,5356853289,10632336786,1
318938,558629,322109,0
289476196,575762596,292665992,1
6012304,6031904,12005008,1
12520,17348,10660,0
3620,6500,3848,0
6161,6274,6385,0
212713722818,420890362373,208574993093,0
2705225,5402185,2708512,0
115600,205600,141200,1
5522500,5955464,10612036,1
2663592100,2666275144,5324501156,1
985652,1602632,1327412,0
13259882,24924965,12250445,0
520565,1032485,522002,0
48573074449,48599958674,97119264673,1
2846794,5685194,2853538,0
124610846642,245621270501,121295025941,0
37822470400,75576514816,37890896384,1
29656284100,59254045700,29714806600,1
1550154384,1551099168,3099363984,1
134872250897,266818690210,132241004305,0
7341305,14661113,7346720,0
10866241,21720641,10872832,0
1870562500,3740260100,1871427400,1
4565969,9120721,4570240,0
6317865225,12632392521,6321203154,1
4937210,9431045,5028413,0
239320900,473043844,244918856,1
565488400,573261344,1123203856,1
82119844,83778788,162580744,1
3197450116,6372772616,3219577732,1
831284224,1658882048,834970624,1
15844,16564,16208,0
21273681025,21282723074,42538320001,1
297002,561802,299122,0
898500625,901794850,1793707025,1
20916390625,20942125954,41807045921,1
542284369,1083544594,543308513,1
152100,161316,294984,1
1976836,3745736,2184772,1
96079204,192119204,96118408,1
30006900625,59991286225,30029415650,1
5802865,11592113,5807680,0
61250,95050,62122,0
5354596,6146696,9917092,1
3178201,6340361,3181762,0
1599600025,3191610025,1607190050,1
77395796401,154748755777,77438633426,1
1450238724,2890441224,1460274948,1
6329793600,12648135744,6341245056,1
164025,223074,269001,1
138425,266452,139885,0
15511058,29317205,14982725,0
7526256516,15032746116,7546023432,1
1879222500,1884420900,3753246600,1
9610000,10363424,18466576,1
4329523826,8551464769,4257204145,0
7507600,14993296,7529504,1
7273531225,14534445746,7286147929,1
16900,22984,27716,1
4955737609,4958130818,9909082009,1
5433901505,10556022073,5176013530,0
10328513,19328665,9837370,0
3800722500,7590356100,3811811400,1
389376,446976,721152,1
140206250,258749797,122313805,0
1737555856,1743220256,3469447312,1
427829,846301,429130,0
6090842,11659985,6221225,0
1855024900,3699899204,1865175496,1
1679746,3328202,1684906,0
8712688114,17188553621,8567883685,0
11849,14621,12020,0
73753744,146207888,75053344,1
1849600,3655936,1892864,1
1657090,3287050,1662218,0
239976362,470363701,235958461,0
25462116,25522632,50863716,1
18225,29889,24786,1
213956,359752,196996,0
819104400,825274656,1632038544,1
2235382484,4312447528,2106864244,0
181872196,363151492,182465096,1
1801708808,3541337620,1774273300,0
3873070756,7736936356,3882275912,1
4321275122,8409619121,4134404801,0
693716,1348084,697000,0
7972,15140,8320,0
15098577220,29727106760,14743563652,0
10075561,5044514,5040025,1
22213969,44415313,22223394,0
1104143170,2153460233,1069427545,0
5224036085,10300436525,5145525722,0
24039805,48069013,24049610,0
638067600,641095200,1273107600,1
183685,262733,129610,0
64131668,118499240,57114740,0
2854764900,2863093896,5701200804,1
486996624,488584224,972405648,1
1155509,2291941,1157650,0
14965,15140,15313,0
1236328,2251460,1249060,0
42084471025,84095942114,42157470961,1
51745690946,101847147089,50257711985,0
8345,9385,8482,0
201994,380194,203738,0
55341621504,110660661504,55364203008,1
1394549,2763601,1396900,0
673777,1334980,677045,0
313354,618274,315578,0
250405,497005,251402,0
529445,1042570,532333,0
9848180644,9871586888,19672955044,1
76707850,112396817,46333465,0
662477797,1235212421,588403426,0
9803161,10187561,19221922,1
751330,1492994,754786,0
6932893696,6943547392,13855133696,1
11075129,19423538,9021209,0
3329450036,6498110056,3208158292,0
506098517,987532741,494943826,0
30725,42925,31018,0
4819271186,9007405249,4253547985,0
70896400,71232800,141456400,1
35554,60554,36250,0
28492727057,56263027690,27876180985,0
94556176,95409952,188258576,1
7352605,14682781,7358024,0
4324885,8607101,4329034,0
9194124996,18364102596,9218272392,1
7437510081,14865191937,7447338306,1
38077,69565,38450,0
6050434,12063874,6060258,0
976144,1120544,1807888,1
1758601,3508601,1761250,0
2725,4901,2824,0
124009,241513,124704,0
933302500,944753956,1855153544,1
5477326418,10734821105,5314248545,0
390625,421250,750625,1
1471489600,1475782784,2938686016,1
9999239042,19344274181,9407062661,0
4370923717,8568531410,4227191125,0
40573,78805,40970,0
1345600,1364096,2672704,1
22638564,23374728,44540964,1
24884081,49710421,24894052,0
1109485460,2060176040,975527732,0
8852564738,16993619669,8206881269,0
1369,2738,1369,1
250000,269600,480400,1
116039697316,232020810916,116098281032,1
11709482948,22855109800,11235728740,0
976144,1120544,1807888,1
277555600,548618896,284047904,1
11231305,22424905,11238002,0
8005865,16000825,8011522,0
11216928100,22419033700,11231750600,1
127916100,131420484,252327816,1
29253986,55943077,30470341,0
199317924,201514248,396439524,1
131074,67073,66049,1
3544330,7068802,3551850,0
191463129225,191544507666,382844880009,1
3041893,6079585,3045380,0
10225,10370,10513,0
5883473,11746705,5888320,0
160731684,321311268,160883784,1
2604063797,5119518466,2537685781,0
44843991696,89652414096,44879560992,1
0,0,0,1
17640000,19022976,33897024,1
76212900,76840164,151798536,1
3389335524,6757048548,3410958024,1
3085501,6163561,3089012,0
27700,49300,28328,0
47169424,49019024,92489248,1
5344516,10626052,5353736,0
212751396,423581796,214672392,1
1101568436,2112849416,1029812852,0
1247353,2455330,1251785,0
87145,160745,87712,0
946792900,957225800,1883152900,1
422302500,423534600,843372900,1
17386385,34752785,17394722,0
1626750889,1631023378,3249229289,1
103690,184834,104906,0
9385091941,18136328522,8811516781,0
2375245,4740121,2378324,0
16071900625,32115922850,16099779025,1
122300309,237294853,121014994,0
2057711044,2064419144,4108713988,1
7161249097,14081808226,6962219321,0
28310419252,55851737320,27718188500,0
113060,216484,114376,0
3605642209,7203842434,3613084193,1
4210433,8392705,4214530,0
128180,240820,129568,0
730620900,736124616,1455738084,1
2199850826,4268416997,2087600621,0
1317058,2407745,1490305,0
3552322,7083850,3559850,0
280908533,507240914,234836069,0
338161,648661,339300,0
14825497600,29612057600,14864435200,1
3463087104,6914884608,3474376704,1
4094441,8172925,4098484,0
993825625,1006019689,1975457186,1
10562500,10692100,20995400,1
2043944100,4081924836,2049907464,1
6826945,13608545,6832162,0
4893537524,9570246376,4728078100,0
10951460,19118920,9049252,0
10144225,19673794,10758881,1
65025,88434,106641,1
57798985457,114015163706,56382673001,0
3606002500,3612005000,7206002500,1
6170181320,12136274180,6032771012,0
344102500,346694600,685612900,1
0,0,0,1
29161610,42684517,17745325,0
0,0,0,1
108900,178596,148104,1
6760000,6842944,13437056,1
988529090,1860483377,887002385,0
63960410,123575005,63756037,0
592900,972356,806344,1
32380203025,32441355425,64699253650,1
64480900,128608964,64833736,1
39866596,77812196,41787592,1
24190345,48363613,24200180,0
2441228264,4731867076,2321970340,0
83497722370,164278858757,81001510405,0
13128950861,25712766514,12646401325,0
362899700,704225320,351040852,0
4059134705,7951462202,3920422505,0
1825344757,3590893157,1802717842,0
2405902500,4802984100,2414723400,1
147152796025,147218001650,294240386425,1
1944469,3841994,1950013,0
122500,166600,200900,1
40992541577,80954899930,40096052305,0
4900,8036,6664,1
13109105025,26206534161,13120780914,1
7568374378,14951839073,7431936553,0
28462225,56690194,28696481,1
2145912976,4278135952,2159602976,1
7826587024,7838614048,15641147024,1
13606565876,26730839272,13227378196,0
3658076029,7133337098,3501614869,0
2565422500,2570485000,5125782500,1
65741,106034,87725,0
5052436,10080052,5061416,0
436577,861985,437890,0
185885956,369922312,187735556,1
2226141124,2231987848,4446435524,1
7744804549,15247386173,7580831674,0
63664441,124832482,66160841,1
1737555856,1743220256,3469447312,1
4821217,9605345,4825600,0
170725,318404,172321,0
545,580,613,0
240890,416785,239977,0
118910152,230910212,118523332,0
4880559321,4889776617,9751901346,1
1513,1570,1625,0
148688137,233659450,99079985,0
2372270693,4526720530,2179541365,0
1403597,2794250,1408325,0
9041157225,9049712850,18073758825,1
656322109,1112959394,490619053,0
15246075625,30478572025,15259654850,1
115877,157357,188362,0
895804900,1786708004,900706696,1
212518084,216811268,420742984,1
360240400,718509584,362211616,1
555497761,1108688161,557805122,1
75109,146884,76193,0
590090,1167394,593146,0
695165,1369513,696820,0
4782491785,9217725610,4472420513,0
31144745,54742802,25189385,0
3734724424,7314385156,3624179780,0
8714304,17008704,9134208,1
3387581,6734452,3394921,0
16646400,32903424,17035776,1
71332,122020,72320,0
95062500,96228900,188958600,1
5109805,10210681,5114324,0
14301726805,28208352362,13973951965,0
37088100,37597896,73666404,1
2226415273,4092080330,1908575905,0
551752,894532,740612,0
23420375905,45838712930,22513888513,0
6625960000,6640278656,13237601344,1
676490,1318690,679738,0
593409600,1178662464,601566336,1
3113193616,3126124832,6213456016,1
104261,186661,104872,0
1199690,2393674,1204066,0
889888561,892630897,1777034786,1
3842016256,3849946112,7676102656,1
6066100,12093364,6075936,0
138632607556,138702597512,277195225156,1
16900000000,16920793600,33779206400,1
7963808900,15592779880,7699633252,0
10010896,19845392,10187296,1
8925886436,17577879016,8737640452,0
12145225,23705225,12730450,1
83448225,85734369,164610306,1
9890302500,19762712100,9908195400,1
145,164,181,0
10829524225,21632008450,10856564225,1
26033822500,52022486600,26078980900,1
227104900,227767496,453547204,1
1804011464,3551075588,1786313924,0
97219600,191775776,99883024,1
103669,193444,104913,0
4254952900,4257822536,8507036164,1
4858090000,4877029904,9697240096,1
4545424,8418448,5217824,1
7307501,14596205,7312904,0
82811407706,163339549669,80740692925,0
123254404,242500804,127262408,1
93799225,93992825,187404850,1
25022494225,25049378450,50018104225,1
61,74,85,0
147445,280501,148194,0
39866596,77812196,41787592,1
40487769,79387938,42075369,1
3619370794,6985447373,3407937829,0
1411504900,2819105224,1415409476,1
1497989,2967050,1502861,0
483252289,484921553,964835314,1
1560802,2844197,1529797,0
206353225,410843225,208216450,1
2937775009,5744714978,2829519169,0
12047841,12089457,24054066,1
30518231956,60174501032,29838292276,0
7590620162,14856869425,7309141585,0
4747210000,4749965600,9491664400,1
1888771600,3763315216,1902999584,1
17907219272,35211187796,17427968276,0
3111073729,6220251329,3112969858,1
7659538330,14746192037,7141841725,0
2655254570,5235120677,2604604685,0
747088388,1427751880,694942660,0
48104332929,96170510529,48142488258,1
10791881,21575881,10798450,0
1073684,2117684,1077800,0
4579562,8740561,4659001,0
1192113729,1199146833,2377194354,1
15879377,30625186,16380241,0
46001,80002,46801,0
234884,458884,236800,0
98385104896,98425249792,196730064896,1
1372450,2709794,1377106,0
5748041,11486425,5752834,0
9071229049,9075609698,18138077449,1
5561430625,11094558850,5589733025,1
4895149,9732874,4903973,0
1921561,3811561,1924322,0
78400,128576,106624,1
2099941,4184725,2102834,0
25020004,25833608,49226404,1
5347181530,10472351345,5158904713,0
9506250000,19000803600,9517946400,1
2854764900,5701200804,2863093896,1
2651529049,2652867698,5301719449,1
38801625050,76658570545,38080775977,0
2440885,4864081,2444004,0
119197,233245,119880,0
16074545,32120113,16082560,0
159012100,160320836,316715464,1
3504640000,7001706496,3512213504,1
861856957,1461752330,643812565,0
3496900,6912004,3578696,1
214184,344836,285220,0
79136642,79144741,32796901,0
13881504530,26558798885,12780313013,0
57677,98125,58120,0
2290033741,4141044874,1906220165,0
53485812900,53521884936,106935553764,1
9031465,18042025,9037472,0
12600062500,25188902500,12611285000,1
182329,358729,188258,1
25502500,50005000,26502500,1
11489696100,22967818596,11501269704,1
492840000,493905024,984614976,1
34099553,60553585,28482130,0
26818569754,52801966141,26146225445,0
405769,465794,751513,1
11910421,23811901,11917322,0
470089,935714,472825,0
99142145,181741402,85615225,0
43264,80128,49664,1
30140100,31120200,59300100,1
874225,1554850,1067825,1
2316484,2322568,4626884,1
10261690000,20503130000,10281940000,1
2376562500,2379486600,4750200900,1
28519150010,56036721605,27622319933,0
58018,113290,58970,0
170015521,171550642,338495921,1
100,136,164,1
34739236,34904072,69313636,1
1040400,1064736,2056464,1
490477,956345,491860,0
4900,8036,6664,1
508725530,985827005,488611877,0
4226,8581,4357,0
102030201,102454002,203636601,1
38765,64441,39124,0
134189056,266899456,135667712,1
13757,16745,13940,0
460960900,469083400,913799300,1
2689600,2819200,5249600,1
4230827429,8342409893,4174638914,0
3706374400,7403014400,3716108800,1
0,0,0,1
11276936072,22041545492,10852417172,0
1725313,3445313,1727938,0
32070305,58819753,28438570,0
580044002,1133008001,560956001,0
1130371641,1133194041,2257920882,1
490000,528416,941584,1
20659750225,41292199825,20687050850,1
3360984676,3362607752,6720346276,1
217730,405002,219530,0
22185085,44358781,22194504,0
1008380025,2014855650,1010284425,1
104200,166420,137492,0
439525,867245,440842,0
16024762,30281921,14927641,0
9548471161,18605857042,9110225081,0
2467589,4914113,2470724,0
13330080602,26199803765,12932018285,0
1948163044,3891209444,1953279688,1
219465140,428191240,220284532,0
3701262244,3710503844,7393282888,1
6154297706,12130968341,6050093597,0
326532232,629857412,311697412,0
195364,388964,197128,1
268960000,536871424,270008576,1
5192643600,10376643600,5201287200,1
671245,1326821,672874,0
2210,4513,2305,0
3429859225,6857727529,3431850146,1
3970,4097,8065,0
16555248865,32684007050,16203961033,0
16317641012,32060813000,15858813620,0
222781,435245,223714,0
4616546852,9101824232,4550166212,0
1764,3528,1764,1
8266,12802,8586,0
574800625,576477650,1147924225,1
19769766025,39505239314,19804058761,1
327184,375584,605968,1
4537369600,9053209600,4558899200,1
487265,950821,488644,0
17665,33541,17924,0
4494400,4528256,8954944,1
84337,114497,136882,0
16190327221,31948819877,15888258706,0
3894009604,7777792004,3904236808,1
1430785733,2702202658,1290860773,0
1960000,2113664,3766336,1
258334900,486251240,235015252,0
2638055044,2650572488,5263592644,1
4374500,8711140,4382848,0
55152174025,55182699650,110273822425,1
8775567684,17536527684,8790175368,1
1198544400,2388794400,1206838800,1
3573887524,7130817124,3590845448,1
4268228,8511940,4276480,0
17674,17674,18050,0
100100025,101475954,198824121,1
1136869,2257813,1138994,0
8643792784,8651972384,17279405968,1
20611112,30086212,12782692,0
1373443600,1378479136,2741851664,1
1698181681,1702217762,3392327281,1
529984,608384,981568,1
493015700,938157800,455944052,0
286568570,559913797,278704765,0
474721,544946,879217,1
2046567121,2048285842,4091415521,1
392911684,784080968,394654084,1
452,452,512,0
11122225,21939746,11426929,1
535079813,1037639605,514535410,0
113507716,226717316,113805832,1
17326720161,17349616386,34630544097,1
15778374544,15809510944,31525612688,1
74159816329,148274433929,74205015058,1
15007876,29984776,15038852,1
38700515045,76109830282,37537891885,0
412165,817921,413444,0
228795876,457410276,228977352,1
9062705,18102145,9068722,0
1547478244,1549523144,3092911588,1
11905370,22277105,12966377,0
6330256,6996112,11994656,1
180461668,348300584,173810884,0
362826304,725347904,363131008,1
1943236,3792836,2036872,1
22582949,45134501,22592450,0
9466657778,18708543809,9297790769,0
821404226,1605967277,802985501,0
1659908,3292180,1665040,0
2221991044,2231220488,4434752644,1
7346450,13699225,7969177,0
3619706896,3632210192,7226910496,1
24596276224,49182516224,24606312448,1
108085110169,108139677938,216115652569,1
2835856,2849312,5658256,1
37576900,75031300,37699400,1
34527376,68446352,35135776,1
3086135809,3094241218,6164166209,1
5417843236,10824504136,5429025572,1
9431041,17870066,10423057,1
9211776484,9240164068,18395165384,1
201129124,201526024,401861348,1
12027366728,23671810964,11744074964,0
98605,178205,99202,0
23689,27613,23924,0
4224628,8429620,4232840,0
5990825,11951161,5995714,0
3765730,7480714,3773466,0
20205025,20758561,39856514,1
6307059889,6320077553,12601102114,1
364046400,366788736,725350464,1
87865,171113,88450,0
391876,394376,781252,1
234925,456013,235880,0
69380545,108944890,46424153,0
9743534585,19094843450,9401950913,0
15541860889,15556568114,31069014553,1
112529664,224043264,113545728,1
21585946,41834117,21814621,0
1230265,2457545,1232482,0
4023170,7618565,4261253,0
2583937,5129605,2587140,0
15713123904,15731169408,31408202304,1
103925,197821,104554,0
333062500,334885000,664302500,1
51810409161,103592142297,51839085186,1
19854782649,39698576073,19865771874,1
566916100,567392200,1133356100,1
53879528,103997204,54139124,0
6189912976,6211294352,12358444576,1
236910266,389325617,168946601,0
6000671296,6029144192,11972869696,1
14430976641,28845380241,14447549682,1
50980220944,51065081888,101875580944,1
2951205625,5890905586,2962711289,1
4760845,9491725,4765202,0
6385,6613,6500,0
434805904,865285408,439132304,1
43956900,44353800,87516900,1
26715281960,52566197828,26011694180,0
50988173,66099538,26421133,0
267473,526340,269525,0
3534302500,3548081444,7054826056,1
3433697,6530570,3477065,0
577,1201,626,0
6084156001,6096162226,12156305777,1
37529943557,74062621037,36743664362,0
2152660,4257364,2158496,0
7166638336,7196406272,14303508736,1
132496,245392,152096,1
5107600,10125200,5197600,1
33124,61348,38024,1
234439930,455103685,228496637,0
855562500,856615176,1710072324,1
65025,66546,128529,1
450818596,865805032,425021636,0
1010248,1012180,466580,0
3813109,7612804,3820913,0
6219394,12380290,6229346,0
4728617,9430825,4732960,0
1108874,2179874,1113050,0
57478376,104208196,49486372,0
26880667697,52885569826,26104702321,0
47833570,85264085,39499093,0
605947456,1205217856,612624512,1
958660,1909060,962568,0
1055275225,2104776041,1061049634,1
297025,592961,298114,1
207394,281741,337885,0
