side1,side2,side3,side1^2,side2^2,side3^2,validity
46080,46176,2976,2123366400,2132222976,8856576,1
6175,684,6137,38130625,467856,37662769,1
64390,3478,64296,4146072100,12096484,4133975616,1
1134,45920,45934,1285956,2108646400,2109932356,1
3744,176007,176046,14017536,30978464049,30992194116,0
150,864,876,22500,746496,767376,0
367242,8536,367145,134866686564,72863296,134795451025,0
38016,38034,1170,1445216256,1446585156,1368900,1
91390,3510,91325,8352132100,12320100,8340255625,0
12470,1462,12384,155500900,2137444,153363456,1
1976,23788,23864,3904576,565868944,569490496,0
7650,1170,7560,58522500,1368900,57153600,1
56481,3953,56347,3190103361,15626209,3174984409,0
52142,52258,3480,2718788164,2730898564,12110400,1
78144,78181,2405,6106484736,6112268761,5784025,1
162344,4160,162292,26355574336,17305600,26338693264,0
6720,6800,1040,45158400,46240000,1081600,1
99158,4171,99072,9832308964,17397241,9815261184,0
2890,152,2886,8352100,23104,8328996,1
1743,35301,35343,3038049,1246160601,1249127649,0
40530,2415,40460,1642680900,5832225,1637011600,0
19786,1014,19760,391485796,1028196,390457600,1
10130,450,10120,102616900,202500,102414400,1
19418,1752,19345,377058724,3069504,374229025,0
7150,7250,1200,51122500,52562500,1440000,1
4464,80290,80414,19927296,6446484100,6466411396,1
112761,4845,112659,12715043121,23474025,12692050281,0
87165,3960,87075,7597737225,15681600,7582055625,1
36414,3087,36288,1325979396,9529569,1316818944,0
8134,1862,7938,66161956,3467044,63011844,0
1450,240,1430,2102500,57600,2044900,1
2257,41724,41785,5094049,1740892176,1745986225,1
5328,5402,925,28387584,29181604,855625,0
30660,30744,2352,940035600,945193536,5531904,0
35785,2465,35700,1280566225,6076225,1274490000,1
204085,204255,8415,41650687225,41720105025,70812225,0
245,294,196,60025,86436,38416,0
132940,6992,132756,17673043600,48888064,17624155536,1
326,37,324,106276,1369,104976,0
24975,25049,1924,623750625,627452401,3701776,1
201,6732,6735,40401,45319824,45360225,1
0,0,0,0,0,0,1
651,2232,2325,423801,4981824,5405625,1
118830,2670,118800,14120568900,7128900,14113440000,1
37044,37212,3612,1372257936,1384732944,13046544,0
18176,18318,2343,330366976,335549124,5489649,0
19152,19248,1920,366799104,370485504,3686400,1
166130,4958,166056,27599176900,24581764,27574595136,1
133,171,209,17689,29241,43681,0
24820,24888,1904,616032400,619412544,3625216,0
0,0,0,0,0,0,1
5390,183337,183414,29052100,33612455569,33640695396,0
188160,188200,3880,35404185600,35419240000,15054400,1
2112,2288,880,4460544,5234944,774400,1
46410,1974,46368,2153888100,3896676,2149991424,1
3649,3738,890,13315201,13972644,792100,0
12176,624,12160,148254976,389376,147865600,1
14080,14190,1815,198246400,201356100,3294225,0
1446,96,1443,2090916,9216,2082249,0
3526,72240,72326,12432676,5218617600,5231050276,1
3445,83,3444,11868025,6889,11861136,1
257380,5916,257312,66244464400,34999056,66209465344,1
2368,37851,37925,5607424,1432698201,1438305625,1
4350,163096,163154,18922500,26600305216,26619227716,1
20995,21090,2090,440790025,444788100,4368100,0
2183,708,2065,4765489,501264,4264225,1
30,10,30,900,100,900,0
106148,2720,106114,11267397904,7398400,11260180996,0
4745,1168,4599,22515025,1364224,21150801,1
6561,6723,1539,43046721,45198729,2368521,0
1066,12833,12874,1136356,164685889,165739876,0
3692,63700,63804,13630864,4057690000,4070950416,0
1848,14336,14448,3415104,205520896,208744704,0
6304,896,6240,39740416,802816,38937600,1
20064,20140,1748,402564096,405619600,3055504,1
410875,8835,410780,168818265625,78057225,168740208400,1
1189,17220,17261,1413721,296528400,297942121,1
17219,2144,17085,296493961,4596736,291897225,1
44352,44373,1365,1967099904,1968963129,1863225,1
5520,5658,1242,30470400,32012964,1542564,1
2940,72000,72060,8643600,5184000000,5192643600,1
11040,11224,2024,121881600,125978176,4096576,1
22176,22260,1932,491774976,495507600,3732624,1
190080,190128,4272,36130406400,36148656384,18249984,1
6111,296352,296415,37344321,87824507904,87861852225,1
159250,5586,159152,25360562500,31203396,25329359104,1
67536,1824,67512,4561111296,3326976,4557870144,0
382356,7800,382278,146196110736,60840000,146136469284,0
1071,4032,4158,1147041,16257024,17288964,0
936,468,832,876096,219024,692224,0
22911,1407,22869,524913921,1979649,522991161,0
275674,275772,7448,75996154276,76050195984,55472704,0
1862,45600,45638,3467044,2079360000,2082827044,1
65088,5088,64896,4236447744,25887744,4211490816,0
2001,87032,87055,4004001,7574569024,7578573025,1
110585,4335,110500,12229042225,18792225,12210250000,1
250,200,300,62500,40000,90000,0
230,2640,2650,52900,6969600,7022500,1
68292,2436,68250,4663797264,5934096,4658062500,0
156839,156981,6745,24598471921,24643034361,45495025,0
1444,6156,6308,2085136,37896336,39790864,0
632,1975,2054,399424,3900625,4218916,0
2100,71430,71460,4410000,5102244900,5106531600,0
15120,15204,1596,228614400,231161616,2547216,1
93252,5396,93100,8695935504,29116816,8667610000,0
18216,2668,18032,331822656,7118224,325153024,0
89328,2928,89280,7979491584,8573184,7970918400,1
-84,84,0,7056,7056,0,1
5894,294,5887,34739236,86436,34656769,0
92778,92862,3990,8607757284,8623351044,15920100,0
36800,36928,3072,1354240000,1363677184,9437184,1
27260,3196,27072,743107600,10214416,732893184,1
57684,57741,2565,3327443856,3334023081,6579225,1
36075,2325,36000,1301405625,5405625,1296000000,1
91200,91314,4617,8317440000,8338246596,21316689,0
67983,5115,67797,4621688289,26163225,4596433209,0
4557,111600,111693,20766249,12454560000,12475326249,1
4068,540,4032,16548624,291600,16257024,1
2652,45045,45123,7033104,2029052025,2036085129,1
121930,6586,121752,14866924900,43375396,14823549504,1
426,284,355,181476,80656,126025,0
126548,126616,4216,16014396304,16031611456,17774656,0
10865,10906,984,118048225,118940836,968256,0
9706,690,9683,94206436,476100,93760489,0
52825,52850,1650,2790480625,2793122500,2722500,0
3081,60040,60119,9492561,3604801600,3614294161,1
90428,5828,90240,8177223184,33965584,8143257600,1
47437,2788,47355,2250268969,7772944,2242496025,1
7144,135642,135830,51036736,18398752164,18449788900,1
3784,38808,38984,14318656,1506060864,1519752256,0
141040,141083,3483,19892281600,19904412889,12131289,1
270,225,180,72900,50625,32400,0
5890,136958,137082,34692100,18757493764,18791474724,0
576,2928,2976,331776,8573184,8856576,0
103361,2911,103320,10683496321,8473921,10675022400,1
102,30,98,10404,900,9604,0
648,3861,3915,419904,14907321,15327225,1
77400,77480,3520,5990760000,6003150400,12390400,1
945,1071,504,893025,1147041,254016,1
81250,2850,81200,6601562500,8122500,6593440000,1
8856,1656,8712,78428736,2742336,75898944,0
6279,6305,572,39425841,39753025,327184,1
130504,3432,130460,17031294016,11778624,17019811600,0
123,41,123,15129,1681,15129,0
841,842,42,707281,708964,1764,0
5002,902,4920,25020004,813604,24206400,1
4039,336,4025,16313521,112896,16200625,1
4697,88084,88206,22061809,7758791056,7780298436,0
69760,4224,69632,4866457600,17842176,4848615424,1
64,80,48,4096,6400,2304,1
85020,5148,84864,7228400400,26501904,7201898496,1
825,30932,30943,680625,956788624,957469249,1
113685,2739,113652,12924279225,7502121,12916777104,1
83148,3772,83066,6913589904,14227984,6899960356,0
1311,12420,12489,1718721,154256400,155975121,1
623,27720,27727,388129,768398400,768786529,1
9810,594,9792,96236100,352836,95883264,1
4154,124687,124754,17255716,15546847969,15563560516,0
137700,137836,6188,18961290000,18998762896,38291344,0
25146,1320,25113,632321316,1742400,630662769,0
61178,1274,61165,3742747684,1623076,3741157225,0
610,110,600,372100,12100,360000,1
9504,9540,828,90326016,91011600,685584,1
8036,1764,7840,64577296,3111696,61465600,1
37890,2610,37800,1435652100,6812100,1428840000,1
32,36,18,1024,1296,324,0
63278,3886,63162,4004105284,15100996,3989438244,0
15156,756,15138,229704336,571536,229159044,0
3115,54468,54557,9703225,2966763024,2976466249,1
35,289,291,1225,83521,84681,0
57836,57912,3040,3345002896,3353799744,9241600,0
400,410,90,160000,168100,8100,1
120159,120317,6241,14438185281,14476180489,38950081,0
71638,5390,71442,5132003044,29052100,5103959364,0
11584,1216,11520,134189056,1478656,132710400,1
27750,1290,27720,770062500,1664100,768398400,1
1083,4617,4731,1172889,21316689,22382361,0
2814,670,2747,7918596,448900,7546009,0
112258,112422,6150,12601858564,12638706084,37822500,0
20436,1482,20384,417630096,2196324,415507456,0
268,335,201,71824,112225,40401,1
46827,46913,2881,2192767929,2200829569,8300161,0
162468,162504,3456,26395851024,26407550016,11943936,0
198998,8648,198810,39600204004,74787904,39525416100,1
0,76,76,0,5776,5776,1
442176,442270,9118,195519614976,195602752900,83137924,1
15762,1562,15691,248440644,2439844,246207481,0
78573,78606,2310,6173716329,6178903236,5336100,0
60528,1728,60504,3663638784,2985984,3660734016,0
3486,798,3402,12152196,636804,11573604,0
0,0,0,0,0,0,1
1176,28800,28824,1382976,829440000,830822976,1
95040,95085,2925,9032601600,9041157225,8555625,1
62181,62235,2592,3866476761,3873195225,6718464,1
3927,73644,73746,15421329,5423438736,5438472516,0
150,75,150,22500,5625,22500,0
216,1938,1950,46656,3755844,3802500,1
105688,4312,105600,11169953344,18593344,11151360000,1
103550,6270,103360,10722602500,39312900,10683289600,1
1380,23120,23160,1904400,534534400,536385600,0
8645,410592,410683,74736025,168585790464,168660526489,1
0,0,0,0,0,0,1
1984,30720,30784,3936256,943718400,947654656,1
4440,128834,128908,19713600,16598199556,16617272464,0
8190,182250,182430,67076100,33215062500,33280704900,0
170100,170268,7644,28934010000,28991191824,58430736,0
5432,75951,76145,29506624,5768554401,5798061025,1
102986,103012,2340,10606116196,10611472144,5475600,0
1196,13728,13780,1430416,188457984,189888400,1
4590,1350,4410,21068100,1822500,19448100,0
168241,7553,168075,28305034081,57047809,28249205625,0
5928,5930,154,35141184,35164900,23716,1
2793,68400,68457,7800849,4678560000,4686360849,1
7708,157920,158108,59413264,24938726400,24998139664,1
6048,6120,936,36578304,37454400,876096,1
252,735,777,63504,540225,603729,1
1950,2106,858,3802500,4435236,736164,0
11020,11096,1368,121440400,123121216,1871424,0
30800,30940,2940,948640000,957283600,8643600,1
46482,2440,46421,2160576324,5953600,2154909241,0
53331,53418,3132,2844195561,2853482724,9809424,0
1460,7227,7373,2131600,52229529,54361129,1
1245,51660,51675,1550025,2668755600,2670305625,1
4368,85120,85232,19079424,7245414400,7264493824,1
94,2208,2210,8836,4875264,4884100,1
16800,16840,1160,282240000,283585600,1345600,1
1376,9718,9804,1893376,94439524,96118416,0
484,5313,5335,234256,28227969,28462225,1
49062,49130,2584,2407079844,2413756900,6677056,1
2920,2928,224,8526400,8573184,50176,0
335,5445,5455,112225,29648025,29757025,0
145080,145158,4758,21048206400,21070844964,22638564,1
58898,2450,58849,3468974404,6002500,3463204801,0
102565,102638,3942,10519579225,10534559044,15539364,0
8733,1633,8591,76265289,2666689,73805281,0
97,194,194,9409,37636,37636,0
117508,5220,117392,13808130064,27248400,13780881664,1
16268,16434,2407,264647824,270076356,5793649,0
264,168,216,69696,28224,46656,0
97650,3900,97575,9535522500,15210000,9520880625,0
157990,3360,157955,24960840100,11289600,24949782025,0
4536,95202,95310,20575296,9063420804,9083996100,1
49950,50098,3848,2495002500,2509809604,14807104,1
5517,315,5508,30437289,99225,30338064,1
2800,2814,287,7840000,7918596,82369,0
210,350,280,44100,122500,78400,1
81090,5400,80910,6575588100,29160000,6546428100,1
293040,293114,6586,85872441600,85915816996,43375396,1
40416,2784,40320,1633453056,7750656,1625702400,1
126075,126225,6225,15894905625,15932750625,38750625,0
2448,56355,56406,5992704,3175886025,3181636836,0
16575,16590,720,274730625,275228100,518400,0
97722,4941,97600,9549589284,24413481,9525760000,0
3526,3612,860,12432676,13046544,739600,0
151800,151950,6750,23043240000,23088802500,45562500,1
62860,62888,1904,3951379600,3954900544,3625216,0
0,0,0,0,0,0,1
73780,73811,2139,5443488400,5448063721,4575321,1
2784,2900,812,7750656,8410000,659344,1
5959,1180,5841,35509681,1392400,34117281,1
91125,91215,4095,8303765625,8320176225,16769025,0
1595,1606,198,2544025,2579236,39204,0
2158,89544,89570,4656964,8018127936,8022784900,1
53391,53469,2925,2850598881,2858933961,8555625,0
2432,46176,46240,5914624,2132222976,2138137600,1
192357,8265,192183,37001215449,68310225,36934305489,0
16434,2407,16268,270076356,5793649,264647824,0
1488,69184,69200,2214144,4786425856,4788640000,1
84,245,259,7056,60025,67081,1
20629,20678,1470,425555641,427579684,2160900,0
48040,1960,48000,2307841600,3841600,2304000000,1
17738,17836,1960,314636644,318122896,3841600,0
5208,156324,156408,27123264,24437192976,24463462464,0
74999,3367,74925,5624850001,11336689,5613755625,0
12156,12168,552,147768336,148060224,304704,0
243212,6396,243130,59152076944,40908816,59112196900,0
221195,6059,221112,48927228025,36711481,48890516544,1
6248,137385,137527,39037504,18874638225,18913675729,1
12096,12264,2100,146313216,150405696,4410000,0
96815,5092,96681,9373144225,25928464,9347215761,1
48138,3763,47996,2317267044,14160169,2303616016,0
1176,1225,343,1382976,1500625,117649,1
156333,156519,7719,24440006889,24498197361,59582961,0
8004,348128,348220,64064016,121193104384,121257168400,1
74,0,74,5476,0,5476,1
35200,35244,1782,1239040000,1242139536,3175524,0
65,39,52,4225,1521,2704,1
46250,46300,2200,2139062500,2143690000,4840000,0
900,11232,11268,810000,126157824,126967824,1
2402,98,2400,5769604,9604,5760000,1
98728,98840,4704,9747217984,9769345600,22127616,1
5052,252,5046,25522704,63504,25462116,0
0,26,26,0,676,676,1
291,35,289,84681,1225,83521,0
65572,1872,65546,4299687184,3504384,4296278116,0
8130,290,8125,66096900,84100,66015625,0
126936,127080,6048,16112748096,16149326400,36578304,1
2646,127035,127062,7001316,16137891225,16144751844,0
1445,5440,5610,2088025,29593600,31472100,0
172,215,129,29584,46225,16641,1
32227,32294,2144,1038579529,1042902436,4596736,0
2736,37632,37728,7485696,1416167424,1423401984,0
79560,3384,79488,6329793600,11451456,6318342144,1
2574,50160,50226,6625476,2516025600,2522651076,1
360,216,288,129600,46656,82944,1
49631,2480,49569,2463236161,6150400,2457085761,1
4444,880,4356,19749136,774400,18974736,1
480,600,360,230400,360000,129600,1
37728,2736,37632,1423401984,7485696,1416167424,0
1079,21853,21879,1164241,477553609,478690641,0
714,6048,6090,509796,36578304,37088100,1
11664,11682,657,136048896,136469124,431649,0
154435,6432,154301,23850169225,41370624,23808798601,1
8645,192375,192565,74736025,37008140625,37081279225,0
5085,675,5040,25857225,455625,25401600,1
71628,3760,71534,5130570384,14137600,5117113156,0
2021,47472,47515,4084441,2253590784,2257675225,1
40620,3120,40500,1649984400,9734400,1640250000,1
14580,14661,1539,212576400,214944921,2368521,1
55200,55392,4608,3047040000,3068273664,21233664,1
2888,27360,27512,8340544,748569600,756910144,1
360,450,540,129600,202500,291600,0
3995,169764,169811,15960025,28819815696,28835775721,1
252,324,396,63504,104976,156816,0
35730,1134,35712,1276632900,1285956,1275346944,1
438,292,365,191844,85264,133225,0
40755,3315,40625,1660970025,10989225,1650390625,0
40020,40043,1357,1601600400,1603441849,1841449,1
148344,7140,148176,22005942336,50979600,21956126976,0
994,426,923,988036,181476,851929,0
38726,3283,38592,1499703076,10778089,1489342464,0
481,1332,1406,231361,1774224,1976836,0
354074,354172,8428,125368397476,125437805584,71031184,0
6960,7134,1566,48441600,50893956,2452356,1
20816,20832,832,433305856,433972224,692224,0
2592,31050,31158,6718464,964102500,970820964,1
86241,3135,86184,7437510081,9828225,7427681856,1
129519,129681,6480,16775171361,16817161761,41990400,1
111370,111542,6192,12403276900,12441617764,38340864,1
812,2784,2900,659344,7750656,8410000,1
5025,91723,91857,25250625,8413108729,8437708449,0
225,1680,1695,50625,2822400,2873025,1
189974,190146,8170,36090120676,36155501316,66748900,0
5502,399,5488,30272004,159201,30118144,0
3220,56304,56396,10368400,3170140416,3180508816,1
5688,102305,102463,32353344,10466313025,10498666369,1
1350,675,1200,1822500,455625,1440000,0
1320,21760,21800,1742400,473497600,475240000,1
3760,146687,146734,14137600,21517075969,21530866756,0
26944,1344,26912,725979136,1806336,724255744,0
41952,41990,1786,1759970304,1763160100,3189796,1
1824,10868,11020,3326976,118113424,121440400,1
0,98,98,0,9604,9604,1
6764,147136,147288,45751696,21649002496,21693754944,0
0,-17,17,0,289,289,1
972,16551,16578,944784,273935601,274830084,0
18980,1404,18928,360240400,1971216,358269184,1
104118,2812,104081,10840557924,7907344,10832854561,0
57528,57622,3290,3309470784,3320294884,10824100,1
75294,3807,75200,5669186436,14493249,5655040000,0
6380,748,6336,40704400,559504,40144896,1
142848,142920,4536,20405551104,20426126400,20575296,1
6175,97280,97470,38130625,9463398400,9500400900,0
6237,151263,151389,38900169,22880495169,22918629321,0
567,585,144,321489,342225,20736,1
2400,28750,28850,5760000,826562500,832322500,1
23560,23591,1209,555073600,556535281,1461681,1
1729,16380,16471,2989441,268304400,271293841,1
60233,60367,4020,3628014289,3644174689,16160400,1
1537,10388,10494,2362369,107910544,110124036,0
237274,6586,237185,56298951076,43375396,56256724225,0
2697,125396,125425,7273809,15724156816,15731430625,1
748,11990,12012,559504,143760100,144288144,0
1989,585,1911,3956121,342225,3651921,0
8192,8256,1056,67108864,68161536,1115136,0
7310,157080,157250,53436100,24674126400,24727562500,1
15960,16040,1600,254721600,257281600,2560000,1
10438,612,10421,108951844,374544,108597241,0
3024,3192,1092,9144576,10188864,1192464,0
236974,6674,236880,56156676676,44542276,56112134400,1
81098,81190,3864,6576885604,6591816100,14930496,1
6468,6545,1001,41835024,42837025,1002001,1
648,5220,5256,419904,27248400,27625536,0
26040,26071,1271,678081600,679697041,1615441,1
221526,6510,221433,49073768676,42380100,49032573489,0
54516,54575,2537,2971994256,2978430625,6436369,1
16060,16133,1533,257923600,260273689,2350089,1
209496,209554,4930,43888574016,43912878916,24304900,1
13266,1943,13132,175986756,3775249,172449424,0
2304,80672,80704,5308416,6507971584,6513135616,0
2419,23600,23718,5851561,556960000,562543524,0
31005,747,30996,961310025,558009,960752016,1
990,7975,8030,980100,63600625,64480900,0
1296,52480,52496,1679616,2754150400,2755830016,1
13468,13505,999,181387024,182385025,998001,1
6532,150165,150307,42667024,22549527225,22592194249,1
320,9925,9930,102400,98505625,98604900,0
26292,2100,26208,691269264,4410000,686859264,1
31025,2295,30940,962550625,5267025,957283600,1
132,1449,1455,17424,2099601,2117025,1
10600,10640,960,112360000,113209600,921600,0
109284,4284,109200,11942992656,18352656,11924640000,1
4840,133056,133144,23425600,17703899136,17727324736,1
7200,7250,850,51840000,52562500,722500,1
29280,2240,29200,857318400,5017600,852640000,0
6720,6888,1512,45158400,47444544,2286144,1
3125,3135,255,9765625,9828225,65025,0
34476,3276,34320,1188594576,10732176,1177862400,1
26244,26406,2997,688747536,697276836,8982009,0
0,0,0,0,0,0,1
690,1656,1794,476100,2742336,3218436,1
7175,448,7161,51480625,200704,51279921,1
2184,45838,45890,4769856,2101122244,2105892100,1
28080,28100,1060,788486400,789610000,1123600,1
65669,5044,65475,4312417561,25441936,4286975625,1
12937,663,12920,167365969,439569,166926400,1
7980,1120,7910,63680400,1254400,62568100,0
2108,33790,33852,4443664,1141764100,1145957904,0
5244,99567,99705,27499536,9913587489,9941087025,1
0,0,0,0,0,0,1
6853,128516,128694,46963609,16516362256,16562145636,0
26918,2150,26832,724578724,4622500,719956224,1
13090,2002,12936,171348100,4008004,167340096,1
276305,6351,276232,76344453025,40335201,76304117824,1
1824,27417,27474,3326976,751691889,754820676,0
5355,227556,227619,28676025,51781733136,51810409161,1
107190,3150,107145,11489696100,9922500,11480051025,0
531,15660,15669,281961,245235600,245517561,1
271440,271527,6873,73679673600,73726911729,47238129,1
2077,33759,33821,4313929,1139670081,1143860041,0
3575,116160,116215,12780625,13493145600,13505926225,1
384,832,896,147456,692224,802816,0
148050,148190,6440,21918802500,21960276100,41473600,1
50582,1190,50568,2558538724,1416100,2557122624,1
92862,2508,92829,8623351044,6290064,8617223241,0
4550,500,4525,20702500,250000,20475625,0
1190,510,1105,1416100,260100,1221025,0
5913,6059,1387,34963569,36711481,1923769,0
79196,4108,79092,6272006416,16875664,6255544464,0
89102,4048,89010,7939166404,16386304,7922780100,1
160706,7735,160524,25826418436,59830225,25767954576,0
3096,130068,130104,9585216,16917684624,16927050816,0
52855,52965,3465,2793651025,2805291225,12006225,0
702,3120,3198,492804,9734400,10227204,1
68121,68202,3402,4640470641,4651512804,11573604,0
2236,29025,29111,4999696,842450625,847450321,1
45585,45630,2070,2077992225,2082096900,4284900,0
29484,29666,3367,869306256,880071556,11336689,0
83250,3870,83160,6930562500,14976900,6915585600,1
12376,1176,12320,153165376,1382976,151782400,1
873,42336,42345,762129,1792336896,1793099025,1
0,148,74,0,21904,5476,0
4275,45980,46170,18275625,2114160400,2131668900,0
137618,4740,137539,18938713924,22467600,18916976521,0
247,1053,1079,61009,1108809,1164241,0
174935,4543,174876,30602254225,20638849,30581615376,1
680,2125,2210,462400,4515625,4884100,0
65455,65474,1596,4284357025,4286844676,2547216,0
462,110,451,213444,12100,203401,0
685,686,38,469225,470596,1444,0
27440,27510,1995,752953600,756800100,3980025,0
29832,2332,29744,889948224,5438224,884705536,0
29406,29412,600,864712836,865065744,360000,0
78676,78728,2912,6189912976,6198097984,8479744,0
5772,5784,384,33315984,33454656,147456,0
37040,1760,37000,1371961600,3097600,1369000000,0
92,92,0,8464,8464,0,1
3264,153442,153476,10653696,23544447364,23554882576,0
10192,10220,756,103876864,104448400,571536,1
1690,416,1638,2856100,173056,2683044,1
94773,94794,2016,8981921529,8985902436,4064256,0
2418,72579,72618,5846724,5267711241,5273373924,0
145344,5376,145248,21124878336,28901376,21096981504,0
2695,2849,924,7263025,8116801,853776,1
