side1+side2,side1+side3,side2+side3,validity
90831,107406,112047,1
107571,124146,128787,0
104805,123930,129285,1
115139,134264,139619,0
16807,9464,9401,1
21433,14090,14027,0
47005,47320,84035,1
60567,60882,97597,0
75208,134456,75712,1
94226,153474,94730,0
18802,33614,18928,1
38396,53208,38522,0
50421,28392,28203,1
54089,32060,31871,0
117649,66248,65807,1
118435,67034,66593,0
100842,56406,56784,1
108076,63640,64018,0
11564,11446,19942,1
25332,25214,33710,0
22892,39884,23128,1
29200,46192,29436,0
45784,46256,79768,1
53644,54116,87628,0
159536,91568,92512,1
161702,93734,94678,0
80948,80122,139594,1
94760,93934,153406,0
57820,57230,99710,1
67610,67020,109500,0
34692,59826,34338,1
51698,76832,51344,0
13518,19602,14400,1
26274,32358,27156,0
86400,117612,81108,1
89528,120740,84236,0
40554,43200,58806,1
59686,62332,77938,0
94626,137214,100800,1
95548,138136,101722,0
115200,108144,156816,1
119376,112320,160992,0
72000,98010,67590,1
81750,107760,77340,0
39204,28800,27036,1
51194,40790,39026,0
9588,9996,14688,1
22772,23180,27872,0
57528,88128,59976,1
76584,107184,79032,0
49980,73440,47940,1
63640,87100,61600,0
117504,79968,76704,1
134264,96728,93464,0
67116,69972,102816,1
74490,77346,110190,0
28764,29988,44064,1
29022,30246,44322,0
19176,19992,29376,1
23386,24202,33586,0
6199,6728,8649,1
6597,7126,9047,0
80736,74388,103788,1
88552,82204,111604,0
95139,68189,74008,1
108281,81331,87150,0
94192,86786,121086,1
101174,93768,128068,0
87464,80587,112437,1
101920,95043,126893,0
67280,61990,86490,1
70124,64834,89334,0
114376,147033,105383,1
117984,150641,108991,0
3231,2872,2513,1
15975,15616,15257,0
48465,37695,43080,1
64539,53769,59154,0
42003,37336,32669,1
52015,47348,42681,0
45952,40208,51696,1
50692,44948,56436,0
51696,58158,45234,1
59476,65938,53014,0
27643,31592,35541,1
36107,40056,44005,0
54927,42721,48824,1
72995,60789,66892,0
3345,3375,5880,1
10045,10075,12580,0
50625,88200,50175,1
50673,88248,50223,0
40140,40500,70560,1
49542,49902,79962,0
57375,56865,99960,1
67225,66715,109810,0
43875,43485,76440,1
53265,52875,85830,0
82320,46830,47250,1
100476,64986,65406,0
94080,54000,53520,1
95944,55864,55384,0
8722,10658,10404,1
10490,12426,12172,0
69776,85264,83232,1
73130,88618,86586,0
20808,21316,17444,1
39386,39894,36022,0
31974,31212,26166,1
51196,50434,45388,0
34888,42632,41616,1
45116,52860,51844,0
52020,53290,43610,1
71450,72720,63040,0
52332,63948,62424,1
71338,82954,81430,0
5451,5925,7584,1
5497,5971,7630,0
106650,136512,98118,1
113042,142904,104510,0
88875,81765,113760,1
105221,98111,130106,0
91008,65412,71100,1
94554,68958,74646,0
75840,54510,59250,1
88214,66884,71624,0
70863,77025,98592,1
83143,89305,110872,0
59961,65175,83424,1
75069,80283,98532,0
17994,21168,22326,1
18372,21546,22704,0
35988,44652,42336,1
48248,56912,54596,0
53982,63504,66978,1
70182,79704,83178,0
111630,105840,89970,1
114276,108486,92616,0
125958,156282,148176,1
130540,160864,152758,0
89304,84672,71976,1
106834,102202,89506,0
107964,127008,133956,1
126372,145416,152364,0
3750,3603,5547,1
12354,12207,14151,0
46839,72111,48750,1
49559,74831,51470,0
61251,63750,94299,1
76011,78510,109059,0
77658,52500,50442,1
97578,72420,70362,0
39633,61017,41250,1
54087,75471,55704,0
99846,64854,67500,1
119362,84370,87016,0
66564,45000,43236,1
72696,51132,49368,0
19200,20184,16296,1
26080,27064,23176,0
65184,76800,80736,1
66024,77640,81576,0
38400,32592,40368,1
54234,48426,56202,0
130368,153600,161472,1
113560,136792,144664,0
121104,97776,115200,1
130256,106928,124352,0
48888,60552,57600,1
52306,63970,61018,0
96000,100920,81480,1
113370,118290,98850,0
2312,1783,2025,1
2862,2333,2575,0
19613,25432,22275,1
30679,36498,33341,0
27744,21396,24300,1
34040,27692,30596,0
30311,39304,34425,1
44157,53150,48271,0
20250,17830,23120,1
32736,30316,35606,0
34680,30375,26745,1
44264,39959,36329,0
36450,41616,32094,1
47098,52264,42742,0
7196,9252,8224,1
8338,10394,9366,0
49344,55512,43176,1
56818,62986,50650,0
46260,35980,41120,1
58982,48702,53842,0
24672,21588,27756,1
39274,36190,42358,0
18504,16448,14392,1
20976,18920,16864,0
37008,32896,28784,1
56106,51994,47882,0
50372,64764,57568,1
53810,68202,61006,0
18000,12710,13690,1
19086,13796,14776,0
82140,76260,108000,1
99388,93508,125248,0
126000,88970,95830,1
143300,106270,113130,0
25420,36000,27380,1
41878,52458,43838,0
144000,109520,101680,1
152386,117906,110066,0
63550,68450,90000,1
71768,76668,98218,0
54000,38130,41070,1
63346,47476,50416,0
2911,3872,3249,1
15345,16306,15683,0
49487,55233,65824,1
65733,71479,82070,0
48735,43665,58080,1
62559,57489,71904,0
51984,46576,61952,1
67918,62510,77886,0
34932,46464,38988,1
43022,54554,47078,0
32021,42592,35739,1
34951,45522,38669,0
29110,38720,32490,1
30792,40402,34172,0
16928,11599,12321,1
32882,27553,28275,0
98568,135424,92792,1
108394,145250,102618,0
33856,24642,23198,1
52586,43372,41928,0
61605,84640,57995,1
79487,102522,75877,0
46396,49284,67712,1
54650,57538,75966,0
101568,69594,73926,1
117092,85118,89450,0
81193,86247,118496,1
81779,86833,119082,0
10696,12224,13752,1
23420,24948,26476,0
85568,96264,74872,1
94094,104790,83398,0
64176,73344,82512,1
81254,90422,99590,0
21392,24448,27504,1
40126,43182,46238,0
48896,55008,42784,1
51546,57658,45434,0
68760,53480,61120,1
71746,56466,64106,0
85568,97792,110016,1
102658,114882,127106,0
6475,7400,8325,1
14361,15286,16211,0
116550,133200,149850,1
131740,148390,165040,0
111000,97125,124875,1
115384,101509,129259,0
125800,141525,110075,1
136932,152657,121207,0
90650,103600,116550,1
91900,104850,117800,0
84175,108225,96200,1
92869,116919,104894,0
77700,99900,88800,1
80922,103122,92022,0
2597,2173,2650,1
7195,6771,7248,0
44149,36941,45050,1
51605,44397,52506,0
23903,28567,29150,1
32465,37129,37712,0
25970,21730,26500,1
34052,29812,34582,0
33761,34450,28249,1
42079,42768,36567,0
31164,31800,26076,1
48246,48882,43158,0
38955,39750,32595,1
41567,42362,35207,0
10432,11736,9128,1
17846,19150,16542,0
20864,23472,18256,1
24582,27190,21974,0
58680,45640,52160,1
75486,62446,68966,0
41728,46944,36512,1
55874,61090,50658,0
82152,63896,73024,1
100038,81782,90910,0
31296,35208,27384,1
35782,39694,31870,0
83456,73024,93888,1
91878,81446,102310,0
9527,10888,12249,1
24697,26058,27419,0
65328,57162,73494,1
79048,70882,87214,0
36747,32664,28581,1
40049,35966,31883,0
66689,85743,76216,1
83613,102667,93140,0
97992,76216,87104,1
103474,81698,92586,0
61245,47635,54440,1
69869,56259,63064,0
48996,38108,43552,1
67934,57046,62490,0
12300,12054,19926,1
16556,16310,24182,0
72324,119556,73800,1
88322,135554,89798,0
86100,84378,139482,1
89978,88256,143360,0
99630,61500,60270,1
113122,74992,73762,0
48216,49200,79704,1
53072,54056,84560,0
39852,24108,24600,1
41680,25936,26428,0
159408,96432,98400,1
171722,108746,110714,0
17832,20061,15603,1
25652,27881,23423,0
53496,46809,60183,1
60246,53559,66933,0
120366,93618,106992,1
128022,101274,114648,0
89160,78015,100305,1
93248,82103,104393,0
62412,71328,80244,1
63230,72146,81062,0
124824,160488,142656,1
133968,169632,151800,0
35664,31206,40122,1
50812,46354,55270,0
19118,12719,13351,1
21598,15199,15831,0
114708,76314,80106,1
134540,96146,99938,0
40053,38157,57354,1
46893,44997,64194,0
89033,93457,133826,1
92747,97171,137540,0
25438,38236,26702,1
27968,40766,29232,0
53404,76472,50876,1
65144,88212,62616,0
66755,95590,63595,1
85851,114686,82691,0
7268,11776,7452,1
26118,30626,26302,0
37260,36340,58880,1
46158,45238,67778,0
14536,14904,23552,1
28460,28828,37476,0
22356,35328,21804,1
27954,40926,27402,0
58144,94208,59616,1
70646,106710,72118,0
82432,52164,50876,1
95362,65094,63806,0
29072,47104,29808,1
36322,54354,37058,0
7096,6209,7983,1
20704,19817,21591,0
127728,143694,111762,1
144768,160734,128802,0
85152,74508,95796,1
102490,91846,113134,0
135711,120632,105553,1
136655,121576,106497,0
106440,119745,93135,1
110732,124037,97427,0
68299,87813,78056,1
82479,101993,92236,0
111762,86926,99344,1
129622,104786,117204,0
7361,7497,12274,1
23647,23783,28560,0
52479,51527,85918,1
56275,55323,89714,0
44166,73644,44982,1
48064,77542,48880,0
14994,14722,24548,1
34360,34088,43914,0
61370,37485,36805,1
66064,42179,41499,0
29444,29988,49096,1
45292,45836,64944,0
58888,98192,59976,1
70440,109744,71528,0
200,199,361,1
8162,8161,8323,0
3200,3184,5776,1
10124,10108,12700,0
2200,2189,3971,1
12576,12565,14347,0
3400,3383,6137,1
18316,18299,21053,0
4332,2388,2400,1
12864,10920,10932,0
2587,2600,4693,1
15621,15634,17727,0
3582,3600,6498,1
4856,4874,7772,0
8670,7935,6855,1
13246,12511,11431,0
111090,121380,95970,1
124652,134942,109532,0
95370,75405,87285,1
113392,93427,105307,0
119025,102825,130050,1
122771,106571,133796,0
142830,123390,156060,1
157892,138452,171122,0
126960,138720,109680,1
138314,150074,121034,0
68550,79350,86700,1
81786,92586,99936,0
19136,13754,14950,1
19862,14480,15676,0
82524,114816,89700,1
99640,131932,106816,0
38272,29900,27508,1
47404,39032,36640,0
41262,44850,57408,1
50672,54260,66818,0
74750,68770,95680,1
81794,75814,102724,0
59800,55016,76544,1
59832,55048,76576,0
119600,153088,110032,1
122696,156184,113128,0
7051,7942,9251,1
25617,26508,27817,0
46255,35255,39710,1
59269,48269,52724,0
21153,27753,23826,1
28565,35165,31238,0
18502,15884,14102,1
20442,17824,16042,0
42306,55506,47652,1
44040,57240,49386,0
74008,63536,56408,1
77314,66842,59714,0
55594,49357,64757,1
60102,53865,69265,0
11008,6966,6794,1
13834,9792,9620,0
33024,20898,20382,1
33708,21582,21066,0
33970,55040,34830,1
42354,63424,43214,0
27864,44032,27176,1
30934,47102,30246,0
13588,22016,13932,1
21862,30290,22206,0
40764,41796,66048,1
53668,54700,78952,0
48762,77056,47558,1
54414,82708,53210,0
12416,7857,7663,1
18764,14205,14011,0
62856,61304,99328,1
80820,79268,117292,0
22989,23571,37248,1
23369,23951,37628,0
54999,86912,53641,1
70421,102334,69063,0
49664,30652,31428,1
62962,43950,44726,0
38315,39285,62080,1
40791,41761,64556,0
24832,15714,15326,1
36562,27444,27056,0
17820,18590,15070,1
18046,18816,15296,0
53460,45210,55770,1
68772,60522,71082,0
71280,74360,60280,1
76876,79956,65876,0
130130,105490,124740,1
134964,110324,129574,0
111540,90420,106920,1
121074,99954,116454,0
35640,37180,30140,1
52066,53606,46566,0
92950,75350,89100,1
105862,88262,102012,0
13265,15160,17055,1
19939,21834,23729,0
102330,90960,79590,1
102420,91050,79680,0
60640,68220,53060,1
64998,72578,57418,0
136440,121280,106120,1
138964,123804,108644,0
45480,39795,51165,1
55678,49993,61363,0
66325,85275,75800,1
68637,87587,78112,0
119385,106120,92855,1
123009,109744,96479,0
17353,22311,19832,1
29773,34731,32252,0
39664,34706,44622,1
55218,50260,60176,0
158656,138824,178488,1
166236,146404,186068,0
133866,104118,118992,1
138458,108710,123584,0
66933,52059,59496,1
67051,52177,59614,0
79328,89244,69412,1
81786,91702,71870,0
99160,111555,86765,1
107292,119687,94897,0
14400,7672,7688,1
17166,10438,10454,0
15344,15376,28800,1
31706,31738,45162,0
72000,38440,38360,1
82890,49330,49250,0
30688,30752,57600,1
34720,34784,61632,0
61504,61376,115200,1
73016,72888,126712,0
23016,23064,43200,1
42730,42778,62914,0
46128,86400,46032,1
50462,90734,50366,0
10976,8092,7588,1
12634,9750,9246,0
53116,56644,76832,1
71420,74948,95136,0
32928,22764,24276,1
42592,32428,33940,0
32368,43904,30352,1
47322,58858,45306,0
87808,64736,60704,1
87818,64746,60714,0
54880,37940,40460,1
71424,54484,57004,0
21952,16184,15176,1
26118,20350,19342,0
13778,7537,7569,1
15488,9247,9279,0
96446,52759,52983,1
103490,59803,60027,0
30148,30276,55112,1
35756,35884,60720,0
15138,15074,27556,1
33790,33726,46208,0
45414,45222,82668,1
59500,59308,96754,0
60296,110224,60552,1
78692,128620,78948,0
37685,37845,68890,1
51543,51703,82748,0
16686,12463,11639,1
33378,29155,28331,0
34917,50058,37389,1
48775,63916,51247,0
33372,24926,23278,1
36722,28276,26628,0
69834,100116,74778,1
87628,117910,92572,0
49852,46556,66744,1
58668,55372,75560,0
99704,133488,93112,1
109766,143550,103174,0
116802,87241,81473,1
128488,98927,93159,0
11664,11464,19208,1
27200,27000,34744,0
91712,93312,153664,1
96700,98300,158652,0
80248,81648,134456,1
84618,86018,138826,0
57320,58320,96040,1
58320,59320,97040,0
23328,22928,38416,1
24628,24228,39716,0
34992,57624,34392,1
36748,59380,36148,0
115248,68784,69984,1
121970,75506,76706,0
4556,6700,4824,1
12316,14460,12584,0
107200,72896,77184,1
113464,79160,83448,0
120600,82008,86832,1
131438,92846,97670,0
53064,73700,50116,1
59512,80148,56564,0
67000,48240,45560,1
70556,51796,49116,0
59228,62712,87100,1
67462,70946,95334,0
80400,54672,57888,1
80728,55000,58216,0
8664,8517,14283,1
21134,20987,26753,0
28566,17328,17034,1
41372,30134,29840,0
71415,42585,43320,1
73401,44571,45306,0
42849,25992,25551,1
56423,39566,39125,0
68136,69312,114264,1
76466,77642,122594,0
59619,99981,60648,1
71791,112153,72820,0
51102,85698,51984,1
59160,93756,60042,0
10140,10830,8670,1
22144,22834,20674,0
54150,50700,43350,1
70550,67100,59750,0
20280,17340,21660,1
25030,22090,26410,0
60840,52020,64980,1
73542,64722,77682,0
40560,34680,43320,1
57866,51986,60626,0
32490,30420,26010,1
39486,37416,33006,0
60690,70980,75810,1
76462,86752,91582,0
1509,2523,1536,1
19451,20465,19478,0
30276,18432,18108,1
49820,37976,37652,0
23040,37845,22635,1
29340,44145,28935,0
24144,40368,24576,1
41732,57956,42164,0
16896,16599,27753,1
24558,24261,35415,0
