side1,side2,side3,side1^2,side2^2,side3^2,validity
24550,42652,47824,602702500,1819193104,2287134976,0
6896,12930,14654,47554816,167184900,214739716,1
14555,20589,22313,211848025,423906921,497869969,0
27584,51720,58616,760877056,2674958400,3435835456,1
35307,59443,66339,1246584249,3533470249,4400862921,0
17240,32325,36635,297217600,1044905625,1342123225,1
19516,34601,38911,380874256,1197229201,1514065921,0
13792,25860,29308,190219264,668739600,858958864,1
15043,27111,30559,226291849,735006321,933852481,0
3192,8075,8683,10188864,65205625,75394489,1
10968,15851,16459,120297024,251254201,270898681,0
12768,32300,34732,163021824,1043290000,1206311824,1
21929,41461,43893,480881041,1719014521,1926595449,0
19152,48450,52098,366799104,2347402500,2714201604,1
22714,52012,55660,515925796,2705248144,3098035600,0
25536,64600,69464,652087296,4173160000,4825247296,1
30553,69617,74481,933485809,4846526689,5547419361,0
9576,24225,26049,91699776,586850625,678550401,1
12785,27434,29258,163456225,752624356,856030564,0
22344,56525,60781,499254336,3195075625,3694329961,1
30528,64709,68965,931958784,4187254681,4756171225,0
6384,16150,17366,40755456,260822500,301577956,1
14032,23798,25014,196897024,566344804,625700196,0
195,748,773,38025,559504,597529,1
2225,2778,2803,4950625,7717284,7856809,0
2340,8976,9276,5475600,80568576,86044176,1
6519,13155,13455,42497361,173054025,181037025,0
2145,8228,8503,4601025,67699984,72301009,1
7388,13471,13746,54582544,181467841,188952516,0
2925,11220,11595,8555625,125888400,134444025,1
7022,15317,15692,49308484,234610489,246238864,0
2535,9724,10049,6426225,94556176,100982401,1
8065,15254,15579,65044225,232684516,242705241,0
2730,10472,10822,7452900,109662784,117115684,1
11470,19212,19562,131560900,369100944,382671844,0
1950,7480,7730,3802500,55950400,59752900,1
3237,8767,9017,10478169,76860289,81306289,0
816,1088,1360,665856,1183744,1849600,1
1705,1977,2249,2907025,3908529,5058001,0
8976,11968,14960,80568576,143233024,223801600,1
18690,21682,24674,349316100,470109124,608806276,0
12240,16320,20400,149817600,266342400,416160000,1
18214,22294,26374,331749796,497022436,695587876,0
9792,13056,16320,95883264,170459136,266342400,1
13416,16680,19944,179989056,278222400,397763136,0
11424,15232,19040,130507776,232013824,362521600,1
14711,18519,22327,216413521,342953361,498494929,0
13056,17408,21760,170459136,303038464,473497600,1
15674,20026,24378,245674276,401040676,594286884,0
10608,14144,17680,112529664,200052736,312582400,1
19824,23360,26896,392990976,545689600,723394816,0
288,384,480,82944,147456,230400,1
5100,5196,5292,26010000,26998416,28005264,0
2880,3840,4800,8294400,14745600,23040000,1
3462,4422,5382,11985444,19554084,28965924,0
3168,4224,5280,10036224,17842176,27878400,1
8320,9376,10432,69222400,87909376,108826624,0
4896,6528,8160,23970816,42614784,66585600,1
13592,15224,16856,184742464,231770176,284124736,0
5184,6912,8640,26873856,47775744,74649600,1
12749,14477,16205,162537001,209583529,262602025,0
3456,4608,5760,11943936,21233664,33177600,1
10978,12130,13282,120516484,147136900,176411524,0
4320,5760,7200,18662400,33177600,51840000,1
6317,7757,9197,39904489,60171049,84584809,0
3976,6390,7526,15808576,40832100,56640676,1
6898,9312,10448,47582404,86713344,109160704,0
15904,25560,30104,252937216,653313600,906250816,1
25180,34836,39380,634032400,1213546896,1550784400,0
27832,44730,52682,774620224,2000772900,2775393124,1
36568,53466,61418,1337218624,2858613156,3772170724,0
7952,12780,15052,63234304,163328400,226562704,1
9544,14372,16644,91087936,206554384,277022736,0
31808,51120,60208,1011748864,2613254400,3625003264,1
39580,58892,67980,1566576400,3468267664,4621280400,0
23856,38340,45156,569108736,1469955600,2039064336,1
25259,39743,46559,638017081,1579506049,2167740481,0
19880,31950,37630,395214400,1020802500,1416016900,1
21746,33816,39496,472888516,1143521856,1559934016,0
1330,8976,9074,1768900,80568576,82337476,1
5784,13430,13528,33454656,180364900,183006784,0
10640,71808,72592,113209600,5156388864,5269598464,1
11859,73027,73811,140635881,5332942729,5448063721,0
2660,17952,18148,7075600,322274304,329349904,1
10187,25479,25675,103774969,649179441,659205625,0
9310,62832,63518,86676100,3947860224,4034536324,1
15984,69506,70192,255488256,4831084036,4926916864,0
3990,26928,27222,15920100,725117184,741037284,1
13889,36827,37121,192904321,1356227929,1377968641,0
7980,53856,54444,63680400,2900468736,2964149136,1
11630,57506,58094,135256900,3306940036,3374912836,0
5320,35904,36296,28302400,1289097216,1317399616,1
9927,40511,40903,98545329,1641141121,1673055409,0
3465,5880,6825,12006225,34574400,46580625,1
4997,7412,8357,24970009,54937744,69839449,0
27720,47040,54600,768398400,2212761600,2981160000,1
37033,56353,63913,1371443089,3175660609,4084871569,0
6930,11760,13650,48024900,138297600,186322500,1
14664,19494,21384,215032896,380016036,457275456,0
17325,29400,34125,300155625,864360000,1164515625,1
21460,33535,38260,460531600,1124596225,1463827600,0
24255,41160,47775,588305025,1694145600,2282450625,1
29672,46577,53192,880427584,2169416929,2829388864,0
13860,23520,27300,192099600,553190400,745290000,1
22854,32514,36294,522305316,1057160196,1317254436,0
10395,17640,20475,108056025,311169600,419225625,1
12428,19673,22508,154455184,387026929,506610064,0
5577,9464,10985,31102929,89567296,120670225,1
7705,11592,13113,59367025,134374464,171950769,0
44616,75712,87880,1990587456,5732306944,7722894400,1
53538,84634,96802,2866317444,7162913956,9370627204,0
33462,56784,65910,1119705444,3224422656,4344128100,1
34795,58117,67243,1210692025,3377585689,4521621049,0
11154,18928,21970,124411716,358269184,482680900,1
18357,26131,29173,336979449,682829161,851063929,0
22308,37856,43940,497646864,1433076736,1930723600,1
31241,46789,52873,976000081,2189210521,2795554129,0
27885,47320,54925,777573225,2239182400,3016755625,1
35278,54713,62318,1244537284,2993512369,3883533124,0
39039,66248,76895,1524043521,4388797504,5912841025,1
41284,68493,79140,1704368656,4691291049,6263139600,0
5432,8730,10282,29506624,76212900,105719524,1
9597,12895,14447,92102409,166281025,208715809,0
10864,17460,20564,118026496,304851600,422878096,1
16579,23175,26279,274863241,537080625,690585841,0
16296,26190,30846,265559616,685916100,951475716,1
21064,30958,35614,443692096,958397764,1268356996,0
27160,43650,51410,737665600,1905322500,2642988100,1
35884,52374,60134,1287661456,2743035876,3616097956,0
21728,34920,41128,472105984,1219406400,1691512384,1
21740,34932,41140,472627600,1220244624,1692499600,0
43456,69840,82256,1888423936,4877625600,6766049536,1
52686,79070,91486,2775814596,6252064900,8369688196,0
32592,52380,61692,1062238464,2743664400,3805902864,1
32853,52641,61953,1079319609,2771074881,3838174209,0
4272,4895,6497,18249984,23961025,42211009,1
10795,11418,13020,116532025,130370724,169520400,0
17088,19580,25988,291999744,383376400,675376144,1
25417,27909,34317,646023889,778912281,1177656489,0
8544,9790,12994,72999936,95844100,168844036,1
11434,12680,15884,130736356,160782400,252301456,0
25632,29370,38982,656999424,862596900,1519596324,1
27143,30881,40493,736742449,953636161,1639683049,0
34176,39160,51976,1167998976,1533505600,2701504576,1
40211,45195,58011,1616924521,2042588025,3365276121,0
21360,24475,32485,456249600,599025625,1055275225,1
27454,30569,38579,753722116,934463761,1488339241,0
12816,14685,19491,164249856,215649225,379899081,1
15057,16926,21732,226713249,286489476,472279824,0
2646,6960,7446,7001316,48441600,55442916,1
6645,10959,11445,44156025,120099681,130988025,0
5292,13920,14892,28005264,193766400,221771664,1
14849,23477,24449,220492801,551169529,597753601,0
18522,48720,52122,343064484,2373638400,2716702884,1
19066,49264,52666,363512356,2426941696,2773707556,0
13230,34800,37230,175032900,1211040000,1386072900,1
21629,43199,45629,467813641,1866153601,2082005641,0
21168,55680,59568,448084224,3100262400,3548346624,1
30618,65130,69018,937461924,4241916900,4763484324,0
10584,27840,29784,112021056,775065600,887086656,1
17632,34888,36832,310887424,1217172544,1356596224,0
15876,41760,44676,252047376,1743897600,1995944976,1
20857,46741,49657,435014449,2184721081,2465817649,0
120,126,174,14400,15876,30276,1
3546,3552,3600,12574116,12616704,12960000,0
1800,1890,2610,3240000,3572100,6812100,1
6406,6496,7216,41036836,42198016,52070656,0
2160,2268,3132,4665600,5143824,9809424,1
4776,4884,5748,22810176,23853456,33039504,0
1680,1764,2436,2822400,3111696,5934096,1
8354,8438,9110,69789316,71199844,82992100,0
1200,1260,1740,1440000,1587600,3027600,1
6864,6924,7404,47114496,47941776,54819216,0
2040,2142,2958,4161600,4588164,8749764,1
2222,2324,3140,4937284,5400976,9859600,0
1920,2016,2784,3686400,4064256,7750656,1
10775,10871,11639,116100625,118178641,135466321,0
7128,7296,10200,50808384,53231616,104040000,1
12242,12410,15314,149866564,154008100,234518596,0
49896,51072,71400,2489610816,2608349184,5097960000,1
57107,58283,78611,3261209449,3396908089,6179689321,0
14256,14592,20400,203233536,212926464,416160000,1
14689,15025,20833,215766721,225750625,434013889,0
28512,29184,40800,812934144,851705856,1664640000,1
38487,39159,50775,1481249169,1533427281,2578100625,0
35640,36480,51000,1270209600,1330790400,2601000000,1
45297,46137,60657,2051818209,2128622769,3679271649,0
21384,21888,30600,457275456,479084544,936360000,1
22560,23064,31776,508953600,531948096,1009714176,0
42768,43776,61200,1829101824,1916338176,3745440000,1
49006,50014,67438,2401588036,2501400196,4547883844,0
252,336,420,63504,112896,176400,1
8122,8206,8290,65966884,67338436,68724100,0
4536,6048,7560,20575296,36578304,57153600,1
6369,7881,9393,40564161,62110161,88228449,0
4032,5376,6720,16257024,28901376,45158400,1
6620,7964,9308,43824400,63425296,86638864,0
2772,3696,4620,7683984,13660416,21344400,1
4490,5414,6338,20160100,29311396,40170244,0
2520,3360,4200,6350400,11289600,17640000,1
11432,12272,13112,130690624,150601984,171924544,0
3528,4704,5880,12446784,22127616,34574400,1
13451,14627,15803,180929401,213949129,249734809,0
4284,5712,7140,18352656,32626944,50979600,1
4930,6358,7786,24304900,40424164,60621796,0
4560,6478,7922,20793600,41964484,62758084,1
10483,12401,13845,109893289,153784801,191684025,0
36480,51824,63376,1330790400,2685726976,4016517376,1
42584,57928,69480,1813397056,3355653184,4827470400,0
13680,19434,23766,187142400,377680356,564822756,1
21116,26870,31202,445885456,721996900,973564804,0
9120,12956,15844,83174400,167857936,251032336,1
17746,21582,24470,314920516,465782724,598780900,0
18240,25912,31688,332697600,671431744,1004129344,1
19167,26839,32615,367373889,720331921,1063738225,0
27360,38868,47532,748569600,1510721424,2259291024,1
28932,40440,49104,837060624,1635393600,2411202816,0
31920,45346,55454,1018886400,2056259716,3075146116,1
36843,50269,60377,1357406649,2526972361,3645382129,0
8400,9682,12818,70560000,93741124,164301124,1
8483,9765,12901,71961289,95355225,166435801,0
42000,48410,64090,1764000000,2343528100,4107528100,1
44967,51377,67057,2022031089,2639596129,4496641249,0
16800,19364,25636,282240000,374964496,657204496,1
26773,29337,35609,716793529,860659569,1268000881,0
67200,77456,102544,4515840000,5999431936,10515271936,1
63067,73323,98411,3977446489,5376262329,9684724921,0
50400,58092,76908,2540160000,3374680464,5914840464,1
50649,58341,77157,2565321201,3403672281,5953202649,0
25200,29046,38454,635040000,843670116,1478710116,1
32102,35948,45356,1030538404,1292258704,2057166736,0
33600,38728,51272,1128960000,1499857984,2628817984,1
43365,48493,61037,1880523225,2351571049,3725515369,0
1680,1925,2555,2822400,3705625,6528025,1
2640,2885,3515,6969600,8323225,12355225,0
28560,32725,43435,815673600,1070925625,1886599225,1
32789,36954,47664,1075118521,1365598116,2271856896,0
25200,28875,38325,635040000,833765625,1468805625,1
28464,32139,41589,810199296,1032915321,1729644921,0
18480,21175,28105,341510400,448380625,789891025,1
24292,26987,33917,590101264,728298169,1150362889,0
16800,19250,25550,282240000,370562500,652802500,1
21307,23757,30057,453988249,564395049,903423249,0
21840,25025,33215,476985600,626250625,1103236225,1
23585,26770,34960,556252225,716632900,1222201600,0
23520,26950,35770,553190400,726302500,1279492900,1
30223,33653,42473,913429729,1132524409,1803955729,0
132,2176,2180,17424,4734976,4752400,1
138,2182,2186,19044,4761124,4778596,0
1320,21760,21800,1742400,473497600,475240000,1
4849,25289,25329,23512801,639533521,641558241,0
1452,23936,23980,2108304,572932096,575040400,1
7901,30385,30429,62425801,923248225,925924041,0
1848,30464,30520,3415104,928055296,931470400,1
8951,37567,37623,80120401,1411279489,1415490129,0
2244,36992,37060,5035536,1368408064,1373443600,1
4951,39699,39767,24512401,1576010601,1581414289,0
1980,32640,32700,3920400,1065369600,1069290000,1
8179,38839,38899,66896041,1508467921,1513132201,0
2112,34816,34880,4460544,1212153856,1216614400,1
2435,35139,35203,5929225,1234749321,1239251209,0
2975,4896,5729,8850625,23970816,32821441,1
7491,9412,10245,56115081,88585744,104960025,0
20825,34272,40103,433680625,1174569984,1608250609,1
22493,35940,41771,505935049,1291683600,1744816441,0
14875,24480,28645,221265625,599270400,820536025,1
22880,32485,36650,523494400,1055275225,1343222500,0
11900,19584,22916,141610000,383533056,525143056,1
13993,21677,25009,195804049,469892329,625450081,0
23800,39168,45832,566440000,1534132224,2100572224,1
27384,42752,49416,749883456,1827733504,2441941056,0
17850,29376,34374,318622500,862949376,1181571876,1
20306,31832,36830,412333636,1013276224,1356448900,0
5950,9792,11458,35402500,95883264,131285764,1
12399,16241,17907,153735201,263770081,320660649,0
1716,9360,9516,2944656,87609600,90554256,1
3760,11404,11560,14137600,130051216,133633600,0
8580,46800,47580,73616400,2190240000,2263856400,1
17886,56106,56886,319908996,3147883236,3236016996,0
13728,74880,76128,188457984,5607014400,5795472384,1
19513,80665,81913,380757169,6506842225,6709739569,0
12012,65520,66612,144288144,4292870400,4437158544,1
14162,67670,68762,200562244,4579228900,4728212644,0
5148,28080,28548,26501904,788486400,814988304,1
8960,31892,32360,80281600,1017099664,1047169600,0
6864,37440,38064,47114496,1401753600,1448868096,1
16144,46720,47344,260628736,2182758400,2241454336,0
10296,56160,57096,106007616,3153945600,3259953216,1
16878,62742,63678,284866884,3936558564,4054887684,0
1460,1533,2117,2131600,2350089,4481689,1
11249,11322,11906,126540001,128187684,141752836,0
26280,27594,38106,690638400,761428836,1452067236,1
33714,35028,45540,1136633796,1226960784,2073891600,0
14600,15330,21170,213160000,235008900,448168900,1
18363,19093,24933,337199769,364542649,621654489,0
20440,21462,29638,417793600,460617444,878411044,1
20807,21829,30005,432931249,476505241,900300025,0
16060,16863,23287,257923600,284360769,542284369,1
23137,23940,30364,535320769,573123600,921972496,0
24820,26061,35989,616032400,679175721,1295208121,1
24980,26221,36149,624000400,687540841,1306750201,0
18980,19929,27521,360240400,397165041,757405441,1
19934,20883,28475,397364356,436099689,810825625,0
1071,2940,3129,1147041,8643600,9790641,1
10320,12189,12378,106502400,148571721,153214884,0
18207,49980,53193,331494849,2498000400,2829495249,1
25388,57161,60374,644550544,3267379921,3645019876,0
11781,32340,34419,138791961,1045875600,1184667561,1
15436,35995,38074,238270096,1295640025,1449629476,0
16065,44100,46935,258084225,1944810000,2202894225,1
22962,50997,53832,527253444,2600694009,2897884224,0
12852,35280,37548,165173904,1244678400,1409852304,1
13360,35788,38056,178489600,1280780944,1448259136,0
14994,41160,43806,224820036,1694145600,1918965636,1
22141,48307,50953,490223881,2333566249,2596208209,0
13923,38220,40677,193849929,1460768400,1654618329,1
16103,40400,42857,259306609,1632160000,1836722449,0
1005,1340,1675,1010025,1795600,2805625,1
9240,9575,9910,85377600,91680625,98208100,0
14070,18760,23450,197964900,351937600,549902500,1
16930,21620,26310,286624900,467424400,692216100,0
15075,20100,25125,227255625,404010000,631265625,1
24794,29819,34844,614742436,889172761,1214104336,0
10050,13400,16750,101002500,179560000,280562500,1
11016,14366,17716,121352256,206381956,313856656,0
11055,14740,18425,122213025,217267600,339480625,1
16606,20291,23976,275759236,411724681,574848576,0
17085,22780,28475,291897225,518928400,810825625,1
25655,31350,37045,658179025,982822500,1372332025,0
18090,24120,30150,327248100,581774400,909022500,1
19184,25214,31244,368025856,635745796,976187536,0
1710,2280,2850,2924100,5198400,8122500,1
2926,3496,4066,8561476,12222016,16532356,0
30780,41040,51300,947408400,1684281600,2631690000,1
40537,50797,61057,1643248369,2580335209,3727957249,0
20520,27360,34200,421070400,748569600,1169640000,1
28278,35118,41958,799645284,1233273924,1760473764,0
22230,29640,37050,494172900,878529600,1372702500,1
24505,31915,39325,600495025,1018567225,1546455625,0
18810,25080,31350,353816100,629006400,982822500,1
21672,27942,34212,469675584,780755364,1170460944,0
25650,34200,42750,657922500,1169640000,1827562500,1
30428,38978,47528,925863184,1519284484,2258910784,0
27360,36480,45600,748569600,1330790400,2079360000,1
31660,40780,49900,1002355600,1663008400,2490010000,0
1309,4488,4675,1713481,20142144,21855625,1
10434,13613,13800,108868356,185313769,190440000,0
15708,53856,56100,246741264,2900468736,3147210000,1
16987,55135,57379,288558169,3039868225,3292349641,0
19635,67320,70125,385533225,4531982400,4917515625,1
24987,72672,75477,624350169,5281219584,5696777529,0
22253,76296,79475,495196009,5821079616,6316275625,1
22535,76578,79757,507826225,5864190084,6361179049,0
14399,49368,51425,207331201,2437199424,2644530625,1
23737,58706,60763,563445169,3446394436,3692142169,0
20944,71808,74800,438651136,5156388864,5595040000,1
23274,74138,77130,541679076,5496443044,5949036900,0
17017,58344,60775,289578289,3404022336,3693600625,1
24974,66301,68732,623700676,4395822601,4724087824,0
3016,6390,7066,9096256,40832100,49928356,1
7618,10992,11668,58033924,120824064,136142224,0
9048,19170,21198,81866304,367488900,449355204,1
11035,21157,23185,121771225,447618649,537544225,0
12064,25560,28264,145540096,653313600,798853696,1
16221,29717,32421,263120841,883100089,1051121241,0
18096,38340,42396,327465216,1469955600,1797420816,1
25065,45309,49365,628254225,2052905481,2436903225,0
6032,12780,14132,36385024,163328400,199713424,1
13223,19971,21323,174847729,398840841,454670329,0
24128,51120,56528,582160384,2613254400,3195414784,1
24429,51421,56829,596776041,2644119241,3229535241,0
15080,31950,35330,227406400,1020802500,1248208900,1
16748,33618,36998,280495504,1130169924,1368852004,0
3325,5472,6403,11055625,29942784,40998409,1
4535,6682,7613,20566225,44649124,57957769,0
16625,27360,32015,276390625,748569600,1024960225,1
17030,27765,32420,290020900,770895225,1051056400,0
23275,38304,44821,541725625,1467196416,2008922041,1
28374,43403,49920,805083876,1883820409,2492006400,0
9975,16416,19209,99500625,269485056,368985681,1
10161,16602,19395,103245921,275626404,376166025,0
13300,21888,25612,176890000,479084544,655974544,1
21708,30296,34020,471237264,917847616,1157360400,0
6650,10944,12806,44222500,119771136,163993636,1
11255,15549,17411,126675025,241771401,303142921,0
19950,32832,38418,398002500,1077940224,1475942724,1
27368,40250,45836,749007424,1620062500,2100938896,0
4900,8064,9436,24010000,65028096,89038096,1
7100,10264,11636,50410000,105349696,135396496,0
19600,32256,37744,384160000,1040449536,1424609536,1
27166,39822,45310,737991556,1585791684,2052996100,0
14700,24192,28308,216090000,585252864,801342864,1
15066,24558,28674,226984356,603095364,822198276,0
9800,16128,18872,96040000,260112384,356152384,1
12584,18912,21656,158357056,357663744,468982336,0
24500,40320,47180,600250000,1625702400,2225952400,1
32450,48270,55130,1053002500,2329992900,3039316900,0
39200,64512,75488,1536640000,4161798144,5698438144,1
42000,67312,78288,1764000000,4530905344,6129010944,0
34300,56448,66052,1176490000,3186376704,4362866704,1
41034,63182,72786,1683789156,3991965124,5297801796,0
3360,4104,5304,11289600,16842816,28132416,1
12768,13512,14712,163021824,182574144,216442944,0
23520,28728,37128,553190400,825297984,1378488384,1
28478,33686,42086,810996484,1134746596,1771231396,0
16800,20520,26520,282240000,421070400,703310400,1
21862,25582,31582,477947044,654438724,997422724,0
6720,8208,10608,45158400,67371264,112529664,1
12476,13964,16364,155650576,194993296,267780496,0
10080,12312,15912,101606400,151585344,253191744,1
18675,20907,24507,348755625,437102649,600593049,0
26880,32832,42432,722534400,1077940224,1800474624,1
33582,39534,49134,1127750724,1562937156,2414149956,0
20160,24624,31824,406425600,606341376,1012766976,1
21915,26379,33579,480267225,695851641,1127549241,0
3429,4572,5715,11758041,20903184,32661225,1
11033,12176,13319,121727089,148254976,177395761,0
10287,13716,17145,105822369,188128656,293951025,1
15030,18459,21888,225900900,340734681,479084544,0
27432,36576,45720,752514624,1337803776,2090318400,1
29338,38482,47626,860718244,1480864324,2268235876,0
24003,32004,40005,576144009,1024256016,1600400025,1
26166,34167,42168,684659556,1167383889,1778140224,0
6858,9144,11430,47032164,83612736,130644900,1
9911,12197,14483,98227921,148766809,209757289,0
13716,18288,22860,188128656,334450944,522579600,1
13883,18455,23027,192737689,340587025,530242729,0
17145,22860,28575,293951025,522579600,816530625,1
21912,27627,33342,480135744,763251129,1111688964,0
2940,8323,8827,8643600,69272329,77915929,1
11280,16663,17167,127238400,277655569,294705889,0
11760,33292,35308,138297600,1108357264,1246654864,1
17398,38930,40946,302690404,1515544900,1676574916,0
20580,58261,61789,423536400,3394344121,3817880521,1
26122,63803,67331,682358884,4070822809,4533463561,0
8820,24969,26481,77792400,623450961,701243361,1
10956,27105,28617,120033936,734681025,818932689,0
5880,16646,17654,34574400,277089316,311663716,1
9861,20627,21635,97239321,425473129,468073225,0
17640,49938,52962,311169600,2493803844,2804973444,1
23551,55849,58873,554649601,3119110801,3466030129,0
14700,41615,44135,216090000,1731808225,1947898225,1
15511,42426,44946,240591121,1799965476,2020142916,0
7086,9448,11810,50211396,89264704,139476100,1
9827,12189,14551,96569929,148571721,211731601,0
49602,66136,82670,2460358404,4373970496,6834328900,1
57619,74153,90687,3319949161,5498667409,8224131969,0
28344,37792,47240,803382336,1428235264,2231617600,1
28435,37883,47331,808549225,1435121689,2240223561,0
35430,47240,59050,1255284900,2231617600,3486902500,1
39272,51082,62892,1542289984,2609370724,3955403664,0
56688,75584,94480,3213529344,5712941056,8926470400,1
47921,66817,85713,2296422241,4464511489,7346718369,0
14172,18896,23620,200845584,357058816,557904400,1
22479,27203,31927,505305441,740003209,1019333329,0
42516,56688,70860,1807610256,3213529344,5021139600,1
44644,58816,72988,1993086736,3459321856,5327248144,0
2856,2950,4106,8156736,8702500,16859236,1
10118,10212,11368,102373924,104284944,129231424,0
39984,41300,57484,1598720256,1705690000,3304410256,1
40713,42029,58213,1657548369,1766436841,3388753369,0
28560,29500,41060,815673600,870250000,1685923600,1
32292,33232,44792,1042773264,1104365824,2006323264,0
34272,35400,49272,1174569984,1253160000,2427729984,1
43300,44428,58300,1874890000,1973847184,3398890000,0
37128,38350,53378,1378488384,1470722500,2849210884,1
46650,47872,62900,2176222500,2291728384,3956410000,0
42840,44250,61590,1835265600,1958062500,3793328100,1
48380,49790,67130,2340624400,2479044100,4506436900,0
31416,32450,45166,986965056,1053002500,2039967556,1
38891,39925,52641,1512509881,1594005625,2771074881,0
700,8736,8764,490000,76317696,76807696,1
4112,12148,12176,16908544,147573904,148254976,0
4200,52416,52584,17640000,2747437056,2765077056,1
11020,59236,59404,121440400,3508903696,3528835216,0
2100,26208,26292,4410000,686859264,691269264,1
6582,30690,30774,43322724,941876100,947039076,0
4900,61152,61348,24010000,3739567104,3763577104,1
11047,67299,67495,122036209,4529155401,4555575025,0
3500,43680,43820,12250000,1907942400,1920192400,1
9243,49423,49563,85433049,2442632929,2456490969,0
5600,69888,70112,31360000,4884332544,4915692544,1
12962,77250,77474,168013444,5967562500,6002220676,0
2800,34944,35056,7840000,1221083136,1228923136,1
12418,44562,44674,154206724,1985771844,1995766276,0
2706,4592,5330,7322436,21086464,28408900,1
8598,10484,11222,73925604,109914256,125933284,0
18942,32144,37310,358799364,1033236736,1392036100,1
22507,35709,40875,506565049,1275132681,1670765625,0
10824,18368,21320,117158976,337383424,454542400,1
15333,22877,25829,235100889,523357129,667137241,0
8118,13776,15990,65901924,189778176,255680100,1
13105,18763,20977,171741025,352050169,440034529,0
21648,36736,42640,468635904,1349533696,1818169600,1
22666,37754,43658,513747556,1425364516,1906020964,0
5412,9184,10660,29289744,84345856,113635600,1
10255,14027,15503,105165025,196756729,240343009,0
13530,22960,26650,183060900,527161600,710222500,1
20765,30195,33885,431185225,911738025,1148193225,0
2238,2984,3730,5008644,8904256,13912900,1
6585,7331,8077,43362225,53743561,65237929,0
33570,44760,55950,1126944900,2003457600,3130402500,1
39252,50442,61632,1540719504,2544395364,3798503424,0
35808,47744,59680,1282212864,2279489536,3561702400,1
39470,51406,63342,1557880900,2642576836,4012208964,0
40284,53712,67140,1622800656,2884978944,4507779600,1
47787,61215,74643,2283597369,3747276225,5571577449,0
29094,38792,48490,846460836,1504819264,2351280100,1
33805,43503,53201,1142778025,1892511009,2830346401,0
24618,32824,41030,606045924,1077414976,1683460900,1
25290,33496,41702,639584100,1121982016,1739056804,0
31332,41776,52220,981694224,1745234176,2726928400,1
36945,47389,57833,1364933025,2245717321,3344655889,0
918,2520,2682,842724,6350400,7193124,1
3200,4802,4964,10240000,23059204,24641296,0
15606,42840,45594,243547236,1835265600,2078812836,1
17677,44911,47665,312476329,2016997921,2271952225,0
11016,30240,32184,121352256,914457600,1035809856,1
