side1,side2,side3,validity
39204,40683,72763,1
83877,67443,55760,1
87192,42446,32163,0
53450,9333,9532,0
49642,43525,78380,1
53712,45675,99174,1
5479,21888,80352,0
24943,16881,57574,0
17294,32569,70991,0
1523,75419,60156,0
22896,59625,14066,0
56973,81418,44928,1
59333,36470,48443,1
27186,39058,31428,1
8425,8857,68613,0
61838,14635,57242,1
29060,74829,82659,1
71698,7411,43830,0
43069,24025,21048,1
31165,10654,16575,0
20242,56600,90510,0
45519,30641,46130,1
14778,48314,25062,0
82216,48382,82459,1
97838,81019,10832,0
89620,13171,64747,0
33883,66978,32825,0
96746,30662,84840,1
8341,6114,48479,0
2969,55883,97207,0
56313,12997,75123,0
61625,47242,68098,1
55055,12815,19236,0
44710,45105,80992,1
514,92074,1774,0
43795,77438,66855,1
81323,54492,12209,0
8096,6692,68504,0
98825,8934,1949,0
25438,9473,97078,0
64658,6746,72184,0
97148,58244,28459,0
98403,88192,91283,1
49254,22235,13851,0
7214,83946,62115,0
87224,29521,47982,0
11820,135,31368,0
40787,97176,92421,1
56467,37600,71264,1
46005,94204,76312,1
87866,24763,78846,1
71872,25960,67565,1
66451,55295,31210,1
82518,23561,26389,0
11147,46606,9902,0
17662,60378,31383,0
24620,95687,75067,1
9201,63158,72578,0
89200,94824,59078,1
90862,12557,71775,0
49995,11969,95626,0
65470,85189,47925,1
95117,74887,34779,1
36626,83674,44843,0
64608,87416,43104,1
72658,46196,22224,0
3506,48342,7147,0
89141,6697,53070,0
51526,89594,55493,1
42454,25029,41186,1
61662,71669,50950,1
16303,77479,23863,0
66739,94359,19334,0
11077,99443,91323,1
65534,31520,31713,0
17372,63222,45528,0
92951,71698,94844,1
90246,27634,71104,1
8147,26347,43112,0
47584,93968,75323,1
83814,66162,61202,1
81573,66265,82766,1
97957,1281,54119,0
13190,95422,24948,0
93216,12885,24356,0
77481,99297,26441,1
70002,86239,27227,1
36037,99935,77614,1
819,24975,255,0
96345,32820,50343,0
83497,24188,97148,1
80640,8398,33049,0
33886,62538,63467,1
49258,58965,29245,1
98668,74496,96282,1
51511,28254,64657,1
65519,81873,65959,1
48757,23825,984,0
71833,43034,1582,0
3566,10652,82670,0
19075,76827,56225,0
22594,38339,72294,0
58796,28807,51837,1
42278,91296,85371,1
49735,17838,45638,1
84334,64610,71998,1
30220,38425,69597,0
6983,14528,2811,0
84335,78517,51633,1
48102,54003,84485,1
21123,94824,61121,0
16498,22847,216,0
78578,8676,23721,0
77898,97848,63232,1
45827,27267,38020,1
84363,73806,22340,1
34403,71687,42103,1
41293,95572,62536,1
147,15589,77539,0
89763,96453,93225,1
60585,31932,52941,1
91880,3293,8048,0
62446,84700,11758,0
39274,1559,36542,0
93355,65466,69565,1
66321,28733,80788,1
72209,31005,73208,1
36260,54008,70787,1
24395,27277,2128,0
66542,18201,70742,1
64187,50841,28051,1
6969,16911,58924,0
32327,79749,1324,0
68854,63534,40688,1
48474,91451,93063,1
9502,67685,37997,0
2522,57451,52273,0
35387,85554,84214,1
83718,67617,96705,1
72203,86238,34609,1
87107,53325,94674,1
42776,48239,24795,1
81828,42373,26969,0
91093,53997,11808,0
88419,36707,17450,0
10353,33192,2344,0
5000,36435,47739,0
1711,97737,31494,0
24473,90907,75580,1
83914,99213,73078,1
5754,82697,26234,0
1430,51707,22315,0
23073,69319,23163,0
55441,63072,19177,1
21530,44536,36996,1
15593,52285,4537,0
84393,21592,96740,1
64232,22591,14035,0
41561,87516,18893,0
67136,72444,91251,1
37118,93042,78094,1
44586,11467,59307,0
33350,90479,76373,1
8172,66034,32080,0
89964,80614,70204,1
53665,12417,53168,1
19701,66658,2426,0
33052,40921,67206,1
47400,77995,63116,1
62922,59181,58396,1
28840,46316,85886,0
46991,93808,47043,1
48286,96129,75826,1
67176,7800,84451,0
57504,63693,56409,1
41000,36463,96385,0
64569,98131,69273,1
77995,41468,46003,1
7821,39951,47488,1
70334,39784,5574,0
37978,43585,11125,1
47001,55155,19939,1
72692,96613,49210,1
52914,43438,92057,1
57279,62218,99804,1
85388,83135,7124,1
36665,35083,23903,1
9871,57737,40112,0
13334,41234,29510,1
73265,54108,42528,1
18626,1800,41039,0
58672,5973,42601,0
22000,39797,68311,0
10006,96846,13888,0
83397,42721,96584,1
41051,97866,78273,1
38724,45129,68010,1
21018,73862,37327,0
31392,82772,63841,1
47271,24541,32731,1
45439,37461,98012,0
56778,95343,24114,0
57087,18859,5259,0
33382,78936,33299,0
13522,11430,48766,0
89150,52666,33364,0
18129,13944,73315,0
51975,8995,91199,0
25260,27306,29468,1
13114,56677,54649,1
42088,22471,25396,1
21601,97455,37099,0
88413,70193,29991,1
21976,13157,86571,0
90614,62965,3263,0
41998,32999,16215,1
60349,42283,96453,1
62378,27146,59196,1
25877,67463,12400,0
99372,59747,91216,1
69035,36779,32555,1
93992,8729,29145,0
77377,56275,31106,1
33020,59017,40633,1
71203,2288,16715,0
90248,16265,59465,0
44177,31853,40629,1
66215,19163,52512,1
61701,53519,65837,1
47446,63589,50630,1
53026,85272,68550,1
84832,9934,42658,0
42858,62270,86252,1
69639,99735,27012,0
14855,79536,58499,0
79273,13959,47245,0
60051,15987,52702,1
2602,85005,8926,0
28458,37298,62775,1
16894,5710,90288,0
39054,64181,15173,0
98461,12873,24885,0
82553,66757,90369,1
70674,11725,44577,0
471,95284,22092,0
11936,8481,4792,1
76222,84699,93844,1
32112,3160,84428,0
4047,52830,66856,0
63275,98252,48923,1
54677,96697,22411,0
37777,62409,48550,1
47667,78138,96953,1
35619,56113,97606,0
82354,93872,51050,1
91220,27722,83959,1
39531,64392,79436,1
36179,99117,17156,0
99962,41643,85339,1
93473,1972,77341,0
99911,7844,47057,0
7991,68187,20570,0
83065,76120,73370,1
96461,60550,28052,0
84728,89692,91852,1
3536,25769,69444,0
55433,11940,91228,0
46853,16947,79066,0
55627,83081,77864,1
72279,60577,68926,1
92687,39783,12782,0
15425,19867,10783,1
1363,9158,70748,0
65936,96650,977,0
18223,89354,28430,0
41312,89804,45529,0
11046,77638,13662,0
5290,5309,83578,0
18304,39436,32976,1
60466,11033,58714,1
58132,87360,74892,1
11482,67118,79856,0
2651,74364,75388,1
50519,75935,71394,1
49034,22570,68478,1
49305,49016,6616,1
1275,16629,90106,0
32439,26385,76613,0
10735,38190,171,0
55417,7494,13843,0
63362,72199,52680,1
81935,32965,24075,0
32023,20362,67222,0
53063,83994,42334,1
10784,62394,68522,1
80609,44789,72792,1
69850,63887,38275,1
18508,65590,17430,0
99941,99669,88256,1
93775,98998,36128,1
43578,63593,35414,1
92050,95374,2253,0
5826,36813,7750,0
32643,89172,91337,1
45086,92489,87079,1
76290,26812,61030,1
12712,66526,2044,0
54479,86471,72918,1
95711,60363,60908,1
12330,74499,77933,1
51238,49426,84723,1
19719,37228,61612,0
73194,42055,97328,1
35948,68274,35000,1
87951,61432,83783,1
14794,78019,62940,0
33134,55720,17974,0
44991,34304,38238,1
93197,71315,22548,1
88399,93773,57687,1
16850,21484,30486,1
97892,21567,47201,0
16406,88614,37452,0
32179,75727,92919,1
72309,84416,68544,1
95408,40617,99232,1
93897,40821,21654,0
46123,3099,22095,0
62918,25313,77394,1
96477,69670,33857,1
41518,12052,84705,0
15402,59252,45330,1
30097,37764,50287,1
27130,65047,29702,0
10610,49557,49039,1
56053,74883,36995,1
88326,19622,90801,1
57117,53659,60368,1
32709,12297,23410,1
26177,48663,58939,1
29710,77052,11387,0
57727,10778,61825,1
49131,93359,82529,1
30973,75186,35002,0
80676,12558,91302,1
84615,53794,11346,0
58663,76925,29907,1
91889,4965,3497,0
7768,79967,21775,0
65798,33396,13403,0
48144,75933,54035,1
27621,17906,58311,0
4014,26125,18921,0
17565,55491,83943,0
3796,79846,29011,0
90684,71697,32312,1
63587,89844,60926,1
17246,76697,69745,1
95333,94379,88141,1
77309,24366,85339,1
42302,26632,23428,1
61372,68751,28325,1
67895,45476,10434,0
82582,48976,30161,0
68008,87038,94204,1
68537,47776,23575,1
40422,87184,270,0
86330,8088,17311,0
79363,92910,23468,1
57096,32635,62896,1
96166,2969,26058,0
28801,7182,9093,0
67346,64944,27131,1
91037,36605,36078,0
707,17518,20880,0
20488,78409,91558,1
36160,23681,81963,0
46188,29122,58335,1
49790,30501,5586,0
36947,1348,11896,0
20018,1583,78488,0
88702,95690,85971,1
16562,23892,46945,0
50751,41431,80248,1
57432,32947,38392,1
85109,20240,26605,0
68211,63076,44292,1
28206,11510,93459,0
14144,14723,53629,0
34975,81611,60179,1
90813,29616,1869,0
78970,26244,31610,0
61926,8909,86348,0
10929,61968,65598,1
39418,20156,201,0
28677,33463,24339,1
41633,51167,15973,1
81922,17285,73961,1
40040,75157,64355,1
23640,65824,35459,0
33786,41096,70353,1
27964,11820,75903,0
10924,85245,30922,0
97064,10459,18120,0
26488,1783,96489,0
86713,41157,84007,1
19011,47951,54655,1
90611,39494,81752,1
97027,11268,62209,0
27692,55383,30154,1
36030,50842,7615,0
4084,58091,39640,0
65812,62915,73252,1
1302,12524,17279,0
53819,19804,65163,1
76768,81232,45988,1
79560,35367,83931,1
92401,37552,63349,1
59700,24594,27764,0
72102,43511,64872,1
39257,27442,29114,1
69651,32958,22335,0
20615,10969,24182,1
90373,75247,21785,1
92677,58675,96100,1
71855,60381,47095,1
32749,78045,19830,0
96283,9318,46986,0
96487,71025,74082,1
89717,3344,84689,0
62006,69355,40043,1
61196,25818,86335,1
77178,14249,74037,1
26452,31226,61670,0
87862,48442,10714,0
67554,24590,74321,1
37204,76191,10845,0
75552,45970,11016,0
76584,14368,78611,1
86054,26839,90445,1
71406,55950,126,0
35058,98014,19346,0
38497,61101,96958,1
70159,84322,40417,1
99343,12378,73209,0
53214,711,64325,0
40612,16125,22207,0
50830,69194,67565,1
52661,2649,98408,0
39239,22731,34367,1
27884,60316,92479,0
93479,70325,94194,1
74321,26594,85188,1
57442,63089,61300,1
38433,26550,12458,1
5504,5637,40353,0
43465,91687,65033,1
71145,34272,128,0
51562,71150,6677,0
41467,61955,34605,1
59158,3768,34668,0
6120,19093,99465,0
29235,10553,38749,1
34928,24555,52452,1
22553,70313,4493,0
38474,16529,20742,0
44265,35964,50743,1
1844,28699,36959,0
73389,22512,42128,0
52040,66330,51401,1
1489,28984,53639,0
68777,580,60360,0
21292,10735,9542,0
72257,27652,19277,0
30897,55078,2835,0
78035,64501,58409,1
37571,11144,58516,0
85684,12421,12010,0
28931,40615,42397,1
98513,97084,60434,1
14965,30525,66969,0
63665,47259,61065,1
62980,68132,93685,1
98072,63109,37938,1
25161,14521,15875,1
1001,71494,69386,0
11299,51533,31913,0
35039,28830,11663,1
75656,34076,41401,0
32296,17970,66775,0
55234,3234,25352,0
36059,90261,3066,0
78200,32318,97625,1
23781,86875,17251,0
1368,19910,15584,0
99100,87845,63172,1
21643,55839,14927,0
4374,31087,35453,1
86959,91392,50529,1
21469,67201,26068,0
29331,39106,10134,1
67184,56879,76752,1
15596,51239,51168,1
12219,43231,53470,1
73553,88339,43890,1
1479,51021,87571,0
75141,27554,37840,0
85285,96417,1590,0
3298,20458,34257,0
53886,59629,40652,1
74748,16144,61967,1
65917,28815,7771,0
88421,692,47399,0
69338,13045,34146,0
59851,86291,2463,0
77267,74120,52691,1
32278,74708,48748,1
89841,94977,8191,1
84825,20816,77048,1
3396,38856,34959,0
21688,66718,16965,0
90525,12651,38254,0
77675,13164,29622,0
41180,76284,43947,1
90289,51041,59679,1
11050,90450,14708,0
11358,91872,86890,1
8221,32303,67517,0
63869,54165,61744,1
99249,45763,87276,1
73212,10855,81807,1
75554,59140,6462,0
85214,81425,37084,1
89613,12280,54595,0
65192,8729,72991,1
29085,42823,60865,1
62914,50903,69733,1
39082,25353,41479,1
70994,27773,76653,1
97642,3769,22009,0
48027,91355,64928,1
70600,1041,70804,1
78779,45021,89943,1
62339,59121,52571,1
47900,4428,34948,0
59552,22951,62169,1
81893,97749,30743,1
64127,48447,21739,1
17440,73065,12152,0
20663,94374,66981,0
7050,8128,68395,0
19251,61340,88689,0
8710,92003,93526,1
953,54285,98783,0
50834,98422,10170,0
79424,96839,38837,1
27130,19593,93197,0
27524,66206,92027,1
68020,44175,13277,0
4410,47576,40550,0
41474,88196,22252,0
33264,98587,29969,0
13642,78508,84495,1
2277,13766,19829,0
38732,76025,13229,0
19500,71103,89935,1
28099,31783,77732,0
85409,57708,64792,1
2002,6412,23071,0
76001,62185,19870,1
43070,6658,43731,1
79896,8801,92396,0
42151,8598,65966,0
74242,75552,89016,1
27424,94330,22396,0
6112,27070,47202,0
43076,55415,15107,1
99396,44442,37174,0
9351,92733,37286,0
8949,8585,34746,0
96260,73443,48020,1
22263,88597,83959,1
2493,12967,94250,0
53096,75022,50953,1
10980,51763,19296,0
97129,21348,24355,0
75405,89774,16295,1
55371,74274,27103,1
62252,53440,60710,1
56579,57530,93588,1
74309,45540,63806,1
11263,82172,410,0
3810,40560,9584,0
10934,70471,36475,0
60095,82176,25229,1
71298,81982,7644,0
72469,71662,17471,1
94289,85879,30561,1
56665,11863,71769,0
41158,62549,21055,0
15476,93932,11983,0
46015,11037,71136,0
93551,81069,55536,1
59653,82323,90607,1
34867,81242,86468,1
76953,26114,7006,0
2488,36061,19806,0
68714,79305,17940,1
16045,72302,16390,0
40510,20661,97897,0
10947,2493,49708,0
64281,14558,98509,0
93991,40912,23904,0
56864,22102,30872,0
33028,23788,23437,1
42318,12575,82477,0
77277,76724,73932,1
71203,41308,24380,0
1162,79930,42726,0
36267,72955,79848,1
88024,65412,49871,1
39683,87123,10967,0
27608,28271,77103,0
58650,69520,57279,1
34558,86308,49605,0
46400,36025,34699,1
36981,975,56342,0
31392,22912,76270,0
64149,76622,66622,1
23625,8959,17626,1
21753,4404,85841,0
1022,82180,90109,0
35387,35858,84602,0
82177,70369,81251,1
66942,35225,81871,1
92828,32782,84971,1
10340,81866,88735,1
49098,77052,15071,0
38671,79731,3109,0
56977,10971,25654,0
73365,74272,77709,1
97289,5467,97623,1
32985,22573,53753,1
53470,24816,45408,1
12850,74656,28564,0
97981,76814,70798,1
5112,1009,94615,0
70292,1400,45544,0
51883,56672,42252,1
816,31288,93933,0
19188,86967,9992,0
59436,24322,44431,1
11524,89635,54758,0
34582,31910,48197,1
79633,12240,32449,0
65163,60838,76168,1
20380,69425,54779,1
3549,83665,2181,0
49566,30326,13294,0
78714,75319,9048,1
95444,33423,48295,0
68124,47250,51873,1
20479,88588,4270,0
76945,63920,7027,0
69850,10801,25583,0
79477,94009,45770,1
96013,97293,94412,1
22142,96249,25965,0
21280,15059,25656,1
75398,48843,30330,1
40988,84279,75259,1
39252,72717,97156,1
56599,93386,62623,1
26136,70785,97483,0
78656,64326,16467,1
48885,59638,48348,1
30866,45094,90279,0
44012,79049,79444,1
4379,37058,11362,0
66147,59843,64036,1
49651,12181,36134,0
61807,55656,72125,1
50594,53567,34723,1
88329,56730,86639,1
51646,6931,11401,0
10007,61796,14264,0
68316,55634,93466,1
29257,2725,48558,0
73783,68526,61794,1
83256,83266,63127,1
25576,56892,18713,0
46999,69950,68340,1
80691,36821,95072,1
24948,20832,99778,0
34276,34893,32268,1
49300,14593,15186,0
39193,4564,39042,1
86436,94751,17434,1
87377,13688,27560,0
36308,3440,46960,0
10226,72397,66991,1
86508,71825,82362,1
53874,28858,6014,0
945,2621,25092,0
57740,41316,74355,1
31712,55025,68149,1
71159,35390,6476,0
83021,94819,82788,1
38210,49879,51806,1
81523,31986,16509,0
12135,18285,67876,0
1421,61841,95813,0
55846,50104,67343,1
98248,52522,79646,1
99332,14764,23971,0
58461,37773,31697,1
32544,85157,4449,0
51391,97189,65758,1
83407,52481,86552,1
93340,88488,51531,1
75944,25929,31866,0
98766,96143,41888,1
55223,31923,23681,1
64770,69859,90126,1
41223,80902,41826,1
83711,20076,12688,0
37602,12013,26800,1
93175,83080,6743,0
32346,696,88155,0
66587,94960,91453,1
18367,31168,1391,0
99628,7056,90942,0
54741,73064,22200,1
24025,70280,3473,0
98097,25910,2640,0
35862,330,22074,0
83992,57554,63756,1
70575,41418,3746,0
59359,32225,39727,1
38857,3102,83313,0
82069,66980,80975,1
5465,7685,86669,0
35070,157,81277,0
37575,64143,74377,1
6853,24737,30287,1
16370,76431,84687,1
69396,91122,4871,0
5345,77987,16471,0
9401,99481,23630,0
22143,42969,86239,0
45262,43692,46871,1
40804,35069,67388,1
72489,64550,16571,1
51879,34115,46118,1
60598,16779,82812,0
80403,11817,43701,0
19352,11685,71311,0
18222,37756,534,0
87059,98547,60655,1
1864,76850,5580,0
74922,21239,44170,0
77196,34898,86,0
13118,41831,16544,0
83055,55284,60025,1
45471,28251,6737,0
84765,60338,3330,0
93981,16516,84098,1
3348,53185,50671,1
99655,1601,86179,0
37587,35185,33639,1
8513,16404,50379,0
70872,19011,48288,0
79183,90431,25273,1
70127,23405,12713,0
42708,52428,40319,1
62005,260,10013,0
24398,23028,29838,1
82216,96899,12696,0
16293,68262,22640,0
61227,66595,87477,1
16093,91689,77313,1
20100,59547,18823,0
94647,17030,22114,0
66082,73974,16468,1
6542,57698,37255,0
52411,2147,80717,0
12025,50243,87775,0
8752,6724,57859,0
71560,72566,57664,1
59398,90091,67794,1
87153,95466,88571,1
1794,67532,2036,0
35834,25007,22399,1
8356,30228,15554,0
98578,11260,84649,0
86144,58777,21378,0
8623,55543,82375,0
60951,65318,41643,1
9918,26093,73279,0
93683,28853,64574,0
87698,96436,22195,1
70148,29642,84586,1
28536,34159,64908,0
51831,22916,21932,0
8539,22918,72622,0
75288,67217,13796,1
64726,4215,52533,0
39598,3306,53915,0
19854,54475,201,0
89038,79268,70481,1
28301,4469,47405,0
37118,28910,4438,0
46007,17583,68419,0
844,85325,53407,0
24031,36278,46701,1
81589,45897,55503,1
61422,17536,93214,0
29752,64226,32118,0
62458,54840,24156,1
73310,2937,40265,0
94231,9589,97056,1
20713,3509,62812,0
81502,95556,17117,1
2416,27913,3689,0
88813,89835,16500,1
74763,50841,19027,0
36400,90400,53295,0
5848,32354,16384,0
99722,15667,64761,0
6293,55886,10270,0
68319,80113,68353,1
8022,38720,52926,0
45403,61443,75698,1
52263,90616,78383,1
59344,20298,59559,1
58015,28306,84431,1
73641,820,20162,0
56097,78426,83683,1
14744,56909,66013,1
9124,25671,88983,0
30448,51344,81363,1
65859,39924,73581,1
94943,45671,48203,0
72195,68278,53998,1
6081,39699,87761,0
34025,69277,59419,1
30690,23972,97329,0
20810,43560,74573,0
39745,50780,91306,0
20905,32467,10347,0
25017,59764,40459,1
32548,10251,30207,1
31849,7297,69452,0
20781,48482,26728,0
15285,61243,38195,0
10905,76019,20453,0
15997,35305,21985,1
67900,21848,51971,1
18416,11832,90044,0
96269,63482,50209,1
20556,799,20369,1
75104,25926,51568,1
26300,32886,92401,0
77181,12277,92676,0
51496,90388,62398,1
2104,99084,29928,0
18511,47356,98999,0
15972,89633,1177,0
15595,15017,99181,0
757,18594,51494,0
45374,21960,8593,0
96078,75993,83951,1
9226,84537,11823,0
66957,51709,85728,1
56632,37343,78642,1
67786,86534,59997,1
