side1+side2,side1+side3,side2+side3,validity
169305,121902,145823,1
96352,144971,135495,1
119497,157083,162022,1
168523,92512,90259,1
71748,60568,58986,1
67608,49983,97849,0
54568,42844,70744,1
127373,115793,96636,1
20426,59665,42839,0
64645,101273,48574,0
61797,90311,108108,0
106852,23894,110734,0
126118,179981,139305,1
138917,119324,176139,1
83853,106734,113139,1
94880,58345,111189,0
114164,95233,146613,1
71812,80002,57272,1
82900,143451,135473,0
152121,80892,119457,0
75946,62346,24118,0
112318,66681,112235,0
24952,62288,60196,0
141816,122514,86030,0
32073,91444,87259,0
60970,143174,100194,0
52566,54728,56774,1
69791,67763,111326,1
64559,67484,47867,1
119056,58700,134554,0
158606,118404,100184,1
35133,108547,99728,0
153579,93877,66228,0
74997,58213,49214,1
102632,156802,138736,1
89524,121574,86342,1
93340,38277,79863,0
159119,190588,150963,1
105814,101590,69334,1
102721,123137,37874,0
133652,108483,87381,1
92037,73653,99650,1
73491,87918,19003,0
106513,149713,75730,0
76030,84806,72482,1
85378,118727,71675,1
115220,127538,119356,1
111035,98076,114219,1
138298,121576,153822,1
94766,127490,52592,0
105128,129110,148522,1
169374,96651,126747,0
94391,73354,138035,0
93232,126518,61204,0
76038,112753,68689,1
87607,11528,93931,0
65756,91233,100073,1
22604,107182,95998,0
103235,54227,79354,0
111334,123346,37758,0
149310,172922,157126,1
82399,115251,56302,0
95755,22563,117376,0
20417,16728,13273,1
160921,170066,178543,1
35272,116540,87588,0
56877,70903,119686,0
161527,112198,147175,1
151374,77088,119108,0
100186,86327,110959,1
125805,144620,175091,1
91732,133225,153719,0
176226,133404,144922,1
118942,175179,111681,1
103923,118967,143828,1
135296,53335,116273,0
141605,185301,126982,1
95445,170814,79313,0
107755,146968,54901,0
76178,28561,88757,0
159185,156435,149490,1
157011,124513,88602,0
174420,176580,181544,1
29305,72980,95213,0
67373,146661,103168,0
63800,125919,96013,0
138708,133491,160945,1
132856,141205,129503,1
132470,105469,52565,0
35292,26208,30650,1
10521,72111,79906,0
162586,66913,97627,0
107577,46653,117784,0
131116,86841,135333,0
88684,24708,91300,0
10599,88868,88887,0
57740,51280,72412,1
71499,119180,69747,1
145492,133024,162252,1
78600,91338,146974,0
77015,78039,149752,1
126454,121913,147329,1
71604,117512,91048,1
98321,55921,55632,1
17904,91381,106735,0
58824,109052,102998,0
48925,10906,38361,0
62911,69260,21337,0
135561,116042,124879,1
114900,106010,57040,0
52385,99245,87584,0
137057,95397,126328,1
73178,79306,130916,1
125398,153401,117581,1
133737,108125,102162,1
84098,35938,83020,0
199610,188197,187925,1
192773,129903,135126,1
107171,78992,99007,1
187424,94303,97627,0
42639,13576,44563,0
121815,123980,180509,1
137575,132165,179568,1
103102,137320,87842,1
79238,14756,68570,0
140950,127397,159389,1
156074,156619,121271,1
86829,90263,152432,1
100664,135961,134149,1
56947,81331,98840,0
115249,170522,139383,1
104222,70948,103274,1
149383,171734,145215,1
92813,77734,140959,0
88854,51108,73694,0
79295,83229,72542,1
164512,115745,93863,1
182172,146086,151460,1
38334,47336,51970,1
119459,145093,68768,0
105020,53858,126066,0
107906,125098,168646,1
156725,140853,152960,1
136025,194640,139849,1
134718,115551,62475,0
49222,68218,25194,0
88231,140312,102707,1
166147,130334,103527,1
53570,126223,96757,0
74654,60732,104582,1
67861,80384,88051,1
92177,56832,94749,0
60167,59649,98596,1
130936,93048,111878,1
107948,179127,110423,1
110776,117485,114027,1
45006,56119,35707,1
74840,85116,107602,1
106762,41097,88439,0
68505,119552,72603,1
142490,131660,175888,1
106159,65975,110188,0
93234,171978,103860,1
138409,95961,65140,0
135588,88570,106832,1
96854,95386,8462,0
87735,29543,101742,0
99194,79201,46799,0
124077,102179,129968,1
45527,85932,76217,0
30139,22935,45046,0
73056,101508,139434,0
83642,32807,108857,0
162381,122996,104009,1
153431,124513,150770,1
93943,86991,146442,1
189712,183474,182520,1
101675,162648,109705,1
68934,65730,50060,1
130123,89697,97076,1
113371,78329,55910,0
131558,112743,79137,0
155046,162212,181242,1
116313,92112,71351,1
127606,40692,87454,0
94418,103641,25399,0
172273,102831,116378,1
89731,119992,95531,1
99135,122224,29027,0
35983,37894,16275,0
132290,94477,92075,1
127642,127115,72683,0
18225,21587,38398,0
98897,112046,169967,1
59841,118123,105644,0
75310,104523,87457,1
80291,55376,36087,0
38295,48843,13244,0
21601,98506,80071,0
184392,174673,181661,1
40454,63507,70837,0
92182,130999,121679,1
90379,95824,71339,1
105349,111714,46845,0
131287,112503,107368,1
39716,121665,104969,0
28867,67773,68352,0
116586,95154,141790,1
120429,92682,31485,0
105214,110580,57854,0
70835,148274,95257,0
72897,76527,127566,1
59574,39619,20357,0
62140,53016,57802,1
92800,57606,67140,1
99207,155883,91246,1
115197,104395,139512,1
89464,59099,101283,0
74882,104139,111449,1
39784,103867,87723,0
96169,41846,116167,0
107523,115184,28579,0
28271,122977,98272,0
127870,170720,125164,1
66962,73666,102606,1
130105,172363,121246,1
108295,159236,73477,0
83075,57846,85537,1
86872,43645,58457,0
62175,43724,97731,0
128727,139064,136167,1
13826,18581,29803,0
73623,118982,84967,1
158000,122756,127220,1
114927,163491,119298,1
129953,155750,100901,1
84294,87464,52358,0
115613,136974,108383,1
66699,68371,56556,1
102609,91986,55293,0
31584,44797,35151,1
165620,112158,97032,1
151352,188777,154775,1
132236,118950,107476,1
110794,52579,97875,0
105601,143269,56304,0
167512,170569,145107,1
93061,174406,88033,0
131361,102049,109398,1
87014,147531,112153,1
91427,151215,88286,1
57678,88122,92896,0
136304,98576,59156,0
92144,141875,98911,1
113395,48049,87036,0
121522,86568,56986,0
90952,155195,92979,1
112893,176499,117284,1
127356,71532,56076,0
133072,54404,117360,0
99598,135455,158059,1
154481,110576,124739,1
111721,172552,85587,0
53925,117539,65036,0
56737,62819,38332,0
120024,118395,136759,1
55310,151069,101057,0
61970,73606,57098,1
88200,120363,152795,0
163804,187673,164519,1
100915,159509,111782,1
120531,118742,124389,1
64983,50891,39008,1
11141,45857,45990,0
135152,108498,156720,1
105417,71273,34400,0
122712,58239,77827,0
103422,76072,96560,1
62926,93826,38436,0
25213,105585,118558,0
39788,67984,49302,1
59483,87380,77007,1
92866,27046,74806,0
55003,59216,37271,0
80229,95008,86707,1
30543,38803,65658,0
95901,115517,64640,0
118370,103441,117731,1
30473,55128,82623,0
69357,129137,60940,0
32027,30834,20277,0
99909,91534,46929,0
85975,33732,57913,0
142536,136444,122910,1
48715,96087,69660,0
98105,97694,24431,0
69546,71328,83012,1
195597,158947,157518,1
45490,81934,97494,0
110924,124730,108324,1
131112,156665,161817,1
161181,136010,101047,1
39682,41036,30396,1
72495,70387,140880,0
62832,43212,83446,0
63869,46702,40493,1
109732,117057,75477,0
50266,99071,84745,0
58468,80586,28586,0
126320,39125,93327,0
110518,175825,129943,1
110656,41032,104126,0
21278,16952,35494,0
186945,162272,151017,1
77482,36570,70766,0
35461,39827,66540,1
178351,137488,141921,1
88670,47537,93269,0
68437,39465,49240,1
124063,143936,133631,1
66835,66764,102407,1
55450,65689,96701,1
161892,117443,132229,1
52500,89050,138592,0
102695,112981,65394,0
181702,86875,98007,0
23756,37555,54715,0
113515,94538,100281,1
90892,136715,78111,1
94732,73688,36586,0
89113,135820,48091,0
82383,103484,47191,0
146142,62314,88754,0
151387,129958,126811,1
106986,81026,123456,1
184818,98032,103168,1
105641,161873,97864,1
42252,38355,73815,0
88406,38653,83683,0
103176,128779,50905,0
90839,107297,42786,0
117464,85127,120231,1
141330,149968,110720,1
101500,25758,105158,0
103230,98248,178762,1
40524,75738,99820,0
118034,125613,115909,1
145012,186525,133039,1
84067,155019,92662,1
134694,82016,65602,0
166639,122298,118509,1
101893,144208,66875,0
73921,138183,81720,1
71908,89950,103688,1
113817,132647,120636,1
64435,80561,66832,1
98767,147647,104426,1
101411,119651,25778,0
139382,112955,156283,1
71641,141404,71845,1
123800,168722,134964,1
121460,114910,111692,1
52328,82848,39376,0
82503,121721,85120,1
179642,112636,128492,1
112574,85866,70186,1
90505,29592,85217,0
115037,87644,161355,0
15178,75445,76523,0
80591,107940,150029,0
100713,102236,185529,1
55238,99736,153068,0
149256,61004,108592,0
176263,118261,135676,1
46723,120327,112790,0
93730,119551,158233,1
112195,81297,57452,0
51986,44960,88126,0
129670,63726,110448,0
131851,63233,128556,0
92150,98137,163003,1
16043,22106,33595,0
114757,51961,89254,0
90603,109435,161038,1
59882,105831,109515,0
143117,150201,122500,1
8414,25073,29483,0
138186,95871,82055,1
49728,86801,50389,1
88697,172292,101197,0
50749,108117,74564,0
149794,163258,164568,1
121754,49820,116726,0
33182,53314,74272,0
98491,58183,70522,1
143838,136570,81616,0
102084,46637,130019,0
17534,43695,43331,0
169703,144280,121463,1
110860,106222,172556,1
15460,96743,107217,0
128118,104049,125975,1
62743,30276,71059,0
118477,121484,45703,0
165179,91700,106069,1
129645,82474,101377,1
115692,122962,114150,1
114109,150167,151118,1
119849,138115,109346,1
93435,11673,82582,0
44370,13394,50144,0
81405,47409,106946,0
142271,85324,107405,1
153280,78942,89626,0
144131,89940,89133,1
180168,124850,116440,1
68528,128434,83632,0
103707,62213,83604,0
109408,27459,105915,0
57052,117151,82173,0
174620,149087,136605,1
141976,150260,172930,1
116109,121335,167710,1
103067,83959,33120,0
38549,22294,55867,0
148019,86654,97245,1
88347,32435,88692,0
61171,138407,118558,0
13440,60655,52201,0
78839,162790,113067,0
134903,117895,64816,0
78966,87736,52974,0
56816,56465,47225,1
54893,124795,95052,0
154001,151209,150656,1
112511,95583,65688,0
81092,43888,122656,0
109222,116115,152803,1
153436,137895,115283,1
126806,50650,98090,0
55879,104711,105374,0
128170,115929,126799,1
120866,84163,135913,0
82425,81099,70724,1
37956,93323,57317,0
54304,107662,99182,0
140771,130771,143244,1
32584,41251,26585,1
26157,107594,90245,0
83202,91131,172289,0
71245,119989,120460,0
152546,163428,151620,1
102167,148813,117096,1
125610,177799,117753,1
92206,99075,170601,1
126150,64169,92123,0
118402,41780,82840,0
67948,82631,36625,0
147637,151074,151981,1
102756,194912,103090,1
55558,86738,76326,1
78286,98878,70224,1
87506,41414,103220,0
174795,168779,147612,1
6121,99727,95624,0
71692,115836,46944,0
108555,94135,98924,1
32104,94749,125221,0
106155,29180,96959,0
83758,103867,68753,1
101159,66282,144393,0
66492,82779,80107,1
91873,112082,44689,0
126001,141331,137006,1
89805,75159,124204,1
87214,5730,85846,0
79892,62860,43620,0
154033,87762,84367,1
128867,143739,81718,0
115374,119997,99123,1
109067,24749,92858,0
140865,83972,70947,0
80651,95433,36384,0
173486,125247,139779,1
193306,190425,191705,1
118391,48107,122214,0
36339,46936,40715,1
124241,105728,79173,1
125267,116247,159538,1
111969,136408,169873,1
149985,119222,156009,1
96921,123619,168268,0
142982,95123,80793,1
108523,97233,107986,1
75960,121145,135373,0
123061,123456,158493,1
41437,15741,48420,0
125990,130183,123879,1
61832,85785,48315,0
117463,133932,127781,1
104161,85317,88290,1
145059,174968,143369,1
58577,63047,18332,0
71803,24271,76060,0
123950,161782,149100,1
31982,77815,51283,0
142309,135577,130320,1
166522,146383,146393,1
82468,44289,75605,0
116949,115339,138290,1
117512,175763,131893,1
45780,124726,120610,0
69169,66544,67161,1
63893,64486,29779,0
43757,78235,43606,1
181187,103870,112185,1
101065,114937,41248,0
39748,83268,50400,0
82623,77217,139388,1
158333,168870,154187,1
82732,59888,34872,0
3566,26037,27713,0
99056,132095,115671,1
86737,99861,123174,1
106549,77635,41866,0
177840,165809,177607,1
88089,90016,101685,1
113509,98032,48495,0
30420,80011,86161,0
63262,97234,157654,0
105950,123189,117447,1
150770,177894,132168,1
114096,123303,38735,0
96234,90158,69470,1
117701,36993,89606,0
148580,117149,162947,1
135888,169959,139033,1
181828,144871,140019,1
101873,107810,57795,0
194909,140654,138031,1
87146,78904,55604,1
134629,154896,159985,1
122125,83049,122728,1
103787,96399,32764,0
49615,64402,38813,1
176255,99918,89823,0
33042,120501,88851,0
161547,158040,186413,1
49535,19758,32559,0
106684,190570,97998,0
127805,76941,95264,1
94305,27498,73753,0
124007,100737,28550,0
36192,57936,22404,0
141546,147748,121310,1
111993,74321,45164,0
91584,99086,71952,1
41959,122170,86415,0
149049,163044,147955,1
13150,92134,94354,0
35227,116347,81434,0
101718,111952,138520,1
31590,37140,55024,1
92801,101057,161118,1
160518,74267,95993,0
83332,21816,94458,0
108882,33031,123111,0
65112,108382,129208,0
88954,92133,90563,1
75873,108192,102457,1
137039,89060,81121,1
85994,97997,80233,1
77377,143410,99591,0
92220,124104,55518,0
31037,90663,82996,0
55978,18756,38290,0
185606,147714,159202,1
78714,7444,82430,0
96161,119092,65409,0
112094,77282,34984,0
54949,29662,58375,0
138339,143080,115309,1
73722,52208,34988,0
145103,88095,63668,0
110497,178079,100614,1
56533,54019,103856,1
101256,185834,87780,0
72772,71226,68824,1
24917,58892,66783,0
89883,119160,67299,0
169614,104456,115704,1
93532,82840,36118,0
95136,83027,92747,1
62265,72018,10273,0
47426,54236,52866,1
179115,94912,109595,0
84555,38933,90902,0
127822,148704,154072,1
107782,93406,169002,1
79647,38923,78370,0
111677,116761,39144,0
140056,82550,90442,1
64240,43797,94953,0
54558,133128,82864,0
62268,99800,138018,0
15476,66611,64583,0
144126,129224,130230,1
149489,127192,157885,1
182619,175724,184037,1
69326,3830,69568,0
60841,58233,47406,1
38584,23910,45782,0
109838,183227,95909,0
144921,107522,80155,0
64166,90998,137918,0
126269,102594,106961,1
36011,83197,99372,0
122536,158257,93427,0
184134,109893,118631,1
99790,154734,114228,1
62695,93444,99067,0
74747,73763,44848,0
31457,81161,95540,0
142505,89084,81013,1
68941,117259,56748,0
42904,93513,57221,0
74329,20055,54676,0
168306,159519,149749,1
32770,75706,51874,0
66028,41556,33348,0
63590,114426,86002,0
86169,54251,138732,0
60309,70732,82979,1
127486,137092,101400,1
78958,154636,110750,0
93978,61870,96344,0
117298,86614,78996,1
76247,113575,43202,0
103820,191287,106645,1
24222,83525,66321,0
177058,98619,112673,1
30329,6105,31602,0
178648,105313,106335,1
125604,93790,69868,0
126800,89695,143695,0
38202,22232,48738,0
115389,164483,80428,0
62179,16563,66156,0
148432,136672,148466,1
46742,60948,91646,0
106846,121101,137141,1
142879,130646,168999,1
79642,118903,79857,1
86321,142446,112737,1
74461,93803,20982,0
134523,139780,162109,1
71653,80757,122922,1
34795,98107,114654,0
81792,111811,132707,1
105783,139440,113505,1
140614,143146,93874,0
140473,126193,122276,1
45780,93842,127460,0
103302,93444,128696,1
54662,128019,121301,0
64370,95383,118133,0
90525,131051,142086,0
53372,31252,42814,0
84781,65476,100223,1
42799,62755,40458,1
39146,101301,76749,0
69263,47509,75210,0
76528,53480,99438,0
86924,31358,96472,0
51302,37982,57290,1
89748,119871,73819,1
30248,108460,101876,0
159751,146478,113691,1
21355,40925,21168,1
101030,126672,77494,1
59186,118701,125287,0
89458,169857,104953,0
141884,113894,152786,1
101188,32032,129012,0
65867,117510,146355,0
105605,17149,90810,0
30612,114776,114198,0
19351,52251,70088,0
67334,53967,30553,0
172071,180029,159944,1
93763,21049,96360,0
118666,152685,137437,1
93975,135274,115985,1
154320,127783,146531,1
