side1+side2,side1+side3,side2+side3,validity
50470,59290,62720,1
63876,72696,76126,0
2308,2312,4356,1
2320,2324,4368,0
23080,23120,43560,1
30138,30178,50618,0
25388,25432,47916,1
38286,38330,60814,0
32312,32368,60984,1
46518,46574,75190,0
39236,39304,74052,1
44650,44718,79466,0
34620,34680,65340,1
47018,47078,77738,0
36928,36992,69696,1
37574,37638,70342,0
7871,8704,10625,1
16903,17736,19657,0
55097,60928,74375,1
58433,64264,77711,0
39355,43520,53125,1
55365,59530,69135,0
31484,34816,42500,1
35670,39002,46686,0
62968,69632,85000,1
70136,76800,92168,0
47226,52224,63750,1
52138,57136,68662,0
15742,17408,21250,1
28640,30306,34148,0
11076,11232,18876,1
15164,15320,22964,0
55380,56160,94380,1
73992,74772,112992,0
88608,89856,151008,1
100178,101426,162578,0
77532,78624,132132,1
81832,82924,136432,0
33228,33696,56628,1
40852,41320,64252,0
44304,44928,75504,1
62864,63488,94064,0
66456,67392,113256,1
79620,80556,126420,0
2993,3577,3650,1
22571,23155,23228,0
53874,64386,65700,1
68742,79254,80568,0
29930,35770,36500,1
37456,43296,44026,0
41902,50078,51100,1
42636,50812,51834,0
32923,39347,40150,1
47077,53501,54304,0
50881,60809,62050,1
51201,61129,62370,0
38909,46501,47450,1
40817,48409,49358,0
4011,4200,6069,1
22509,22698,24567,0
68187,71400,103173,1
82549,85762,117535,0
44121,46200,66759,1
51431,53510,74069,0
60165,63000,91035,1
73959,76794,104829,0
48132,50400,72828,1
49148,51416,73844,0
56154,58800,84966,1
70448,73094,99260,0
52143,54600,78897,1
56503,58960,83257,0
2345,2680,3015,1
18815,19150,19485,0
32830,37520,42210,1
38550,43240,47930,0
35175,40200,45225,1
54613,59638,64663,0
23450,26800,30150,1
25382,28732,32082,0
25795,29480,33165,1
36897,40582,44267,0
39865,45560,51255,1
57005,62700,68395,0
42210,48240,54270,1
44398,50428,56458,0
3990,4560,5130,1
6422,6992,7562,0
71820,82080,92340,1
91334,101594,111854,0
47880,54720,61560,1
63396,70236,77076,0
51870,59280,66690,1
56420,63830,71240,0
43890,50160,56430,1
49614,55884,62154,0
59850,68400,76950,1
69406,77956,86506,0
63840,72960,82080,1
72440,81560,90680,0
5797,5984,9163,1
24047,24234,27413,0
69564,71808,109956,1
72122,74366,112514,0
86955,89760,137445,1
97659,100464,148149,0
98549,101728,155771,1
99113,102292,156335,0
63767,65824,100793,1
82443,84500,119469,0
92752,95744,146608,1
97412,100404,151268,0
75361,77792,119119,1
91275,93706,135033,0
9406,10082,13456,1
18610,19286,22660,0
28218,30246,40368,1
32192,34220,44342,0
37624,40328,53824,1
45938,48642,62138,0
56436,60492,80736,1
70374,74430,94674,0
18812,20164,26912,1
33194,34546,41294,0
75248,80656,107648,1
75850,81258,108250,0
47030,50410,67280,1
50366,53746,70616,0
8797,9728,11875,1
11217,12148,14295,0
43985,48640,59375,1
44795,49450,60185,0
61579,68096,83125,1
71777,78294,93323,0
26391,29184,35625,1
26763,29556,35997,0
35188,38912,47500,1
52004,55728,64316,0
17594,19456,23750,1
26804,28666,32960,0
52782,58368,71250,1
67618,73204,86086,0
12964,14336,17500,1
17364,18736,21900,0
51856,57344,70000,1
66988,72476,85132,0
38892,43008,52500,1
39624,43740,53232,0
25928,28672,35000,1
31496,34240,40568,0
64820,71680,87500,1
80720,87580,103400,0
103712,114688,140000,1
109312,120288,145600,0
90748,100352,122500,1
104216,113820,135968,0
7464,8664,9408,1
26280,27480,28224,0
52248,60648,65856,1
62164,70564,75772,0
37320,43320,47040,1
47444,53444,57164,0
14928,17328,18816,1
26440,28840,30328,0
22392,25992,28224,1
39582,43182,45414,0
59712,69312,75264,1
73116,82716,88668,0
44784,51984,56448,1
48294,55494,59958,0
8001,9144,10287,1
23209,24352,25495,0
24003,27432,30861,1
33489,36918,40347,0
64008,73152,82296,1
67820,76964,86108,0
56007,64008,72009,1
60333,68334,76335,0
16002,18288,20574,1
22108,24394,26680,0
32004,36576,41148,1
32338,36910,41482,0
40005,45720,51435,1
49539,55254,60969,0
11263,11767,17150,1
27943,28447,33830,0
45052,47068,68600,1
56328,58344,79876,0
78841,82369,120050,1
89925,93453,131134,0
33789,35301,51450,1
38061,39573,55722,0
22526,23534,34300,1
30488,31496,42262,0
67578,70602,102900,1
79400,82424,114722,0
56315,58835,85750,1
57937,60457,87372,0
16534,18896,21258,1
22016,24378,26740,0
115738,132272,148806,1
131772,148306,164840,0
66136,75584,85032,1
66318,75766,85214,0
82670,94480,106290,1
90354,102164,113974,0
132272,151168,170064,1
114738,133634,152530,0
33068,37792,42516,1
49682,54406,59130,0
99204,113376,127548,1
103460,117632,131804,0
5806,6962,7056,1
20330,21486,21580,0
81284,97468,98784,1
82742,98926,100242,0
58060,69620,70560,1
65524,77084,78024,0
69672,83544,84672,1
87728,101600,102728,0
75478,90506,91728,1
94522,109550,110772,0
87090,104430,105840,1
98170,115510,116920,0
63866,76582,77616,1
78816,91532,92566,0
9436,9464,17500,1
16260,16288,24324,0
56616,56784,105000,1
70256,70424,118640,0
28308,28392,52500,1
37272,37356,61464,0
66052,66248,122500,1
78346,78542,134794,0
47180,47320,87500,1
58666,58806,98986,0
75488,75712,140000,1
90212,90436,154724,0
37744,37856,70000,1
56980,57092,89236,0
7298,8036,9922,1
19082,19820,21706,0
51086,56252,69454,1
58216,63382,76584,0
29192,32144,39688,1
38210,41162,48706,0
21894,24108,29766,1
31868,34082,39740,0
58384,64288,79376,1
60420,66324,81412,0
14596,16072,19844,1
24282,25758,29530,0
36490,40180,49610,1
50960,54650,64080,0
5222,5968,6714,1
13916,14662,15408,0
78330,89520,100710,1
89694,100884,112074,0
83552,95488,107424,1
90876,102812,114748,0
93996,107424,120852,1
109002,122430,135858,0
67886,77584,87282,1
77308,87006,96704,0
57442,65648,73854,1
58786,66992,75198,0
73108,83552,93996,1
84334,94778,105222,0
3438,3600,5202,1
8002,8164,9766,0
58446,61200,88434,1
62588,65342,92576,0
41256,43200,62424,1
43818,45762,64986,0
37818,39600,57222,1
41550,43332,60954,0
34380,36000,52020,1
48128,49748,65768,0
61884,64800,93636,1
80114,83030,111866,0
44694,46800,67626,1
63348,65454,86280,0
17407,20449,21632,1
27545,30587,31770,0
87035,102245,108160,1
99707,114917,120832,0
121849,143143,151424,1
122165,143459,151740,0
34814,40898,43264,1
42576,48660,51026,0
69628,81796,86528,1
77658,89826,94558,0
104442,122694,129792,1
113002,131254,138352,0
139256,163592,173056,1
137042,161378,170842,0
10927,12488,14049,1
14607,16168,17729,0
65562,74928,84294,1
83618,92984,102350,0
87416,99904,112392,1
93650,106138,118626,0
21854,24976,28098,1
32894,36016,39138,0
43708,49952,56196,1
52016,58260,64504,0
76489,87416,98343,1
84655,95582,106509,0
54635,62440,70245,1
72345,80150,87955,0
6987,8262,8619,1
18971,20246,20603,0
97818,115668,120666,1
114530,132380,137378,0
118779,140454,146523,1
120349,142024,148093,0
111792,132192,137904,1
117476,137876,143588,0
76857,90882,94809,1
93363,107388,111315,0
90831,107406,112047,1
101799,118374,123015,0
104805,123930,129285,1
106391,125516,130871,0
9401,9464,16807,1
11367,11430,18773,0
47005,47320,84035,1
58847,59162,95877,0
75208,75712,134456,1
77902,78406,137150,0
18802,18928,33614,1
26872,26998,41684,0
28203,28392,50421,1
32417,32606,54635,0
65807,66248,117649,1
77417,77858,129259,0
56406,56784,100842,1
66184,66562,110620,0
11446,11564,19942,1
27896,28014,36392,0
22892,23128,39884,1
33614,33850,50606,0
45784,46256,79768,1
51742,52214,85726,0
91568,92512,159536,1
99214,100158,167182,0
80122,80948,139594,1
90212,91038,149684,0
57230,57820,99710,1
58484,59074,100964,0
34338,34692,59826,1
36346,36700,61834,0
13518,14400,19602,1
23506,24388,29590,0
81108,86400,117612,1
97480,102772,133984,0
40554,43200,58806,1
51042,53688,69294,0
94626,100800,137214,1
101994,108168,144582,0
108144,115200,156816,1
116380,123436,165052,0
67590,72000,98010,1
78546,82956,108966,0
27036,28800,39204,1
37936,39700,50104,0
9588,9996,14688,1
27082,27490,32182,0
57528,59976,88128,1
68278,70726,98878,0
47940,49980,73440,1
54704,56744,80204,0
76704,79968,117504,1
89574,92838,130374,0
67116,69972,102816,1
83896,86752,119596,0
28764,29988,44064,1
32330,33554,47630,0
19176,19992,29376,1
26882,27698,37082,0
6199,6728,8649,1
7641,8170,10091,0
74388,80736,103788,1
86172,92520,115572,0
68189,74008,95139,1
77791,83610,104741,0
86786,94192,121086,1
103372,110778,137672,0
80587,87464,112437,1
80839,87716,112689,0
61990,67280,86490,1
74248,79538,98748,0
105383,114376,147033,1
116557,125550,158207,0
2513,2872,3231,1
13883,14242,14601,0
37695,43080,48465,1
43987,49372,54757,0
32669,37336,42003,1
44543,49210,53877,0
40208,45952,51696,1
43978,49722,55466,0
45234,51696,58158,1
56356,62818,69280,0
27643,31592,35541,1
27927,31876,35825,0
42721,48824,54927,1
49927,56030,62133,0
3345,3375,5880,1
4903,4933,7438,0
50175,50625,88200,1
50437,50887,88462,0
40140,40500,70560,1
47952,48312,78372,0
56865,57375,99960,1
59383,59893,102478,0
43485,43875,76440,1
46577,46967,79532,0
46830,47250,82320,1
50518,50938,86008,0
53520,54000,94080,1
68018,68498,108578,0
8722,10404,10658,1
25760,27442,27696,0
69776,83232,85264,1
85384,98840,100872,0
17444,20808,21316,1
26894,30258,30766,0
26166,31212,31974,1
27494,32540,33302,0
34888,41616,42632,1
44036,50764,51780,0
43610,52020,53290,1
62176,70586,71856,0
52332,62424,63948,1
60946,71038,72562,0
5451,5925,7584,1
13933,14407,16066,0
98118,106650,136512,1
114158,122690,152552,0
81765,88875,113760,1
91317,98427,123312,0
65412,71100,91008,1
69806,75494,95402,0
54510,59250,75840,1
70406,75146,91736,0
70863,77025,98592,1
74995,81157,102724,0
59961,65175,83424,1
63575,68789,87038,0
17994,21168,22326,1
26248,29422,30580,0
35988,42336,44652,1
48910,55258,57574,0
53982,63504,66978,1
55844,65366,68840,0
89970,105840,111630,1
98038,113908,119698,0
125958,148176,156282,1
130296,152514,160620,0
71976,84672,89304,1
91322,104018,108650,0
107964,127008,133956,1
111120,130164,137112,0
3603,3750,5547,1
20697,20844,22641,0
46839,48750,72111,1
59629,61540,84901,0
61251,63750,94299,1
79127,81626,112175,0
50442,52500,77658,1
55714,57772,82930,0
39633,41250,61017,1
53455,55072,74839,0
64854,67500,99846,1
66598,69244,101590,0
43236,45000,66564,1
49992,51756,73320,0
16296,19200,20184,1
33050,35954,36938,0
65184,76800,80736,1
72406,84022,87958,0
32592,38400,40368,1
46392,52200,54168,0
130368,153600,161472,1
122326,145558,153430,0
97776,115200,121104,1
104744,122168,128072,0
48888,57600,60552,1
66994,75706,78658,0
81480,96000,100920,1
98924,113444,118364,0
1783,2025,2312,1
10879,11121,11408,0
19613,22275,25432,1
30437,33099,36256,0
21396,24300,27744,1
40296,43200,46644,0
30311,34425,39304,1
40313,44427,49306,0
17830,20250,23120,1
30892,33312,36182,0
26745,30375,34680,1
31259,34889,39194,0
32094,36450,41616,1
51436,55792,60958,0
7196,8224,9252,1
22206,23234,24262,0
43176,49344,55512,1
48306,54474,60642,0
35980,41120,46260,1
48012,53152,58292,0
21588,24672,27756,1
30918,34002,37086,0
14392,16448,18504,1
26236,28292,30348,0
28784,32896,37008,1
33598,37710,41822,0
50372,57568,64764,1
54874,62070,69266,0
12710,13690,18000,1
28532,29512,33822,0
76260,82140,108000,1
81776,87656,113516,0
88970,95830,126000,1
91668,98528,128698,0
25420,27380,36000,1
39562,41522,50142,0
101680,109520,144000,1
120960,128800,163280,0
63550,68450,90000,1
79088,83988,105538,0
38130,41070,54000,1
47454,50394,63324,0
2911,3249,3872,1
12011,12349,12972,0
49487,55233,65824,1
61769,67515,78106,0
43665,48735,58080,1
62989,68059,77404,0
46576,51984,61952,1
66324,71732,81700,0
34932,38988,46464,1
49588,53644,61120,0
32021,35739,42592,1
43889,47607,54460,0
29110,32490,38720,1
36684,40064,46294,0
11599,12321,16928,1
17337,18059,22666,0
92792,98568,135424,1
104214,109990,146846,0
23198,24642,33856,1
36990,38434,47648,0
57995,61605,84640,1
76029,79639,102674,0
46396,49284,67712,1
61212,64100,82528,0
69594,73926,101568,1
71220,75552,103194,0
81193,86247,118496,1
98213,103267,135516,0
10696,12224,13752,1
17124,18652,20180,0
74872,85568,96264,1
81408,92104,102800,0
64176,73344,82512,1
64784,73952,83120,0
21392,24448,27504,1
33148,36204,39260,0
42784,48896,55008,1
45042,51154,57266,0
53480,61120,68760,1
64720,72360,80000,0
85568,97792,110016,1
102408,114632,126856,0
6475,7400,8325,1
21231,22156,23081,0
116550,133200,149850,1
119900,136550,153200,0
97125,111000,124875,1
109535,123410,137285,0
110075,125800,141525,1
129461,145186,160911,0
90650,103600,116550,1
106734,119684,132634,0
84175,96200,108225,1
94757,106782,118807,0
77700,88800,99900,1
79802,90902,102002,0
2173,2597,2650,1
14105,14529,14582,0
36941,44149,45050,1
55667,62875,63776,0
23903,28567,29150,1
38897,43561,44144,0
21730,25970,26500,1
31930,36170,36700,0
28249,33761,34450,1
43719,49231,49920,0
26076,31164,31800,1
42016,47104,47740,0
32595,38955,39750,1
49061,55421,56216,0
9128,10432,11736,1
22318,23622,24926,0
18256,20864,23472,1
36752,39360,41968,0
45640,52160,58680,1
57308,63828,70348,0
36512,41728,46944,1
39324,44540,49756,0
63896,73024,82152,1
76158,85286,94414,0
27384,31296,35208,1
46202,50114,54026,0
73024,83456,93888,1
73674,84106,94538,0
9527,10888,12249,1
17835,19196,20557,0
57162,65328,73494,1
64560,72726,80892,0
28581,32664,36747,1
40697,44780,48863,0
66689,76216,85743,1
82207,91734,101261,0
76216,87104,97992,1
86104,96992,107880,0
47635,54440,61245,1
55337,62142,68947,0
38108,43552,48996,1
45400,50844,56288,0
12054,12300,19926,1
27620,27866,35492,0
72324,73800,119556,1
83434,84910,130666,0
84378,86100,139482,1
97540,99262,152644,0
60270,61500,99630,1
62306,63536,101666,0
48216,49200,79704,1
54680,55664,86168,0
24108,24600,39852,1
40338,40830,56082,0
96432,98400,159408,1
100760,102728,163736,0
15603,17832,20061,1
26733,28962,31191,0
46809,53496,60183,1
60105,66792,73479,0
93618,106992,120366,1
106340,119714,133088,0
78015,89160,100305,1
97077,108222,119367,0
62412,71328,80244,1
80822,89738,98654,0
124824,142656,160488,1
130714,148546,166378,0
31206,35664,40122,1
35658,40116,44574,0
12719,13351,19118,1
24631,25263,31030,0
76314,80106,114708,1
90576,94368,128970,0
38157,40053,57354,1
50613,52509,69810,0
89033,93457,133826,1
106653,111077,151446,0
25438,26702,38236,1
41490,42754,54288,0
50876,53404,76472,1
59950,62478,85546,0
63595,66755,95590,1
68909,72069,100904,0
7268,7452,11776,1
19160,19344,23668,0
36340,37260,58880,1
38530,39450,61070,0
14536,14904,23552,1
18874,19242,27890,0
21804,22356,35328,1
36866,37418,50390,0
58144,59616,94208,1
66200,67672,102264,0
50876,52164,82432,1
55386,56674,86942,0
29072,29808,47104,1
37760,38496,55792,0
6209,7096,7983,1
14071,14958,15845,0
111762,127728,143694,1
113062,129028,144994,0
74508,85152,95796,1
81938,92582,103226,0
105553,120632,135711,1
109295,124374,139453,0
93135,106440,119745,1
98123,111428,124733,0
68299,78056,87813,1
68599,78356,88113,0
86926,99344,111762,1
93716,106134,118552,0
7361,7497,12274,1
21477,21613,26390,0
51527,52479,85918,1
59457,60409,93848,0
44166,44982,73644,1
58940,59756,88418,0
14722,14994,24548,1
26816,27088,36642,0
36805,37485,61370,1
48525,49205,73090,0
29444,29988,49096,1
32044,32588,51696,0
58888,59976,98192,1
68024,69112,107328,0
199,200,361,1
15379,15380,15541,0
3184,3200,5776,1
9806,9822,12398,0
2189,2200,3971,1
10679,10690,12461,0
3383,3400,6137,1
13749,13766,16503,0
2388,2400,4332,1
3110,3122,5054,0
2587,2600,4693,1
9995,10008,12101,0
3582,3600,6498,1
22340,22358,25256,0
6855,7935,8670,1
9001,10081,10816,0
95970,111090,121380,1
102536,117656,127946,0
75405,87285,95370,1
90839,102719,110804,0
102825,119025,130050,1
121709,137909,148934,0
123390,142830,156060,1
141564,161004,174234,0
109680,126960,138720,1
112138,129418,141178,0
68550,79350,86700,1
77740,88540,95890,0
13754,14950,19136,1
23322,24518,28704,0
82524,89700,114816,1
90354,97530,122646,0
27508,29900,38272,1
46396,48788,57160,0
41262,44850,57408,1
57246,60834,73392,0
68770,74750,95680,1
88642,94622,115552,0
55016,59800,76544,1
73868,78652,95396,0
110032,119600,153088,1
120022,129590,163078,0
7051,7942,9251,1
11751,12642,13951,0
35255,39710,46255,1
39993,44448,50993,0
21153,23826,27753,1
23783,26456,30383,0
14102,15884,18502,1
16950,18732,21350,0
42306,47652,55506,1
44626,49972,57826,0
56408,63536,74008,1
64112,71240,81712,0
49357,55594,64757,1
50037,56274,65437,0
6794,6966,11008,1
25158,25330,29372,0
20382,20898,33024,1
35938,36454,48580,0
33970,34830,55040,1
45956,46816,67026,0
27176,27864,44032,1
41814,42502,58670,0
13588,13932,22016,1
29694,30038,38122,0
40764,41796,66048,1
57740,58772,83024,0
47558,48762,77056,1
52806,54010,82304,0
7663,7857,12416,1
9771,9965,14524,0
61304,62856,99328,1
67408,68960,105432,0
22989,23571,37248,1
34571,35153,48830,0
53641,54999,86912,1
65359,66717,98630,0
30652,31428,49664,1
30928,31704,49940,0
38315,39285,62080,1
57519,58489,81284,0
15326,15714,24832,1
21660,22048,31166,0
15070,17820,18590,1
34118,36868,37638,0
45210,53460,55770,1
45784,54034,56344,0
60280,71280,74360,1
69822,80822,83902,0
105490,124740,130130,1
117426,136676,142066,0
90420,106920,111540,1
91616,108116,112736,0
30140,35640,37180,1
37754,43254,44794,0
75350,89100,92950,1
82862,96612,100462,0
13265,15160,17055,1
16865,18760,20655,0
79590,90960,102330,1
80576,91946,103316,0
53060,60640,68220,1
65186,72766,80346,0
106120,121280,136440,1
106580,121740,136900,0
39795,45480,51165,1
44463,50148,55833,0
66325,75800,85275,1
74253,83728,93203,0
92855,106120,119385,1
111609,124874,138139,0
17353,19832,22311,1
18911,21390,23869,0
34706,39664,44622,1
44192,49150,54108,0
138824,158656,178488,1
129582,149414,169246,0
104118,118992,133866,1
116624,131498,146372,0
52059,59496,66933,1
60953,68390,75827,0
69412,79328,89244,1
70044,79960,89876,0
86765,99160,111555,1
89837,102232,114627,0
7672,7688,14400,1
14330,14346,21058,0
15344,15376,28800,1
17174,17206,30630,0
38360,38440,72000,1
43084,43164,76724,0
30688,30752,57600,1
37334,37398,64246,0
61376,61504,115200,1
67990,68118,121814,0
23016,23064,43200,1
34822,34870,55006,0
46032,46128,86400,1
48688,48784,89056,0
7588,8092,10976,1
25242,25746,28630,0
53116,56644,76832,1
57282,60810,80998,0
22764,24276,32928,1
38388,39900,48552,0
30352,32368,43904,1
31244,33260,44796,0
60704,64736,87808,1
70932,74964,98036,0
37940,40460,54880,1
48746,51266,65686,0
15176,16184,21952,1
31484,32492,38260,0
7537,7569,13778,1
9043,9075,15284,0
52759,52983,96446,1
54273,54497,97960,0
30148,30276,55112,1
38570,38698,63534,0
15074,15138,27556,1
31176,31240,43658,0
45222,45414,82668,1
61304,61496,98750,0
60296,60552,110224,1
78576,78832,128504,0
37685,37845,68890,1
49939,50099,81144,0
11639,12463,16686,1
16931,17755,21978,0
34917,37389,50058,1
49947,52419,65088,0
23278,24926,33372,1
29182,30830,39276,0
69834,74778,100116,1
77282,82226,107564,0
46556,49852,66744,1
59356,62652,79544,0
93112,99704,133488,1
105106,111698,145482,0
81473,87241,116802,1
97893,103661,133222,0
11464,11664,19208,1
28812,29012,36556,0
91712,93312,153664,1
97168,98768,159120,0
80248,81648,134456,1
85316,86716,139524,0
57320,58320,96040,1
72998,73998,111718,0
22928,23328,38416,1
29958,30358,45446,0
34392,34992,57624,1
52594,53194,75826,0
68784,69984,115248,1
79330,80530,125794,0
4556,4824,6700,1
11130,11398,13274,0
72896,77184,107200,1
90120,94408,124424,0
82008,86832,120600,1
82588,87412,121180,0
50116,53064,73700,1
68076,71024,91660,0
45560,48240,67000,1
55410,58090,76850,0
59228,62712,87100,1
61876,65360,89748,0
54672,57888,80400,1
56622,59838,82350,0
8517,8664,14283,1
24531,24678,30297,0
17034,17328,28566,1
20246,20540,31778,0
42585,43320,71415,1
62027,62762,90857,0
25551,25992,42849,1
29959,30400,47257,0
68136,69312,114264,1
77036,78212,123164,0
59619,60648,99981,1
73713,74742,114075,0
51102,51984,85698,1
64528,65410,99124,0
8670,10140,10830,1
19488,20958,21648,0
43350,50700,54150,1
51698,59048,62498,0
17340,20280,21660,1
33812,36752,38132,0
52020,60840,64980,1
56190,65010,69150,0
34680,40560,43320,1
36846,42726,45486,0
26010,30420,32490,1
28680,33090,35160,0
60690,70980,75810,1
77274,87564,92394,0
1509,1536,2523,1
15595,15622,16609,0
18108,18432,30276,1
28690,29014,40858,0
22635,23040,37845,1
40973,41378,56183,0
24144,24576,40368,1
24222,24654,40446,0
16599,16896,27753,1
22991,23288,34145,0
