side1^2,side2^2,side3^2,side1^2+side2^2,side1^2+side3^2,side2^2+side3^2,validity
4438624129,5890869504,9613018116,10329493633,14051642245,15503887620,0
4375028736,6040398400,10415427136,10415427136,14790455872,16455825536,1
4128448009,5750037241,10033027225,9878485250,14161475234,15783064466,0
1708995600,2359530625,4068526225,4068526225,5777521825,6428056850,1
2613254400,3405306025,5411809225,6018560425,8025063625,8817115250,0
1093757184,1510099600,2603856784,2603856784,3697613968,4113956384,1
1607368464,2104974400,3369570304,3712342864,4976938768,5474544704,0
24920064,26316900,51236964,51236964,76157028,77553864,1
171767236,175403536,233233984,347170772,405001220,408637520,0
897122304,947408400,1844530704,1844530704,2741653008,2791939104,1
1276275625,1336121809,2373735841,2612397434,3650011466,3709857650,0
224280576,236852100,461132676,461132676,685413252,697984776,1
236544400,249450436,478646884,485994836,715191284,728097320,0
99680256,105267600,204947856,204947856,304628112,310215456,1
248819076,257602500,404251236,506421576,653070312,661853736,0
623001600,657922500,1280924100,1280924100,1903925700,1938846600,1
1197367609,1245595849,2064157489,2442963458,3261525098,3309753338,0
398721024,421070400,819791424,819791424,1218512448,1240861824,1
703840900,733434724,1238617636,1437275624,1942458536,1972052360,0
1594884096,1684281600,3279165696,3279165696,4874049792,4963447296,1
2338109316,2446093764,4314125124,4784203080,6652234440,6760218888,0
11888704,41796225,53684929,53684929,65573633,95481154,1
21827584,59120721,73119601,80948305,94947185,132240322,0
582546496,2048015025,2630561521,2630561521,3213108017,4678576546,1
850363921,2528078400,3171266596,3378442321,4021630517,5699344996,0
427993344,1504664100,1932657444,1932657444,2360650788,3437321544,1
602702500,1819193104,2287134976,2421895604,2889837476,4106328080,0
47554816,167184900,214739716,214739716,262294532,381924616,1
211848025,423906921,497869969,635754946,709717994,921776890,0
760877056,2674958400,3435835456,3435835456,4196712512,6110793856,1
1246584249,3533470249,4400862921,4780054498,5647447170,7934333170,0
297217600,1044905625,1342123225,1342123225,1639340825,2387028850,1
380874256,1197229201,1514065921,1578103457,1894940177,2711295122,0
190219264,668739600,858958864,858958864,1049178128,1527698464,1
226291849,735006321,933852481,961298170,1160144330,1668858802,0
10188864,65205625,75394489,75394489,85583353,140600114,1
120297024,251254201,270898681,371551225,391195705,522152882,0
163021824,1043290000,1206311824,1206311824,1369333648,2249601824,1
480881041,1719014521,1926595449,2199895562,2407476490,3645609970,0
366799104,2347402500,2714201604,2714201604,3081000708,5061604104,1
515925796,2705248144,3098035600,3221173940,3613961396,5803283744,0
652087296,4173160000,4825247296,4825247296,5477334592,8998407296,1
933485809,4846526689,5547419361,5780012498,6480905170,10393946050,0
91699776,586850625,678550401,678550401,770250177,1265401026,1
163456225,752624356,856030564,916080581,1019486789,1608654920,0
499254336,3195075625,3694329961,3694329961,4193584297,6889405586,1
931958784,4187254681,4756171225,5119213465,5688130009,8943425906,0
40755456,260822500,301577956,301577956,342333412,562400456,1
196897024,566344804,625700196,763241828,822597220,1192045000,0
38025,559504,597529,597529,635554,1157033,1
4950625,7717284,7856809,12667909,12807434,15574093,0
5475600,80568576,86044176,86044176,91519776,166612752,1
42497361,173054025,181037025,215551386,223534386,354091050,0
4601025,67699984,72301009,72301009,76902034,140000993,1
54582544,181467841,188952516,236050385,243535060,370420357,0
8555625,125888400,134444025,134444025,142999650,260332425,1
49308484,234610489,246238864,283918973,295547348,480849353,0
6426225,94556176,100982401,100982401,107408626,195538577,1
65044225,232684516,242705241,297728741,307749466,475389757,0
7452900,109662784,117115684,117115684,124568584,226778468,1
131560900,369100944,382671844,500661844,514232744,751772788,0
3802500,55950400,59752900,59752900,63555400,115703300,1
10478169,76860289,81306289,87338458,91784458,158166578,0
665856,1183744,1849600,1849600,2515456,3033344,1
2907025,3908529,5058001,6815554,7965026,8966530,0
80568576,143233024,223801600,223801600,304370176,367034624,1
349316100,470109124,608806276,819425224,958122376,1078915400,0
149817600,266342400,416160000,416160000,565977600,682502400,1
331749796,497022436,695587876,828772232,1027337672,1192610312,0
95883264,170459136,266342400,266342400,362225664,436801536,1
179989056,278222400,397763136,458211456,577752192,675985536,0
130507776,232013824,362521600,362521600,493029376,594535424,1
216413521,342953361,498494929,559366882,714908450,841448290,0
170459136,303038464,473497600,473497600,643956736,776536064,1
245674276,401040676,594286884,646714952,839961160,995327560,0
112529664,200052736,312582400,312582400,425112064,512635136,1
392990976,545689600,723394816,938680576,1116385792,1269084416,0
82944,147456,230400,230400,313344,377856,1
26010000,26998416,28005264,53008416,54015264,55003680,0
8294400,14745600,23040000,23040000,31334400,37785600,1
11985444,19554084,28965924,31539528,40951368,48520008,0
10036224,17842176,27878400,27878400,37914624,45720576,1
69222400,87909376,108826624,157131776,178049024,196736000,0
23970816,42614784,66585600,66585600,90556416,109200384,1
184742464,231770176,284124736,416512640,468867200,515894912,0
26873856,47775744,74649600,74649600,101523456,122425344,1
162537001,209583529,262602025,372120530,425139026,472185554,0
11943936,21233664,33177600,33177600,45121536,54411264,1
120516484,147136900,176411524,267653384,296928008,323548424,0
18662400,33177600,51840000,51840000,70502400,85017600,1
39904489,60171049,84584809,100075538,124489298,144755858,0
15808576,40832100,56640676,56640676,72449252,97472776,1
47582404,86713344,109160704,134295748,156743108,195874048,0
252937216,653313600,906250816,906250816,1159188032,1559564416,1
634032400,1213546896,1550784400,1847579296,2184816800,2764331296,0
774620224,2000772900,2775393124,2775393124,3550013348,4776166024,1
1337218624,2858613156,3772170724,4195831780,5109389348,6630783880,0
63234304,163328400,226562704,226562704,289797008,389891104,1
91087936,206554384,277022736,297642320,368110672,483577120,0
1011748864,2613254400,3625003264,3625003264,4636752128,6238257664,1
1566576400,3468267664,4621280400,5034844064,6187856800,8089548064,0
569108736,1469955600,2039064336,2039064336,2608173072,3509019936,1
638017081,1579506049,2167740481,2217523130,2805757562,3747246530,0
395214400,1020802500,1416016900,1416016900,1811231300,2436819400,1
472888516,1143521856,1559934016,1616410372,2032822532,2703455872,0
1768900,80568576,82337476,82337476,84106376,162906052,1
33454656,180364900,183006784,213819556,216461440,363371684,0
113209600,5156388864,5269598464,5269598464,5382808064,10425987328,1
140635881,5332942729,5448063721,5473578610,5588699602,10781006450,0
7075600,322274304,329349904,329349904,336425504,651624208,1
103774969,649179441,659205625,752954410,762980594,1308385066,0
86676100,3947860224,4034536324,4034536324,4121212424,7982396548,1
255488256,4831084036,4926916864,5086572292,5182405120,9758000900,0
15920100,725117184,741037284,741037284,756957384,1466154468,1
192904321,1356227929,1377968641,1549132250,1570872962,2734196570,0
63680400,2900468736,2964149136,2964149136,3027829536,5864617872,1
135256900,3306940036,3374912836,3442196936,3510169736,6681852872,0
28302400,1289097216,1317399616,1317399616,1345702016,2606496832,1
98545329,1641141121,1673055409,1739686450,1771600738,3314196530,0
12006225,34574400,46580625,46580625,58586850,81155025,1
24970009,54937744,69839449,79907753,94809458,124777193,0
768398400,2212761600,2981160000,2981160000,3749558400,5193921600,1
1371443089,3175660609,4084871569,4547103698,5456314658,7260532178,0
48024900,138297600,186322500,186322500,234347400,324620100,1
215032896,380016036,457275456,595048932,672308352,837291492,0
300155625,864360000,1164515625,1164515625,1464671250,2028875625,1
460531600,1124596225,1463827600,1585127825,1924359200,2588423825,0
588305025,1694145600,2282450625,2282450625,2870755650,3976596225,1
880427584,2169416929,2829388864,3049844513,3709816448,4998805793,0
192099600,553190400,745290000,745290000,937389600,1298480400,1
522305316,1057160196,1317254436,1579465512,1839559752,2374414632,0
108056025,311169600,419225625,419225625,527281650,730395225,1
154455184,387026929,506610064,541482113,661065248,893636993,0
31102929,89567296,120670225,120670225,151773154,210237521,1
59367025,134374464,171950769,193741489,231317794,306325233,0
1990587456,5732306944,7722894400,7722894400,9713481856,13455201344,1
2866317444,7162913956,9370627204,10029231400,12236944648,16533541160,0
1119705444,3224422656,4344128100,4344128100,5463833544,7568550756,1
1210692025,3377585689,4521621049,4588277714,5732313074,7899206738,0
124411716,358269184,482680900,482680900,607092616,840950084,1
336979449,682829161,851063929,1019808610,1188043378,1533893090,0
497646864,1433076736,1930723600,1930723600,2428370464,3363800336,1
976000081,2189210521,2795554129,3165210602,3771554210,4984764650,0
777573225,2239182400,3016755625,3016755625,3794328850,5255938025,1
1244537284,2993512369,3883533124,4238049653,5128070408,6877045493,0
1524043521,4388797504,5912841025,5912841025,7436884546,10301638529,1
1704368656,4691291049,6263139600,6395659705,7967508256,10954430649,0
29506624,76212900,105719524,105719524,135226148,181932424,1
92102409,166281025,208715809,258383434,300818218,374996834,0
118026496,304851600,422878096,422878096,540904592,727729696,1
274863241,537080625,690585841,811943866,965449082,1227666466,0
265559616,685916100,951475716,951475716,1217035332,1637391816,1
443692096,958397764,1268356996,1402089860,1712049092,2226754760,0
737665600,1905322500,2642988100,2642988100,3380653700,4548310600,1
1287661456,2743035876,3616097956,4030697332,4903759412,6359133832,0
472105984,1219406400,1691512384,1691512384,2163618368,2910918784,1
472627600,1220244624,1692499600,1692872224,2165127200,2912744224,0
1888423936,4877625600,6766049536,6766049536,8654473472,11643675136,1
2775814596,6252064900,8369688196,9027879496,11145502792,14621753096,0
1062238464,2743664400,3805902864,3805902864,4868141328,6549567264,1
1079319609,2771074881,3838174209,3850394490,4917493818,6609249090,0
18249984,23961025,42211009,42211009,60460993,66172034,1
116532025,130370724,169520400,246902749,286052425,299891124,0
291999744,383376400,675376144,675376144,967375888,1058752544,1
646023889,778912281,1177656489,1424936170,1823680378,1956568770,0
72999936,95844100,168844036,168844036,241843972,264688136,1
130736356,160782400,252301456,291518756,383037812,413083856,0
656999424,862596900,1519596324,1519596324,2176595748,2382193224,1
736742449,953636161,1639683049,1690378610,2376425498,2593319210,0
1167998976,1533505600,2701504576,2701504576,3869503552,4235010176,1
1616924521,2042588025,3365276121,3659512546,4982200642,5407864146,0
456249600,599025625,1055275225,1055275225,1511524825,1654300850,1
753722116,934463761,1488339241,1688185877,2242061357,2422803002,0
164249856,215649225,379899081,379899081,544148937,595548306,1
226713249,286489476,472279824,513202725,698993073,758769300,0
7001316,48441600,55442916,55442916,62444232,103884516,1
44156025,120099681,130988025,164255706,175144050,251087706,0
28005264,193766400,221771664,221771664,249776928,415538064,1
220492801,551169529,597753601,771662330,818246402,1148923130,0
343064484,2373638400,2716702884,2716702884,3059767368,5090341284,1
363512356,2426941696,2773707556,2790454052,3137219912,5200649252,0
175032900,1211040000,1386072900,1386072900,1561105800,2597112900,1
467813641,1866153601,2082005641,2333967242,2549819282,3948159242,0
448084224,3100262400,3548346624,3548346624,3996430848,6648609024,1
937461924,4241916900,4763484324,5179378824,5700946248,9005401224,0
112021056,775065600,887086656,887086656,999107712,1662152256,1
310887424,1217172544,1356596224,1528059968,1667483648,2573768768,0
252047376,1743897600,1995944976,1995944976,2247992352,3739842576,1
435014449,2184721081,2465817649,2619735530,2900832098,4650538730,0
14400,15876,30276,30276,44676,46152,1
12574116,12616704,12960000,25190820,25534116,25576704,0
3240000,3572100,6812100,6812100,10052100,10384200,1
41036836,42198016,52070656,83234852,93107492,94268672,0
4665600,5143824,9809424,9809424,14475024,14953248,1
22810176,23853456,33039504,46663632,55849680,56892960,0
2822400,3111696,5934096,5934096,8756496,9045792,1
69789316,71199844,82992100,140989160,152781416,154191944,0
1440000,1587600,3027600,3027600,4467600,4615200,1
47114496,47941776,54819216,95056272,101933712,102760992,0
4161600,4588164,8749764,8749764,12911364,13337928,1
4937284,5400976,9859600,10338260,14796884,15260576,0
3686400,4064256,7750656,7750656,11437056,11814912,1
116100625,118178641,135466321,234279266,251566946,253644962,0
50808384,53231616,104040000,104040000,154848384,157271616,1
149866564,154008100,234518596,303874664,384385160,388526696,0
2489610816,2608349184,5097960000,5097960000,7587570816,7706309184,1
3261209449,3396908089,6179689321,6658117538,9440898770,9576597410,0
203233536,212926464,416160000,416160000,619393536,629086464,1
215766721,225750625,434013889,441517346,649780610,659764514,0
812934144,851705856,1664640000,1664640000,2477574144,2516345856,1
1481249169,1533427281,2578100625,3014676450,4059349794,4111527906,0
1270209600,1330790400,2601000000,2601000000,3871209600,3931790400,1
2051818209,2128622769,3679271649,4180440978,5731089858,5807894418,0
457275456,479084544,936360000,936360000,1393635456,1415444544,1
508953600,531948096,1009714176,1040901696,1518667776,1541662272,0
1829101824,1916338176,3745440000,3745440000,5574541824,5661778176,1
2401588036,2501400196,4547883844,4902988232,6949471880,7049284040,0
63504,112896,176400,176400,239904,289296,1
65966884,67338436,68724100,133305320,134690984,136062536,0
20575296,36578304,57153600,57153600,77728896,93731904,1
40564161,62110161,88228449,102674322,128792610,150338610,0
16257024,28901376,45158400,45158400,61415424,74059776,1
43824400,63425296,86638864,107249696,130463264,150064160,0
7683984,13660416,21344400,21344400,29028384,35004816,1
20160100,29311396,40170244,49471496,60330344,69481640,0
6350400,11289600,17640000,17640000,23990400,28929600,1
130690624,150601984,171924544,281292608,302615168,322526528,0
12446784,22127616,34574400,34574400,47021184,56702016,1
180929401,213949129,249734809,394878530,430664210,463683938,0
18352656,32626944,50979600,50979600,69332256,83606544,1
24304900,40424164,60621796,64729064,84926696,101045960,0
20793600,41964484,62758084,62758084,83551684,104722568,1
109893289,153784801,191684025,263678090,301577314,345468826,0
1330790400,2685726976,4016517376,4016517376,5347307776,6702244352,1
1813397056,3355653184,4827470400,5169050240,6640867456,8183123584,0
187142400,377680356,564822756,564822756,751965156,942503112,1
445885456,721996900,973564804,1167882356,1419450260,1695561704,0
83174400,167857936,251032336,251032336,334206736,418890272,1
314920516,465782724,598780900,780703240,913701416,1064563624,0
332697600,671431744,1004129344,1004129344,1336826944,1675561088,1
367373889,720331921,1063738225,1087705810,1431112114,1784070146,0
748569600,1510721424,2259291024,2259291024,3007860624,3770012448,1
837060624,1635393600,2411202816,2472454224,3248263440,4046596416,0
1018886400,2056259716,3075146116,3075146116,4094032516,5131405832,1
1357406649,2526972361,3645382129,3884379010,5002788778,6172354490,0
70560000,93741124,164301124,164301124,234861124,258042248,1
71961289,95355225,166435801,167316514,238397090,261791026,0
1764000000,2343528100,4107528100,4107528100,5871528100,6451056200,1
2022031089,2639596129,4496641249,4661627218,6518672338,7136237378,0
282240000,374964496,657204496,657204496,939444496,1032168992,1
716793529,860659569,1268000881,1577453098,1984794410,2128660450,0
4515840000,5999431936,10515271936,10515271936,15031111936,16514703872,1
3977446489,5376262329,9684724921,9353708818,13662171410,15060987250,0
2540160000,3374680464,5914840464,5914840464,8455000464,9289520928,1
2565321201,3403672281,5953202649,5968993482,8518523850,9356874930,0
635040000,843670116,1478710116,1478710116,2113750116,2322380232,1
1030538404,1292258704,2057166736,2322797108,3087705140,3349425440,0
1128960000,1499857984,2628817984,2628817984,3757777984,4128675968,1
1880523225,2351571049,3725515369,4232094274,5606038594,6077086418,0
2822400,3705625,6528025,6528025,9350425,10233650,1
6969600,8323225,12355225,15292825,19324825,20678450,0
815673600,1070925625,1886599225,1886599225,2702272825,2957524850,1
1075118521,1365598116,2271856896,2440716637,3346975417,3637455012,0
635040000,833765625,1468805625,1468805625,2103845625,2302571250,1
810199296,1032915321,1729644921,1843114617,2539844217,2762560242,0
341510400,448380625,789891025,789891025,1131401425,1238271650,1
590101264,728298169,1150362889,1318399433,1740464153,1878661058,0
282240000,370562500,652802500,652802500,935042500,1023365000,1
453988249,564395049,903423249,1018383298,1357411498,1467818298,0
476985600,626250625,1103236225,1103236225,1580221825,1729486850,1
556252225,716632900,1222201600,1272885125,1778453825,1938834500,0
553190400,726302500,1279492900,1279492900,1832683300,2005795400,1
913429729,1132524409,1803955729,2045954138,2717385458,2936480138,0
17424,4734976,4752400,4752400,4769824,9487376,1
19044,4761124,4778596,4780168,4797640,9539720,0
1742400,473497600,475240000,475240000,476982400,948737600,1
23512801,639533521,641558241,663046322,665071042,1281091762,0
2108304,572932096,575040400,575040400,577148704,1147972496,1
62425801,923248225,925924041,985674026,988349842,1849172266,0
3415104,928055296,931470400,931470400,934885504,1859525696,1
80120401,1411279489,1415490129,1491399890,1495610530,2826769618,0
5035536,1368408064,1373443600,1373443600,1378479136,2741851664,1
24512401,1576010601,1581414289,1600523002,1605926690,3157424890,0
3920400,1065369600,1069290000,1069290000,1073210400,2134659600,1
66896041,1508467921,1513132201,1575363962,1580028242,3021600122,0
4460544,1212153856,1216614400,1216614400,1221074944,2428768256,1
5929225,1234749321,1239251209,1240678546,1245180434,2474000530,0
8850625,23970816,32821441,32821441,41672066,56792257,1
56115081,88585744,104960025,144700825,161075106,193545769,0
433680625,1174569984,1608250609,1608250609,2041931234,2782820593,1
505935049,1291683600,1744816441,1797618649,2250751490,3036500041,0
221265625,599270400,820536025,820536025,1041801650,1419806425,1
523494400,1055275225,1343222500,1578769625,1866716900,2398497725,0
141610000,383533056,525143056,525143056,666753056,908676112,1
195804049,469892329,625450081,665696378,821254130,1095342410,0
566440000,1534132224,2100572224,2100572224,2667012224,3634704448,1
749883456,1827733504,2441941056,2577616960,3191824512,4269674560,0
318622500,862949376,1181571876,1181571876,1500194376,2044521252,1
412333636,1013276224,1356448900,1425609860,1768782536,2369725124,0
35402500,95883264,131285764,131285764,166688264,227169028,1
153735201,263770081,320660649,417505282,474395850,584430730,0
2944656,87609600,90554256,90554256,93498912,178163856,1
14137600,130051216,133633600,144188816,147771200,263684816,0
73616400,2190240000,2263856400,2263856400,2337472800,4454096400,1
319908996,3147883236,3236016996,3467792232,3555925992,6383900232,0
188457984,5607014400,5795472384,5795472384,5983930368,11402486784,1
380757169,6506842225,6709739569,6887599394,7090496738,13216581794,0
144288144,4292870400,4437158544,4437158544,4581446688,8730028944,1
200562244,4579228900,4728212644,4779791144,4928774888,9307441544,0
26501904,788486400,814988304,814988304,841490208,1603474704,1
80281600,1017099664,1047169600,1097381264,1127451200,2064269264,0
47114496,1401753600,1448868096,1448868096,1495982592,2850621696,1
260628736,2182758400,2241454336,2443387136,2502083072,4424212736,0
106007616,3153945600,3259953216,3259953216,3365960832,6413898816,1
284866884,3936558564,4054887684,4221425448,4339754568,7991446248,0
2131600,2350089,4481689,4481689,6613289,6831778,1
126540001,128187684,141752836,254727685,268292837,269940520,0
690638400,761428836,1452067236,1452067236,2142705636,2213496072,1
1136633796,1226960784,2073891600,2363594580,3210525396,3300852384,0
213160000,235008900,448168900,448168900,661328900,683177800,1
337199769,364542649,621654489,701742418,958854258,986197138,0
417793600,460617444,878411044,878411044,1296204644,1339028488,1
432931249,476505241,900300025,909436490,1333231274,1376805266,0
257923600,284360769,542284369,542284369,800207969,826645138,1
535320769,573123600,921972496,1108444369,1457293265,1495096096,0
616032400,679175721,1295208121,1295208121,1911240521,1974383842,1
624000400,687540841,1306750201,1311541241,1930750601,1994291042,0
360240400,397165041,757405441,757405441,1117645841,1154570482,1
397364356,436099689,810825625,833464045,1208189981,1246925314,0
1147041,8643600,9790641,9790641,10937682,18434241,1
106502400,148571721,153214884,255074121,259717284,301786605,0
331494849,2498000400,2829495249,2829495249,3160990098,5327495649,1
644550544,3267379921,3645019876,3911930465,4289570420,6912399797,0
138791961,1045875600,1184667561,1184667561,1323459522,2230543161,1
238270096,1295640025,1449629476,1533910121,1687899572,2745269501,0
258084225,1944810000,2202894225,2202894225,2460978450,4147704225,1
527253444,2600694009,2897884224,3127947453,3425137668,5498578233,0
165173904,1244678400,1409852304,1409852304,1575026208,2654530704,1
178489600,1280780944,1448259136,1459270544,1626748736,2729040080,0
224820036,1694145600,1918965636,1918965636,2143785672,3613111236,1
490223881,2333566249,2596208209,2823790130,3086432090,4929774458,0
193849929,1460768400,1654618329,1654618329,1848468258,3115386729,1
259306609,1632160000,1836722449,1891466609,2096029058,3468882449,0
1010025,1795600,2805625,2805625,3815650,4601225,1
85377600,91680625,98208100,177058225,183585700,189888725,0
197964900,351937600,549902500,549902500,747867400,901840100,1
286624900,467424400,692216100,754049300,978841000,1159640500,0
227255625,404010000,631265625,631265625,858521250,1035275625,1
614742436,889172761,1214104336,1503915197,1828846772,2103277097,0
101002500,179560000,280562500,280562500,381565000,460122500,1
121352256,206381956,313856656,327734212,435208912,520238612,0
122213025,217267600,339480625,339480625,461693650,556748225,1
275759236,411724681,574848576,687483917,850607812,986573257,0
291897225,518928400,810825625,810825625,1102722850,1329754025,1
658179025,982822500,1372332025,1641001525,2030511050,2355154525,0
327248100,581774400,909022500,909022500,1236270600,1490796900,1
368025856,635745796,976187536,1003771652,1344213392,1611933332,0
2924100,5198400,8122500,8122500,11046600,13320900,1
8561476,12222016,16532356,20783492,25093832,28754372,0
947408400,1684281600,2631690000,2631690000,3579098400,4315971600,1
1643248369,2580335209,3727957249,4223583578,5371205618,6308292458,0
421070400,748569600,1169640000,1169640000,1590710400,1918209600,1
799645284,1233273924,1760473764,2032919208,2560119048,2993747688,0
494172900,878529600,1372702500,1372702500,1866875400,2251232100,1
600495025,1018567225,1546455625,1619062250,2146950650,2565022850,0
353816100,629006400,982822500,982822500,1336638600,1611828900,1
469675584,780755364,1170460944,1250430948,1640136528,1951216308,0
657922500,1169640000,1827562500,1827562500,2485485000,2997202500,1
925863184,1519284484,2258910784,2445147668,3184773968,3778195268,0
748569600,1330790400,2079360000,2079360000,2827929600,3410150400,1
1002355600,1663008400,2490010000,2665364000,3492365600,4153018400,0
1713481,20142144,21855625,21855625,23569106,41997769,1
108868356,185313769,190440000,294182125,299308356,375753769,0
246741264,2900468736,3147210000,3147210000,3393951264,6047678736,1
288558169,3039868225,3292349641,3328426394,3580907810,6332217866,0
385533225,4531982400,4917515625,4917515625,5303048850,9449498025,1
624350169,5281219584,5696777529,5905569753,6321127698,10977997113,0
495196009,5821079616,6316275625,6316275625,6811471634,12137355241,1
507826225,5864190084,6361179049,6372016309,6869005274,12225369133,0
207331201,2437199424,2644530625,2644530625,2851861826,5081730049,1
563445169,3446394436,3692142169,4009839605,4255587338,7138536605,0
438651136,5156388864,5595040000,5595040000,6033691136,10751428864,1
541679076,5496443044,5949036900,6038122120,6490715976,11445479944,0
289578289,3404022336,3693600625,3693600625,3983178914,7097622961,1
623700676,4395822601,4724087824,5019523277,5347788500,9119910425,0
9096256,40832100,49928356,49928356,59024612,90760456,1
58033924,120824064,136142224,178857988,194176148,256966288,0
81866304,367488900,449355204,449355204,531221508,816844104,1
121771225,447618649,537544225,569389874,659315450,985162874,0
145540096,653313600,798853696,798853696,944393792,1452167296,1
263120841,883100089,1051121241,1146220930,1314242082,1934221330,0
327465216,1469955600,1797420816,1797420816,2124886032,3267376416,1
628254225,2052905481,2436903225,2681159706,3065157450,4489808706,0
36385024,163328400,199713424,199713424,236098448,363041824,1
174847729,398840841,454670329,573688570,629518058,853511170,0
582160384,2613254400,3195414784,3195414784,3777575168,5808669184,1
596776041,2644119241,3229535241,3240895282,3826311282,5873654482,0
227406400,1020802500,1248208900,1248208900,1475615300,2269011400,1
280495504,1130169924,1368852004,1410665428,1649347508,2499021928,0
11055625,29942784,40998409,40998409,52054034,70941193,1
20566225,44649124,57957769,65215349,78523994,102606893,0
276390625,748569600,1024960225,1024960225,1301350850,1773529825,1
290020900,770895225,1051056400,1060916125,1341077300,1821951625,0
541725625,1467196416,2008922041,2008922041,2550647666,3476118457,1
805083876,1883820409,2492006400,2688904285,3297090276,4375826809,0
99500625,269485056,368985681,368985681,468486306,638470737,1
103245921,275626404,376166025,378872325,479411946,651792429,0
176890000,479084544,655974544,655974544,832864544,1135059088,1
471237264,917847616,1157360400,1389084880,1628597664,2075208016,0
44222500,119771136,163993636,163993636,208216136,283764772,1
126675025,241771401,303142921,368446426,429817946,544914322,0
398002500,1077940224,1475942724,1475942724,1873945224,2553882948,1
749007424,1620062500,2100938896,2369069924,2849946320,3721001396,0
24010000,65028096,89038096,89038096,113048096,154066192,1
50410000,105349696,135396496,155759696,185806496,240746192,0
384160000,1040449536,1424609536,1424609536,1808769536,2465059072,1
737991556,1585791684,2052996100,2323783240,2790987656,3638787784,0
216090000,585252864,801342864,801342864,1017432864,1386595728,1
226984356,603095364,822198276,830079720,1049182632,1425293640,0
96040000,260112384,356152384,356152384,452192384,616264768,1
158357056,357663744,468982336,516020800,627339392,826646080,0
600250000,1625702400,2225952400,2225952400,2826202400,3851654800,1
1053002500,2329992900,3039316900,3382995400,4092319400,5369309800,0
1536640000,4161798144,5698438144,5698438144,7235078144,9860236288,1
1764000000,4530905344,6129010944,6294905344,7893010944,10659916288,0
1176490000,3186376704,4362866704,4362866704,5539356704,7549243408,1
1683789156,3991965124,5297801796,5675754280,6981590952,9289766920,0
11289600,16842816,28132416,28132416,39422016,44975232,1
163021824,182574144,216442944,345595968,379464768,399017088,0
553190400,825297984,1378488384,1378488384,1931678784,2203786368,1
810996484,1134746596,1771231396,1945743080,2582227880,2905977992,0
282240000,421070400,703310400,703310400,985550400,1124380800,1
477947044,654438724,997422724,1132385768,1475369768,1651861448,0
45158400,67371264,112529664,112529664,157688064,179900928,1
155650576,194993296,267780496,350643872,423431072,462773792,0
101606400,151585344,253191744,253191744,354798144,404777088,1
348755625,437102649,600593049,785858274,949348674,1037695698,0
722534400,1077940224,1800474624,1800474624,2523009024,2878414848,1
1127750724,1562937156,2414149956,2690687880,3541900680,3977087112,0
406425600,606341376,1012766976,1012766976,1419192576,1619108352,1
480267225,695851641,1127549241,1176118866,1607816466,1823400882,0
11758041,20903184,32661225,32661225,44419266,53564409,1
121727089,148254976,177395761,269982065,299122850,325650737,0
105822369,188128656,293951025,293951025,399773394,482079681,1
225900900,340734681,479084544,566635581,704985444,819819225,0
752514624,1337803776,2090318400,2090318400,2842833024,3428122176,1
860718244,1480864324,2268235876,2341582568,3128954120,3749100200,0
576144009,1024256016,1600400025,1600400025,2176544034,2624656041,1
684659556,1167383889,1778140224,1852043445,2462799780,2945524113,0
