side1^2+side2^2,side1^2+side3^2,side2^2+side3^2,validity
2762355922,2983563482,2085491482,0
4752400,9487376,4769824,1
67846480,91341136,67900544,0
475240000,476982400,948737600,1
1015711250,1018137250,1839212050,0
1147972496,577148704,575040400,1
1551468776,805539592,803088616,0
1859525696,931470400,934885504,1
2205411266,1121667010,1125386194,0
1378479136,1373443600,2741851664,1
1483546760,1478335240,2936847112,0
2134659600,1073210400,1069290000,1
2533013288,1292632328,1288361768,0
1216614400,1221074944,2428768256,1
1501983970,1506895970,2945283298,0
41672066,56792257,32821441,1
124289546,152510957,109757861,0
2041931234,2782820593,1608250609,1
2444815970,3270260065,1974470017,0
820536025,1041801650,1419806425,1
1243640873,1504823858,1974882953,0
908676112,666753056,525143056,1
1187211610,898308578,736326730,0
2667012224,2100572224,3634704448,1
4200890850,3505555762,5465830930,0
1181571876,1500194376,2044521252,1
1707267236,2076169616,2736448052,0
227169028,131285764,166688264,1
568289570,403985930,460083482,0
90554256,178163856,93498912,1
232750856,391340456,237115112,0
2337472800,4454096400,2263856400,1
2815161408,5235404688,2735348688,0
11402486784,5983930368,5795472384,1
13890889890,7514326242,7306317090,0
4581446688,4437158544,8730028944,1
4790061378,4642923114,9078299514,0
814988304,1603474704,841490208,1
1533623184,2724215184,1568167200,0
1448868096,1495982592,2850621696,1
1849984416,1902265632,3510074016,0
3259953216,3365960832,6413898816,1
3691055106,3802864050,7135067106,0
4481689,6831778,6613289,1
7464049,10385728,10103729,0
2142705636,2213496072,1452067236,1
3545372330,3641110370,2655153098,0
683177800,661328900,448168900,1
797809928,773759348,542985908,0
1296204644,1339028488,878411044,1
2418111914,2480204546,1846168010,0
826645138,800207969,542284369,1
1483173416,1445547245,1098111629,0
1974383842,1295208121,1911240521,1
2299816642,1564349161,2230418681,0
757405441,1154570482,1117645841,1
1030349413,1482825970,1439755605,0
10937682,18434241,9790641,1
58107044,77531561,55753805,0
5327495649,2829495249,3160990098,1
5343602805,2840144589,3172140666,0
1323459522,1184667561,2230543161,1
1650159522,1497646161,2692932561,0
2202894225,4147704225,2460978450,1
2629380933,4781452113,2906499348,0
2654530704,1409852304,1575026208,1
3176545050,1762797834,1943498466,0
1918965636,3613111236,2143785672,1
2004782900,3742376996,2233593104,0
3115386729,1654618329,1848468258,1
4711884437,2765584445,3004024010,0
2805625,4601225,3815650,1
100096625,109798225,105059650,0
901840100,549902500,747867400,1
1216304852,799757812,1030027432,0
631265625,1035275625,858521250,1
956967653,1444231853,1225850378,0
460122500,280562500,381565000,1
1143924148,846685348,1006527248,0
461693650,339480625,556748225,1
770980900,615271225,899532125,0
1329754025,1102722850,810825625,1
2388374833,2060974978,1668709073,0
909022500,1236270600,1490796900,1
1691260308,2112793488,2461604868,0
13320900,11046600,8122500,1
128130452,119661392,110542532,0
3579098400,4315971600,2631690000,1
5402951618,6343239578,4252128458,0
1590710400,1169640000,1918209600,1
2243021378,1747764338,2644707218,0
1866875400,2251232100,1372702500,1
2361289608,2803622148,1809140868,0
1336638600,1611828900,982822500,1
1810404752,2140093892,1402089812,0
1827562500,2485485000,2997202500,1
2198477018,2906895818,3469109618,0
3410150400,2827929600,2079360000,1
4081513472,3428083712,2608305152,0
23569106,21855625,41997769,1
155379186,151548865,209794129,0
3147210000,3393951264,6047678736,1
3537885402,3796757730,6656713290,0
9449498025,4917515625,5303048850,1
11840229953,6479504693,6911079188,0
6316275625,6811471634,12137355241,1
7790585605,8330192244,14411056561,0
2851861826,5081730049,2644530625,1
4325725476,7237559137,4078278661,0
5595040000,6033691136,10751428864,1
6314595298,6775560770,11872642210,0
7097622961,3693600625,3983178914,1
7875193645,4192957945,4497992532,0
49928356,90760456,59024612,1
184183556,263442056,199693700,0
816844104,531221508,449355204,1
1755205290,1278823482,1158737490,0
944393792,798853696,1452167296,1
1106626112,950702656,1666224256,0
2124886032,1797420816,3267376416,1
3283663050,2887984026,4766617026,0
363041824,236098448,199713424,1
1020807400,770699528,709637800,0
3195414784,5808669184,3777575168,1
3719727232,6549154432,4337969792,0
2269011400,1248208900,1475615300,1
3239078728,1952272228,2224078308,0
70941193,52054034,40998409,1
165344341,132961140,116053249,0
1773529825,1301350850,1024960225,1
3027071293,2358506228,1996957033,0
3476118457,2008922041,2550647666,1
4116089149,2490055621,3079824570,0
638470737,468486306,368985681,1
1292544569,1025030516,883238285,0
655974544,832864544,1135059088,1
1279786954,1511308034,1939488538,0
163993636,208216136,283764772,1
430009268,495488360,620057300,0
2553882948,1475942724,1873945224,1
3602646698,2276311874,2749446074,0
113048096,154066192,89038096,1
377492648,458896040,335970440,0
1424609536,1808769536,2465059072,1
1630329730,2035486818,2740198210,0
801342864,1017432864,1386595728,1
843689610,1064200194,1443557466,0
452192384,356152384,616264768,1
476629664,378284704,646017568,0
2225952400,2826202400,3851654800,1
2986294858,3660811218,4857530938,0
9860236288,5698438144,7235078144,1
11431762720,6877763872,8533032480,0
5539356704,7549243408,4362866704,1
7146528552,9486597640,5826862120,0
28132416,39422016,44975232,1
227633256,255554856,271419912,0
1931678784,1378488384,2203786368,1
2254120082,1658072882,2552798882,0
703310400,1124380800,985550400,1
766327592,1203455432,1058479592,0
112529664,179900928,157688064,1
312258530,418579778,381460130,0
354798144,404777088,253191744,1
1031487080,1123990088,861293480,0
1800474624,2523009024,2878414848,1
2759562504,3619760904,4060518408,0
1419192576,1619108352,1012766976,1
2554841736,2837520072,2014928136,0
32661225,44419266,53564409,1
208957685,234900356,258230129,0
399773394,482079681,293951025,1
542193714,640876905,419994441,0
3428122176,2842833024,2090318400,1
4405080896,3718110464,2863914560,0
2176544034,2624656041,1600400025,1
3587654564,4189177745,2858099381,0
177677064,214257636,130644900,1
227271080,269648948,174441620,0
522579600,857030544,710708256,1
1171493264,1653930704,1433615168,0
816530625,1339110225,1110481650,1
1634509773,2350073493,2024952858,0
86559529,147188258,77915929,1
211471897,314830880,198827545,0
2355012128,1246654864,1384952464,1
3370267016,1944576904,2110042120,0
3817880521,4241416921,7212224642,1
4791941893,5256099685,8660766440,0
779035761,701243361,1324694322,1
1334749473,1236917025,2094446880,0
588753032,346238116,311663716,1
1327045064,899268820,847348756,0
2804973444,3116143044,5298777288,1
2938373690,3255427994,5500914146,0
3679706450,2163988225,1947898225,1
4561199442,2783652097,2543047537,0
189687496,228740804,139476100,1
340889288,395966404,274654084,0
9294687304,11208299396,6834328900,1
11418677194,13583374610,8707233466,0
2231617600,3034999936,3659852864,1
2237308994,3041503858,3667169314,0
5718520100,4742187400,3486902500,1
7662800962,6486383242,5031013322,0
14639411456,12139999744,8926470400,1
14749481458,12237862930,9012126770,0
758749984,557904400,914963216,1
1053984802,819419306,1243917946,0
6828749856,5021139600,8234668944,1
7208335656,5353957800,8661022344,0
16859236,25561736,25015972,1
222778250,250608250,248624098,0
5010100256,3304410256,4903130512,1
5065178728,3349758728,4957477288,0
2556173600,2501597200,1685923600,1
3125375272,3063605992,2159475272,0
3680889984,3602299968,2427729984,1
5240441504,5142946208,3735881504,0
4319933384,4227699268,2849210884,1
4903559120,4803802372,3332801620,0
5751390600,5628593700,3793328100,1
7534622138,7389707978,5282447138,0
3026932612,2039967556,3092970056,1
3937721042,2809735546,4015225546,0
76807696,153125392,77297696,1
143711240,264316424,144355016,0
5512514112,2765077056,2782717056,1
5826399464,2936326376,2954461640,0
1378128528,695679264,691269264,1
2304258026,1250883074,1245180650,0
3763577104,7503144208,3787587104,1
4327845160,8521931560,4353433352,0
3828134800,1932442400,1920192400,1
3925875850,1985583650,1973178250,0
9800025088,4947052544,4915692544,1
12527253986,6498711074,6463255010,0
1228923136,1236763136,2450006272,1
1313900680,1321985736,2605559944,0
35731336,49495364,28408900,1
277737730,320519754,259060426,0
1750835464,1392036100,2425272836,1
3048489544,2588229940,3982214196,0
454542400,571701376,791925824,1
966940456,1125817096,1452653352,0
255680100,445458276,321582024,1
300990420,506355156,371276064,0
2286805504,3167703296,1818169600,1
2656770850,3620924226,2155556674,0
142925344,113635600,197981456,1
497500160,446023184,609256976,0
893283400,710222500,1237384100,1
938829602,751643282,1293473042,0
18921544,22817156,13912900,1
114725770,125414458,102924050,0
3130402500,4257347400,5133860100,1
4688288978,6015020138,7091319098,0
5841191936,4843915264,3561702400,1
6655703816,5570912392,4201184776,0
7392758544,6130580256,4507779600,1
9413106842,7940135810,6106542410,0
3197740936,3856099364,2351280100,1
4329148426,5117673410,3352521034,0
2760875876,1683460900,2289506824,1
3673420418,2407825450,3107961370,0
2726928400,3708622624,4472162576,1
3838690576,4965431072,5874017296,0
8035848,13543524,7193124,1
58352330,75166922,56366210,0
2078812836,2322360072,3914078436,1
2767934178,3041208090,4926890250,0
1157162112,1950267456,1035809856,1
1326662912,2192050496,1198001216,0
870368004,972337608,1638766404,1
1709633210,1843568330,2826100562,0
1354352400,803584800,719312400,1
2307332072,1501974632,1391957192,0
4388101776,2330572176,2603614752,1
5842517210,3327060266,3642157394,0
1358058312,2288855556,1215637956,1
1763143400,2860048820,1603925588,0
152201569,218006113,238598594,1
306461465,394539533,423793940,0
5964964850,5450152825,3805039225,1
6497912250,5954589925,4236164125,0
11691331106,10682299537,7457876881,1
11786622570,10772390533,7534595245,0
608806276,954394376,872024452,1
1172627428,1632763728,1518320308,0
3817577504,3488097808,2435225104,1
4706253864,4330760200,3159565864,0
7848220068,8589549384,5479256484,1
9952365722,10807930250,7289654450,0
13952391232,15270310016,9740900416,1
16910116450,18390607826,12280581826,0
99905561,60918025,82848514,1
516840745,421457401,471585794,0
2982546504,3596600196,2193048900,1
4602472520,5396053700,3633447428,0
5302304896,6393955904,3898753600,1
6368502088,7586981224,4838122664,0
331394056,243672100,399622244,1
985382920,838417892,1112854180,0
1325576224,974688400,1598488976,1
1949716000,1528695568,2292761360,0
4059577186,2984983225,4895372489,1
5398656356,4169226805,6389287249,0
2497639025,1522950625,2071212850,1
3773573777,2544785797,3220097812,0
35462034,37956393,24472809,1
64793090,68359877,49973765,0
4796670564,6950558664,7439453028,1
6544963604,8993091104,9564372500,0
10969397577,7072641801,10248527826,1
12271750137,8135452665,11498480640,0
9716836608,9078280704,6265039104,1
12545457362,11797356722,8592883922,0
4290906114,4592723553,2961209889,1
4507053602,4818091637,3144426677,0
4135904721,5993083746,6414630417,1
5796529461,7931173986,8430410997,0
5506382025,7978957650,8540188425,1
6642832673,9313046048,9929615393,0
141239609,72208066,71149225,1
229688729,126688468,125338189,0
1778730625,1805201650,3530990225,1
2508176357,2538919412,4762636817,0
4553550400,9039334976,4621316224,1
6164698306,11777261346,6242049202,0
284596900,564958436,288832264,1
844965706,1415553570,851669914,0
1271156481,649872594,640343025,1
1462827821,760741562,750518741,0
6920740841,3538195234,3486312025,1
7013521853,3590575060,3538345225,0
5084625924,2561372100,2599490376,1
5840282330,2995578482,3036431210,0
102954056,100600900,198848644,1
356946120,352968340,568189012,0
402403600,795394576,411816224,1
566701768,1066878280,577603080,0
1609614400,1647264896,3181578304,1
2000366440,2041726856,3839444584,0
12726313216,6438457600,6589059584,1
13074213970,6639139666,6791786354,0
5044748744,4929444100,9743583556,1
6258188192,6131474836,11767041556,0
2573851400,2515022500,4971216100,1
3187831250,3123226250,5995299050,0
926586504,1789637796,905408100,1
1661160674,2951640770,1633962146,0
104898564,192508164,122187528,1
358691940,523909044,387231696,0
4398751008,6930293904,3776348304,1
4673902400,7303076432,4034946320,0
944087076,1099687752,1732573476,1
1902982916,2109206864,3040666580,0
5140029636,9432900036,5987188872,1
5227699850,9559836386,6080551514,0
7820001792,6713508096,12320522496,1
8309796480,7173836928,12984105600,0
3054688200,4812704100,2622464100,1
3804219450,5815832850,3328997850,0
770032656,488750112,419594256,1
1311968666,905942162,815635946,0
56972304,62965008,107951904,1
270289424,281661200,388507424,0
2051002944,3886268544,2266740288,1
3328822080,5747201280,3591208512,0
1574125200,2698797600,1424307600,1
2350149800,3795285800,2172465800,0
6908921856,4029760512,3646227456,1
9018737696,5510472992,5072235296,0
2791642896,3085285392,5289643296,1
3313744218,3628446858,6074996418,0
512750736,566685072,971567136,1
520205130,574455258,982968930,0
227889216,251860032,431807616,1
317482226,344888402,564342626,0
21058921,25634242,37542521,1
23605325,28391188,41064025,0
3691330848,3032484624,5406123024,1
4352908352,3644446160,6247874960,0
4542645041,2548129441,3101743282,1
5879317861,3530625361,4160712500,0
5024311432,4127548516,7358334116,1
5706334138,4757862530,8228130730,0
4332186898,3558957649,6344686049,1
5701054450,4828411289,8074563289,0
2563424200,2105892100,3754252100,1
2758812688,2286235828,4004273828,0
7408295938,10849788569,6086028169,1
7827473378,11386792465,6472758865,0
5284121,4381954,3222025,1
127664753,122187490,116452465,0
1188927225,724955625,985939650,1
2097140373,1460051793,1807594308,0
893016449,740550226,544522225,1
1363670557,1164478330,921724325,0
1121780224,824838400,1352734976,1
1350826504,1026658120,1609007816,0
1419753096,1712055204,1043936100,1
1852212176,2194788644,1426120820,0
389865025,530216434,639378641,1
659655025,833430770,976017313,0
1527110969,931165225,1266384706,1
2682758317,1866274565,2311763050,0
8732025,8908425,17287650,1
53588525,53965925,79128650,0
2004395625,3889721250,1964705625,1
2006826777,3893956002,1967115177,0
1257411600,1282813200,2489421600,1
1679006682,1707793002,3197025522,0
2574534825,2523555225,4996130850,1
3188189825,3132186725,6029248100,0
1505523825,1475712225,2921612850,1
1961596125,1928122425,3683470500,0
3388379400,1711476900,1746051300,1
5047801488,2726542548,2768742468,0
4425638400,2280556800,2235398400,1
4602740768,2382950048,2336896928,0
38068900,58211044,55995656,1
55052308,78617300,75952840,0
2436409600,3725506816,3583721984,1
2676062962,4017106930,3868506770,0
223982624,232844176,152275600,1
783124690,801423866,648921274,0
523899396,503960904,342620100,1
1323246266,1288660610,1030325594,0
609102400,931376704,895930496,1
1018242856,1419722792,1373884936,0
1399891400,1455276100,951722500,1
2599402450,2679463250,1987827250,0
1370480400,2095597584,2015843616,1
2545716410,3491607290,3382888178,0
16232841,19827657,28870866,1
16484645,20101265,29220788,0
6424160868,9354160584,5259440484,1
7126296500,10247174120,5907039572,0
4461222825,3652389225,6495944850,1
6047569433,5122515773,8489061668,0
4157404704,2337529104,2855182608,1
4486406130,2575767114,3113590266,0
2887086600,1623284100,1982765700,1
3902088698,2374348778,2792483138,0
2743350129,3350874033,4879176354,1
3688946969,4372140233,6165285314,0
1964173761,2399146497,3493374786,1
2984190381,3497936229,4867870410,0
162562500,233425224,254262276,1
169435674,241498170,262772946,0
650250000,1017049104,933700896,1
1166616680,1639636424,1527894056,0
1463062500,2100827016,2288360484,1
2468790900,3260811816,3504624084,0
6356556900,5835630600,4064062500,1
6655430538,6119183898,4305623778,0
7965562500,12458851524,11437835976,1
8553199418,13185433010,12127275770,0
4068196416,3734803584,2601000000,1
5787345986,5372754194,4016389730,0
5852250000,8403308064,9153441936,1
8009078544,10910698560,11788731216,0
8920818,8105409,15395409,1
78200226,76120029,100136205,0
1369814121,2601824121,1507618242,1
1500915401,2801665241,1643917442,0
2342463201,2578116402,4449273201,1
3355456761,3627995202,5950055241,0
3017500164,1748480328,1588660164,1
4762850724,2992683528,2791868004,0
980754489,1862844489,1079418978,1
1658068929,2849243265,1780105536,0
4988112516,2626152516,2890345032,1
7127144180,4082280308,4398112160,0
2216938896,1284597792,1167178896,1
2643910056,1579338504,1451102760,0
191878272,207913536,133263936,1
347641472,370446656,269047616,0
2132222976,3070052352,3326616576,1
2187330336,3134917152,3394787616,0
767513088,533055744,831654144,1
1500896466,1174475250,1596198834,0
8528891904,12280209408,13306466304,1
6478920992,9839755040,10733699360,0
7484887296,4797501696,6907617792,1
8635110656,5734227200,8003807744,0
1199375424,1871221824,1726904448,1
1372315970,2084029922,1929622610,0
4796956800,5197838400,3331598400,1
6615335250,7101677250,4897764450,0
2701954,1630729,2190233,1
4124804,2762629,3455233,0
197318209,326936434,265018193,1
475583845,669595124,572741521,0
389081376,234824976,315393552,1
583577408,389354000,488206160,0
471280681,780864706,632977337,1
986822645,1420923748,1205481745,0
219023300,163072900,270195400,1
549814898,463648378,636821818,0
607939650,492802425,366914025,1
986239298,829842953,669164633,0
709635492,875433096,528356196,1
1154445044,1375250216,926783060,0
26419600,43328144,35930656,1
35289514,54546010,45974546,0
1293503616,1559813184,951105600,1
1690231010,2002640210,1301733362,0
1083203600,660490000,898266400,1
1752647962,1199152202,1502319682,0
323375904,237776400,389953296,1
790245650,659613578,901855610,0
173312576,143722624,105678400,1
222109856,187437472,144310816,0
693250304,574890496,422713600,1
1582395890,1385505106,1154797234,0
1294560400,2123079056,1760602144,1
1473649258,2351647610,1964430850,0
162480200,90060100,107700100,1
182617898,104452858,123157138,0
3877203600,3242163600,5849287200,1
5442701072,4706242832,7860817952,0
7961529800,4412944900,5277304900,1
10290974800,6101770900,7084808900,0
360240400,649920800,430800400,1
914035642,1377841682,1016853322,0
10398732800,6892806400,5763846400,1
11641479298,7846403618,6651697378,0
2251502500,2692502500,4062005000,1
2807524162,3288792362,4835392762,0
1462321800,810540900,969300900,1
2010679658,1210577738,1396814978,0
4431025,7553314,5739761,1
117928577,132999940,123440005,0
1280566225,1658790929,2182907746,1
2216498285,2688072505,3384250708,0
1291446225,996980625,1699495650,1
2060710353,1696157073,2597945058,0
1469378816,1134342400,1933648384,1
2424638050,2003430562,3047737730,0
638067600,1087677216,826525584,1
953391530,1496295026,1174662554,0
536154025,913950994,694511081,1
634268005,1043038004,803518801,0
443102500,755331400,573976100,1
493480082,821873002,630038842,0
143539234,77880625,90102641,1
540873604,390196129,413936933,0
5766569024,9186510976,4984360000,1
6783373330,10565462338,5944409330,0
574156936,360410564,311522500,1
1383686266,997361674,921427490,0
2252566025,3588480850,1947015625,1
3514069597,5261896292,3143965177,0
1246090000,1441642256,2296627744,1
1663106842,1882496650,2889586850,0
5167412424,2803702500,3243695076,1
6864651344,4004577044,4511819588,0
3816150625,4415029409,7033422466,1
3863901421,4465741849,7103032820,0
58369600,79382656,95726144,1
275415592,315870920,351656680,0
3889750144,4690581056,2860110400,1
4655649250,5547674258,3534815410,0
2101305600,2857775616,3446141184,1
3343132370,4256173490,5001110162,0
233478400,317530624,382904576,1
809717506,951020834,1073645890,0
1270122496,1531618304,933913600,1
1403208146,1680900754,1050802450,0
