side1,side2,side3,side1^2,side2^2,side3^2,validity
57247,56659,10783,3277219009,3210242281,116273089,0
5320,36296,35904,28302400,1317399616,1289097216,1
6397,37373,36981,40921609,1396741129,1367594361,0
5880,3465,6825,34574400,12006225,46580625,1
7891,5476,8836,62267881,29986576,78074896,0
27720,47040,54600,768398400,2212761600,2981160000,1
37577,56897,64457,1412030929,3237268609,4154704849,0
13650,6930,11760,186322500,48024900,138297600,1
20714,13994,18824,429069796,195832036,354342976,0
34125,29400,17325,1164515625,864360000,300155625,1
43503,38778,26703,1892511009,1503733284,713050209,0
41160,24255,47775,1694145600,588305025,2282450625,1
44003,27098,50618,1936264009,734301604,2562181924,0
23520,13860,27300,553190400,192099600,745290000,1
25356,15696,29136,642926736,246364416,848906496,0
20475,17640,10395,419225625,311169600,108056025,1
28113,25278,18033,790340769,638977284,325189089,0
10985,5577,9464,120670225,31102929,89567296,1
13946,8538,12425,194490916,72897444,154380625,0
87880,75712,44616,7722894400,5732306944,1990587456,1
92288,80120,49024,8517074944,6419214400,2403352576,0
56784,65910,33462,3224422656,4344128100,1119705444,1
61075,70201,37753,3730155625,4928180401,1425289009,0
11154,18928,21970,124411716,358269184,482680900,1
19068,26842,29884,363588624,720492964,893053456,0
22308,37856,43940,497646864,1433076736,1930723600,1
25450,40998,47082,647702500,1680836004,2216714724,0
54925,27885,47320,3016755625,777573225,2239182400,1
56779,29739,49174,3223854841,884408121,2418082276,0
66248,76895,39039,4388797504,5912841025,1524043521,1
74253,84900,47044,5513508009,7208010000,2213137936,0
10282,8730,5432,105719524,76212900,29506624,1
14305,12753,9455,204633025,162639009,89397025,0
20564,17460,10864,422878096,304851600,118026496,1
23591,20487,13891,556535281,419717169,192959881,0
30846,16296,26190,951475716,265559616,685916100,1
35463,20913,30807,1257624369,437353569,949071249,0
27160,51410,43650,737665600,2642988100,1905322500,1
32617,56867,49107,1063868689,3233855689,2411497449,0
21728,34920,41128,472105984,1219406400,1691512384,1
23261,36453,42661,541074121,1328821209,1819960921,0
82256,69840,43456,6766049536,4877625600,1888423936,1
90894,78478,52094,8261719236,6158796484,2713784836,0
32592,61692,52380,1062238464,3805902864,2743664400,1
36226,65326,56014,1312323076,4267486276,3137568196,0
4895,6497,4272,23961025,42211009,18249984,1
12511,14113,11888,156525121,199176769,141324544,0
25988,17088,19580,675376144,291999744,383376400,1
33520,24620,27112,1123590400,606144400,735060544,0
9790,8544,12994,95844100,72999936,168844036,1
11336,10090,14540,128504896,101808100,211411600,0
25632,38982,29370,656999424,1519596324,862596900,1
29764,43114,33502,885895696,1858816996,1122384004,0
39160,34176,51976,1533505600,1167998976,2701504576,1
40776,35792,53592,1662682176,1281067264,2872102464,0
21360,24475,32485,456249600,599025625,1055275225,1
30239,33354,41364,914397121,1112489316,1710980496,0
12816,19491,14685,164249856,379899081,215649225,1
15804,22479,17673,249766416,505305441,312334929,0
2646,6960,7446,7001316,48441600,55442916,1
8944,13258,13744,79995136,175774564,188897536,0
5292,14892,13920,28005264,221771664,193766400,1
5692,15292,14320,32398864,233845264,205062400,0
48720,18522,52122,2373638400,343064484,2716702884,1
51273,21075,54675,2628920529,444155625,2989355625,0
37230,13230,34800,1386072900,175032900,1211040000,1
46398,22398,43968,2152774404,501670404,1933185024,0
21168,59568,55680,448084224,3548346624,3100262400,1
23886,62286,58398,570540996,3879545796,3410326404,0
27840,29784,10584,775065600,887086656,112021056,1
36607,38551,19351,1340072449,1486179601,374461201,0
41760,15876,44676,1743897600,252047376,1995944976,1
43326,17442,46242,1877142276,304223364,2138322564,0
126,120,174,15876,14400,30276,1
1950,1944,1998,3802500,3779136,3992004,0
1800,2610,1890,3240000,6812100,3572100,1
11011,11821,11101,121242121,139736041,123232201,0
2268,3132,2160,5143824,9809424,4665600,1
10058,10922,9950,101163364,119290084,99002500,0
1764,1680,2436,3111696,2822400,5934096,1
7145,7061,7817,51051025,49857721,61105489,0
1200,1260,1740,1440000,1587600,3027600,1
1850,1910,2390,3422500,3648100,5712100,0
2958,2040,2142,8749764,4161600,4588164,1
5542,4624,4726,30713764,21381376,22335076,0
1920,2784,2016,3686400,7750656,4064256,1
9802,10666,9898,96079204,113763556,97970404,0
10200,7128,7296,104040000,50808384,53231616,1
16116,13044,13212,259725456,170145936,174556944,0
71400,49896,51072,5097960000,2489610816,2608349184,1
74033,52529,53705,5480885089,2759295841,2884227025,0
14256,14592,20400,203233536,212926464,416160000,1
22032,22368,28176,485409024,500327424,793886976,0
40800,28512,29184,1664640000,812934144,851705856,1
43892,31604,32276,1926507664,998812816,1041740176,0
35640,51000,36480,1270209600,2601000000,1330790400,1
35790,51150,36630,1280924100,2616322500,1341756900,0
21888,30600,21384,479084544,936360000,457275456,1
27617,36329,27113,762698689,1319796241,735114769,0
42768,61200,43776,1829101824,3745440000,1916338176,1
49391,67823,50399,2439470881,4599959329,2540059201,0
420,336,252,176400,112896,63504,1
7176,7092,7008,51494976,50296464,49112064,0
7560,6048,4536,57153600,36578304,20575296,1
17144,15632,14120,293916736,244359424,199374400,0
5376,4032,6720,28901376,16257024,45158400,1
6387,5043,7731,40793769,25431849,59768361,0
3696,4620,2772,13660416,21344400,7683984,1
13413,14337,12489,179908569,205549569,155975121,0
4200,2520,3360,17640000,6350400,11289600,1
12312,10632,11472,151585344,113039424,131606784,0
5880,3528,4704,34574400,12446784,22127616,1
11308,8956,10132,127870864,80209936,102657424,0
7140,4284,5712,50979600,18352656,32626944,1
15549,12693,14121,241771401,161112249,199402641,0
7922,6478,4560,62758084,41964484,20793600,1
9581,8137,6219,91795561,66210769,38675961,0
63376,36480,51824,4016517376,1330790400,2685726976,1
68244,41348,56692,4657243536,1709657104,3213982864,0
19434,13680,23766,377680356,187142400,564822756,1
27199,21445,31531,739785601,459888025,994203961,0
9120,12956,15844,83174400,167857936,251032336,1
11147,14983,17871,124255609,224490289,319372641,0
31688,18240,25912,1004129344,332697600,671431744,1
32204,18756,26428,1037097616,351787536,698439184,0
47532,27360,38868,2259291024,748569600,1510721424,1
50085,29913,41421,2508507225,894787569,1715699241,0
31920,55454,45346,1018886400,3075146116,2056259716,1
39111,62645,52537,1529670321,3924396025,2760136369,0
12818,8400,9682,164301124,70560000,93741124,1
18120,13702,14984,328334400,187744804,224520256,0
48410,64090,42000,2343528100,4107528100,1764000000,1
50175,65855,43765,2517530625,4336881025,1915375225,0
25636,19364,16800,657204496,374964496,282240000,1
29335,23063,20499,860542225,531901969,420209001,0
102544,77456,67200,10515271936,5999431936,4515840000,1
110519,85431,75175,12214449361,7298455761,5651280625,0
58092,50400,76908,3374680464,2540160000,5914840464,1
61855,54163,80671,3826041025,2933630569,6507810241,0
29046,38454,25200,843670116,1478710116,635040000,1
29388,38796,25542,863654544,1505129616,652393764,0
38728,51272,33600,1499857984,2628817984,1128960000,1
47105,59649,41977,2218881025,3558003201,1762068529,0
1925,2555,1680,3705625,6528025,2822400,1
3475,4105,3230,12075625,16851025,10432900,0
43435,28560,32725,1886599225,815673600,1070925625,1
46501,31626,35791,2162343001,1000203876,1280995681,0
38325,25200,28875,1468805625,635040000,833765625,1
39513,26388,30063,1561277169,696326544,903783969,0
21175,28105,18480,448380625,789891025,341510400,1
26334,33264,23639,693479556,1106493696,558802321,0
25550,19250,16800,652802500,370562500,282240000,1
30070,23770,21320,904204900,565012900,454542400,0
25025,33215,21840,626250625,1103236225,476985600,1
30556,38746,27371,933669136,1501252516,749171641,0
35770,23520,26950,1279492900,553190400,726302500,1
42781,30531,33961,1830213961,932141961,1153349521,0
2176,132,2180,4734976,17424,4752400,1
6756,4712,6760,45643536,22202944,45697600,0
1320,21760,21800,1742400,473497600,475240000,1
9865,30305,30345,97318225,918393025,920819025,0
23980,23936,1452,575040400,572932096,2108304,1
27874,27830,5346,776959876,774508900,28579716,0
30464,30520,1848,928055296,931470400,3415104,1
33179,33235,4563,1100846041,1104565225,20820969,0
2244,37060,36992,5035536,1373443600,1368408064,1
3538,38354,38286,12517444,1471029316,1465817796,0
32700,32640,1980,1069290000,1065369600,3920400,1
35618,35558,4898,1268641924,1264371364,23990404,0
2112,34816,34880,4460544,1212153856,1216614400,1
5639,38343,38407,31798321,1470185649,1475097649,0
5729,2975,4896,32821441,8850625,23970816,1
9139,6385,8306,83521321,40768225,68989636,0
40103,20825,34272,1608250609,433680625,1174569984,1
43247,23969,37416,1870303009,574512961,1399957056,0
14875,24480,28645,221265625,599270400,820536025,1
19667,29272,33437,386790889,856849984,1118032969,0
22916,19584,11900,525143056,383533056,141610000,1
25973,22641,14957,674596729,512614881,223711849,0
23800,45832,39168,566440000,2100572224,1534132224,1
33471,55503,48839,1120307841,3080583009,2385247921,0
17850,29376,34374,318622500,862949376,1181571876,1
22880,34406,39404,523494400,1183772836,1552675216,0
9792,11458,5950,95883264,131285764,35402500,1
16003,17669,12161,256096009,312193561,147889921,0
9360,1716,9516,87609600,2944656,90554256,1
13910,6266,14066,193488100,39262756,197852356,0
47580,8580,46800,2263856400,73616400,2190240000,1
51552,12552,50772,2657608704,157552704,2577795984,0
76128,74880,13728,5795472384,5607014400,188457984,1
83961,82713,21561,7049449521,6841440369,464876721,0
12012,66612,65520,144288144,4437158544,4292870400,1
13317,67917,66825,177342489,4612718889,4465580625,0
28080,5148,28548,788486400,26501904,814988304,1
36672,13740,37140,1344835584,188787600,1379379600,0
6864,37440,38064,47114496,1401753600,1448868096,1
11004,41580,42204,121088016,1728896400,1781177616,0
10296,56160,57096,106007616,3153945600,3259953216,1
13395,59259,60195,179426025,3511629081,3623438025,0
1533,1460,2117,2350089,2131600,4481689,1
1968,1895,2552,3873024,3591025,6512704,0
38106,26280,27594,1452067236,690638400,761428836,1
47599,35773,37087,2265664801,1279707529,1375445569,0
21170,15330,14600,448168900,235008900,213160000,1
22678,16838,16108,514291684,283518244,259467664,0
29638,20440,21462,878411044,417793600,460617444,1
39065,29867,30889,1526074225,892037689,954130321,0
23287,16863,16060,542284369,284360769,257923600,1
30254,23830,23027,915304516,567868900,530242729,0
26061,35989,24820,679175721,1295208121,616032400,1
28581,38509,27340,816873561,1482943081,747475600,0
19929,18980,27521,397165041,360240400,757405441,1
23167,22218,30759,536709889,493639524,946116081,0
3129,1071,2940,9790641,1147041,8643600,1
6320,4262,6131,39942400,18164644,37589161,0
49980,53193,18207,2498000400,2829495249,331494849,1
50058,53271,18285,2505803364,2837799441,334341225,0
11781,34419,32340,138791961,1184667561,1045875600,1
15081,37719,35640,227436561,1422722961,1270209600,0
44100,16065,46935,1944810000,258084225,2202894225,1
47457,19422,50292,2252166849,377214084,2529285264,0
35280,37548,12852,1244678400,1409852304,165173904,1
38703,40971,16275,1497922209,1678622841,264875625,0
41160,14994,43806,1694145600,224820036,1918965636,1
41914,15748,44560,1756783396,247999504,1985593600,0
38220,40677,13923,1460768400,1654618329,193849929,1
47294,49751,22997,2236722436,2475162001,528862009,0
1340,1005,1675,1795600,1010025,2805625,1
7240,6905,7575,52417600,47679025,57380625,0
18760,23450,14070,351937600,549902500,197964900,1
22204,26894,17514,493017616,723287236,306740196,0
20100,15075,25125,404010000,227255625,631265625,1
24242,19217,29267,587674564,369293089,856557289,0
13400,16750,10050,179560000,280562500,101002500,1
22182,25532,18832,492041124,651883024,354644224,0
11055,18425,14740,122213025,339480625,217267600,1
15600,22970,19285,243360000,527620900,371911225,0
28475,22780,17085,810825625,518928400,291897225,1
37287,31592,25897,1390320369,998054464,670654609,0
18090,24120,30150,327248100,581774400,909022500,1
25908,31938,37968,671224464,1020035844,1441569024,0
2850,2280,1710,8122500,5198400,2924100,1
8284,7714,7144,68624656,59505796,51036736,0
51300,30780,41040,2631690000,947408400,1684281600,1
61213,40693,50953,3747031369,1655920249,2596208209,0
20520,34200,27360,421070400,1169640000,748569600,1
25943,39623,32783,673039249,1569982129,1074725089,0
37050,22230,29640,1372702500,494172900,878529600,1
40962,26142,33552,1677885444,683404164,1125736704,0
31350,18810,25080,982822500,353816100,629006400,1
35696,23156,29426,1274204416,536200336,865889476,0
25650,34200,42750,657922500,1169640000,1827562500,1
28603,37153,45703,818131609,1380345409,2088764209,0
45600,36480,27360,2079360000,1330790400,748569600,1
49504,40384,31264,2450646016,1630867456,977437696,0
1309,4675,4488,1713481,21855625,20142144,1
6969,10335,10148,48566961,106812225,102981904,0
15708,53856,56100,246741264,2900468736,3147210000,1
18411,56559,58803,338964921,3198920481,3457792809,0
67320,70125,19635,4531982400,4917515625,385533225,1
75527,78332,27842,5704327729,6135902224,775176964,0
22253,76296,79475,495196009,5821079616,6316275625,1
29238,83281,86460,854860644,6935724961,7475331600,0
51425,14399,49368,2644530625,207331201,2437199424,1
61176,24150,59119,3742502976,583222500,3495056161,0
20944,71808,74800,438651136,5156388864,5595040000,1
24673,75537,78529,608756929,5705838369,6166803841,0
58344,60775,17017,3404022336,3693600625,289578289,1
61523,63954,20196,3785079529,4090114116,407878416,0
6390,3016,7066,40832100,9096256,49928356,1
11134,7760,11810,123965956,60217600,139476100,0
21198,19170,9048,449355204,367488900,81866304,1
30621,28593,18471,937645641,817559649,341177841,0
12064,28264,25560,145540096,798853696,653313600,1
13984,30184,27480,195552256,911073856,755150400,0
18096,42396,38340,327465216,1797420816,1469955600,1
26505,50805,46749,702515025,2581148025,2185469001,0
14132,12780,6032,199713424,163328400,36385024,1
23258,21906,15158,540934564,479872836,229764964,0
51120,24128,56528,2613254400,582160384,3195414784,1
54456,27464,59864,2965455936,754271296,3583698496,0
31950,35330,15080,1020802500,1248208900,227406400,1
38518,41898,21648,1483636324,1755442404,468635904,0
6403,5472,3325,40998409,29942784,11055625,1
9546,8615,6468,91126116,74218225,41835024,0
32015,27360,16625,1024960225,748569600,276390625,1
41162,36507,25772,1694310244,1332761049,664195984,0
38304,44821,23275,1467196416,2008922041,541725625,1
41990,48507,26961,1763160100,2352929049,726895521,0
19209,16416,9975,368985681,269485056,99500625,1
26780,23987,17546,717168400,575376169,307862116,0
13300,21888,25612,176890000,479084544,655974544,1
20635,29223,32947,425803225,853983729,1085504809,0
6650,10944,12806,44222500,119771136,163993636,1
12358,16652,18514,152720164,277289104,342768196,0
32832,38418,19950,1077940224,1475942724,398002500,1
39557,45143,26675,1564756249,2037890449,711555625,0
9436,4900,8064,89038096,24010000,65028096,1
15818,11282,14446,250209124,127283524,208686916,0
19600,32256,37744,384160000,1040449536,1424609536,1
21513,34169,39657,462809169,1167520561,1572677649,0
14700,24192,28308,216090000,585252864,801342864,1
15237,24729,28845,232166169,611523441,832034025,0
9800,18872,16128,96040000,356152384,260112384,1
10220,19292,16548,104448400,372181264,273836304,0
24500,40320,47180,600250000,1625702400,2225952400,1
29913,45733,52593,894787569,2091507289,2766023649,0
64512,75488,39200,4161798144,5698438144,1536640000,1
69916,80892,44604,4888247056,6543515664,1989516816,0
66052,34300,56448,4362866704,1176490000,3186376704,1
73506,41754,63902,5403132036,1743396516,4083465604,0
3360,4104,5304,11289600,16842816,28132416,1
10290,11034,12234,105884100,121749156,149670756,0
23520,37128,28728,553190400,1378488384,825297984,1
26071,39679,31279,679697041,1574423041,978375841,0
20520,16800,26520,421070400,282240000,703310400,1
21346,17626,27346,455651716,310675876,747803716,0
8208,6720,10608,67371264,45158400,112529664,1
13217,11729,15617,174689089,137569441,243890689,0
15912,10080,12312,253191744,101606400,151585344,1
25438,19606,21838,647091844,384395236,476898244,0
26880,32832,42432,722534400,1077940224,1800474624,1
34050,40002,49602,1159402500,1600160004,2460358404,0
31824,20160,24624,1012766976,406425600,606341376,1
41094,29430,33894,1688716836,866124900,1148803236,0
3429,4572,5715,11758041,20903184,32661225,1
9634,10777,11920,92813956,116143729,142086400,0
17145,10287,13716,293951025,105822369,188128656,1
19533,12675,16104,381538089,160655625,259338816,0
45720,36576,27432,2090318400,1337803776,752514624,1
51280,42136,32992,2629638400,1775442496,1088472064,0
40005,24003,32004,1600400025,576144009,1024256016,1
49592,33590,41591,2459366464,1128288100,1729811281,0
11430,6858,9144,130644900,47032164,83612736,1
12698,8126,10412,161239204,66031876,108409744,0
18288,13716,22860,334450944,188128656,522579600,1
26380,21808,30952,695904400,475588864,958026304,0
22860,17145,28575,522579600,293951025,816530625,1
31302,25587,37017,979815204,654694569,1370258289,0
8827,2940,8323,77915929,8643600,69272329,1
12796,6909,12292,163737616,47734281,151093264,0
33292,35308,11760,1108357264,1246654864,138297600,1
40030,42046,18498,1602400900,1767866116,342176004,0
20580,58261,61789,423536400,3394344121,3817880521,1
26337,64018,67546,693637569,4098304324,4562462116,0
8820,26481,24969,77792400,701243361,623450961,1
15447,33108,31596,238609809,1096139664,998307216,0
17654,16646,5880,311663716,277089316,34574400,1
26258,25250,14484,689482564,637562500,209786256,0
17640,49938,52962,311169600,2493803844,2804973444,1
18613,50911,53935,346443769,2591929921,2908984225,0
44135,41615,14700,1947898225,1731808225,216090000,1
48999,46479,19564,2400902001,2160297441,382750096,0
11810,7086,9448,139476100,50211396,89264704,1
15202,10478,12840,231100804,109788484,164865600,0
82670,49602,66136,6834328900,2460358404,4373970496,1
90263,57195,73729,8147409169,3271268025,5435965441,0
28344,37792,47240,803382336,1428235264,2231617600,1
28387,37835,47283,805821769,1431487225,2235682089,0
59050,47240,35430,3486902500,2231617600,1255284900,1
67521,55711,43901,4559085441,3103715521,1927297801,0
94480,75584,56688,8926470400,5712941056,3213529344,1
94803,75907,57011,8987608809,5761872649,3250254121,0
14172,23620,18896,200845584,557904400,357058816,1
17741,27189,22465,314743081,739241721,504676225,0
42516,70860,56688,1807610256,5021139600,3213529344,1
44166,72510,58338,1950635556,5257700100,3403322244,0
2950,2856,4106,8702500,8156736,16859236,1
10601,10507,11757,112381201,110397049,138227049,0
41300,57484,39984,1705690000,3304410256,1598720256,1
41578,57762,40262,1728730084,3336448644,1621028644,0
41060,29500,28560,1685923600,870250000,815673600,1
44886,33326,32386,2014752996,1110622276,1048852996,0
49272,35400,34272,2427729984,1253160000,1174569984,1
57652,43780,42652,3323753104,1916688400,1819193104,0
53378,38350,37128,2849210884,1470722500,1378488384,1
56456,41428,40206,3187279936,1716279184,1616522436,0
61590,44250,42840,3793328100,1958062500,1835265600,1
69433,52093,50683,4820941489,2713680649,2568766489,0
31416,45166,32450,986965056,2039967556,1053002500,1
36961,50711,37995,1366115521,2571605521,1443620025,0
8736,700,8764,76317696,490000,76807696,1
11482,3446,11510,131836324,11874916,132480100,0
52416,52584,4200,2747437056,2765077056,17640000,1
53890,54058,5674,2904132100,2922267364,32194276,0
26292,26208,2100,691269264,686859264,4410000,1
33985,33901,9793,1154980225,1149277801,95902849,0
61152,4900,61348,3739567104,24010000,3763577104,1
65178,8926,65374,4248171684,79673476,4273759876,0
43820,43680,3500,1920192400,1907942400,12250000,1
44375,44235,4055,1969140625,1956735225,16443025,0
70112,69888,5600,4915692544,4884332544,31360000,1
79255,79031,14743,6281355025,6245898961,217356049,0
2800,34944,35056,7840000,1221083136,1228923136,1
3894,36038,36150,15163236,1298737444,1306822500,0
5330,2706,4592,28408900,7322436,21086464,1
13023,10399,12285,169598529,108139201,150921225,0
18942,37310,32144,358799364,1392036100,1033236736,1
28762,47130,41964,827252644,2221236900,1760977296,0
10824,18368,21320,117158976,337383424,454542400,1
17890,25434,28386,320052100,646888356,805764996,0
13776,8118,15990,189778176,65901924,255680100,1
14766,9108,16980,218034756,82955664,288320400,0
42640,21648,36736,1818169600,468635904,1349533696,1
45399,24407,39495,2061069201,595701649,1559855025,0
5412,10660,9184,29289744,113635600,84345856,1
12928,18176,16700,167133184,330366976,278890000,0
13530,26650,22960,183060900,710222500,527161600,1
14089,27209,23519,198499921,740329681,553143361,0
3730,2238,2984,13912900,5008644,8904256,1
8283,6791,7537,68608089,46117681,56806369,0
33570,44760,55950,1126944900,2003457600,3130402500,1
42497,53687,64877,1805995009,2882293969,4209025129,0
59680,47744,35808,3561702400,2279489536,1282212864,1
63346,51410,39474,4012715716,2642988100,1558196676,0
67140,53712,40284,4507779600,2884978944,1622800656,1
74989,61561,48133,5623350121,3789756721,2316785689,0
48490,29094,38792,2351280100,846460836,1504819264,1
55201,35805,45503,3047150401,1281998025,2070523009,0
32824,41030,24618,1077414976,1683460900,606045924,1
38557,46763,30351,1486642249,2186778169,921183201,0
31332,41776,52220,981694224,1745234176,2726928400,1
38276,48720,59164,1465052176,2373638400,3500378896,0
2682,918,2520,7193124,842724,6350400,1
6211,4447,6049,38576521,19775809,36590401,0
15606,42840,45594,243547236,1835265600,2078812836,1
21003,48237,50991,441126009,2326808169,2600082081,0
32184,11016,30240,1035809856,121352256,914457600,1
