side1^2+side2^2,side1^2+side3^2,side2^2+side3^2,validity
2440716637,3346975417,3637455012,0
1468805625,2103845625,2302571250,1
1843114617,2539844217,2762560242,0
789891025,1131401425,1238271650,1
1318399433,1740464153,1878661058,0
652802500,935042500,1023365000,1
1018383298,1357411498,1467818298,0
1103236225,1580221825,1729486850,1
1272885125,1778453825,1938834500,0
1279492900,1832683300,2005795400,1
2045954138,2717385458,2936480138,0
4752400,4769824,9487376,1
4780168,4797640,9539720,0
475240000,476982400,948737600,1
663046322,665071042,1281091762,0
575040400,577148704,1147972496,1
985674026,988349842,1849172266,0
931470400,934885504,1859525696,1
1491399890,1495610530,2826769618,0
1373443600,1378479136,2741851664,1
1600523002,1605926690,3157424890,0
1069290000,1073210400,2134659600,1
1575363962,1580028242,3021600122,0
1216614400,1221074944,2428768256,1
1240678546,1245180434,2474000530,0
32821441,41672066,56792257,1
144700825,161075106,193545769,0
1608250609,2041931234,2782820593,1
1797618649,2250751490,3036500041,0
820536025,1041801650,1419806425,1
1578769625,1866716900,2398497725,0
525143056,666753056,908676112,1
665696378,821254130,1095342410,0
2100572224,2667012224,3634704448,1
2577616960,3191824512,4269674560,0
1181571876,1500194376,2044521252,1
1425609860,1768782536,2369725124,0
131285764,166688264,227169028,1
417505282,474395850,584430730,0
90554256,93498912,178163856,1
144188816,147771200,263684816,0
2263856400,2337472800,4454096400,1
3467792232,3555925992,6383900232,0
5795472384,5983930368,11402486784,1
6887599394,7090496738,13216581794,0
4437158544,4581446688,8730028944,1
4779791144,4928774888,9307441544,0
814988304,841490208,1603474704,1
1097381264,1127451200,2064269264,0
1448868096,1495982592,2850621696,1
2443387136,2502083072,4424212736,0
3259953216,3365960832,6413898816,1
4221425448,4339754568,7991446248,0
4481689,6613289,6831778,1
254727685,268292837,269940520,0
1452067236,2142705636,2213496072,1
2363594580,3210525396,3300852384,0
448168900,661328900,683177800,1
701742418,958854258,986197138,0
878411044,1296204644,1339028488,1
909436490,1333231274,1376805266,0
542284369,800207969,826645138,1
1108444369,1457293265,1495096096,0
1295208121,1911240521,1974383842,1
1311541241,1930750601,1994291042,0
757405441,1117645841,1154570482,1
833464045,1208189981,1246925314,0
9790641,10937682,18434241,1
255074121,259717284,301786605,0
2829495249,3160990098,5327495649,1
3911930465,4289570420,6912399797,0
1184667561,1323459522,2230543161,1
1533910121,1687899572,2745269501,0
2202894225,2460978450,4147704225,1
3127947453,3425137668,5498578233,0
1409852304,1575026208,2654530704,1
1459270544,1626748736,2729040080,0
1918965636,2143785672,3613111236,1
2823790130,3086432090,4929774458,0
1654618329,1848468258,3115386729,1
1891466609,2096029058,3468882449,0
2805625,3815650,4601225,1
177058225,183585700,189888725,0
549902500,747867400,901840100,1
754049300,978841000,1159640500,0
631265625,858521250,1035275625,1
1503915197,1828846772,2103277097,0
280562500,381565000,460122500,1
327734212,435208912,520238612,0
339480625,461693650,556748225,1
687483917,850607812,986573257,0
810825625,1102722850,1329754025,1
1641001525,2030511050,2355154525,0
909022500,1236270600,1490796900,1
1003771652,1344213392,1611933332,0
8122500,11046600,13320900,1
20783492,25093832,28754372,0
2631690000,3579098400,4315971600,1
4223583578,5371205618,6308292458,0
1169640000,1590710400,1918209600,1
2032919208,2560119048,2993747688,0
1372702500,1866875400,2251232100,1
1619062250,2146950650,2565022850,0
982822500,1336638600,1611828900,1
1250430948,1640136528,1951216308,0
1827562500,2485485000,2997202500,1
2445147668,3184773968,3778195268,0
2079360000,2827929600,3410150400,1
2665364000,3492365600,4153018400,0
21855625,23569106,41997769,1
294182125,299308356,375753769,0
3147210000,3393951264,6047678736,1
3328426394,3580907810,6332217866,0
4917515625,5303048850,9449498025,1
5905569753,6321127698,10977997113,0
6316275625,6811471634,12137355241,1
6372016309,6869005274,12225369133,0
2644530625,2851861826,5081730049,1
4009839605,4255587338,7138536605,0
5595040000,6033691136,10751428864,1
6038122120,6490715976,11445479944,0
3693600625,3983178914,7097622961,1
5019523277,5347788500,9119910425,0
49928356,59024612,90760456,1
178857988,194176148,256966288,0
449355204,531221508,816844104,1
569389874,659315450,985162874,0
798853696,944393792,1452167296,1
1146220930,1314242082,1934221330,0
1797420816,2124886032,3267376416,1
2681159706,3065157450,4489808706,0
199713424,236098448,363041824,1
573688570,629518058,853511170,0
3195414784,3777575168,5808669184,1
3240895282,3826311282,5873654482,0
1248208900,1475615300,2269011400,1
1410665428,1649347508,2499021928,0
40998409,52054034,70941193,1
65215349,78523994,102606893,0
1024960225,1301350850,1773529825,1
1060916125,1341077300,1821951625,0
2008922041,2550647666,3476118457,1
2688904285,3297090276,4375826809,0
368985681,468486306,638470737,1
378872325,479411946,651792429,0
655974544,832864544,1135059088,1
1389084880,1628597664,2075208016,0
163993636,208216136,283764772,1
368446426,429817946,544914322,0
1475942724,1873945224,2553882948,1
2369069924,2849946320,3721001396,0
89038096,113048096,154066192,1
155759696,185806496,240746192,0
1424609536,1808769536,2465059072,1
2323783240,2790987656,3638787784,0
801342864,1017432864,1386595728,1
830079720,1049182632,1425293640,0
356152384,452192384,616264768,1
516020800,627339392,826646080,0
2225952400,2826202400,3851654800,1
3382995400,4092319400,5369309800,0
5698438144,7235078144,9860236288,1
6294905344,7893010944,10659916288,0
4362866704,5539356704,7549243408,1
5675754280,6981590952,9289766920,0
28132416,39422016,44975232,1
345595968,379464768,399017088,0
1378488384,1931678784,2203786368,1
1945743080,2582227880,2905977992,0
703310400,985550400,1124380800,1
1132385768,1475369768,1651861448,0
112529664,157688064,179900928,1
350643872,423431072,462773792,0
253191744,354798144,404777088,1
785858274,949348674,1037695698,0
1800474624,2523009024,2878414848,1
2690687880,3541900680,3977087112,0
1012766976,1419192576,1619108352,1
1176118866,1607816466,1823400882,0
32661225,44419266,53564409,1
269982065,299122850,325650737,0
293951025,399773394,482079681,1
566635581,704985444,819819225,0
2090318400,2842833024,3428122176,1
2341582568,3128954120,3749100200,0
1600400025,2176544034,2624656041,1
1852043445,2462799780,2945524113,0
130644900,177677064,214257636,1
246994730,307985210,358524098,0
522579600,710708256,857030544,1
533324714,722980418,870829754,0
816530625,1110481650,1339110225,1
1243386873,1591824708,1874940093,0
77915929,86559529,147188258,1
404893969,421944289,572361458,0
1246654864,1384952464,2355012128,1
1818235304,1979265320,3192119816,0
3817880521,4241416921,7212224642,1
4753181693,5215822445,8604286370,0
701243361,779035761,1324694322,1
854714961,938966625,1553613714,0
311663716,346238116,588753032,1
522712450,565312546,893546354,0
2804973444,3116143044,5298777288,1
3673760402,4020679730,6585140930,0
1947898225,2163988225,3679706450,1
2040556597,2260734037,3820108392,0
139476100,189687496,228740804,1
245141650,308301530,360303322,0
6834328900,9294687304,11208299396,1
8818616570,11544081130,13722799378,0
2231617600,3034999936,3659852864,1
2243670914,3048772786,3675345250,0
3486902500,4742187400,5718520100,1
4151660708,5497693648,6564774388,0
8926470400,12139999744,14639411456,1
6760933730,9643140610,11811229858,0
557904400,758749984,914963216,1
1245308650,1524638770,1759336538,0
5021139600,6828749856,8234668944,1
5452408592,7320334880,8786570000,0
16859236,25015972,25561736,1
206658868,231605348,233516368,0
3304410256,4903130512,5010100256,1
3423985210,5046301738,5155190210,0
1685923600,2501597200,2556173600,1
2147139088,3049096528,3110689088,0
2427729984,3602299968,3680889984,1
3848737184,5273780000,5372737184,0
2849210884,4227699268,4319933384,1
4467950884,6132632500,6248138384,0
3793328100,5628593700,5751390600,1
4819668500,6847061300,6985481000,0
2039967556,3026932612,3092970056,1
3106515506,4283584762,4365080506,0
76807696,77297696,153125392,1
164482448,165163520,295828880,0
2765077056,2782717056,5512514112,1
3630344096,3650275616,7037738912,0
691269264,695679264,1378128528,1
985198824,990361800,1888915176,0
3763577104,3787587104,7503144208,1
4651191610,4677611234,9084730426,0
1920192400,1932442400,3828134800,1
2528065978,2541924018,4899123898,0
4915692544,4947052544,9800025088,1
6135575944,6170234120,11969783176,0
1228923136,1236763136,2450006272,1
2139978568,2149973000,3981538120,0
28408900,35731336,49495364,1
183839860,199858888,235847540,0
1392036100,1750835464,2425272836,1
1781697730,2177330674,2945898306,0
454542400,571701376,791925824,1
758458018,902238130,1190494370,0
255680100,321582024,445458276,1
523791194,611775554,792084698,0
1818169600,2286805504,3167703296,1
1939112072,2419768520,3331385480,0
113635600,142925344,197981456,1
301921754,345508034,437099738,0
710222500,893283400,1237384100,1
1342923250,1579378450,2059931250,0
13912900,18921544,22817156,1
97105786,108600154,118981490,0
3130402500,4257347400,5133860100,1
4085114868,5339222928,6342898788,0
3561702400,4843915264,5841191936,1
4200457736,5570089864,6654785800,0
4507779600,6130580256,7392758544,1
6030873594,7855174818,9318853674,0
2351280100,3197740936,3856099364,1
3035289034,3973124426,4722857410,0
1683460900,2289506824,2760875876,1
1761566116,2378640904,2861038820,0
2726928400,3708622624,4472162576,1
3610650346,4709588914,5590373210,0
7193124,8035848,13543524,1
33299204,34881296,47700500,0
2078812836,2322360072,3914078436,1
2329474250,2584428554,4288950146,0
1035809856,1157162112,1950267456,1
1144789650,1271122434,2113479666,0
870368004,972337608,1638766404,1
1018468692,1127088720,1859282820,0
719312400,803584800,1354352400,1
1286472392,1393016552,2164027112,0
2330572176,2603614752,4388101776,1
3624883946,3951085202,6261252506,0
1215637956,1358058312,2288855556,1
2223345690,2405051370,3724336818,0
152201569,218006113,238598594,1
380063257,476707597,509293332,0
3805039225,5450152825,5964964850,1
4988236537,6826091257,7415858162,0
7457876881,10682299537,11691331106,1
7496431093,10727582653,11739231018,0
608806276,872024452,954394376,1
909156866,1219599050,1320333866,0
2435225104,3488097808,3817577504,1
3026578394,4177160138,4544637794,0
5479256484,7848220068,8589549384,1
6409916804,8935117508,9737205704,0
9740900416,13952391232,15270310016,1
9435038530,13592649442,14889614930,0
60918025,82848514,99905561,1
107900585,135575554,158377081,0
2193048900,2982546504,3596600196,1
3539845940,4498456040,5281622228,0
3898753600,5302304896,6393955904,1
4463136322,5944537810,7114039010,0
243672100,331394056,399622244,1
545881060,668069896,770764964,0
974688400,1325576224,1598488976,1
1372325896,1775088872,2099876776,0
2984983225,4059577186,4895372489,1
3642934177,4806758020,5731783205,0
1522950625,2071212850,2497639025,1
2647358525,3333847300,3898500025,0
24472809,35462034,37956393,1
180013145,206281970,213054617,0
4796670564,6950558664,7439453028,1
6571050452,9023247752,9595668692,0
7072641801,10248527826,10969397577,1
7260357281,10470273056,11200671137,0
6265039104,9078280704,9716836608,1
6916618760,9845813960,10516836872,0
2961209889,4290906114,4592723553,1
4366035549,5927228424,6293864925,0
4135904721,5993083746,6414630417,1
5192287641,7231261266,7703710425,0
5506382025,7978957650,8540188425,1
5673860453,8176768328,8746492133,0
71149225,72208066,141239609,1
91564169,92746868,176214749,0
1778730625,1805201650,3530990225,1
2405480317,2435681572,4596249177,0
4553550400,4621316224,9039334976,1
4759789570,4828913170,9405188258,0
284596900,288832264,564958436,1
468891490,474143674,868785866,0
640343025,649872594,1271156481,1
768069365,778395380,1492509473,0
3486312025,3538195234,6920740841,1
4317727345,4374730564,8354041781,0
2561372100,2599490376,5084625924,1
3160714610,3202528970,6118463642,0
100600900,102954056,198848644,1
424188850,428483106,662195794,0
402403600,411816224,795394576,1
705332266,717275282,1280511466,0
1609614400,1647264896,3181578304,1
1900144354,1940607026,3674584930,0
6438457600,6589059584,12726313216,1
7167817186,7325636994,13975356130,0
4929444100,5044748744,9743583556,1
5788779130,5912418114,11202991066,0
2515022500,2573851400,4971216100,1
2587575178,2647143938,5097038698,0
905408100,926586504,1789637796,1
976374836,998264072,1911784436,0
104898564,122187528,192508164,1
289796420,315894800,438173012,0
3776348304,4398751008,6930293904,1
5238269672,5947313000,8989858760,0
944087076,1099687752,1732573476,1
1424416500,1607768424,2404329876,0
5140029636,5987188872,9432900036,1
5864377716,6757026984,10471036500,0
6713508096,7820001792,12320522496,1
7638097928,8802704840,13645974920,0
2622464100,3054688200,4812704100,1
3422997108,3903537168,5946518628,0
419594256,488750112,770032656,1
773691656,862075112,1256761256,0
56972304,62965008,107951904,1
377724794,390855050,517923794,0
2051002944,2266740288,3886268544,1
2727210194,2969263538,4891425794,0
1424307600,1574125200,2698797600,1
1771449608,1935065768,3218421608,0
3646227456,4029760512,6908921856,1
4716226386,5141767122,8504016786,0
2791642896,3085285392,5289643296,1
4058633576,4400199752,7155679976,0
512750736,566685072,971567136,1
621681338,679980458,1135057538,0
227889216,251860032,431807616,1
405350690,435609602,687870290,0
21058921,25634242,37542521,1
31037561,36375700,51054061,0
3032484624,3691330848,5406123024,1
3978504144,4712155200,6698592144,0
2548129441,3101743282,4542645041,1
3248979421,3858467300,5502268921,0
4127548516,5024311432,7358334116,1
5704528810,6724127642,9504214210,0
3558957649,4332186898,6344686049,1
3579297325,4354259578,6373051925,0
2105892100,2563424200,3754252100,1
2940894802,3463271722,4889575802,0
6086028169,7408295938,10849788569,1
7326006949,8748762500,12555164449,0
3222025,4381954,5284121,1
96433285,101675044,106659041,0
724955625,985939650,1188927225,1
981927197,1276793642,1513663637,0
544522225,740550226,893016449,1
1002929869,1254373828,1462256009,0
824838400,1121780224,1352734976,1
983529010,1302125714,1554735346,0
1043936100,1419753096,1712055204,1
1608878090,2056565450,2420737922,0
389865025,530216434,639378641,1
397755965,539228890,649512613,0
931165225,1266384706,1527110969,1
1264975969,1644173668,1948878149,0
8732025,8908425,17287650,1
15157217,15380357,27662372,0
1964705625,2004395625,3889721250,1
1977885797,2017693697,3912863972,0
1257411600,1282813200,2489421600,1
1601498952,1629712872,3071149992,0
2523555225,2574534825,4996130850,1
2669911457,2722175237,5251000292,0
1475712225,1505523825,2921612850,1
1614948077,1645965557,3162745562,0
1711476900,1746051300,3388379400,1
1890986612,1927109972,3698776232,0
2235398400,2280556800,4425638400,1
3116427362,3168544802,5894706242,0
38068900,55995656,58211044,1
331821058,378405730,384948770,0
2436409600,3583721984,3725506816,1
3647278240,5004611872,5178112160,0
152275600,223982624,232844176,1
361772650,465269474,478931626,0
342620100,503960904,523899396,1
378250340,546292232,567242660,0
609102400,895930496,931376704,1
970100776,1318476616,1363217192,0
951722500,1399891400,1455276100,1
1933733938,2538042898,2617006418,0
1370480400,2015843616,2095597584,1
1858368746,2590664450,2683546154,0
16232841,19827657,28870866,1
98440385,106055669,129170516,0
5259440484,6424160868,9354160584,1
6961894004,8263467668,11672453864,0
3652389225,4461222825,6495944850,1
4479028857,5355777177,7628200722,0
2337529104,2855182608,4157404704,1
2634603050,3177249626,4566947474,0
1623284100,1982765700,2887086600,1
2616116468,3050945108,4218980648,0
2743350129,3350874033,4879176354,1
3044692757,3677678045,5295095210,0
1964173761,2399146497,3493374786,1
2187403313,2641219445,3801399620,0
162562500,233425224,254262276,1
345149234,442210154,472605338,0
650250000,933700896,1017049104,1
1198775978,1564255730,1677531290,0
1463062500,2100827016,2288360484,1
1565310506,2220804986,2414807042,0
4064062500,5835630600,6356556900,1
4822486772,6722094032,7289734052,0
7965562500,11437835976,12458851524,1
8521377426,12090032586,13146211962,0
2601000000,3734803584,4068196416,1
4180581554,5560001954,5983005458,0
5852250000,8403308064,9153441936,1
6197964552,8809125480,9581187240,0
8105409,8920818,15395409,1
215797509,219125736,256318245,0
1369814121,1507618242,2601824121,1
2050676981,2212922792,3605915861,0
2342463201,2578116402,4449273201,1
3597161765,3877487090,6294737813,0
1588660164,1748480328,3017500164,1
1868487380,2039157320,3440810132,0
980754489,1079418978,1862844489,1
1624085657,1745100320,2801745305,0
2626152516,2890345032,4988112516,1
2740778660,3009585800,5163764708,0
1167178896,1284597792,2216938896,1
1482103080,1611439560,2689467048,0
133263936,191878272,207913536,1
546635378,653903330,686424530,0
2132222976,3070052352,3326616576,1
2629060466,3650780594,3935770610,0
533055744,767513088,831654144,1
1078045344,1392653088,1483952544,0
8528891904,12280209408,13306466304,1
7512809330,11077295090,12040245362,0
4797501696,6907617792,7484887296,1
5503081376,7734607904,8353016480,0
1199375424,1726904448,1871221824,1
2248455170,2933723666,3131489954,0
3331598400,4796956800,5197838400,1
4905082088,6623727368,7110433448,0
1630729,2190233,2701954,1
59217505,61978241,65100514,0
197318209,265018193,326936434,1
468188809,564702281,660791890,0
234824976,315393552,389081376,1
817814376,953268552,1092047976,0
471280681,632977337,780864706,1
824471305,1027316189,1224003316,0
163072900,219023300,270195400,1
481276282,568836722,657496762,0
366914025,492802425,607939650,1
497829053,640103273,774673268,0
528356196,709635492,875433096,1
1336174826,1601707874,1867426250,0
26419600,35930656,43328144,1
247081610,272022946,294850714,0
951105600,1293503616,1559813184,1
1185756930,1559796786,1857748194,0
660490000,898266400,1083203600,1
1165785872,1465406752,1712188432,0
237776400,323375904,389953296,1
482716890,597090114,692441226,0
105678400,143722624,173312576,1
346277416,408672904,462614120,0
422713600,574890496,693250304,1
572867074,744839138,882994114,0
1294560400,1760602144,2123079056,1
1531469146,2029907282,2424780586,0
90060100,107700100,162480200,1
416325562,449471122,572444042,0
3242163600,3877203600,5849287200,1
3678026888,4345500968,6460228328,0
4412944900,5277304900,7961529800,1
4656625562,5539493842,8305117402,0
360240400,430800400,649920800,1
819728122,918006442,1259030882,0
5763846400,6892806400,10398732800,1
7910096000,9190211200,13360912000,0
2251502500,2692502500,4062005000,1
3359657122,3876793322,5581139722,0
810540900,969300900,1462321800,1
1209533508,1395706068,2009286288,0
4431025,5739761,7553314,1
72326125,76710661,84193514,0
1280566225,1658790929,2182907746,1
1963789321,2412586397,3066781876,0
996980625,1291446225,1699495650,1
2027471573,2419909853,3008542058,0
1134342400,1469378816,1933648384,1
2249117000,2690950600,3352068232,0
638067600,826525584,1087677216,1
1257430160,1505332880,1876052768,0
536154025,694511081,913950994,1
986603965,1189086245,1489857562,0
443102500,573976100,755331400,1
692264378,848738098,1077279418,0
77880625,90102641,143539234,1
160898009,177262861,257134420,0
4984360000,5766569024,9186510976,1
6109461266,6957643762,10798554946,0
311522500,360410564,574156936,1
726578948,795382660,1136208520,0
1947015625,2252566025,3588480850,1
3155510033,3526163173,5277491188,0
1246090000,1441642256,2296627744,1
2043250064,2281590928,3409605664,0
2803702500,3243695076,5167412424,1
2918184282,3365220690,5333883930,0
3816150625,4415029409,7033422466,1
5342895685,6027793549,9195064586,0
58369600,79382656,95726144,1
147783080,178618120,204783592,0
2860110400,3889750144,4690581056,1
3370833440,4470382240,5341122208,0
2101305600,2857775616,3446141184,1
2140509440,2902553600,3496493312,0
233478400,317530624,382904576,1
554064520,674043080,775343368,0
933913600,1270122496,1531618304,1
1033069154,1383078946,1658375650,0
1459240000,1984566400,2393153600,1
