side1,side2,side3,side1+side2,side1+side3,side2+side3,validity
82518,23561,26389,106079,108907,49950,0
11147,46606,9902,57753,21049,56508,0
17662,60378,31383,78040,49045,91761,0
24620,95687,75067,120307,99687,170754,1
9201,63158,72578,72359,81779,135736,0
89200,94824,59078,184024,148278,153902,1
90862,12557,71775,103419,162637,84332,0
49995,11969,95626,61964,145621,107595,0
65470,85189,47925,150659,113395,133114,1
95117,74887,34779,170004,129896,109666,1
36626,83674,44843,120300,81469,128517,0
64608,87416,43104,152024,107712,130520,1
72658,46196,22224,118854,94882,68420,0
3506,48342,7147,51848,10653,55489,0
89141,6697,53070,95838,142211,59767,0
51526,89594,55493,141120,107019,145087,1
42454,25029,41186,67483,83640,66215,1
61662,71669,50950,133331,112612,122619,1
16303,77479,23863,93782,40166,101342,0
66739,94359,19334,161098,86073,113693,0
11077,99443,91323,110520,102400,190766,1
65534,31520,31713,97054,97247,63233,0
17372,63222,45528,80594,62900,108750,0
92951,71698,94844,164649,187795,166542,1
90246,27634,71104,117880,161350,98738,1
8147,26347,43112,34494,51259,69459,0
47584,93968,75323,141552,122907,169291,1
83814,66162,61202,149976,145016,127364,1
81573,66265,82766,147838,164339,149031,1
97957,1281,54119,99238,152076,55400,0
13190,95422,24948,108612,38138,120370,0
93216,12885,24356,106101,117572,37241,0
77481,99297,26441,176778,103922,125738,1
70002,86239,27227,156241,97229,113466,1
36037,99935,77614,135972,113651,177549,1
819,24975,255,25794,1074,25230,0
96345,32820,50343,129165,146688,83163,0
83497,24188,97148,107685,180645,121336,1
80640,8398,33049,89038,113689,41447,0
33886,62538,63467,96424,97353,126005,1
49258,58965,29245,108223,78503,88210,1
98668,74496,96282,173164,194950,170778,1
51511,28254,64657,79765,116168,92911,1
65519,81873,65959,147392,131478,147832,1
48757,23825,984,72582,49741,24809,0
71833,43034,1582,114867,73415,44616,0
3566,10652,82670,14218,86236,93322,0
19075,76827,56225,95902,75300,133052,0
22594,38339,72294,60933,94888,110633,0
58796,28807,51837,87603,110633,80644,1
42278,91296,85371,133574,127649,176667,1
49735,17838,45638,67573,95373,63476,1
84334,64610,71998,148944,156332,136608,1
30220,38425,69597,68645,99817,108022,0
6983,14528,2811,21511,9794,17339,0
84335,78517,51633,162852,135968,130150,1
48102,54003,84485,102105,132587,138488,1
21123,94824,61121,115947,82244,155945,0
16498,22847,216,39345,16714,23063,0
78578,8676,23721,87254,102299,32397,0
77898,97848,63232,175746,141130,161080,1
45827,27267,38020,73094,83847,65287,1
84363,73806,22340,158169,106703,96146,1
34403,71687,42103,106090,76506,113790,1
41293,95572,62536,136865,103829,158108,1
147,15589,77539,15736,77686,93128,0
89763,96453,93225,186216,182988,189678,1
60585,31932,52941,92517,113526,84873,1
91880,3293,8048,95173,99928,11341,0
62446,84700,11758,147146,74204,96458,0
39274,1559,36542,40833,75816,38101,0
93355,65466,69565,158821,162920,135031,1
66321,28733,80788,95054,147109,109521,1
72209,31005,73208,103214,145417,104213,1
36260,54008,70787,90268,107047,124795,1
24395,27277,2128,51672,26523,29405,0
66542,18201,70742,84743,137284,88943,1
64187,50841,28051,115028,92238,78892,1
6969,16911,58924,23880,65893,75835,0
32327,79749,1324,112076,33651,81073,0
68854,63534,40688,132388,109542,104222,1
48474,91451,93063,139925,141537,184514,1
9502,67685,37997,77187,47499,105682,0
2522,57451,52273,59973,54795,109724,0
35387,85554,84214,120941,119601,169768,1
83718,67617,96705,151335,180423,164322,1
72203,86238,34609,158441,106812,120847,1
87107,53325,94674,140432,181781,147999,1
42776,48239,24795,91015,67571,73034,1
81828,42373,26969,124201,108797,69342,0
91093,53997,11808,145090,102901,65805,0
88419,36707,17450,125126,105869,54157,0
10353,33192,2344,43545,12697,35536,0
5000,36435,47739,41435,52739,84174,0
1711,97737,31494,99448,33205,129231,0
24473,90907,75580,115380,100053,166487,1
83914,99213,73078,183127,156992,172291,1
5754,82697,26234,88451,31988,108931,0
1430,51707,22315,53137,23745,74022,0
23073,69319,23163,92392,46236,92482,0
55441,63072,19177,118513,74618,82249,1
21530,44536,36996,66066,58526,81532,1
15593,52285,4537,67878,20130,56822,0
84393,21592,96740,105985,181133,118332,1
64232,22591,14035,86823,78267,36626,0
41561,87516,18893,129077,60454,106409,0
67136,72444,91251,139580,158387,163695,1
37118,93042,78094,130160,115212,171136,1
44586,11467,59307,56053,103893,70774,0
33350,90479,76373,123829,109723,166852,1
8172,66034,32080,74206,40252,98114,0
89964,80614,70204,170578,160168,150818,1
53665,12417,53168,66082,106833,65585,1
19701,66658,2426,86359,22127,69084,0
33052,40921,67206,73973,100258,108127,1
47400,77995,63116,125395,110516,141111,1
62922,59181,58396,122103,121318,117577,1
28840,46316,85886,75156,114726,132202,0
46991,93808,47043,140799,94034,140851,1
48286,96129,75826,144415,124112,171955,1
67176,7800,84451,74976,151627,92251,0
57504,63693,56409,121197,113913,120102,1
41000,36463,96385,77463,137385,132848,0
64569,98131,69273,162700,133842,167404,1
77995,41468,46003,119463,123998,87471,1
7821,39951,47488,47772,55309,87439,1
70334,39784,5574,110118,75908,45358,0
37978,43585,11125,81563,49103,54710,1
47001,55155,19939,102156,66940,75094,1
72692,96613,49210,169305,121902,145823,1
52914,43438,92057,96352,144971,135495,1
57279,62218,99804,119497,157083,162022,1
85388,83135,7124,168523,92512,90259,1
36665,35083,23903,71748,60568,58986,1
9871,57737,40112,67608,49983,97849,0
13334,41234,29510,54568,42844,70744,1
73265,54108,42528,127373,115793,96636,1
18626,1800,41039,20426,59665,42839,0
58672,5973,42601,64645,101273,48574,0
22000,39797,68311,61797,90311,108108,0
10006,96846,13888,106852,23894,110734,0
83397,42721,96584,126118,179981,139305,1
41051,97866,78273,138917,119324,176139,1
38724,45129,68010,83853,106734,113139,1
21018,73862,37327,94880,58345,111189,0
31392,82772,63841,114164,95233,146613,1
47271,24541,32731,71812,80002,57272,1
45439,37461,98012,82900,143451,135473,0
56778,95343,24114,152121,80892,119457,0
57087,18859,5259,75946,62346,24118,0
33382,78936,33299,112318,66681,112235,0
13522,11430,48766,24952,62288,60196,0
89150,52666,33364,141816,122514,86030,0
18129,13944,73315,32073,91444,87259,0
51975,8995,91199,60970,143174,100194,0
25260,27306,29468,52566,54728,56774,1
13114,56677,54649,69791,67763,111326,1
42088,22471,25396,64559,67484,47867,1
21601,97455,37099,119056,58700,134554,0
88413,70193,29991,158606,118404,100184,1
21976,13157,86571,35133,108547,99728,0
90614,62965,3263,153579,93877,66228,0
41998,32999,16215,74997,58213,49214,1
60349,42283,96453,102632,156802,138736,1
62378,27146,59196,89524,121574,86342,1
25877,67463,12400,93340,38277,79863,0
99372,59747,91216,159119,190588,150963,1
69035,36779,32555,105814,101590,69334,1
93992,8729,29145,102721,123137,37874,0
77377,56275,31106,133652,108483,87381,1
33020,59017,40633,92037,73653,99650,1
71203,2288,16715,73491,87918,19003,0
90248,16265,59465,106513,149713,75730,0
44177,31853,40629,76030,84806,72482,1
66215,19163,52512,85378,118727,71675,1
61701,53519,65837,115220,127538,119356,1
47446,63589,50630,111035,98076,114219,1
53026,85272,68550,138298,121576,153822,1
84832,9934,42658,94766,127490,52592,0
42858,62270,86252,105128,129110,148522,1
69639,99735,27012,169374,96651,126747,0
14855,79536,58499,94391,73354,138035,0
79273,13959,47245,93232,126518,61204,0
60051,15987,52702,76038,112753,68689,1
2602,85005,8926,87607,11528,93931,0
28458,37298,62775,65756,91233,100073,1
16894,5710,90288,22604,107182,95998,0
39054,64181,15173,103235,54227,79354,0
98461,12873,24885,111334,123346,37758,0
82553,66757,90369,149310,172922,157126,1
70674,11725,44577,82399,115251,56302,0
471,95284,22092,95755,22563,117376,0
11936,8481,4792,20417,16728,13273,1
76222,84699,93844,160921,170066,178543,1
32112,3160,84428,35272,116540,87588,0
4047,52830,66856,56877,70903,119686,0
63275,98252,48923,161527,112198,147175,1
54677,96697,22411,151374,77088,119108,0
37777,62409,48550,100186,86327,110959,1
47667,78138,96953,125805,144620,175091,1
35619,56113,97606,91732,133225,153719,0
82354,93872,51050,176226,133404,144922,1
91220,27722,83959,118942,175179,111681,1
39531,64392,79436,103923,118967,143828,1
36179,99117,17156,135296,53335,116273,0
99962,41643,85339,141605,185301,126982,1
93473,1972,77341,95445,170814,79313,0
99911,7844,47057,107755,146968,54901,0
7991,68187,20570,76178,28561,88757,0
83065,76120,73370,159185,156435,149490,1
96461,60550,28052,157011,124513,88602,0
84728,89692,91852,174420,176580,181544,1
3536,25769,69444,29305,72980,95213,0
55433,11940,91228,67373,146661,103168,0
46853,16947,79066,63800,125919,96013,0
55627,83081,77864,138708,133491,160945,1
72279,60577,68926,132856,141205,129503,1
92687,39783,12782,132470,105469,52565,0
15425,19867,10783,35292,26208,30650,1
1363,9158,70748,10521,72111,79906,0
65936,96650,977,162586,66913,97627,0
18223,89354,28430,107577,46653,117784,0
41312,89804,45529,131116,86841,135333,0
11046,77638,13662,88684,24708,91300,0
5290,5309,83578,10599,88868,88887,0
18304,39436,32976,57740,51280,72412,1
60466,11033,58714,71499,119180,69747,1
58132,87360,74892,145492,133024,162252,1
11482,67118,79856,78600,91338,146974,0
2651,74364,75388,77015,78039,149752,1
50519,75935,71394,126454,121913,147329,1
49034,22570,68478,71604,117512,91048,1
49305,49016,6616,98321,55921,55632,1
1275,16629,90106,17904,91381,106735,0
32439,26385,76613,58824,109052,102998,0
10735,38190,171,48925,10906,38361,0
55417,7494,13843,62911,69260,21337,0
63362,72199,52680,135561,116042,124879,1
81935,32965,24075,114900,106010,57040,0
32023,20362,67222,52385,99245,87584,0
53063,83994,42334,137057,95397,126328,1
10784,62394,68522,73178,79306,130916,1
80609,44789,72792,125398,153401,117581,1
69850,63887,38275,133737,108125,102162,1
18508,65590,17430,84098,35938,83020,0
99941,99669,88256,199610,188197,187925,1
93775,98998,36128,192773,129903,135126,1
43578,63593,35414,107171,78992,99007,1
92050,95374,2253,187424,94303,97627,0
5826,36813,7750,42639,13576,44563,0
32643,89172,91337,121815,123980,180509,1
45086,92489,87079,137575,132165,179568,1
76290,26812,61030,103102,137320,87842,1
12712,66526,2044,79238,14756,68570,0
54479,86471,72918,140950,127397,159389,1
95711,60363,60908,156074,156619,121271,1
12330,74499,77933,86829,90263,152432,1
51238,49426,84723,100664,135961,134149,1
19719,37228,61612,56947,81331,98840,0
73194,42055,97328,115249,170522,139383,1
35948,68274,35000,104222,70948,103274,1
87951,61432,83783,149383,171734,145215,1
14794,78019,62940,92813,77734,140959,0
33134,55720,17974,88854,51108,73694,0
44991,34304,38238,79295,83229,72542,1
93197,71315,22548,164512,115745,93863,1
88399,93773,57687,182172,146086,151460,1
16850,21484,30486,38334,47336,51970,1
97892,21567,47201,119459,145093,68768,0
16406,88614,37452,105020,53858,126066,0
32179,75727,92919,107906,125098,168646,1
72309,84416,68544,156725,140853,152960,1
95408,40617,99232,136025,194640,139849,1
93897,40821,21654,134718,115551,62475,0
46123,3099,22095,49222,68218,25194,0
62918,25313,77394,88231,140312,102707,1
96477,69670,33857,166147,130334,103527,1
41518,12052,84705,53570,126223,96757,0
15402,59252,45330,74654,60732,104582,1
30097,37764,50287,67861,80384,88051,1
27130,65047,29702,92177,56832,94749,0
10610,49557,49039,60167,59649,98596,1
56053,74883,36995,130936,93048,111878,1
88326,19622,90801,107948,179127,110423,1
57117,53659,60368,110776,117485,114027,1
32709,12297,23410,45006,56119,35707,1
26177,48663,58939,74840,85116,107602,1
29710,77052,11387,106762,41097,88439,0
57727,10778,61825,68505,119552,72603,1
49131,93359,82529,142490,131660,175888,1
30973,75186,35002,106159,65975,110188,0
80676,12558,91302,93234,171978,103860,1
84615,53794,11346,138409,95961,65140,0
58663,76925,29907,135588,88570,106832,1
91889,4965,3497,96854,95386,8462,0
7768,79967,21775,87735,29543,101742,0
65798,33396,13403,99194,79201,46799,0
48144,75933,54035,124077,102179,129968,1
27621,17906,58311,45527,85932,76217,0
4014,26125,18921,30139,22935,45046,0
17565,55491,83943,73056,101508,139434,0
3796,79846,29011,83642,32807,108857,0
90684,71697,32312,162381,122996,104009,1
63587,89844,60926,153431,124513,150770,1
17246,76697,69745,93943,86991,146442,1
95333,94379,88141,189712,183474,182520,1
77309,24366,85339,101675,162648,109705,1
42302,26632,23428,68934,65730,50060,1
61372,68751,28325,130123,89697,97076,1
67895,45476,10434,113371,78329,55910,0
82582,48976,30161,131558,112743,79137,0
68008,87038,94204,155046,162212,181242,1
68537,47776,23575,116313,92112,71351,1
40422,87184,270,127606,40692,87454,0
86330,8088,17311,94418,103641,25399,0
79363,92910,23468,172273,102831,116378,1
57096,32635,62896,89731,119992,95531,1
96166,2969,26058,99135,122224,29027,0
28801,7182,9093,35983,37894,16275,0
67346,64944,27131,132290,94477,92075,1
91037,36605,36078,127642,127115,72683,0
707,17518,20880,18225,21587,38398,0
20488,78409,91558,98897,112046,169967,1
36160,23681,81963,59841,118123,105644,0
46188,29122,58335,75310,104523,87457,1
49790,30501,5586,80291,55376,36087,0
36947,1348,11896,38295,48843,13244,0
20018,1583,78488,21601,98506,80071,0
88702,95690,85971,184392,174673,181661,1
16562,23892,46945,40454,63507,70837,0
50751,41431,80248,92182,130999,121679,1
57432,32947,38392,90379,95824,71339,1
85109,20240,26605,105349,111714,46845,0
68211,63076,44292,131287,112503,107368,1
28206,11510,93459,39716,121665,104969,0
14144,14723,53629,28867,67773,68352,0
34975,81611,60179,116586,95154,141790,1
90813,29616,1869,120429,92682,31485,0
78970,26244,31610,105214,110580,57854,0
61926,8909,86348,70835,148274,95257,0
10929,61968,65598,72897,76527,127566,1
39418,20156,201,59574,39619,20357,0
28677,33463,24339,62140,53016,57802,1
41633,51167,15973,92800,57606,67140,1
81922,17285,73961,99207,155883,91246,1
40040,75157,64355,115197,104395,139512,1
23640,65824,35459,89464,59099,101283,0
33786,41096,70353,74882,104139,111449,1
27964,11820,75903,39784,103867,87723,0
10924,85245,30922,96169,41846,116167,0
97064,10459,18120,107523,115184,28579,0
26488,1783,96489,28271,122977,98272,0
86713,41157,84007,127870,170720,125164,1
19011,47951,54655,66962,73666,102606,1
90611,39494,81752,130105,172363,121246,1
97027,11268,62209,108295,159236,73477,0
27692,55383,30154,83075,57846,85537,1
36030,50842,7615,86872,43645,58457,0
4084,58091,39640,62175,43724,97731,0
65812,62915,73252,128727,139064,136167,1
1302,12524,17279,13826,18581,29803,0
53819,19804,65163,73623,118982,84967,1
76768,81232,45988,158000,122756,127220,1
79560,35367,83931,114927,163491,119298,1
92401,37552,63349,129953,155750,100901,1
59700,24594,27764,84294,87464,52358,0
72102,43511,64872,115613,136974,108383,1
39257,27442,29114,66699,68371,56556,1
69651,32958,22335,102609,91986,55293,0
20615,10969,24182,31584,44797,35151,1
90373,75247,21785,165620,112158,97032,1
92677,58675,96100,151352,188777,154775,1
71855,60381,47095,132236,118950,107476,1
32749,78045,19830,110794,52579,97875,0
96283,9318,46986,105601,143269,56304,0
96487,71025,74082,167512,170569,145107,1
89717,3344,84689,93061,174406,88033,0
62006,69355,40043,131361,102049,109398,1
61196,25818,86335,87014,147531,112153,1
77178,14249,74037,91427,151215,88286,1
26452,31226,61670,57678,88122,92896,0
87862,48442,10714,136304,98576,59156,0
67554,24590,74321,92144,141875,98911,1
37204,76191,10845,113395,48049,87036,0
75552,45970,11016,121522,86568,56986,0
76584,14368,78611,90952,155195,92979,1
86054,26839,90445,112893,176499,117284,1
71406,55950,126,127356,71532,56076,0
35058,98014,19346,133072,54404,117360,0
38497,61101,96958,99598,135455,158059,1
70159,84322,40417,154481,110576,124739,1
99343,12378,73209,111721,172552,85587,0
53214,711,64325,53925,117539,65036,0
40612,16125,22207,56737,62819,38332,0
50830,69194,67565,120024,118395,136759,1
52661,2649,98408,55310,151069,101057,0
39239,22731,34367,61970,73606,57098,1
27884,60316,92479,88200,120363,152795,0
93479,70325,94194,163804,187673,164519,1
74321,26594,85188,100915,159509,111782,1
57442,63089,61300,120531,118742,124389,1
38433,26550,12458,64983,50891,39008,1
5504,5637,40353,11141,45857,45990,0
43465,91687,65033,135152,108498,156720,1
71145,34272,128,105417,71273,34400,0
51562,71150,6677,122712,58239,77827,0
41467,61955,34605,103422,76072,96560,1
59158,3768,34668,62926,93826,38436,0
6120,19093,99465,25213,105585,118558,0
29235,10553,38749,39788,67984,49302,1
34928,24555,52452,59483,87380,77007,1
22553,70313,4493,92866,27046,74806,0
38474,16529,20742,55003,59216,37271,0
44265,35964,50743,80229,95008,86707,1
1844,28699,36959,30543,38803,65658,0
73389,22512,42128,95901,115517,64640,0
52040,66330,51401,118370,103441,117731,1
1489,28984,53639,30473,55128,82623,0
68777,580,60360,69357,129137,60940,0
21292,10735,9542,32027,30834,20277,0
72257,27652,19277,99909,91534,46929,0
30897,55078,2835,85975,33732,57913,0
78035,64501,58409,142536,136444,122910,1
37571,11144,58516,48715,96087,69660,0
85684,12421,12010,98105,97694,24431,0
28931,40615,42397,69546,71328,83012,1
98513,97084,60434,195597,158947,157518,1
14965,30525,66969,45490,81934,97494,0
63665,47259,61065,110924,124730,108324,1
62980,68132,93685,131112,156665,161817,1
98072,63109,37938,161181,136010,101047,1
25161,14521,15875,39682,41036,30396,1
1001,71494,69386,72495,70387,140880,0
11299,51533,31913,62832,43212,83446,0
35039,28830,11663,63869,46702,40493,1
75656,34076,41401,109732,117057,75477,0
32296,17970,66775,50266,99071,84745,0
55234,3234,25352,58468,80586,28586,0
36059,90261,3066,126320,39125,93327,0
78200,32318,97625,110518,175825,129943,1
23781,86875,17251,110656,41032,104126,0
1368,19910,15584,21278,16952,35494,0
99100,87845,63172,186945,162272,151017,1
21643,55839,14927,77482,36570,70766,0
4374,31087,35453,35461,39827,66540,1
86959,91392,50529,178351,137488,141921,1
21469,67201,26068,88670,47537,93269,0
29331,39106,10134,68437,39465,49240,1
67184,56879,76752,124063,143936,133631,1
15596,51239,51168,66835,66764,102407,1
12219,43231,53470,55450,65689,96701,1
73553,88339,43890,161892,117443,132229,1
1479,51021,87571,52500,89050,138592,0
75141,27554,37840,102695,112981,65394,0
85285,96417,1590,181702,86875,98007,0
3298,20458,34257,23756,37555,54715,0
53886,59629,40652,113515,94538,100281,1
74748,16144,61967,90892,136715,78111,1
65917,28815,7771,94732,73688,36586,0
88421,692,47399,89113,135820,48091,0
69338,13045,34146,82383,103484,47191,0
59851,86291,2463,146142,62314,88754,0
77267,74120,52691,151387,129958,126811,1
32278,74708,48748,106986,81026,123456,1
89841,94977,8191,184818,98032,103168,1
84825,20816,77048,105641,161873,97864,1
3396,38856,34959,42252,38355,73815,0
21688,66718,16965,88406,38653,83683,0
90525,12651,38254,103176,128779,50905,0
77675,13164,29622,90839,107297,42786,0
41180,76284,43947,117464,85127,120231,1
90289,51041,59679,141330,149968,110720,1
11050,90450,14708,101500,25758,105158,0
11358,91872,86890,103230,98248,178762,1
8221,32303,67517,40524,75738,99820,0
63869,54165,61744,118034,125613,115909,1
99249,45763,87276,145012,186525,133039,1
73212,10855,81807,84067,155019,92662,1
75554,59140,6462,134694,82016,65602,0
85214,81425,37084,166639,122298,118509,1
89613,12280,54595,101893,144208,66875,0
65192,8729,72991,73921,138183,81720,1
29085,42823,60865,71908,89950,103688,1
62914,50903,69733,113817,132647,120636,1
39082,25353,41479,64435,80561,66832,1
70994,27773,76653,98767,147647,104426,1
97642,3769,22009,101411,119651,25778,0
48027,91355,64928,139382,112955,156283,1
70600,1041,70804,71641,141404,71845,1
78779,45021,89943,123800,168722,134964,1
62339,59121,52571,121460,114910,111692,1
47900,4428,34948,52328,82848,39376,0
59552,22951,62169,82503,121721,85120,1
81893,97749,30743,179642,112636,128492,1
64127,48447,21739,112574,85866,70186,1
17440,73065,12152,90505,29592,85217,0
20663,94374,66981,115037,87644,161355,0
7050,8128,68395,15178,75445,76523,0
19251,61340,88689,80591,107940,150029,0
8710,92003,93526,100713,102236,185529,1
953,54285,98783,55238,99736,153068,0
50834,98422,10170,149256,61004,108592,0
79424,96839,38837,176263,118261,135676,1
27130,19593,93197,46723,120327,112790,0
27524,66206,92027,93730,119551,158233,1
68020,44175,13277,112195,81297,57452,0
4410,47576,40550,51986,44960,88126,0
41474,88196,22252,129670,63726,110448,0
33264,98587,29969,131851,63233,128556,0
13642,78508,84495,92150,98137,163003,1
2277,13766,19829,16043,22106,33595,0
38732,76025,13229,114757,51961,89254,0
19500,71103,89935,90603,109435,161038,1
28099,31783,77732,59882,105831,109515,0
85409,57708,64792,143117,150201,122500,1
2002,6412,23071,8414,25073,29483,0
76001,62185,19870,138186,95871,82055,1
43070,6658,43731,49728,86801,50389,1
79896,8801,92396,88697,172292,101197,0
42151,8598,65966,50749,108117,74564,0
74242,75552,89016,149794,163258,164568,1
