side1^2+side2^2,side1^2+side3^2,side2^2+side3^2,validity
3044341908,1524386385,1528600005,0
6384962817,6406996725,12746625300,0
18601037869,18627486568,37173651149,0
22008100000,43970952500,21993272500,0
3481067924,3491207840,6950916116,0
35302276321,35375139617,70531689346,1
0,0,0,1
156295586,309085489,155127025,1
19800106420,9909805945,9928511757,0
771302736,386442576,387856512,0
34437377600,17223937600,17234435200,1
12680289700,6350496100,6371198600,1
6732694809,6745980834,13452103593,1
1430416,1642016,2649232,1
1921004100,3794963400,1905322500,1
26896,6724,33620,0
546208,351520,459680,0
19696368250,9860454650,9883874818,0
117007034948,58524318724,58565921224,1
112789,96148,75809,0
97393,117045,167620,0
1270016,774400,1053184,1
225544,416845,215501,0
9017536228,9048654900,18002165200,0
7593728164,7597561928,15183622564,1
23648595961,23667353522,47278434361,1
244970312,481930756,242300356,1
16953887780,16976275472,33883775540,0
7587007037,15102881380,7563718105,0
1358674560,683468928,690975360,0
204890596,205862792,408808996,1
54497448,27457704,27833544,0
824032514,1642734361,822255625,1
83591456000,83637708800,167134496000,0
151486864,153156128,301304464,1
5840189,3092921,3321860,0
150343002,76183290,77951970,0
16806490400,33504259600,16770250000,1
204343426,102313225,102596249,1
602102176,1195313300,599266324,0
384200,732100,372100,1
1009523529,1010857554,2017713033,1
5363322530,10666770778,5343750490,0
985680288,493397280,494462880,0
38416,9604,48020,0
8788461120,8801955072,17562381120,0
12900414600,25780392900,12893602500,1
7438102784,3725881600,3739542016,1
248690484,124892964,125829648,0
12670785,13950837,23698260,0
29579193,57803634,29127609,1
18951056,9709456,10177312,1
31248160,61140404,30827956,0
171348100,175356104,338688196,1
147934792,75446596,78404996,1
14341743684,7172396100,7175444616,1
5656673296,5666896960,11302262864,0
18895684608,9457173504,9475835904,1
3468969602,6920644801,3463204801,1
4431025,4452050,8841025,1
27432965641,27462439682,54836457241,1
296877025,297049300,593573525,0
212341,142721,181012,0
51872340025,51897390050,103719630025,1
518199304,1034488196,517562500,1
65934400,67740736,130062464,1
1156,2312,1156,1
16545156552,33048663876,16531273476,1
17479748521,17492174146,34947071417,1
3574295845,3582779848,7139291045,0
31653956880,31713707088,63245609280,0
201518280,388660648,196945960,0
29346084560,29377596032,58658609360,0
1278485,653185,673972,0
2086041800,2101721320,4155087592,0
3174984409,3182530418,6342422809,1
22336200,44227125,22195125,0
10579750866,21102184809,10560645225,1
422500,448100,819400,1
2689024,2893824,5122048,0
3716731225,3727575074,7422618601,1
1650826138,826191314,827685274,0
475749896,940828804,472192900,1
487424306,963915769,483780025,1
67315645,130479220,65991017,0
34102400,66817600,33640000,1
3836061824,7651341376,3829134400,1
134249559725,67147365449,67190373476,0
35487296,18181696,19057792,1
108398160,54297360,54474048,0
5955464,10612036,5522500,1
30263792580,30278403792,60512335380,0
8624853940,4326117065,4351596637,0
8775567684,8790175368,17536527684,1
53218732032,53307279360,106345359360,0
27891809125,27918189832,55755627365,0
1222997605,612005105,612944788,0
14853316,15569032,28990916,1
1481530756,741736129,743586885,0
8662572425,4335564025,4344119650,1
129881365,65659025,66803332,0
269600,480400,250000,1
35521317841,35546568466,71017385057,1
230053428,115809705,117225405,0
7235853344,14408557456,7214803600,1
7333099776,3675269376,3692708352,1
3448016,3608704,6669520,0
19795984,10061584,10388768,1
54760000,54878336,109401664,1
13565260900,13609483400,27086299300,1
2882844360,5754821589,2879304021,0
1437533604,1449336564,2862229968,0
27225,44649,37026,1
666185249,1316055826,660747025,1
7479146376,3749112900,3768192324,1
15568007220,7785655524,7788831696,0
16681216,8386816,8479232,1
34708900,18062500,19478600,1
51897390050,103719630025,51872340025,1
108572426890,54333230218,54423631890,0
3255277824,1629575424,1633448448,1
5307996736,5316153472,10607836736,1
3224051050,1616759650,1625592650,0
874225,1067825,1554850,1
328479376,335115152,650322976,1
9248,5780,5780,0
4742042130,9431145738,4724737290,0
72,36,36,1
11664856328,23289569764,11651475364,1
52813415200,105528776500,52781256500,0
23607113049,23660550189,47158291188,0
53374796516,53408983184,106713686900,0
35525000,65905000,33917800,0
758336,462400,628864,1
592603066,1181952442,591533426,0
76724200,145873000,74333000,0
29463376,15076804,15660180,0
70306316288,140509368320,70272389120,0
15107944625,15149705125,30171975700,0
79200425680,39639223780,39714047028,0
1301,689,740,0
13222240144,13239712544,26427007888,1
76038400,76317184,151798016,1
14212900,14408264,28230436,1
63315485,31867721,32216564,0
3136320,4491520,2609728,0
849092041,425555641,427574882,1
239546594,239979754,478641898,0
1139368680,572498280,577653768,0
1010530404,1012817844,2018666448,0
52694267600,26355998864,26372879936,0
239772484,240205840,479075156,0
189750625,194949025,374302850,1
311800400,155952656,156052544,0
81580559112,163009654965,81530883765,0
658409864,329712964,330729028,1
4003088850,7989113025,3997400625,1
843372900,422302500,423534600,1
145649383061,72850515829,72899630440,0
4203927805,4213906312,8396916605,0
9132772500,4577180625,4597453125,0
126023696,63043600,63107104,1
13293167616,13315295232,26564207616,1
16256985889,16266419668,32504086229,0
7108884,13624848,6920964,0
7890992928,15759161460,7883536500,0
45856033600,22934350400,22946464000,0
3364,841,4205,0
8861534784,4435560000,4445145216,1
2699540,1516180,1715872,0
116790896765,58410847741,58440329224,0
1252,676,776,1
11714299666,5865262225,5881487009,1
6580441600,13122003200,6567481600,1
14212900,14408264,28230436,1
0,0,0,1
1221025,1295009,2368066,1
853450,549250,718250,0
17562830625,35006591250,17523140625,1
6066288288,12124047924,6063485364,0
38893028040,77589648040,38828423848,0
158644330,80840930,83441482,0
9522831380,4767618580,4778935072,0
150759952084,150836044576,301440411860,0
5686352650,5702929650,11355251050,0
11329192,5740840,5874120,0
119644138325,59847120625,59894570212,0
3004067741,5987464372,2997283081,0
2012303889,3994041186,2002115025,1
1454779098,732968154,743000994,0
227454106,228117186,454210042,0
226512,178596,265716,0
3862041300,7718410125,3860177625,0
309730938881,154901280625,154972902994,1
10017379594,10046582514,20004010858,0
42263001,43116777,83672226,1
24241032,48206421,24152661,0
20886030400,20897590400,41760500800,1
43243252884,43275686688,86452307604,0
473304328,933902564,469068964,1
43117687296,86175592704,43097760000,1
1589006549,1594820488,3171506389,0
417027400,208802500,209380100,1
11152990496,22197259792,11116750096,1
289,289,578,1
208605034404,104327708004,104378089608,1
80358816546,40214286225,40284042129,1
4527808021,2264449781,2265496552,0
111453842205,55740964905,55767876372,0
1100910600,2195856900,1098922500,1
449642384,225840784,227879968,1
7906005,14874516,7611489,0
47639485,24083225,24502948,0
14557325,24728500,13221625,0
22734718740,45296905744,22678132996,0
317700,462600,260100,1
24191421961,12101100025,12111878114,1
19485921312,38915480340,19467508500,0
69156311040,34615452672,34686858240,0
121050,62298,65250,0
9638280000,4827949200,4844610000,0
1716462800,3430404500,1715634500,0
3031040,5328896,2822144,0
8002896676,4003599076,4007900552,1
314931330,625307130,313446042,0
38330496,74032704,37454400,1
15893309344,7954842016,7970531360,0
5493774400,5513916544,10967406656,1
2296185625,2298006148,4590448925,0
3716108800,7403014400,3706374400,1
45568488500,91012982525,45527957225,0
183279616,363852800,182416384,0
565152400,282912400,283584800,1
902500,973256,1734244,1
3004684225,3025477825,5988574850,1
711880,930920,1106152,0
5885958400,5903131136,11754744064,1
19796485000,39550782500,19782422500,1
347187685,173780165,174122728,0
542670848,1067597824,536756224,1
142420356,143706312,283554756,1
3235635130,1625808730,1640449538,0
1423899881,1425333412,2846275981,0
781456,788512,1555856,1
22019565025,11019750625,11039686850,1
32202302500,32271891464,64335016036,1
97344,111744,180288,1
15270654600,30405796200,15226266600,0
696490912,1388750740,695120660,0
29243209,30037229,57569188,0
892559888,1769414944,887324944,1
18728095176,9372176100,9388433124,1
652068864,1289511936,647193600,1
8555108516,4283178916,4294428232,1
55013045625,55056662532,109980035325,0
202120823872,101088387136,101144337536,1
35320900850,35384769850,70575259450,0
90991649125,45510369125,45538097800,0
16848,19764,13284,0
891408245,1749377812,880642945,0
28422536,54896164,27772900,1
21861376,22159360,43357184,0
10579750866,21102184809,10560645225,1
1182253184,2352981568,1178411584,1
21799046025,21812332050,43584806025,1
13146308,25690504,12945604,1
23527542016,46972354880,23500569664,0
461278208804,230686168804,230780297608,1
2747629332,1375444161,1378557621,0
40435417,40714685,80569060,0
1901298965,1905046888,3798520885,0
150130944,75481344,76313088,1
4656964,5345864,8625028,1
3228223874,1616602849,1621584673,1
24490585728,48900655440,24464316240,0
10534548386,21024189289,10519579225,1
26576100,13616100,14272200,1
3469029525,1736561025,1740309300,0
4620883060,2317776185,2331427213,0
2401,4802,2401,1
39494000704,19768360000,19811079296,1
51574410000,51601658400,103121571600,1
5764759956,5772956832,11520710676,0
4924097284,2467903684,2479613768,1
8096005370,16127368570,8074813042,0
10288040,20022184,10110856,0
6835623752,13655599541,6830500661,0
149610404,74822500,74857096,1
72452096,143279104,71910400,1
23438940129,11723042529,11730187458,1
6664,4900,8036,1
3764866,1901641,1940057,1
24307920,12566736,13152384,0
248220025,248944226,495715849,1
65650,70650,125050,0
1580344400,790776400,791900800,0
6054241,3150625,3397634,1
3956410000,3964959776,7904270224,1
828985626,831402306,1655426682,0
2498842,2617250,4855450,0
219869,116441,125060,0
4949121250,9887695625,4945605625,1
411277600,820125200,410467600,1
151905625,153993650,301723225,1
480812500,241692500,243863200,0
7578573025,7582577026,15153142049,1
6015824,3185936,3421760,0
23457780288,11731489344,11736687744,1
0,0,0,1
19865771874,39698576073,19854782649,1
27749562724,27806837348,55441850824,1
14440036,14832116,28427152,0
4690880100,4703200200,9369440100,1
3484706336,6903142672,3462616336,1
23472948868,11747075425,11767442405,0
843844401,847848402,1683684801,1
5929,11858,5929,1
65025,88434,106641,1
5955525,11761300,5907025,0
968,484,484,1
1432500970,2832043882,1421814050,0
117348809536,58688549696,58715679232,0
36282630400,36313100800,72534790400,1
29576,57124,28900,1
381541261,758551972,380061161,0
298098,586449,294849,1
832899600,836359200,1662339600,1
16430112400,16459836704,32830500496,1
2532611668,5019630160,2517782660,0
773086916,773865232,1545346516,0
1984320,1025856,1073664,0
45,36,9,0
895015818,1778705290,891317890,0
1781683650,3559570425,1780418025,1
8530560,16773760,8437888,0
451442304,226498176,227940480,0
37558792,69937796,35832196,1
20866522,10573690,10819170,0
134939549860,269662137589,134868314321,0
2986169474,5943229273,2976466249,1
723804980,1420458448,715063780,0
1405348416,703310400,704582784,1
59112196900,59152063496,118184527204,1
160117218,315936009,158684409,1
6078192896,3040020736,3041784832,0
3271847508,6510664485,3261235185,0
2447055360,4872032064,2439948096,0
1304498196,2576195152,1293874756,0
14438129348,14467912660,28845145360,0
4694874858,9330336490,4675477090,0
72369049,73166498,143940649,1
21721401,10989225,11246274,1
61610686225,61637986850,123194071825,1
25857225,26312850,51258825,1
34872136,35483240,69056104,0
2002823460,2014619508,3992970960,0
5307169841,5327837941,10592411332,0
947520900,951210900,1891126800,0
2160862841,2166529924,4315485565,0
36180225,36540225,72000450,1
16139161600,16155418624,32262066176,1
408612706,415773290,809161834,0
22023407700,43920562000,21981914500,0
47432,23716,23716,1
7686400,4000000,4313600,1
118304,228496,115600,1
1470772240,736179332,737697940,0
11343392,22606096,11316496,1
41895040,81972176,41331664,0
46803737,23609881,24025906,1
900,900,1800,1
729,1458,729,1
958186376,959919016,1914567592,0
102479364424,204816643076,102432002500,1
615325154,1218948433,611424529,1
11401711074,5706744849,5718523473,1
1189508650,1197083250,2370855850,0
28742423528,57390352565,28711593365,0
387371008,770831360,386114560,0
235032885,117550485,117615528,0
2888196946,5759329217,2882508721,1
239753864,478208836,239320900,1
4362812165,2186510465,2195571332,0
7636205456,7643893312,15264239056,0
4342932,8238285,4208985,0
0,0,0,1
7590765625,7620359225,15151937650,1
623750625,625098546,1246153329,1
397001,203401,213202,1
292500,230625,343125,0
102090528,203454864,101848464,1
4456885330,8849301130,4435865642,0
14853316,15569032,28990916,1
77052015092,153990858005,77014832705,0
9688464900,9694369800,19371024900,1
2479613768,4924097284,2467903684,1
4736000,8326400,4409600,0
47884295225,23952205225,23972320450,1
11873600,12147200,23393600,0
277254250,138799850,139129522,0
32006065,33024628,62645765,0
10711422016,10739554432,21394711616,1
1580400965,1581275432,3159886565,0
50189553792,100264214736,50151938256,0
998866225,1984502450,994456225,1
14267801376,28458305424,14242035600,1
8249725584,8269332768,16479843984,1
8778261285,4395477249,4407004836,0
391288661396,195687613844,195770769440,0
89467400,172800100,87422500,1
2631792601,2638047602,5257330201,1
44754186752,89285253376,44679813376,1
5408,2704,2704,1
7170702400,7184244800,14327862400,1
2395656,4627044,2340900,1
17227612516,17260148132,34422689416,1
79299025,79530386,158366689,1
47189365,92943556,46725809,0
8045723664,4031234064,4047978528,1
12254756,23122312,11792356,1
48672,27040,27040,0
432444645,216268209,216356436,0
137415889296,68729962896,68773999392,1
0,0,0,1
765052360,1527220789,764112821,0
0,0,0,1
2262628900,1133668900,1138377800,1
43226820900,21617820900,21626641800,1
144600625,146374849,287427026,1
7320500800,3662670400,3667510400,1
127587240,130549320,251785512,0
17885,10045,11368,0
15198451524,15238368648,30356985924,1
98982500,192085000,97022500,1
244188269,244594376,487937645,0
87392520,168550632,85409640,0
3247204,3261604,6480008,1
2956497920,1479578624,1482039296,0
205031300,102616900,102819400,1
36675104,73205008,36626704,1
2088000,1213200,1458000,0
2092189153,4141240514,2077809889,1
11741997312,23468178240,11736797760,0
61964944,31494544,32518688,1
2232195656,1119973156,1127723812,1
7355799314,14680241761,7345347025,1
1234349316,617323716,617621832,1
501367540,994180501,498647489,0
51601658400,103121571600,51574410000,1
7146385,7373812,13987685,0
4285476000,4301172000,8554327200,0
6570531041,6596119141,13113913732,0
933125832,468895716,473561316,1
66684020,67107872,132877940,0
2544592626,2558494746,5074283322,0
75690,136242,75690,0
86693649940,43363047620,43393861072,0
0,0,0,1
454329224,890177476,448168900,1
11524608,6050304,6511104,0
5382900,10709200,5364388,0
1192392,2345796,1179396,1
9728468689,9738920978,19446485089,1
26661331129,13334937529,13343481458,1
947920,1072768,1687760,0
79380,113680,66052,0
2199891409,2202798434,4396875793,1
6107424714,6125229234,12196102698,0
10603438729,10640065433,21170250754,1
35410947202,70732754201,35381233801,1
574303752,580611240,1141664040,0
534996900,543291300,1061699400,1
1013897826,2011242249,1008380025,1
1044025,525625,532850,1
56448466,29106025,30869609,1
4345732304,2176373456,2182712960,0
67486225,67994594,134464081,1
493905024,984614976,492840000,1
5121250,2640625,2800625,1
880902400,887538176,1755169024,1
13459082500,13469753488,26906897300,0
17114769,17460513,33883794,1
74592820,37725977,38483245,0
18965145796,18985521992,37909915396,1
1585630289,1589052788,3167523749,0
11123643713,22132413394,11085352369,1
265424850,133749225,135822825,1
9168776,18301252,9156676,1
11868350386,23692946489,11853765625,1
649011088,1284640544,644550544,1
65025,88434,106641,1
4632043108,2323432804,2338255304,1
4446628480,2228949632,2239511680,0
198788456429,99416217581,99458463560,0
148254976,148644352,296120576,1
22820173136,11418811216,11435047552,0
214672392,423581796,212751396,1
5125782500,2565422500,2570485000,1
3528,1764,1764,1
169884434,338286241,169390225,1
2634727316,2644367392,5258665876,0
480252160,240385088,240880960,0
10104534792,10131054120,20181217320,0
118699597289,118762292740,237333633901,0
374544,457488,666144,1
4114959176,8207625124,4107528100,1
8770487329,17481513746,8750667025,1
23805,23805,38088,0
3791028737,1897386481,1901130706,1
47558982224,23787923536,23803960960,0
381420450,761085225,380835225,1
4050010368,2031485184,2044445184,1
882500,1285000,722500,1
105415650,52925625,53361225,1
16384,32768,16384,1
48640097025,48659944050,97260347025,1
461761,231361,232322,1
11971121,12102164,23784485,0
77680548,153528309,77102289,0
5765655176,11494012324,5753222500,1
900270605,1795802788,898712425,0
4455775701,2230516161,2235330612,0
408009636,204776100,206318664,1
3877637746,1942605625,1950179129,1
3529512884,1766487076,1769679760,0
1332101826,2656986849,1329696225,1
2204844304,4380485408,2195109904,1
56353844,110752685,55743641,0
736903748,1469254024,735385924,1
1247810490,627699762,634593690,0
811876,422500,455624,1
100510685584,100569011008,200960252624,0
85581001,85784402,170958601,1
593920,345088,414720,0
149204450,150325930,297193258,0
236113956,240883812,467458056,1
277195225156,138632607556,138702597512,1
5434877140,2726065265,2742120997,0
1703025,1749681,3359394,1
827447400,417846600,425169000,0
13000,17000,20200,0
3023448644,6021875656,3015108100,1
43999429460,22015297220,22044368528,0
17052442225,17065237154,34092089521,1
19326550600,38594756900,19307102500,1
30900169,60676706,30525625,1
93574400,47494400,48588800,0
7289984,12990016,6760000,1
509409625,509635300,1018584125,0
1009523529,1010857554,2017713033,1
1177750440,2315827240,1164955912,0
23191360,12399760,13652432,0
15055060,30015760,15024068,0
822071432,1627754765,816879245,0
86002994056,43042141156,43123429412,1
4938080256,9795538944,4911206400,1
31697488,63326260,31674980,0
5832007200,2922483600,2935443600,1
836250724,838447048,1670305124,1
243379152,484476480,242632080,0
413787380,812052688,408790180,0
13761177885,13775954472,27506618685,0
326049800,328500520,649443112,0
3359360,6537856,3301504,0
103506975625,103561661650,206959265225,1
1051758656,528264256,533034112,1
110263428,55621764,56601864,1
454898772,888240400,447986500,0
980561394,1951564113,977375169,1
31006494720,15528453120,15576265728,0
895804900,900706696,1786708004,1
958168145,958849012,1915619365,0
2938762125,2940388200,5875822125,0
140323456,278574800,139662544,0
6930651076,3470388100,3480513224,1
15876,31752,15876,1
20997345220,10515741745,10548120053,0
148498596,149374692,296121096,1
40931359225,40948756466,81845321209,1
26273885069,13142139149,13151996168,0
303816400,606564500,303468100,0
1423661728,717290144,727108384,0
4180776282,8308645210,4163502610,0
9097717986,18159417297,9085711761,1
4820642100,2415266100,2424103200,0
4700831130,9370807738,4690700530,0
121821365,61314689,61985876,0
61322761280,61366336768,122599639360,0
8099607760,4062660260,4086588148,0
2713566096,5404675104,2706080400,1
31972883425,15990867025,15999717650,1
2320731538,4630780769,2317170769,1
4339395112,2173032616,2179367496,0
7283745941,7295859464,14554400405,0
16418704,16451104,32805008,1
11678887953,23291731314,11656873089,1
1617809284,1632416968,3221010884,1
27198892170,54219260842,27140276770,0
40768,32144,47824,0
7118892625,7140811925,14214674500,0
10715924,10962848,21112724,0
38019232,19046560,19116320,0
3321,2754,2025,1
162172928,314712064,158961664,1
56626231108,28338689425,28387822805,0
3364,6728,3364,1
15448165200,30873640500,15440710500,0
4559488264,9105212036,4554900100,1
130083665876,65064897364,65108763040,0
503715600,252810000,254714400,1
21102184809,10560645225,10579750866,1
3346193309,1674737401,1677764260,0
148573548864,74307295296,74346543360,0
37701144945,37727935092,75374080965,0
389992,613565,344605,0
2091465,2100132,4173165,0
6459520288,12900356660,6453416500,0
381443625,382029300,762256125,0
2108845170,4176625066,2095501354,0
21553240085,10779107665,10783882948,0
761285536,766133280,1517347744,0
543859018,275589610,281987730,0
12429565952,24816357376,12415307776,1
88084,75088,59204,0
5500437425,10969769650,5490069025,1
1567104552,3124689165,1564021485,0
7286546,3845521,4250017,1
27722250000,27782157600,55384592400,1
216486464,108326464,108492928,1
9965759581,9979929832,19916290301,0
13555025,24786850,12780625,1
11659104209,5833140625,5840317666,1
33078507892,16563325865,16609109245,0
4408248226,2213232025,2231447849,1
732348900,735592500,1461243600,0
768395680,1519112608,762663200,0
731269120,1451960320,727820288,0
35834922500,35853850000,71650052500,0
5549314948,2779187524,2788247624,1
51991804692,103870897965,51954885945,0
19374174196,9689763044,9694881040,0
749619400,375196900,375971300,1
30390948900,30453675300,60719171400,1
3261073608,6512714685,3257992125,0
9511056,9658512,18874656,1
44048836,22146436,22390472,1
1282638178,2555196689,1279278289,1
4580712448,9148175360,4576384000,0
3782500,6485000,3422500,1
37855690445,18939444121,18961181524,0
1089,1089,2178,1
7631718400,15179801600,7603840000,1
6334204196,3171266596,3179595592,1
59405050,29760250,29869250,0
6911561728,13759422464,6890328064,1
4405000,8202500,4202500,1
1915619365,958168145,958849012,0
10923860,5581060,5758672,0
2863093896,5701200804,2854764900,1
144449316,146030544,286995060,0
38004654992,75794392096,37933015696,1
0,0,0,1
31483321,31830242,62619721,1
4164583364,8265907336,4143496900,1
62361,79092,92781,0
281009169,283116708,559553589,0
167203840,329322496,165561344,0
884907592,1746059396,876988996,1
4580793956,9092006344,4557600100,1
8144340516,8172472932,16260548616,1
39161946176,19606720576,19658215552,1
16365662084,8186268484,8193143368,1
50035415425,50122166405,99980523268,0
1025,1525,1300,0
16383732885,16393715208,32756993685,0
24708034,26589834,47063818,0
1560713994,1570652370,3110719626,0
14770621224,29503364085,14758232661,0
334121841,336093057,666272466,1
715557492,359383401,362334141,0
12553772125,12565645768,25094945885,0
2527605,3619780,2103217,0
601566336,1178662464,593409600,1
1347818048,2678244560,1342255760,0
9057708616,18102858884,9053522500,1
128576,78400,106624,1
8990875336,4503215236,4518770372,1
159516900,160273800,318276900,1
1060789041,1071312885,2110043844,0
2466465121,2472619365,4926474244,0
109799436800,219439878400,109746438400,1
3466030601,1733473225,1734389074,1
1451097760,727152160,730168992,0
33612455569,33640683538,67196683169,1
204766723664,102406012496,102449528960,0
935065025,467640625,467856850,1
60589811250,121068905625,60552905625,1
37925865,40174605,73101348,0
2042628250,1022586650,1025015458,0
1552612500,3081130000,1544762500,0
1800,1000,1000,0
9472724096,18894128704,9455617600,1
1685242496,3342355072,1676085376,0
3443609065,3445134628,6885628685,0
41337156961,41361144532,82649177621,0
2474162522,2485886530,4935814330,0
5795505000,11555803125,5784103125,0
10061584,10388768,19795984,1
447125,251125,284200,0
120637897,121471085,240375460,0
11135905736,11172175720,22233514984,0
3843293440,7665202496,3836359744,0
21994053840,43928260596,21974491044,0
3207033,6223554,3143529,1
51868447848,103649502285,51839763885,0
1139872066,2276303009,1138725025,1
2252071424,4499589376,2250553600,1
3799612881,3809592162,7589246481,1
49990252225,50076965569,99893791106,1
71593600,142130000,71256400,0
2669045392,5329868596,2666360996,0
38461522500,19251562500,19293165000,1
779144,1388356,722500,1
557056,671744,409600,1
8121625001,4063935001,4070180002,1
3800722500,3811811400,7590356100,1
34783525460,69472402949,34752586961,0
132457081,133238537,264132706,1
152500,130000,102500,0
8797783410,17551138410,8783169642,0
11985124424,23908944605,11965225181,0
310602088,612398125,307837325,0
219869,116441,125060,0
1658423464,832066216,837364680,0
46175478205,23092638761,23102059444,0
17501339668,8761049089,8780880629,0
717972840,1429467741,715887549,0
5363590292,10691463341,5352038201,0
2028846352,1016079376,1019391776,1
14670041600,29282003200,14650681600,1
21919424800,43775448500,21898712500,0
889828900,894357284,1775129416,1
44048836,22146436,22390472,1
686722378,344028490,345288530,0
814306256,408946576,412013632,0
1936,1936,3872,1
307501,262132,206681,0
3548367940,1780829233,1793128565,0
3481826049,3493853073,6951625074,1
112042225,112655314,223471361,1
7709871924,7719351840,15409604916,0
19102820525,19126309000,38180519725,0
34904072,69313636,34739236,1
6197248,10625024,5607424,1
3462616336,3484706336,6903142672,1
103044074184,205929877365,102992091381,0
39947210696,79824897604,39924036100,1
3438263700,6860305125,3432992625,0
69635813554,139175078321,69603630625,1
3281911072,6548715536,3276875536,1
60394036256,120687847312,60360627856,1
5170319360,10326569984,5165720576,0
44469,37908,29889,0
53442277264,26745331600,26793717536,1
0,0,0,1
30152810320,15091257220,15119743572,0
40045,77620,39257,0
1106161081,1111409762,2207073481,1
18366787600,9196810000,9223642400,1
8790175368,17536527684,8775567684,1
269456200,538412125,269292125,0
36676880,36725312,73301840,0
2162189952,1082756736,1085913216,0
489754600,976820200,488870600,0
171752256,172380672,342801216,0
42388217928,84724568964,42370928964,1
1697605,1921192,3022565,0
2268688000,1137219200,1142608000,0
67104,124020,64116,0
193979160765,97011968985,97054946532,0
1929837960,3852401229,1927467981,0
44614201040,89107004276,44574518564,0
5665556,11134565,5604209,0
222031936,223697152,442116416,0
229467898944,114758337600,114807113856,1
962875529,1897291858,953389129,1
2182712960,4345732304,2176373456,0
347119616,351870976,688955392,0
150130944,75481344,76313088,1
38859845,76261972,38390545,0
31594351504,31646943008,63136111504,1
126116225,126228500,252113525,0
49134032162,98173681681,49102571281,1
3698834580,7366555728,3688638660,0
2431104125,4810838500,2414428825,0
1124596225,1127143441,2246645234,1
5494890674,2756985049,2776064473,1
130859099136,65454105600,65503217664,1
43356100,22562500,24331400,1
1034758400,1045024000,2058265600,0
169376265,169844445,338260212,0
152561,93025,126514,1
20865418240,20874661888,41721205760,0
111645138240,55840415040,55874437632,0
9168776,18301252,9156676,1
976820200,488870600,489754600,0
25998224,26282816,51653840,0
711387586,1392880762,701781626,0
868287908,1725371885,864704585,0
209960,408616,206344,0
33839654560,67609736564,33816855796,0
34857216,36536832,68034816,1
769106938,386126450,389028730,0
469221556,235165369,236206925,0
0,0,0,1
303300,364500,522000,0
1019984,540176,580160,0
7665878025,7672705794,15324928281,1
825274656,1632038544,819104400,1
950625,1025154,1826721,1
16321600,16961600,32003200,1
129004146,257803929,128936025,1
7206006052,3608885476,3620650376,1
33662340900,16835062500,16842846600,1
340960914,667593738,336356874,0
1487852500,745452500,748180000,0
1769679760,3529512884,1766487076,0
344560640,681840640,342197248,0
2647240,5284501,2643989,0
108281680,209884480,106150928,0
25967648,51086224,25684624,1
