side1,side2,side3,side1+side2,side1+side3,side2+side3,validity
31198,17526,74115,48724,105313,91641,0
36358,96074,28371,132432,64729,124445,0
24300,70307,64300,94607,88600,134607,1
72490,73367,52139,145857,124629,125506,1
10395,46144,27622,56539,38017,73766,0
36191,33650,37954,69841,74145,71604,1
82982,36753,5613,119735,88595,42366,0
66942,2869,21095,69811,88037,23964,0
78166,84944,5226,163110,83392,90170,0
21730,14087,82174,35817,103904,96261,0
31314,10841,92498,42155,123812,103339,0
47029,76981,89278,124010,136307,166259,1
79172,42960,75776,122132,154948,118736,1
19921,82872,13517,102793,33438,96389,0
11529,21091,74652,32620,86181,95743,0
95335,44342,64969,139677,160304,109311,1
9078,43834,64714,52912,73792,108548,0
94194,80000,16536,174194,110730,96536,1
65252,52104,77800,117356,143052,129904,1
22064,9477,62318,31541,84382,71795,0
90567,23318,57214,113885,147781,80532,0
14414,42535,64834,56949,79248,107369,0
41303,70258,14125,111561,55428,84383,0
88670,80407,70977,169077,159647,151384,1
82665,77736,23989,160401,106654,101725,1
32620,51613,97590,84233,130210,149203,0
81579,93005,77489,174584,159068,170494,1
25148,67687,51126,92835,76274,118813,1
96225,88476,17137,184701,113362,105613,1
80334,14923,89873,95257,170207,104796,1
92927,56296,72334,149223,165261,128630,1
80059,49451,33999,129510,114058,83450,1
14846,79900,68335,94746,83181,148235,1
2662,81820,53760,84482,56422,135580,0
82149,66717,75760,148866,157909,142477,1
25402,67712,20458,93114,45860,88170,0
10514,68194,74508,78708,85022,142702,1
18800,62262,46764,81062,65564,109026,1
89975,39716,23570,129691,113545,63286,0
84449,14436,32068,98885,116517,46504,0
56760,82492,98635,139252,155395,181127,1
50784,26784,43739,77568,94523,70523,1
76795,35023,72812,111818,149607,107835,1
54607,72423,60335,127030,114942,132758,1
39000,34450,58971,73450,97971,93421,1
96776,24267,66975,121043,163751,91242,0
21263,9909,87072,31172,108335,96981,0
76334,55208,36479,131542,112813,91687,1
60809,53320,36340,114129,97149,89660,1
38838,60461,65409,99299,104247,125870,1
79225,37891,91425,117116,170650,129316,1
87452,6875,3619,94327,91071,10494,0
71981,47906,80167,119887,152148,128073,1
93599,16752,64954,110351,158553,81706,0
83530,84869,51049,168399,134579,135918,1
42628,69187,44340,111815,86968,113527,1
9665,11332,17382,20997,27047,28714,1
17137,40426,20047,57563,37184,60473,0
58201,81654,43430,139855,101631,125084,1
19811,63034,80292,82845,100103,143326,1
46706,93512,31487,140218,78193,124999,0
26813,92377,52881,119190,79694,145258,0
48585,50088,38504,98673,87089,88592,1
53087,23315,49280,76402,102367,72595,1
19167,19314,9580,38481,28747,28894,1
14993,22858,96197,37851,111190,119055,0
48335,46289,83953,94624,132288,130242,1
46046,29471,27864,75517,73910,57335,1
62684,95646,23678,158330,86362,119324,0
35611,61474,77876,97085,113487,139350,1
35139,21652,93685,56791,128824,115337,0
11328,78766,51675,90094,63003,130441,0
18528,47231,28906,65759,47434,76137,1
6236,65069,27670,71305,33906,92739,0
9483,30580,80206,40063,89689,110786,0
17551,38415,57698,55966,75249,96113,0
33212,80876,6570,114088,39782,87446,0
20574,79046,20911,99620,41485,99957,0
91952,94260,39110,186212,131062,133370,1
47783,84315,73049,132098,120832,157364,1
474,55054,38918,55528,39392,93972,0
78300,5347,83723,83647,162023,89070,0
61736,92420,66639,154156,128375,159059,1
77875,25798,61875,103673,139750,87673,1
2816,93990,53423,96806,56239,147413,0
18553,41429,60296,59982,78849,101725,0
60944,95389,90064,156333,151008,185453,1
79691,27343,2993,107034,82684,30336,0
25967,1609,62977,27576,88944,64586,0
58901,97804,88336,156705,147237,186140,1
46277,18303,1076,64580,47353,19379,0
34462,83914,49051,118376,83513,132965,0
38701,88453,308,127154,39009,88761,0
79883,51282,41451,131165,121334,92733,1
66824,10634,46686,77458,113510,57320,0
36149,60571,59513,96720,95662,120084,1
35929,94570,26014,130499,61943,120584,0
80527,6531,85933,87058,166460,92464,1
38553,35913,23599,74466,62152,59512,1
10847,82277,31030,93124,41877,113307,0
9845,43686,88435,53531,98280,132121,0
98963,85895,59555,184858,158518,145450,1
83210,62812,16778,146022,99988,79590,0
3290,38370,97801,41660,101091,136171,0
4018,39386,88442,43404,92460,127828,0
55239,21356,80602,76595,135841,101958,0
48207,16884,61672,65091,109879,78556,1
93466,62490,91119,155956,184585,153609,1
82436,62993,59395,145429,141831,122388,1
67254,23260,37048,90514,104302,60308,0
57295,12283,63160,69578,120455,75443,1
11929,76443,31976,88372,43905,108419,0
4443,33341,31004,37784,35447,64345,1
1007,52065,70607,53072,71614,122672,0
58492,69533,87571,128025,146063,157104,1
13685,43018,53534,56703,67219,96552,1
34326,75822,72598,110148,106924,148420,1
17195,58342,79293,75537,96488,137635,0
40926,14800,13184,55726,54110,27984,0
35081,18628,52525,53709,87606,71153,1
45911,97979,69716,143890,115627,167695,1
80538,15827,62650,96365,143188,78477,0
85239,38397,49718,123636,134957,88115,1
88862,11105,55766,99967,144628,66871,0
27491,1106,6840,28597,34331,7946,0
24098,2710,53743,26808,77841,56453,0
63401,96521,66319,159922,129720,162840,1
6917,74959,58246,81876,65163,133205,0
27528,87575,18440,115103,45968,106015,0
47361,83478,75627,130839,122988,159105,1
83457,23576,29264,107033,112721,52840,0
60106,38526,11678,98632,71784,50204,0
78447,92048,12739,170495,91186,104787,0
79663,81880,48348,161543,128011,130228,1
82832,21392,76942,104224,159774,98334,1
40502,22727,7858,63229,48360,30585,0
84061,95953,93659,180014,177720,189612,1
73205,65337,64553,138542,137758,129890,1
60813,74630,60341,135443,121154,134971,1
10011,25239,44000,35250,54011,69239,0
22853,95131,35053,117984,57906,130184,0
13752,9716,74276,23468,88028,83992,0
17592,22045,15101,39637,32693,37146,1
24273,46864,14510,71137,38783,61374,0
48021,69564,1278,117585,49299,70842,0
27874,5510,64270,33384,92144,69780,0
67104,68253,66003,135357,133107,134256,1
28758,83824,47764,112582,76522,131588,0
82672,594,57678,83266,140350,58272,0
85996,69989,44538,155985,130534,114527,1
89307,57059,66553,146366,155860,123612,1
70348,57674,441,128022,70789,58115,0
32775,22575,79507,55350,112282,102082,0
44405,7977,36226,52382,80631,44203,0
36442,21452,91598,57894,128040,113050,0
97021,62230,27447,159251,124468,89677,0
29171,85130,37603,114301,66774,122733,0
604,5056,11534,5660,12138,16590,0
95392,27493,43100,122885,138492,70593,0
73921,38247,27682,112168,101603,65929,0
46813,46534,88212,93347,135025,134746,1
95176,50987,46179,146163,141355,97166,1
96823,63646,35626,160469,132449,99272,1
61475,16695,2298,78170,63773,18993,0
41322,27361,32816,68683,74138,60177,1
19738,16813,86932,36551,106670,103745,0
23663,34889,6356,58552,30019,41245,0
23516,13550,43621,37066,67137,57171,0
88477,28529,85087,117006,173564,113616,1
93034,91016,60244,184050,153278,151260,1
63795,40570,39117,104365,102912,79687,1
1409,73162,52289,74571,53698,125451,0
39050,25049,53254,64099,92304,78303,1
62096,44786,69350,106882,131446,114136,1
54483,25860,79319,80343,133802,105179,1
1045,89363,19381,90408,20426,108744,0
38637,85706,25248,124343,63885,110954,0
11354,68261,58512,79615,69866,126773,1
15246,25099,33579,40345,48825,58678,1
62421,11382,29020,73803,91441,40402,0
14768,81883,35239,96651,50007,117122,0
79404,25281,68378,104685,147782,93659,1
97196,3551,21056,100747,118252,24607,0
47847,48810,81623,96657,129470,130433,1
95045,51754,62261,146799,157306,114015,1
42345,33680,69775,76025,112120,103455,1
41514,79616,5184,121130,46698,84800,0
72615,62432,85527,135047,158142,147959,1
44963,51283,61126,96246,106089,112409,1
30404,24395,21200,54799,51604,45595,1
22477,1081,10215,23558,32692,11296,0
75761,49293,26551,125054,102312,75844,1
70544,98928,14311,169472,84855,113239,0
95119,51160,850,146279,95969,52010,0
4953,66640,79766,71593,84719,146406,0
78993,52869,75841,131862,154834,128710,1
3138,12650,35376,15788,38514,48026,0
60532,69470,71108,130002,131640,140578,1
56966,56781,34735,113747,91701,91516,1
30558,65264,65285,95822,95843,130549,1
84234,73607,54442,157841,138676,128049,1
15495,20735,49714,36230,65209,70449,0
30529,42261,49085,72790,79614,91346,1
41681,70733,90994,112414,132675,161727,1
94439,52731,40920,147170,135359,93651,0
1231,61748,11724,62979,12955,73472,0
7278,10193,76584,17471,83862,86777,0
12221,85764,34479,97985,46700,120243,0
32667,96450,21871,129117,54538,118321,0
76436,35868,90388,112304,166824,126256,1
21291,14386,89483,35677,110774,103869,0
11568,71489,69753,83057,81321,141242,1
83788,64919,1095,148707,84883,66014,0
20454,39627,82171,60081,102625,121798,0
14865,43037,22201,57902,37066,65238,0
80818,6598,5985,87416,86803,12583,0
99795,11633,99275,111428,199070,110908,1
21312,14108,36694,35420,58006,50802,0
77066,17797,87275,94863,164341,105072,1
37939,28758,14317,66697,52256,43075,1
99523,14891,32233,114414,131756,47124,0
17317,2527,6756,19844,24073,9283,0
42510,71334,60061,113844,102571,131395,1
88254,30398,39141,118652,127395,69539,0
98840,6795,94657,105635,193497,101452,1
70130,36002,51327,106132,121457,87329,1
48498,83573,51554,132071,100052,135127,1
75147,80416,54784,155563,129931,135200,1
50543,72739,75304,123282,125847,148043,1
49117,22404,62380,71521,111497,84784,1
26431,3717,46143,30148,72574,49860,0
5352,22014,58507,27366,63859,80521,0
38195,18711,75123,56906,113318,93834,0
78867,61186,19095,140053,97962,80281,1
46857,22827,42937,69684,89794,65764,1
38862,11508,74735,50370,113597,86243,0
88116,7904,77364,96020,165480,85268,0
71864,45453,24471,117317,96335,69924,0
92055,50951,63101,143006,155156,114052,1
70877,71481,32153,142358,103030,103634,1
17059,60511,7326,77570,24385,67837,0
22200,97315,82524,119515,104724,179839,1
68054,2277,79355,70331,147409,81632,0
11079,8941,57593,20020,68672,66534,0
11018,16425,76524,27443,87542,92949,0
57834,45679,92794,103513,150628,138473,1
58453,68540,81083,126993,139536,149623,1
16579,50461,45094,67040,61673,95555,1
16495,68341,87104,84836,103599,155445,0
87900,64220,51308,152120,139208,115528,1
10559,46433,86270,56992,96829,132703,0
69705,42073,81879,111778,151584,123952,1
53718,76883,54783,130601,108501,131666,1
99045,96920,23216,195965,122261,120136,1
81370,57148,2294,138518,83664,59442,0
65660,85476,56270,151136,121930,141746,1
79719,99992,78975,179711,158694,178967,1
25822,36414,49785,62236,75607,86199,1
8753,97903,86792,106656,95545,184695,0
73691,42306,26599,115997,100290,68905,0
88,68507,57285,68595,57373,125792,0
5226,7862,15397,13088,20623,23259,0
83534,11035,15924,94569,99458,26959,0
22161,88997,6401,111158,28562,95398,0
50653,56135,37216,106788,87869,93351,1
33128,5617,68713,38745,101841,74330,0
78646,65608,78781,144254,157427,144389,1
85807,48157,58423,133964,144230,106580,1
94652,81114,43397,175766,138049,124511,1
42310,96398,96250,138708,138560,192648,1
91772,76428,39347,168200,131119,115775,1
91920,20310,80823,112230,172743,101133,1
80459,27769,88936,108228,169395,116705,1
86512,90898,87287,177410,173799,178185,1
99855,76964,78330,176819,178185,155294,1
65068,2375,49561,67443,114629,51936,0
21097,79643,15178,100740,36275,94821,0
40407,14247,97091,54654,137498,111338,0
8760,62484,37506,71244,46266,99990,0
59748,58683,84652,118431,144400,143335,1
23859,48040,12071,71899,35930,60111,0
74270,81757,89614,156027,163884,171371,1
69752,81641,9010,151393,78762,90651,0
15707,21674,27939,37381,43646,49613,1
73456,64367,79287,137823,152743,143654,1
21657,79933,12611,101590,34268,92544,0
87442,64456,18577,151898,106019,83033,0
31106,79294,64294,110400,95400,143588,1
6353,3059,62744,9412,69097,65803,0
93017,69256,45656,162273,138673,114912,1
77878,45073,27334,122951,105212,72407,0
87464,51686,3694,139150,91158,55380,0
55336,66665,69549,122001,124885,136214,1
6753,9409,10712,16162,17465,20121,1
51415,57396,86283,108811,137698,143679,1
33033,28492,77945,61525,110978,106437,0
36818,71498,15162,108316,51980,86660,0
91833,728,43080,92561,134913,43808,0
58410,48521,4677,106931,63087,53198,0
72613,79705,68823,152318,141436,148528,1
89813,18631,56500,108444,146313,75131,0
31740,2176,93002,33916,124742,95178,0
72333,72923,65963,145256,138296,138886,1
84257,86992,85956,171249,170213,172948,1
30240,32789,15984,63029,46224,48773,1
88024,47469,32657,135493,120681,80126,0
61546,64212,76813,125758,138359,141025,1
71632,92281,38038,163913,109670,130319,1
99141,36871,32444,136012,131585,69315,0
10311,94856,39146,105167,49457,134002,0
99619,13083,59856,112702,159475,72939,0
12729,26109,64321,38838,77050,90430,0
98874,61377,96855,160251,195729,158232,1
36402,2138,10393,38540,46795,12531,0
94342,80079,57293,174421,151635,137372,1
98888,15039,30929,113927,129817,45968,0
24596,27527,60661,52123,85257,88188,0
50241,21729,31598,71970,81839,53327,1
37045,400,60373,37445,97418,60773,0
73716,19936,44089,93652,117805,64025,0
45449,66179,19403,111628,64852,85582,0
22160,65832,32013,87992,54173,97845,0
68699,7100,32674,75799,101373,39774,0
42565,20675,73882,63240,116447,94557,0
51498,75348,28641,126846,80139,103989,1
85570,55690,73323,141260,158893,129013,1
91926,40171,62003,132097,153929,102174,1
75062,73108,78076,148170,153138,151184,1
5700,17449,49046,23149,54746,66495,0
82504,94996,43773,177500,126277,138769,1
21728,24390,31720,46118,53448,56110,1
55974,20095,57839,76069,113813,77934,1
29814,94716,41561,124530,71375,136277,0
85236,89561,63304,174797,148540,152865,1
10935,54642,2425,65577,13360,57067,0
86158,20533,82889,106691,169047,103422,1
45561,50052,64004,95613,109565,114056,1
83245,90597,46705,173842,129950,137302,1
53704,90708,70028,144412,123732,160736,1
93891,56216,10929,150107,104820,67145,0
49132,43517,58343,92649,107475,101860,1
85721,41468,42185,127189,127906,83653,0
64841,21932,77230,86773,142071,99162,1
87024,4970,34401,91994,121425,39371,0
61923,95413,3863,157336,65786,99276,0
9734,66393,45183,76127,54917,111576,0
26617,31595,48952,58212,75569,80547,1
64817,70702,16313,135519,81130,87015,1
12948,94314,98667,107262,111615,192981,1
8651,25592,12131,34243,20782,37723,0
23880,85963,8711,109843,32591,94674,0
35341,38974,75756,74315,111097,114730,0
19754,84635,87349,104389,107103,171984,1
62628,30764,30878,93392,93506,61642,0
3804,48406,79041,52210,82845,127447,0
40661,18918,44835,59579,85496,63753,1
84630,92101,10442,176731,95072,102543,1
90952,93362,62779,184314,153731,156141,1
21659,72032,59131,93691,80790,131163,1
70492,73091,68979,143583,139471,142070,1
34710,8118,57247,42828,91957,65365,0
45171,11229,75432,56400,120603,86661,0
85480,78870,86788,164350,172268,165658,1
71460,67571,51978,139031,123438,119549,1
77232,65393,67219,142625,144451,132612,1
82901,9048,21548,91949,104449,30596,0
93671,49444,30301,143115,123972,79745,0
6499,95564,37283,102063,43782,132847,0
40132,75180,20298,115312,60430,95478,0
21681,85382,67480,107063,89161,152862,1
28668,12365,52083,41033,80751,64448,0
70535,53926,42062,124461,112597,95988,1
63603,66663,74200,130266,137803,140863,1
45083,60310,80796,105393,125879,141106,1
72584,57658,21561,130242,94145,79219,1
67535,86035,34091,153570,101626,120126,1
6971,73713,21009,80684,27980,94722,0
36385,60872,81862,97257,118247,142734,1
85456,84247,52358,169703,137814,136605,1
78191,94430,73677,172621,151868,168107,1
82893,20494,25100,103387,107993,45594,0
45734,71767,82424,117501,128158,154191,1
98437,23514,19317,121951,117754,42831,0
48395,64903,21101,113298,69496,86004,1
70262,19019,36177,89281,106439,55196,0
14222,22154,60752,36376,74974,82906,0
99654,56863,92368,156517,192022,149231,1
25759,49455,37234,75214,62993,86689,1
63062,27901,41699,90963,104761,69600,1
41615,41430,88940,83045,130555,130370,0
18261,47293,13378,65554,31639,60671,0
93486,11005,70862,104491,164348,81867,0
47174,25409,47574,72583,94748,72983,1
27928,27654,11616,55582,39544,39270,1
94726,51245,15867,145971,110593,67112,0
93702,90972,12859,184674,106561,103831,1
54184,94288,87260,148472,141444,181548,1
68087,92295,32678,160382,100765,124973,1
79533,20320,56140,99853,135673,76460,0
96595,94466,84151,191061,180746,178617,1
64656,12018,35565,76674,100221,47583,0
57429,81876,7626,139305,65055,89502,0
74665,90955,13054,165620,87719,104009,0
81400,84004,51063,165404,132463,135067,1
65763,30852,99211,96615,164974,130063,0
4979,23388,4331,28367,9310,27719,0
42065,91151,42118,133216,84183,133269,0
51470,1512,53419,52982,104889,54931,0
53995,86968,64337,140963,118332,151305,1
64706,84361,86755,149067,151461,171116,1
72214,35535,22334,107749,94548,57869,0
97236,37636,4209,134872,101445,41845,0
74177,74453,23708,148630,97885,98161,1
3972,63201,12243,67173,16215,75444,0
89877,49397,51930,139274,141807,101327,1
6982,12246,48187,19228,55169,60433,0
76267,40394,17783,116661,94050,58177,0
63013,86014,35002,149027,98015,121016,1
2263,82276,15252,84539,17515,97528,0
24514,62752,6574,87266,31088,69326,0
94771,63606,48643,158377,143414,112249,1
19275,54624,23664,73899,42939,78288,0
29356,32230,89058,61586,118414,121288,0
27523,61798,67972,89321,95495,129770,1
94577,39049,19883,133626,114460,58932,0
44101,83228,31117,127329,75218,114345,0
20611,9429,64115,30040,84726,73544,0
51942,47398,47569,99340,99511,94967,1
78080,29360,49743,107440,127823,79103,1
50417,54233,23329,104650,73746,77562,1
3187,67685,35376,70872,38563,103061,0
16386,84370,22464,100756,38850,106834,0
34727,53460,19723,88187,54450,73183,1
34769,52708,16925,87477,51694,69633,0
19102,19283,8946,38385,28048,28229,1
38165,7108,37248,45273,75413,44356,1
65574,38502,69702,104076,135276,108204,1
31099,99557,19433,130656,50532,118990,0
23547,50561,61339,74108,84886,111900,1
69840,38377,67909,108217,137749,106286,1
2659,11237,3958,13896,6617,15195,0
98165,28574,83172,126739,181337,111746,1
21816,90169,76322,111985,98138,166491,1
27166,50552,89262,77718,116428,139814,0
16553,77883,70352,94436,86905,148235,1
6086,79401,39709,85487,45795,119110,0
1738,93734,4764,95472,6502,98498,0
69822,13506,75579,83328,145401,89085,1
42958,19059,45830,62017,88788,64889,1
19131,85477,92897,104608,112028,178374,1
2150,6974,49826,9124,51976,56800,0
62333,22007,28530,84340,90863,50537,0
28047,98910,60021,126957,88068,158931,0
98779,89626,88002,188405,186781,177628,1
10019,26109,9361,36128,19380,35470,0
7953,64169,97085,72122,105038,161254,0
37244,26216,51976,63460,89220,78192,1
2102,82739,75030,84841,77132,157769,0
49549,14949,55780,64498,105329,70729,1
75009,21288,79793,96297,154802,101081,1
74901,72356,67110,147257,142011,139466,1
52590,48643,43989,101233,96579,92632,1
20702,96635,16691,117337,37393,113326,0
37157,24333,72254,61490,109411,96587,0
97139,61256,93180,158395,190319,154436,1
6222,17149,78489,23371,84711,95638,0
62290,22423,74039,84713,136329,96462,1
92988,20478,72942,113466,165930,93420,1
51556,5260,20362,56816,71918,25622,0
11374,44,16238,11418,27612,16282,0
94683,53522,38509,148205,133192,92031,0
19322,4419,50752,23741,70074,55171,0
297,80897,75159,81194,75456,156056,0
62239,46227,61132,108466,123371,107359,1
7531,69026,11793,76557,19324,80819,0
6570,57386,49435,63956,56005,106821,0
25937,74289,50697,100226,76634,124986,1
30841,39158,50161,69999,81002,89319,1
25478,24037,74404,49515,99882,98441,0
94962,98082,27050,193044,122012,125132,1
94465,30193,9737,124658,104202,39930,0
70290,48161,53517,118451,123807,101678,1
34042,10376,5113,44418,39155,15489,0
2305,62043,94617,64348,96922,156660,0
86757,57032,432,143789,87189,57464,0
23002,84005,79911,107007,102913,163916,1
92166,13675,39161,105841,131327,52836,0
16939,39959,49621,56898,66560,89580,1
71858,72138,2392,143996,74250,74530,1
42422,17728,98909,60150,141331,116637,0
69324,66020,5729,135344,75053,71749,1
67071,42186,93031,109257,160102,135217,1
4722,98976,61161,103698,65883,160137,0
56960,44151,35274,101111,92234,79425,1
846,51254,36353,52100,37199,87607,0
21338,12989,93082,34327,114420,106071,0
89295,41280,23273,130575,112568,64553,0
87378,36855,4004,124233,91382,40859,0
2144,27419,82852,29563,84996,110271,0
7677,52892,3830,60569,11507,56722,0
16467,50109,55035,66576,71502,105144,1
49467,7456,57725,56923,107192,65181,0
77731,7367,51473,85098,129204,58840,0
