side1,side2,side3,side12,side22,side32,validity
107185,17015,19899,11488624225,289510225,395970201,0
107185,86953,21792,11488624225,7560824209,474891264,0
107185,56441,24734,11488624225,3185586481,611770756,0
425,90312,90313,180625,8156257344,8156437969,1
155124,557,155125,24063455376,310249,24063765625,1
341,58140,58141,116281,3380259600,3380375881,1
85284,413,85285,7273360656,170569,7273531225,1
85284,13327,11669,7273360656,177608929,136165561,0
109044,467,109045,11890593936,218089,11890812025,1
109044,14618,31021,11890593936,213685924,962302441,0
294145,767,294144,86521281025,588289,86520692736,1
1013,45,1012,1026169,2025,1024144,1
1013,17193,70329,1026169,295599249,4946168241,0
337,56784,56785,113569,3224422656,3224536225,1
319,50880,50881,101761,2588774400,2588876161,1
319,71838,76955,101761,5160698244,5922072025,0
189113,615,189112,35763726769,378225,35763348544,1
189113,7264,27870,35763726769,52765696,776736900,0
340312,825,340313,115812257344,680625,115812937969,1
340312,69888,25044,115812257344,4884332544,627201936,0
340312,5565,32538,115812257344,30969225,1058721444,0
1013,45,1012,1026169,2025,1024144,1
715,255612,255613,511225,65337494544,65338005769,1
715,74849,84306,511225,5602372801,7107501636,0
386320,879,386321,149243142400,772641,149243915041,1
386320,58919,91392,149243142400,3471448561,8352497664,0
386320,27621,7726,149243142400,762919641,59691076,0
386320,10788,99311,149243142400,116380944,9862674721,0
353,62304,62305,124609,3881788416,3881913025,1
353,350,651,124609,122500,423801,0
353,27553,53372,124609,759167809,2848570384,0
353,40132,4003,124609,1610577424,16024009,0
587,172284,172285,344569,29681776656,29682121225,1
801,320800,320801,641601,102912640000,102913281601,1
801,58969,67154,641601,3477342961,4509659716,0
72581,381,72580,5268001561,145161,5267856400,1
72581,43902,13966,5268001561,1927385604,195049156,0
179,16020,16021,32041,256640400,256672441,1
179,23678,5561,32041,560647684,30924721,0
59512,345,59513,3541678144,119025,3541797169,1
173461,589,173460,30088718521,346921,30088371600,1
382812,875,382813,146545027344,765625,146545792969,1
615,189112,189113,378225,35763348544,35763726769,1
327,53464,53465,106929,2858399296,2858506225,1
327,34401,96358,106929,1183428801,9284864164,0
327,45839,64469,106929,2101213921,4156251961,0
14280,169,14281,203918400,28561,203946961,1
2112,65,2113,4460544,4225,4464769,1
612,35,613,374544,1225,375769,1
612,68224,6810,374544,4654514176,46376100,0
612,32218,46822,374544,1037999524,2192299684,0
612,89853,96831,374544,8073561609,9376242561,0
181804,603,181805,33052694416,363609,33053058025,1
181804,28022,40782,33052694416,785232484,1663171524,0
527,138864,138865,277729,19283210496,19283488225,1
413141,909,413140,170685485881,826281,170684659600,1
457,104424,104425,208849,10904371776,10904580625,1
328860,811,328861,108148899600,657721,108149557321,1
328860,34710,39842,108148899600,1204784100,1587384964,0
479,114720,114721,229441,13160678400,13160907841,1
479,6189,31272,229441,38303721,977937984,0
479,43160,44708,229441,1862785600,1998805264,0
479,18401,55490,229441,338596801,3079140100,0
479,66728,76596,229441,4452625984,5866947216,0
38921,279,38920,1514844241,77841,1514766400,1
38921,81159,94715,1514844241,6586783281,8970931225,0
38921,73070,1602,1514844241,5339224900,2566404,0
7812,125,7813,61027344,15625,61042969,1
497004,997,497005,247012976016,994009,247013970025,1
497004,9551,5299,247012976016,91221601,28079401,0
456013,955,456012,207947856169,912025,207946944144,1
456013,94112,51620,207947856169,8857068544,2664624400,0
456013,29633,83984,207947856169,878114689,7053312256,0
2813,75,2812,7912969,5625,7907344,1
2813,57351,63563,7912969,3289137201,4040254969,0
2813,72570,5997,7912969,5266404900,35964009,0
1984,63,1985,3936256,3969,3940225,1
78012,395,78013,6085872144,156025,6086028169,1
367225,857,367224,134854200625,734449,134853466176,1
154012,555,154013,23719696144,308025,23720004169,1
757,286524,286525,573049,82096002576,82096575625,1
757,25656,75402,573049,658230336,5685461604,0
757,39315,2005,573049,1545669225,4020025,0
209,21840,21841,43681,476985600,477029281,1
73345,383,73344,5379489025,146689,5379342336,1
73345,59694,58829,5379489025,3563373636,3460851241,0
73345,96573,89099,5379489025,9326344329,7938631801,0
73345,96115,67049,5379489025,9238093225,4495568401,0
73345,27996,3154,5379489025,783776016,9947716,0
73345,75101,51019,5379489025,5640160201,2602938361,0
73345,1301,31030,5379489025,1692601,962860900,0
73345,97011,60552,5379489025,9411134121,3666544704,0
73345,58245,70780,5379489025,3392480025,5009808400,0
73345,8806,94635,5379489025,77545636,8955783225,0
20604,203,20605,424524816,41209,424566025,1
829,343620,343621,687241,118074704400,118075391641,1
829,62469,52016,687241,3902375961,2705664256,0
299,44700,44701,89401,1998090000,1998179401,1
299,30360,14333,89401,921729600,205434889,0
299,23,19763,89401,529,390576169,0
685,234612,234613,469225,55042790544,55043259769,1
685,10422,79934,469225,108618084,6389444356,0
151800,551,151801,23043240000,303601,23043543601,1
151800,81721,85451,23043240000,6678321841,7301873401,0
421,29,420,177241,841,176400,1
15665,177,15664,245392225,31329,245360896,1
15665,2981,71143,245392225,8886361,5061326449,0
15665,86324,38177,245392225,7451832976,1457483329,0
15665,62601,82604,245392225,3918885201,6823420816,0
15665,81710,71156,245392225,6676524100,5063176336,0
15665,18594,36191,245392225,345736836,1309788481,0
15665,25500,13331,245392225,650250000,177715561,0
76440,391,76441,5843073600,152881,5843226481,1
269,36180,36181,72361,1308992400,1309064761,1
7320,121,7321,53582400,14641,53597041,1
7320,38174,58186,53582400,1457254276,3385610596,0
7320,8133,81251,53582400,66145689,6601725001,0
105340,459,105341,11096515600,210681,11096726281,1
105340,47015,89451,11096515600,2210410225,8001481401,0
105340,30674,31804,11096515600,940894276,1011494416,0
62305,353,62304,3881913025,124609,3881788416,1
62305,65978,64742,3881913025,4353096484,4191526564,0
135720,521,135721,18419918400,271441,18420189841,1
325624,807,325625,106030989376,651249,106031640625,1
234612,685,234613,55042790544,469225,55043259769,1
234612,85236,15260,55042790544,7265175696,232867600,0
167621,579,167620,28096799641,335241,28096464400,1
373,69564,69565,139129,4839150096,4839289225,1
105340,459,105341,11096515600,210681,11096726281,1
47741,309,47740,2279203081,95481,2279107600,1
47741,64314,8270,2279203081,4136290596,68392900,0
217141,659,217140,47150213881,434281,47149779600,1
217141,38296,2785,47150213881,1466583616,7756225,0
194065,623,194064,37661224225,388129,37660836096,1
194065,97102,34717,37661224225,9428798404,1205270089,0
497004,997,497005,247012976016,994009,247013970025,1
497004,15628,90077,247012976016,244234384,8113865929,0
497004,94476,64086,247012976016,8925714576,4107015396,0
362100,851,362101,131116410000,724201,131117134201,1
362100,73178,82853,131116410000,5355019684,6864619609,0
675,227812,227813,455625,51898307344,51898762969,1
675,21062,21381,455625,443607844,457147161,0
675,36529,59095,455625,1334367841,3492219025,0
86113,415,86112,7415448769,172225,7415276544,1
86113,80880,97360,7415448769,6541574400,9478969600,0
481,31,480,231361,961,230400,1
481,30529,32131,231361,932019841,1032401161,0
271584,737,271585,73757869056,543169,73758412225,1
208013,645,208012,43269408169,416025,43268992144,1
68820,371,68821,4736192400,137641,4736330041,1
68820,26540,92157,4736192400,704371600,8492912649,0
289560,761,289561,83844993600,579121,83845572721,1
289560,60413,22792,83844993600,3649730569,519475264,0
384565,877,384564,147890239225,769129,147889470096,1
384565,46421,80337,147890239225,2154909241,6454033569,0
348612,835,348613,121530326544,697225,121531023769,1
171112,585,171113,29279316544,342225,29279658769,1
469,109980,109981,219961,12095600400,12095820361,1
493025,993,493024,243073650625,986049,243072664576,1
140980,531,140981,19875360400,281961,19875642361,1
140980,18077,12017,19875360400,326777929,144408289,0
239,28560,28561,57121,815673600,815730721,1
2244,67,2245,5035536,4489,5040025,1
197821,629,197820,39133148041,395641,39132752400,1
197821,44090,12377,39133148041,1943928100,153190129,0
69,2380,2381,4761,5664400,5669161,1
69,23763,21659,4761,564680169,469112281,0
69,52575,65947,4761,2764130625,4349006809,0
40044,283,40045,1603521936,80089,1603602025,1
985,485112,485113,970225,235333652544,235334622769,1
985,87826,8748,970225,7713406276,76527504,0
985,9903,44298,970225,98069409,1962312804,0
985,49748,97266,970225,2474863504,9460674756,0
985,52001,92918,970225,2704104001,8633754724,0
418612,915,418613,175236006544,837225,175236843769,1
418612,46414,9397,175236006544,2154259396,88303609,0
300312,775,300313,90187297344,600625,90187897969,1
300312,76485,70648,90187297344,5849955225,4991139904,0
300312,36865,42102,90187297344,1359028225,1772578404,0
16021,179,16020,256672441,32041,256640400,1
16021,11483,36538,256672441,131859289,1335025444,0
16021,95030,70076,256672441,9030700900,4910645776,0
16021,5710,48195,256672441,32604100,2322758025,0
58140,341,58141,3380259600,116281,3380375881,1
889,395160,395161,790321,156151425600,156152215921,1
889,41898,78361,790321,1755442404,6140446321,0
17112,185,17113,292820544,34225,292854769,1
17112,70071,322,292820544,4909945041,103684,0
17112,9408,13395,292820544,88510464,179426025,0
108113,465,108112,11688420769,216225,11688204544,1
108113,17942,85857,11688420769,321915364,7371424449,0
112,15,113,12544,225,12769,1
863,372384,372385,744769,138669843456,138670588225,1
76441,391,76440,5843226481,152881,5843073600,1
5,3,4,25,9,16,1
258481,719,258480,66812427361,516961,66811910400,1
258481,51571,20359,66812427361,2659568041,414488881,0
99012,445,99013,9803376144,198025,9803574169,1
99012,13355,63185,9803376144,178356025,3992344225,0
99012,57148,57587,9803376144,3265893904,3316262569,0
16381,181,16380,268337161,32761,268304400,1
16381,55832,51240,268337161,3117212224,2625537600,0
473364,973,473365,224073476496,946729,224074423225,1
2520,71,2521,6350400,5041,6355441,1
2520,64095,91192,6350400,4108169025,8315980864,0
4900,99,4901,24010000,9801,24019801,1
4900,42376,63786,24010000,1795725376,4068653796,0
4900,89491,45422,24010000,8008639081,2063158084,0
4900,90889,25908,24010000,8260810321,671224464,0
4900,53308,34412,24010000,2841742864,1184185744,0
13,5,12,169,25,144,1
13,17056,70503,169,290907136,4970673009,0
21012,205,21013,441504144,42025,441546169,1
52813,325,52812,2789212969,105625,2789107344,1
52813,77600,86900,2789212969,6021760000,7551610000,0
227813,675,227812,51898762969,455625,51898307344,1
227813,94668,32351,51898762969,8962030224,1046587201,0
945,446512,446513,893025,199372966144,199373859169,1
945,63263,70064,893025,4002207169,4908964096,0
945,26936,28070,893025,725548096,787924900,0
945,5415,39956,893025,29322225,1596481936,0
361,65160,65161,130321,4245825600,4245955921,1
737,271584,271585,543169,73757869056,73758412225,1
91164,427,91165,8310874896,182329,8311057225,1
91164,84772,14782,8310874896,7186291984,218507524,0
91164,90878,21357,8310874896,8258810884,456121449,0
265720,729,265721,70607118400,531441,70607649841,1
265720,72775,91723,70607118400,5296200625,8413108729,0
265720,11582,77477,70607118400,134142724,6002685529,0
30012,245,30013,900720144,60025,900780169,1
30012,91836,64354,900720144,8433850896,4141437316,0
30012,947,41664,900720144,896809,1735888896,0
30012,103,81083,900720144,10609,6574452889,0
987,487084,487085,974169,237250823056,237251797225,1
987,18301,61868,974169,334926601,3827649424,0
659,217140,217141,434281,47149779600,47150213881,1
659,76708,63945,434281,5884117264,4088963025,0
14621,171,14620,213773641,29241,213744400,1
69565,373,69564,4839289225,139129,4839150096,1
69565,42758,2923,4839289225,1828246564,8543929,0
219785,663,219784,48305446225,439569,48305006656,1
42340,291,42341,1792675600,84681,1792760281,1
27613,235,27612,762477769,55225,762422544,1
27613,90024,89198,762477769,8104320576,7956283204,0
27613,34205,37023,762477769,1169982025,1370702529,0
32513,255,32512,1057095169,65025,1057030144,1
617,190344,190345,380689,36230838336,36231219025,1
83640,409,83641,6995649600,167281,6995816881,1
161880,569,161881,26205134400,323761,26205458161,1
161880,27517,30509,26205134400,757185289,930799081,0
145,10512,10513,21025,110502144,110523169,1
145,98297,97173,21025,9662300209,9442591929,0
1404,53,1405,1971216,2809,1974025,1
1404,34944,14842,1971216,1221083136,220284964,0
71821,379,71820,5158256041,143641,5158112400,1
71821,20048,959,5158256041,401922304,919681,0
4140,91,4141,17139600,8281,17147881,1
925,43,924,855625,1849,853776,1
425,90312,90313,180625,8156257344,8156437969,1
248512,705,248513,61758214144,497025,61758711169,1
181,16380,16381,32761,268304400,268337161,1
181,70192,59281,32761,4926916864,3514236961,0
181,21010,43378,32761,441420100,1881650884,0
201612,635,201613,40647398544,403225,40647801769,1
329,54120,54121,108241,2928974400,2929082641,1
329,43964,67125,108241,1932833296,4505765625,0
329,61072,15601,108241,3729789184,243391201,0
615,189112,189113,378225,35763348544,35763726769,1
615,12659,13997,378225,160250281,195916009,0
615,51901,88584,378225,2693713801,7847125056,0
65,2112,2113,4225,4460544,4464769,1
431520,929,431521,186209510400,863041,186210373441,1
431520,58754,67448,186209510400,3452032516,4549232704,0
431520,50992,21995,186209510400,2600184064,483780025,0
431520,75281,76538,186209510400,5667228961,5858065444,0
126505,503,126504,16003515025,253009,16003262016,1
126505,77324,85120,16003515025,5979000976,7245414400,0
126505,6103,46951,16003515025,37246609,2204396401,0
126505,83205,5221,16003515025,6923072025,27258841,0
324013,805,324012,104984424169,648025,104983776144,1
9940,141,9941,98803600,19881,98823481,1
5725,107,5724,32775625,11449,32764176,1
5725,43213,66725,32775625,1867363369,4452225625,0
5725,55425,99869,32775625,3071930625,9973817161,0
5725,79799,27203,32775625,6367880401,740003209,0
487,118584,118585,237169,14062165056,14062402225,1
375844,867,375845,141258712336,751689,141259464025,1
121524,493,121525,14768082576,243049,14768325625,1
200344,633,200345,40137718336,400689,40138119025,1
108113,465,108112,11688420769,216225,11688204544,1
94613,435,94612,8951619769,189225,8951430544,1
22260,211,22261,495507600,44521,495552121,1
186660,611,186661,34841955600,373321,34842328921,1
130560,511,130561,17045913600,261121,17046174721,1
130560,84465,83152,17045913600,7134336225,6914255104,0
873,381064,381065,762129,145209772096,145210534225,1
873,43244,59149,762129,1870043536,3498604201,0
873,99077,33675,762129,9816251929,1134005625,0
873,18128,84491,762129,328624384,7138729081,0
873,3233,49568,762129,10452289,2456986624,0
873,24856,47715,762129,617820736,2276721225,0
873,75889,47409,762129,5759140321,2247613281,0
827,341964,341965,683929,116939377296,116940061225,1
289560,761,289561,83844993600,579121,83845572721,1
631,199080,199081,398161,39632846400,39633244561,1
631,33122,9947,398161,1097066884,98942809,0
631,63339,27497,398161,4011828921,756085009,0
631,17826,64103,398161,317766276,4109194609,0
631,27664,35654,398161,765296896,1271207716,0
1741,59,1740,3031081,3481,3027600,1
1741,6625,38590,3031081,43890625,1489188100,0
1741,71373,94233,3031081,5094105129,8879858289,0
1741,71772,42179,3031081,5151219984,1779068041,0
424121,921,424120,179878622641,848241,179877774400,1
67344,367,67345,4535214336,134689,4535349025,1
283504,753,283505,80374518016,567009,80375085025,1
283504,14911,7032,80374518016,222337921,49449024,0
283504,82634,11815,80374518016,6828377956,139594225,0
213205,653,213204,45456372025,426409,45455945616,1
761,39,760,579121,1521,577600,1
761,20644,59494,579121,426174736,3539536036,0
7565,123,7564,57229225,15129,57214096,1
555,154012,154013,308025,23719696144,23720004169,1
555,98976,81586,308025,9796248576,6656275396,0
555,59864,18622,308025,3583698496,346778884,0
623,194064,194065,388129,37660836096,37661224225,1
0,1,1,0,1,1,1
769,295680,295681,591361,87426662400,87427253761,1
769,17578,67469,591361,308986084,4552065961,0
353641,841,353640,125061956881,707281,125061249600,1
353641,65981,72943,125061956881,4353492361,5320681249,0
727,264264,264265,528529,69835461696,69835990225,1
727,98083,72350,528529,9620274889,5234522500,0
727,54751,7853,528529,2997672001,61669609,0
727,80078,96908,528529,6412486084,9391160464,0
1300,51,1301,1690000,2601,1692601,1
1300,22285,40653,1690000,496621225,1652666409,0
332112,815,332113,110298380544,664225,110299044769,1
332112,62747,15820,110298380544,3937186009,250272400,0
332112,24701,99679,110298380544,610139401,9935903041,0
166465,577,166464,27710596225,332929,27710263296,1
166465,73288,2197,27710596225,5371130944,4826809,0
166465,44693,68545,27710596225,1997464249,4698417025,0
133,8844,8845,17689,78216336,78234025,1
133,17505,41867,17689,306425025,1752845689,0
133,6126,82636,17689,37527876,6828708496,0
51,1300,1301,2601,1690000,1692601,1
418613,915,418612,175236843769,837225,175236006544,1
16381,181,16380,268337161,32761,268304400,1
16381,89049,60523,268337161,7929724401,3663033529,0
16381,87328,4383,268337161,7626179584,19210689,0
16381,88843,35385,268337161,7893078649,1252098225,0
16381,20760,90683,268337161,430977600,8223406489,0
16381,49051,53968,268337161,2406000601,2912545024,0
16381,5764,77237,268337161,33223696,5965554169,0
16381,31613,89793,268337161,999381769,8062782849,0
16381,45109,3428,268337161,2034821881,11751184,0
74884,387,74885,5607613456,149769,5607763225,1
155124,557,155125,24063455376,310249,24063765625,1
155124,41605,96276,24063455376,1730976025,9269068176,0
90312,425,90313,8156257344,180625,8156437969,1
132612,515,132613,17585942544,265225,17586207769,1
15665,177,15664,245392225,31329,245360896,1
68080,369,68081,4634886400,136161,4635022561,1
223780,669,223781,50077488400,447561,50077935961,1
223780,41385,2576,50077488400,1712718225,6635776,0
223780,4502,34930,50077488400,20268004,1220104900,0
405,82012,82013,164025,6725968144,6726132169,1
405,11901,82625,164025,141633801,6826890625,0
405,75869,32380,164025,5756105161,1048464400,0
405,55732,48769,164025,3106055824,2378415361,0
405,78180,89230,164025,6112112400,7961992900,0
405,44164,4929,164025,1950458896,24295041,0
405,99296,17612,164025,9859695616,310182544,0
405,15105,69978,164025,228161025,4896920484,0
405,72689,48398,164025,5283690721,2342366404,0
46512,305,46513,2163366144,93025,2163459169,1
46512,70496,92226,2163366144,4969686016,8505635076,0
136765,523,136764,18704665225,273529,18704391696,1
731,267180,267181,534361,71385152400,71385686761,1
731,43333,60428,534361,1877748889,3651543184,0
731,45151,94148,534361,2038612801,8863845904,0
731,1962,10088,534361,3849444,101767744,0
3613,85,3612,13053769,7225,13046544,1
446512,945,446513,199372966144,893025,199373859169,1
446512,71828,70076,199372966144,5159261584,4910645776,0
501,125500,125501,251001,15750250000,15750501001,1
877,384564,384565,769129,147889470096,147890239225,1
877,15763,30994,769129,248472169,960628036,0
877,10559,88085,769129,111492481,7758967225,0
139921,529,139920,19577886241,279841,19577606400,1
51521,321,51520,2654413441,103041,2654310400,1
94612,435,94613,8951430544,189225,8951619769,1
94612,43111,30278,8951430544,1858558321,916757284,0
289,41760,41761,83521,1743897600,1743981121,1
4512,95,4513,20358144,9025,20367169,1
4512,3397,25706,20358144,11539609,660798436,0
4512,25721,18679,20358144,661569841,348905041,0
9385,137,9384,88078225,18769,88059456,1
9385,48869,25411,88078225,2388179161,645718921,0
1985,63,1984,3940225,3969,3936256,1
104425,457,104424,10904580625,208849,10904371776,1
104425,30649,45073,10904580625,939361201,2031575329,0
104425,7714,45856,10904580625,59505796,2102772736,0
104425,75316,24857,10904580625,5672499856,617870449,0
316012,795,316013,99863584144,632025,99864216169,1
316012,45279,32589,99863584144,2050187841,1062042921,0
21840,209,21841,476985600,43681,477029281,1
959,459840,459841,919681,211452825600,211453745281,1
382813,875,382812,146545792969,765625,146545027344,1
12640,159,12641,159769600,25281,159794881,1
12640,29613,64417,159769600,876929769,4149549889,0
983,483144,483145,966289,233428124736,233429091025,1
471420,971,471421,222236816400,942841,222237759241,1
56113,335,56112,3148668769,112225,3148556544,1
573,164164,164165,328329,26949818896,26950147225,1
173,14964,14965,29929,223921296,223951225,1
907,411324,411325,822649,169187432976,169188255625,1
4513,95,4512,20367169,9025,20358144,1
125,7812,7813,15625,61027344,61042969,1
231881,681,231880,53768798161,463761,53768334400,1
152905,553,152904,23379939025,305809,23379633216,1
152905,91489,46642,23379939025,8370237121,2175476164,0
289,41760,41761,83521,1743897600,1743981121,1
613,187884,187885,375769,35300397456,35300773225,1
613,42919,16858,375769,1842040561,284192164,0
205440,641,205441,42205593600,410881,42206004481,1
485112,985,485113,235333652544,970225,235334622769,1
50245,317,50244,2524560025,100489,2524459536,1
613,187884,187885,375769,35300397456,35300773225,1
613,26009,81753,375769,676468081,6683553009,0
613,95539,82180,375769,9127700521,6753552400,0
613,49536,20277,375769,2453815296,411156729,0
613,35282,49453,375769,1244819524,2445599209,0
613,97415,37124,375769,9489682225,1378191376,0
613,77149,68431,375769,5951968201,4682801761,0
613,42738,20873,375769,1826536644,435682129,0
613,69526,22050,375769,4833864676,486202500,0
288041,759,288040,82967617681,576081,82967041600,1
8844,133,8845,78216336,17689,78234025,1
8844,83586,31947,78216336,6986619396,1020610809,0
8844,46392,9816,78216336,2152217664,96353856,0
351960,839,351961,123875841600,703921,123876545521,1
351960,68062,79871,123875841600,4632435844,6379376641,0
517,133644,133645,267289,17860718736,17860986025,1
83641,409,83640,6995816881,167281,6995649600,1
38365,277,38364,1471873225,76729,1471796496,1
38365,17387,30277,1471873225,302307769,916696729,0
38365,77472,38754,1471873225,6001910784,1501872516,0
38365,58114,30204,1471873225,3377236996,912281616,0
355324,843,355325,126255144976,710649,126255855625,1
355324,21272,85259,126255144976,452497984,7269097081,0
355324,15121,66823,126255144976,228644641,4465313329,0
355324,81972,24566,126255144976,6719408784,603488356,0
80400,401,80401,6464160000,160801,6464320801,1
80400,83201,44346,6464160000,6922406401,1966567716,0
254185,713,254184,64610014225,508369,64609505856,1
26680,231,26681,711822400,53361,711875761,1
26680,70754,4894,711822400,5006128516,23951236,0
26680,34995,86851,711822400,1224650025,7543096201,0
26680,90524,42751,711822400,8194594576,1827648001,0
50244,317,50245,2524459536,100489,2524560025,1
223780,669,223781,50077488400,447561,50077935961,1
71065,377,71064,5050234225,142129,5050092096,1
71065,64752,90089,5050234225,4192821504,8116027921,0
71065,78590,57967,5050234225,6176388100,3360173089,0
397,78804,78805,157609,6210070416,6210228025,1
283505,753,283504,80375085025,567009,80374518016,1
283505,99528,63612,80375085025,9905822784,4046486544,0
283505,25905,63366,80375085025,671069025,4015249956,0
283505,2349,48509,80375085025,5517801,2353123081,0
213205,653,213204,45456372025,426409,45455945616,1
213205,41037,66706,45456372025,1684035369,4449690436,0
213205,91885,33787,45456372025,8442853225,1141561369,0
189112,615,189113,35763348544,378225,35763726769,1
215,23112,23113,46225,534164544,534210769,1
215,33830,73621,46225,1144468900,5420051641,0
12325,157,12324,151905625,24649,151880976,1
12325,54631,9308,151905625,2984546161,86638864,0
181805,603,181804,33053058025,363609,33052694416,1
415,86112,86113,172225,7415276544,7415448769,1
415,27729,17221,172225,768897441,296562841,0
1860,61,1861,3459600,3721,3463321,1
1860,64360,2872,3459600,4142209600,8248384,0
1860,70140,4357,3459600,4919619600,18983449,0
1860,31408,97115,3459600,986462464,9431323225,0
389844,883,389845,151978344336,779689,151979124025,1
47740,309,47741,2279107600,95481,2279203081,1
190344,617,190345,36230838336,380689,36231219025,1
571,163020,163021,326041,26575520400,26575846441,1
571,38609,96949,326041,1490654881,9399108601,0
43,924,925,1849,853776,855625,1
43,92848,15340,1849,8620751104,235315600,0
437112,935,437113,191066900544,874225,191067774769,1
24864,223,24865,618218496,49729,618268225,1
24864,97929,34840,618218496,9590089041,1213825600,0
24864,65521,98850,618218496,4293001441,9771322500,0
24864,29557,77473,618218496,873616249,6002065729,0
24864,55218,89777,618218496,3049027524,8059909729,0
24864,1041,92759,618218496,1083681,8604232081,0
132613,515,132612,17586207769,265225,17585942544,1
887,393384,393385,786769,154750971456,154751758225,1
479220,979,479221,229651808400,958441,229652766841,1
24421,221,24420,596385241,48841,596336400,1
24421,63522,59680,596385241,4035044484,3561702400,0
276024,743,276025,76189248576,552049,76189800625,1
276024,42860,61272,76189248576,1836979600,3754257984,0
78012,395,78013,6085872144,156025,6086028169,1
78012,50850,99466,6085872144,2585722500,9893485156,0
78012,54141,81206,6085872144,2931247881,6594414436,0
78012,91550,90666,6085872144,8381402500,8220323556,0
78012,50121,56943,6085872144,2512114641,3242505249,0
921,424120,424121,848241,179877774400,179878622641,1
13285,163,13284,176491225,26569,176464656,1
13285,9124,43354,176491225,83247376,1879569316,0
13285,25031,79884,176491225,626550961,6381453456,0
180601,601,180600,32616721201,361201,32616360000,1
180601,32356,12174,32616721201,1046910736,148206276,0
691,238740,238741,477481,56996787600,56997265081,1
691,40704,56269,477481,1656815616,3166200361,0
691,36364,76855,477481,1322340496,5906691025,0
691,99447,50582,477481,9889705809,2558538724,0
691,15846,94527,477481,251095716,8935353729,0
691,27298,20563,477481,745180804,422836969,0
195,19012,19013,38025,361456144,361494169,1
199,19800,19801,39601,392040000,392079601,1
199,17777,70942,39601,316021729,5032767364,0
343620,829,343621,118074704400,687241,118075391641,1
343620,73660,42281,118074704400,5425795600,1787682961,0
343620,11106,43218,118074704400,123343236,1867795524,0
343620,27194,90591,118074704400,739513636,8206729281,0
655,214512,214513,429025,46015398144,46015827169,1
655,7780,37096,429025,60528400,1376113216,0
